,when,was,al-nimeiry,overthrown,?
after,0.5331412553787231,0.49306565523147583,0.28311818838119507,0.3347446024417877,0.16608688235282898
al-nimeiry,0.2513757050037384,0.26122310757637024,1.0,0.5337012410163879,0.2566865086555481
was,0.37326499819755554,1.0000001192092896,0.26122310757637024,0.27107658982276917,0.18412111699581146
overthrown,0.22756700217723846,0.27107658982276917,0.5337012410163879,1.0000001192092896,0.15845751762390137
in,0.4431333839893341,0.45514053106307983,0.20516414940357208,0.16733208298683167,0.20430970191955566
1985,-0.00747395446524024,0.010012023150920868,-0.061201438307762146,-0.06948596984148026,-0.03005216084420681
the,0.5091903209686279,0.48711544275283813,0.23174172639846802,0.21934035420417786,0.22068053483963013
party,0.2302551418542862,0.25508102774620056,0.2706109285354614,0.3158644735813141,0.19031576812267303
did,0.3228907287120819,0.41399896144866943,0.16556331515312195,0.2167377918958664,0.3023456633090973
poorly,0.2998219132423401,0.247404545545578,0.14211657643318176,0.0864480584859848,0.20710419118404388
in,0.4431333839893341,0.45514053106307983,0.20516414940357208,0.16733208298683167,0.20430970191955566
national,0.1649656444787979,0.2433898150920868,0.2673102915287018,0.13789574801921844,0.15643028914928436
elections,0.26424795389175415,0.26122042536735535,0.3153596818447113,0.3712881803512573,0.2319818139076233
",",0.36674630641937256,0.45456063747406006,0.3238062858581543,0.19919556379318237,0.31091248989105225
but,0.5599016547203064,0.36023372411727905,0.23887759447097778,0.22541652619838715,0.27921953797340393
in,0.4431333839893341,0.45514053106307983,0.20516414940357208,0.16733208298683167,0.20430970191955566
1989,-0.1379205584526062,0.06480737775564194,0.18196038901805878,0.05329377204179764,0.08110656589269638
it,0.4775012135505676,0.4577186405658722,0.1754245162010193,0.16564327478408813,0.25732165575027466
was,0.37326499819755554,1.0000001192092896,0.26122310757637024,0.27107658982276917,0.18412111699581146
able,0.35277876257896423,0.19031302630901337,0.08920523524284363,0.16665153205394745,0.260649710893631
to,0.5423505902290344,0.3636345863342285,0.24172139167785645,0.21169526875019073,0.29463258385658264
overthrow,0.20690052211284637,0.232468843460083,0.48290151357650757,0.9441172480583191,0.1537860929965973
the,0.5091903209686279,0.48711544275283813,0.23174172639846802,0.21934035420417786,0.22068053483963013
elected,0.2156970202922821,0.2710091769695282,0.3134423494338989,0.38640159368515015,0.1966295689344406
post-al-nimeiry,0.2869897186756134,0.29489222168922424,0.8567603230476379,0.5103201270103455,0.30018821358680725
government,0.23078718781471252,0.2995857298374176,0.29579290747642517,0.45790576934814453,0.18851417303085327
with,0.5075214505195618,0.27411898970603943,0.13697196543216705,0.15204186737537384,0.2433311939239502
the,0.5091903209686279,0.48711544275283813,0.23174172639846802,0.21934035420417786,0.22068053483963013
help,0.3472992777824402,0.14012886583805084,0.17108575999736786,0.1921371966600418,0.28403452038764954
of,0.3757161796092987,0.4069072902202606,0.25062310695648193,0.25923100113868713,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,0.23174172639846802,0.21934035420417786,0.22068053483963013
military,0.20479682087898254,0.24704936146736145,0.34268757700920105,0.41295871138572693,0.1890317052602768
.,0.475719153881073,0.40146201848983765,0.287202924489975,0.1838250309228897,0.4130953550338745
