,how,did,luther,describe,the,mass,that,was,viewed,as,sacrifice,?
in,0.2601168751716614,0.2593238651752472,0.20523880422115326,0.2910135090351105,0.6662389636039734,0.1766357719898224,0.435920387506485,0.45514053106307983,0.194101944565773,0.3887844979763031,0.1377449631690979,0.20430970191955566
on,0.32655060291290283,0.2670976221561432,0.19090485572814941,0.14475375413894653,0.5107308030128479,0.18456357717514038,0.42569106817245483,0.3909217119216919,0.3040112555027008,0.36047765612602234,0.0896516889333725,0.2714994251728058
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.26495152711868286,1.0,0.2284930944442749,0.5473989248275757,0.48711544275283813,0.34172287583351135,0.48381632566452026,0.1856338083744049,0.22068053483963013
abrogation,0.26303449273109436,0.27543574571609497,0.1885332316160202,0.2630974352359772,0.3400627374649048,0.3114246726036072,0.3507824242115021,0.2939366102218628,0.28886479139328003,0.30316686630249023,0.29805415868759155,0.2527204155921936
of,0.2480744868516922,0.2513895630836487,0.1719115972518921,0.2764313519001007,0.733189046382904,0.26915112137794495,0.41498205065727234,0.4069072902202606,0.27454227209091187,0.3886612355709076,0.16815687716007233,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.26495152711868286,1.0,0.2284930944442749,0.5473989248275757,0.48711544275283813,0.34172287583351135,0.48381632566452026,0.1856338083744049,0.22068053483963013
private,0.08935344964265823,0.1676381528377533,0.16110587120056152,0.10336461663246155,0.18291357159614563,0.1137222945690155,0.20570282638072968,0.18122155964374542,0.19208423793315887,0.22101859748363495,0.16775748133659363,0.14389030635356903
mass,0.28030452132225037,0.1598033756017685,0.14408515393733978,0.21655410528182983,0.2284930944442749,1.0000001192092896,0.2827543616294861,0.16957920789718628,0.19122882187366486,0.20994383096694946,0.14703847467899323,0.2076406031847
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.18910212814807892,0.4933079481124878,0.2439754158258438,0.4137537479400635,0.45456063747406006,0.2206074744462967,0.48816442489624023,0.18557393550872803,0.31091248989105225
he,0.2594625651836395,0.3292143940925598,0.2454872578382492,0.14869676530361176,0.4571082592010498,0.1783510446548462,0.36068853735923767,0.5410010814666748,0.12274183332920074,0.33787044882774353,0.16239143908023834,0.2089974731206894
condemned,0.14931631088256836,0.2631458640098572,0.19332356750965118,0.24388748407363892,0.2100345343351364,0.19786600768566132,0.23837481439113617,0.24037425220012665,0.31321457028388977,0.14063723385334015,0.2265722155570984,0.18363839387893677
as,0.33782753348350525,0.3596470057964325,0.20242992043495178,0.32652774453163147,0.48381632566452026,0.20994383096694946,0.4735107421875,0.3677520453929901,0.2334030270576477,1.0,0.21857285499572754,0.27043893933296204
idolatry,0.2413383275270462,0.21174196898937225,0.24242182075977325,0.3021314740180969,0.24577638506889343,0.27514687180519104,0.3611091375350952,0.23932546377182007,0.3092229664325714,0.25409790873527527,0.4392815828323364,0.2146892100572586
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.26495152711868286,1.0,0.2284930944442749,0.5473989248275757,0.48711544275283813,0.34172287583351135,0.48381632566452026,0.1856338083744049,0.22068053483963013
idea,0.4059104919433594,0.3689729869365692,0.19878339767456055,0.30736055970191956,0.2839161455631256,0.2190360277891159,0.49277663230895996,0.2835119664669037,0.24085670709609985,0.25607582926750183,0.19017061591148376,0.2952161729335785
that,0.557814359664917,0.47518548369407654,0.21746599674224854,0.3340485394001007,0.5473989248275757,0.2827543616294861,1.0,0.33670201897621155,0.3415454924106598,0.4735107421875,0.27495360374450684,0.32716336846351624
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.26495152711868286,1.0,0.2284930944442749,0.5473989248275757,0.48711544275283813,0.34172287583351135,0.48381632566452026,0.1856338083744049,0.22068053483963013
mass,0.28030452132225037,0.1598033756017685,0.14408515393733978,0.21655410528182983,0.2284930944442749,1.0000001192092896,0.2827543616294861,0.16957920789718628,0.19122882187366486,0.20994383096694946,0.14703847467899323,0.2076406031847
is,0.22544461488723755,0.19247472286224365,0.08282390236854553,0.27898338437080383,0.5823672413825989,0.21063528954982758,0.3995479643344879,0.5810302495956421,0.24106821417808533,0.43216490745544434,0.1419088989496231,0.22961433231830597
a,0.29312583804130554,0.2552328109741211,0.17967689037322998,0.3062607944011688,0.5829201340675354,0.21558082103729248,0.47537946701049805,0.4508470594882965,0.22637882828712463,0.39550232887268066,0.2224871963262558,0.23916715383529663
sacrifice,0.15307848155498505,0.16800463199615479,0.13578858971595764,0.20980851352214813,0.1856338083744049,0.14703847467899323,0.27495360374450684,0.1673406958580017,0.1824948787689209,0.21857285499572754,1.0000001192092896,0.16962945461273193
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.18910212814807892,0.4933079481124878,0.2439754158258438,0.4137537479400635,0.45456063747406006,0.2206074744462967,0.48816442489624023,0.18557393550872803,0.31091248989105225
asserting,0.29165807366371155,0.26265397667884827,0.2623292803764343,0.27759861946105957,0.27079346776008606,0.21357835829257965,0.3997207581996918,0.18259434401988983,0.23204834759235382,0.385944664478302,0.23513461649417877,0.3857629895210266
instead,0.36776381731033325,0.34208473563194275,0.20225876569747925,0.21988826990127563,0.3940567970275879,0.20143714547157288,0.43556153774261475,0.23083001375198364,0.1397617608308792,0.3822622001171112,0.1720612645149231,0.2942638397216797
that,0.557814359664917,0.47518548369407654,0.21746599674224854,0.3340485394001007,0.5473989248275757,0.2827543616294861,1.0,0.33670201897621155,0.3415454924106598,0.4735107421875,0.27495360374450684,0.32716336846351624
it,0.36714982986450195,0.2993364930152893,0.15365919470787048,0.1973889172077179,0.6251175999641418,0.2043604701757431,0.5921133160591125,0.4577186405658722,0.2568945586681366,0.4461488723754883,0.18121567368507385,0.25732165575027466
is,0.22544461488723755,0.19247472286224365,0.08282390236854553,0.27898338437080383,0.5823672413825989,0.21063528954982758,0.3995479643344879,0.5810302495956421,0.24106821417808533,0.43216490745544434,0.1419088989496231,0.22961433231830597
a,0.29312583804130554,0.2552328109741211,0.17967689037322998,0.3062607944011688,0.5829201340675354,0.21558082103729248,0.47537946701049805,0.4508470594882965,0.22637882828712463,0.39550232887268066,0.2224871963262558,0.23916715383529663
gift,0.20630408823490143,0.203318253159523,0.16766926646232605,0.1459275186061859,0.23132675886154175,0.061750005930662155,0.2625895142555237,0.2019146829843521,0.1394968330860138,0.2102014422416687,0.32540956139564514,0.1950901448726654
",",0.22659391164779663,0.3015086054801941,0.23255878686904907,0.18910212814807892,0.4933079481124878,0.2439754158258438,0.4137537479400635,0.45456063747406006,0.2206074744462967,0.48816442489624023,0.18557393550872803,0.31091248989105225
to,0.44169697165489197,0.4452643394470215,0.18029534816741943,0.3167092204093933,0.535392165184021,0.20907121896743774,0.5436353087425232,0.3636345863342285,0.22659115493297577,0.42092081904411316,0.21181610226631165,0.29463258385658264
be,0.4158933162689209,0.22657383978366852,0.15299063920974731,0.3610440790653229,0.4248143136501312,0.2344316840171814,0.6036020517349243,0.42228707671165466,0.31284257769584656,0.5230465531349182,0.23057469725608826,0.3324260413646698
received,0.09265316277742386,0.3125181496143341,0.1771141141653061,0.09762238711118698,0.24890556931495667,0.11821642518043518,0.16830024123191833,0.3745744526386261,0.22132468223571777,0.24595820903778076,0.15837597846984863,0.11905962228775024
with,0.3525622487068176,0.25472134351730347,0.14705438911914825,0.27238842844963074,0.4223487675189972,0.15513640642166138,0.4154358208179474,0.27411898970603943,0.1906999796628952,0.40387406945228577,0.15957924723625183,0.2433311939239502
thanksgiving,0.291777640581131,0.29752489924430847,0.3238316476345062,0.1677706241607666,0.3310045897960663,0.18536321818828583,0.3214295506477356,0.2733171284198761,0.23075704276561737,0.28293856978416443,0.2986113727092743,0.30316072702407837
by,0.34370526671409607,0.18574509024620056,0.15382802486419678,0.2502102553844452,0.4408751428127289,0.21824167668819427,0.37496164441108704,0.4752357602119446,0.2073718160390854,0.3815547823905945,0.17954447865486145,0.17966607213020325
the,0.33890387415885925,0.34736719727516174,0.1759674996137619,0.26495152711868286,1.0,0.2284930944442749,0.5473989248275757,0.48711544275283813,0.34172287583351135,0.48381632566452026,0.1856338083744049,0.22068053483963013
whole,0.3523266613483429,0.23628540337085724,0.14281919598579407,0.2725926339626312,0.4517841339111328,0.2547796070575714,0.43802928924560547,0.22826434671878815,0.2601584494113922,0.26461637020111084,0.16893991827964783,0.21052291989326477
congregation,0.12476368248462677,0.16762135922908783,0.39724987745285034,0.1354115605354309,0.2882172167301178,0.21886737644672394,0.22610151767730713,0.21125055849552155,0.18742413818836212,0.2227703481912613,0.25488975644111633,0.1875634491443634
.,0.3287222981452942,0.35288307070732117,0.24907569587230682,0.17917026579380035,0.5934505462646484,0.25224974751472473,0.4460422694683075,0.40146201848983765,0.27454590797424316,0.515582263469696,0.21216849982738495,0.4130953550338745
