,what,is,the,name,of,the,quarterback,who,was,38,in,super,bowl,xxxiii,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.23757418990135193,0.3733934462070465,0.48711544275283813,0.054539695382118225,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.3131234347820282,0.22068053483963013
past,0.3538547456264496,0.2206672728061676,0.2747827172279358,0.15083761513233185,0.27417802810668945,0.2747827172279358,0.1680554449558258,0.3421076834201813,0.17324605584144592,0.03281722590327263,0.24275542795658112,0.15902681648731232,0.17576618492603302,0.16145405173301697,0.2598046660423279
record,0.1772487461566925,0.19413821399211884,0.23569516837596893,0.16916072368621826,0.19289259612560272,0.23569516837596893,0.2873646914958954,0.24139603972434998,0.2787264287471771,-0.003160699736326933,0.23162534832954407,0.2505435347557068,0.24389338493347168,0.2655649185180664,0.14407116174697876
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.2646567225456238,0.4069072902202606,0.48711544275283813,0.24103644490242004,0.3318818509578705,1.0000001192092896,0.0077925487421453,0.45514053106307983,0.21420986950397491,0.21915455162525177,0.2836242914199829,0.18412111699581146
held,0.0974166989326477,0.19884860515594482,0.32185450196266174,0.0743686631321907,0.28960686922073364,0.32185450196266174,0.14380978047847748,0.21375896036624908,0.30231067538261414,0.06903945654630661,0.3127288818359375,0.1602509617805481,0.1913566142320633,0.25991690158843994,0.14103956520557404
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.25480157136917114,0.3646814823150635,0.4408751428127289,0.12718109786510468,0.39727845788002014,0.4752357602119446,-0.06048400327563286,0.370934396982193,0.15233319997787476,0.12992306053638458,0.20287960767745972,0.17966607213020325
john,0.18237407505512238,0.16449548304080963,0.2230520099401474,0.12458125501871109,0.2407056987285614,0.2230520099401474,0.19255928695201874,0.30388808250427246,0.2875721752643585,0.052199386060237885,0.22177861630916595,0.1567493975162506,0.19344750046730042,0.2142796516418457,0.13162356615066528
elway,0.2192334681749344,0.22354689240455627,0.2985321283340454,0.2095855325460434,0.2248365581035614,0.2985321283340454,0.5347420573234558,0.30533918738365173,0.24907957017421722,-0.03346579149365425,0.2640700042247772,0.2389257848262787,0.3023669123649597,0.32840511202812195,0.2248448133468628
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.2844501733779907,0.3365725874900818,0.45456063747406006,-0.06660237908363342,0.5201468467712402,0.22322475910186768,0.1810409277677536,0.28180480003356934,0.31091248989105225
who,0.40942975878715515,0.24293622374534607,0.3733934462070465,0.2027527540922165,0.2827862501144409,0.3733934462070465,0.17410103976726532,0.9999998807907104,0.3318818509578705,0.05407789349555969,0.2792111933231354,0.1819351613521576,0.09189514070749283,0.1448201686143875,0.26220351457595825
led,0.12112844735383987,0.14361225068569183,0.3267505168914795,0.15100760757923126,0.32918456196784973,0.3267505168914795,0.20787952840328217,0.2450801581144333,0.34443995356559753,0.04027885943651199,0.2990247309207916,0.12589675188064575,0.16275393962860107,0.19710756838321686,0.09273858368396759
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.23757418990135193,0.3733934462070465,0.48711544275283813,0.054539695382118225,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.3131234347820282,0.22068053483963013
broncos,0.1787765771150589,0.1288805603981018,0.25985947251319885,0.11482545733451843,0.19310332834720612,0.25985947251319885,0.5632858872413635,0.1763724684715271,0.23574475944042206,0.11418159306049347,0.20316283404827118,0.36141330003738403,0.4351775348186493,0.46111395955085754,0.18377114832401276
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.27806994318962097,0.41548454761505127,0.535392165184021,0.17934949696063995,0.42656609416007996,0.3636345863342285,-0.04340619221329689,0.45010748505592346,0.17783479392528534,0.16993016004562378,0.22661873698234558,0.29463258385658264
victory,0.12667348980903625,0.1740342378616333,0.2795662581920624,0.18280024826526642,0.21037539839744568,0.2795662581920624,0.18576373159885406,0.18512490391731262,0.28069007396698,0.03154686093330383,0.21562302112579346,0.2620534598827362,0.25666385889053345,0.2753390073776245,0.15412560105323792
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.17283181846141815,0.2792111933231354,0.45514053106307983,0.033282700926065445,1.0,0.18576006591320038,0.17236235737800598,0.23179616034030914,0.20430970191955566
