,what,is,the,main,judicial,body,of,the,eu,?
today,0.3814660608768463,0.3404538929462433,0.35740926861763,0.30360761284828186,0.12003925442695618,0.1279570758342743,0.3291318118572235,0.35740926861763,0.12319765239953995,0.17338968813419342
the,0.42745697498321533,0.5823672413825989,1.0,0.38631999492645264,0.27282875776290894,0.31682634353637695,0.733189046382904,1.0,0.14126400649547577,0.22068053483963013
court,0.23440583050251007,0.20797641575336456,0.2812081575393677,0.07215172052383423,0.5559009313583374,0.13833840191364288,0.28835242986679077,0.2812081575393677,0.16374509036540985,0.17100423574447632
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3177044689655304,0.2965162694454193,0.25063133239746094,1.0,0.733189046382904,0.1579294353723526,0.1826142966747284
justice,0.21462921798229218,0.18458157777786255,0.23470892012119293,0.12766169011592865,0.4831642210483551,0.12003442645072937,0.2658293545246124,0.23470892012119293,0.1179259717464447,0.19269752502441406
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3177044689655304,0.2965162694454193,0.25063133239746094,1.0,0.733189046382904,0.1579294353723526,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.38631999492645264,0.27282875776290894,0.31682634353637695,0.733189046382904,1.0,0.14126400649547577,0.22068053483963013
european,0.15324164927005768,0.16083641350269318,0.3423081040382385,0.11931241303682327,0.22303546965122223,0.15357226133346558,0.2507138252258301,0.3423081040382385,0.46552222967147827,0.14560863375663757
union,0.1396910548210144,0.16997112333774567,0.24421639740467072,0.12240706384181976,0.16486293077468872,0.16131378710269928,0.2642118036746979,0.24421639740467072,0.3292396068572998,0.07797172665596008
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.21451304852962494,0.21297140419483185,0.1610826849937439,0.35032153129577637,0.33289089798927307,0.1709967851638794,0.40561532974243164
cjeu,0.13331106305122375,0.21785378456115723,0.2263687551021576,0.16725413501262665,0.1659577637910843,0.17475849390029907,0.25831952691078186,0.2263687551021576,0.4423111379146576,0.21193405985832214
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.20574742555618286,0.19600947201251984,0.15783365070819855,0.3680361211299896,0.3456730246543884,0.1733860969543457,0.42300865054130554
is,0.28837618231773376,1.0,0.5823672413825989,0.3009335994720459,0.18901214003562927,0.2790417969226837,0.4854315221309662,0.5823672413825989,0.12234814465045929,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.38631999492645264,0.27282875776290894,0.31682634353637695,0.733189046382904,1.0,0.14126400649547577,0.22068053483963013
main,0.2344268560409546,0.3009335994720459,0.38631999492645264,1.0000001192092896,0.1102081909775734,0.15962408483028412,0.3177044689655304,0.38631999492645264,0.06729336082935333,0.1665669083595276
judicial,0.23836617171764374,0.18901214003562927,0.27282875776290894,0.1102081909775734,1.0000001192092896,0.17186623811721802,0.2965162694454193,0.27282875776290894,0.21058975160121918,0.1770997941493988
body,0.2143840193748474,0.2790417969226837,0.31682634353637695,0.15962408483028412,0.17186623811721802,1.0,0.25063133239746094,0.31682634353637695,0.07676316052675247,0.20136451721191406
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2989408075809479,0.230997234582901,0.22437527775764465,0.4946078956127167,0.4933079481124878,0.1565755307674408,0.31091248989105225
within,0.2498195916414261,0.30135563015937805,0.39827480912208557,0.2545113265514374,0.26769572496414185,0.27756670117378235,0.39594778418540955,0.39827480912208557,0.18834546208381653,0.1870293766260147
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.37042954564094543,0.23113827407360077,0.3445165753364563,0.5011631846427917,0.6521818041801453,0.15620915591716766,0.25814583897590637
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.3717656433582306,0.1828753799200058,0.20432932674884796,0.44397735595703125,0.47025805711746216,0.0963774099946022,0.29405656456947327
is,0.28837618231773376,1.0,0.5823672413825989,0.3009335994720459,0.18901214003562927,0.2790417969226837,0.4854315221309662,0.5823672413825989,0.12234814465045929,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.27217230200767517,0.2053520679473877,0.26263290643692017,0.5052502155303955,0.5829201340675354,0.13932566344738007,0.23916715383529663
higher,0.2538340389728546,0.24683357775211334,0.3292480409145355,0.13135695457458496,0.1867751181125641,0.1602284163236618,0.3096220791339874,0.3292480409145355,0.12373650819063187,0.15679465234279633
european,0.15324164927005768,0.16083641350269318,0.3423081040382385,0.11931241303682327,0.22303546965122223,0.15357226133346558,0.2507138252258301,0.3423081040382385,0.46552222967147827,0.14560863375663757
court,0.23440583050251007,0.20797641575336456,0.2812081575393677,0.07215172052383423,0.5559009313583374,0.13833840191364288,0.28835242986679077,0.2812081575393677,0.16374509036540985,0.17100423574447632
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3177044689655304,0.2965162694454193,0.25063133239746094,1.0,0.733189046382904,0.1579294353723526,0.1826142966747284
justice,0.21462921798229218,0.18458157777786255,0.23470892012119293,0.12766169011592865,0.4831642210483551,0.12003442645072937,0.2658293545246124,0.23470892012119293,0.1179259717464447,0.19269752502441406
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.21451304852962494,0.21297140419483185,0.1610826849937439,0.35032153129577637,0.33289089798927307,0.1709967851638794,0.40561532974243164
commonly,0.18122613430023193,0.3994327187538147,0.2974449694156647,0.19624754786491394,0.09910602867603302,0.1650591492652893,0.29300037026405334,0.2974449694156647,0.10196063667535782,0.13546277582645416
abbreviated,0.15040834248065948,0.27301323413848877,0.22909507155418396,0.15078617632389069,0.12966634333133698,0.13230136036872864,0.19987753033638,0.22909507155418396,0.12105505913496017,0.1293652355670929
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.25940921902656555,0.20774485170841217,0.24814960360527039,0.3886612355709076,0.48381632566452026,0.13827164471149445,0.27043893933296204
ecj,0.2061668187379837,0.17866428196430206,0.2286192625761032,0.09639539569616318,0.34003332257270813,0.21581950783729553,0.2910654544830322,0.2286192625761032,0.16469021141529083,0.22849227488040924
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.20574742555618286,0.19600947201251984,0.15783365070819855,0.3680361211299896,0.3456730246543884,0.1733860969543457,0.42300865054130554
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.3140498101711273,0.24354296922683716,0.32291916012763977,0.41498205065727234,0.5473989248275757,0.10275088250637054,0.32716336846351624
deals,0.29828953742980957,0.27342990040779114,0.33629846572875977,0.2223225086927414,0.318932443857193,0.27603423595428467,0.34589913487434387,0.33629846572875977,0.1819295883178711,0.14633230865001678
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.1962798684835434,0.11040933430194855,0.25971415638923645,0.41827285289764404,0.4223487675189972,0.20157751441001892,0.2433311939239502
cases,0.2612028121948242,0.2989884912967682,0.33415094017982483,0.076300710439682,0.32325735688209534,0.20226114988327026,0.31000128388404846,0.33415094017982483,0.15546004474163055,0.25599566102027893
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.3140498101711273,0.24354296922683716,0.32291916012763977,0.41498205065727234,0.5473989248275757,0.10275088250637054,0.32716336846351624
contain,0.1832355558872223,0.31030410528182983,0.26383090019226074,0.19511646032333374,0.12720009684562683,0.22426311671733856,0.30574339628219604,0.26383090019226074,0.1330346167087555,0.18853069841861725
more,0.3484537899494171,0.2946030795574188,0.39758381247520447,0.16663093864917755,0.14475487172603607,0.22450439631938934,0.30478984117507935,0.39758381247520447,0.13553786277770996,0.27894994616508484
public,0.1729622185230255,0.1980048567056656,0.22857438027858734,0.17177897691726685,0.3650977611541748,0.11313492804765701,0.2391265481710434,0.22857438027858734,0.21463967859745026,0.19872993230819702
importance,0.28515949845314026,0.2766280770301819,0.2901651859283447,0.2969793975353241,0.24036778509616852,0.18017266690731049,0.30354931950569153,0.2901651859283447,0.09311310946941376,0.1653127521276474
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2989408075809479,0.230997234582901,0.22437527775764465,0.4946078956127167,0.4933079481124878,0.1565755307674408,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.29831406474113464,0.2202012538909912,0.2872275710105896,0.5116966962814331,0.5171257257461548,0.16977795958518982,0.20544172823429108
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.27217230200767517,0.2053520679473877,0.26263290643692017,0.5052502155303955,0.5829201340675354,0.13932566344738007,0.23916715383529663
general,0.24928055703639984,0.20144300162792206,0.28634732961654663,0.13948088884353638,0.2172645926475525,0.17881235480308533,0.28352999687194824,0.28634732961654663,0.16366180777549744,0.1972234547138214
court,0.23440583050251007,0.20797641575336456,0.2812081575393677,0.07215172052383423,0.5559009313583374,0.13833840191364288,0.28835242986679077,0.2812081575393677,0.16374509036540985,0.17100423574447632
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.3140498101711273,0.24354296922683716,0.32291916012763977,0.41498205065727234,0.5473989248275757,0.10275088250637054,0.32716336846351624
deals,0.29828953742980957,0.27342990040779114,0.33629846572875977,0.2223225086927414,0.318932443857193,0.27603423595428467,0.34589913487434387,0.33629846572875977,0.1819295883178711,0.14633230865001678
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.1962798684835434,0.11040933430194855,0.25971415638923645,0.41827285289764404,0.4223487675189972,0.20157751441001892,0.2433311939239502
issues,0.33279702067375183,0.17773117125034332,0.2638932764530182,0.13040265440940857,0.263284295797348,0.19851994514465332,0.2288406491279602,0.2638932764530182,0.14685893058776855,0.320565789937973
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3177044689655304,0.2965162694454193,0.25063133239746094,1.0,0.733189046382904,0.1579294353723526,0.1826142966747284
