,what,is,a,popular,strolling,destination,for,the,varsovians,?
with,0.2464839518070221,0.3250955045223236,0.3783375024795532,0.22570717334747314,0.2943759560585022,0.11326605081558228,0.39140474796295166,0.4223487675189972,0.19575703144073486,0.2433311939239502
its,0.30393704771995544,0.4447362422943115,0.4424409866333008,0.24229539930820465,0.27620989084243774,0.2896314859390259,0.2992613911628723,0.559237003326416,0.2330135554075241,0.15103481709957123
benches,0.17404820024967194,0.2602212429046631,0.29656434059143066,0.22483278810977936,0.24214285612106323,0.1140744686126709,0.29184597730636597,0.34168457984924316,0.3182138502597809,0.15210524201393127
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2819201350212097,0.2584353983402252,0.22128739953041077,0.4464869201183319,0.4933079481124878,0.29063880443573,0.31091248989105225
flower,0.1672021597623825,0.23760244250297546,0.24457770586013794,0.21350334584712982,0.13350433111190796,0.21149687469005585,0.1378098428249359,0.220725879073143,0.12929436564445496,0.1527496725320816
carpets,0.13072918355464935,0.18897201120853424,0.13903257250785828,0.19764457643032074,0.16182485222816467,0.11403599381446838,0.26152798533439636,0.24214400351047516,0.24721521139144897,0.12282828986644745
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2819201350212097,0.2584353983402252,0.22128739953041077,0.4464869201183319,0.4933079481124878,0.29063880443573,0.31091248989105225
a,0.3320399522781372,0.658733606338501,1.0,0.2756339907646179,0.2815352976322174,0.2501073181629181,0.44038116931915283,0.5829201340675354,0.23462043702602386,0.23916715383529663
pond,0.17993953824043274,0.19462217390537262,0.21863624453544617,0.1742144227027893,0.11484900116920471,0.2229963093996048,0.15676550567150116,0.23511038720607758,0.17589962482452393,0.14127938449382782
with,0.2464839518070221,0.3250955045223236,0.3783375024795532,0.22570717334747314,0.2943759560585022,0.11326605081558228,0.39140474796295166,0.4223487675189972,0.19575703144073486,0.2433311939239502
ducks,0.19349829852581024,0.14692933857440948,0.1991158425807953,0.13582725822925568,0.16417711973190308,0.11170370131731033,0.24692140519618988,0.2418965846300125,0.23217594623565674,0.17352284491062164
on,0.34226128458976746,0.3635730445384979,0.3848365545272827,0.1930101215839386,0.3606010973453522,0.21718867123126984,0.36199691891670227,0.5107308030128479,0.1251346468925476,0.2714994251728058
and,0.31309178471565247,0.3859752118587494,0.3739250600337982,0.3164171278476715,0.30021464824676514,0.2021334022283554,0.5064792633056641,0.5171257257461548,0.2950083911418915,0.20544172823429108
a,0.3320399522781372,0.658733606338501,1.0,0.2756339907646179,0.2815352976322174,0.2501073181629181,0.44038116931915283,0.5829201340675354,0.23462043702602386,0.23916715383529663
playground,0.25688228011131287,0.3052453100681305,0.31615152955055237,0.3015669584274292,0.2907228469848633,0.24057511985301971,0.3482571542263031,0.26622992753982544,0.14348818361759186,0.24359121918678284
for,0.3017193675041199,0.43268078565597534,0.44038116931915283,0.30736467242240906,0.26115280389785767,0.23392128944396973,0.9999999403953552,0.4739971458911896,0.16557258367538452,0.264628142118454
kids,0.2709776759147644,0.18840059638023376,0.2173318713903427,0.2442653626203537,0.2703504264354706,0.179744690656662,0.23470434546470642,0.18819834291934967,0.16247399151325226,0.29497838020324707
",",0.3087472915649414,0.4691906273365021,0.427140474319458,0.2819201350212097,0.2584353983402252,0.22128739953041077,0.4464869201183319,0.4933079481124878,0.29063880443573,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2724021077156067,0.28168827295303345,0.3243162930011749,0.4739971458911896,1.0,0.3396042287349701,0.22068053483963013
krasiński,0.13751351833343506,0.1959398090839386,0.2471471130847931,0.18531061708927155,0.22388525307178497,0.14051169157028198,0.1812436282634735,0.18576538562774658,0.47190356254577637,0.23454974591732025
palace,0.17891965806484222,0.16243064403533936,0.16498732566833496,0.11413876712322235,0.08087804913520813,0.150264173746109,0.19774992763996124,0.25955939292907715,0.183900386095047,0.14965219795703888
garden,0.20641201734542847,0.21094022691249847,0.2035326063632965,0.14476488530635834,0.18550249934196472,0.16956272721290588,0.19887973368167877,0.23359008133411407,0.10383718460798264,0.16720405220985413
is,0.28837618231773376,1.0,0.658733606338501,0.30144429206848145,0.23877829313278198,0.2743035852909088,0.43268078565597534,0.5823672413825989,0.194540873169899,0.22961433231830597
a,0.3320399522781372,0.658733606338501,1.0,0.2756339907646179,0.2815352976322174,0.2501073181629181,0.44038116931915283,0.5829201340675354,0.23462043702602386,0.23916715383529663
popular,0.186283677816391,0.30144429206848145,0.2756339907646179,1.0,0.2250467985868454,0.3590366840362549,0.30736467242240906,0.2724021077156067,0.20240607857704163,0.13108457624912262
strolling,0.33512258529663086,0.23877829313278198,0.2815352976322174,0.2250467985868454,0.9999999403953552,0.1569194793701172,0.26115280389785767,0.28168827295303345,0.23354682326316833,0.2909846603870392
destination,0.18326914310455322,0.2743035852909088,0.2501073181629181,0.3590366840362549,0.1569194793701172,0.9999998807907104,0.23392128944396973,0.3243162930011749,0.13568830490112305,0.12618325650691986
for,0.3017193675041199,0.43268078565597534,0.44038116931915283,0.30736467242240906,0.26115280389785767,0.23392128944396973,0.9999999403953552,0.4739971458911896,0.16557258367538452,0.264628142118454
the,0.42745697498321533,0.5823672413825989,0.5829201340675354,0.2724021077156067,0.28168827295303345,0.3243162930011749,0.4739971458911896,1.0,0.3396042287349701,0.22068053483963013
varsovians,0.26824212074279785,0.194540873169899,0.23462043702602386,0.20240607857704163,0.23354682326316833,0.13568830490112305,0.16557258367538452,0.3396042287349701,1.0,0.16712608933448792
.,0.3567904531955719,0.4569662809371948,0.50484299659729,0.2864297032356262,0.273624986410141,0.2400459349155426,0.4726039469242096,0.5934505462646484,0.2551681399345398,0.4130953550338745
