,who,else,did,datnet,1,refer,to
strictly,0.22950582206249237,0.2542334496974945,0.16158051788806915,0.2536887228488922,-0.25474730134010315,0.182466059923172,0.281207412481308
speaking,0.26571694016456604,0.19291625916957855,0.21895916759967804,0.22244183719158173,-0.21919012069702148,0.20591868460178375,0.2276923805475235
datanet,0.1577603965997696,0.28204619884490967,0.16539694368839264,0.749410092830658,-0.2418050467967987,0.17157797515392303,0.21068289875984192
1,-0.35742413997650146,-0.26907584071159363,-0.2815930247306824,-0.30350467562675476,1.0,-0.13491296768188477,-0.2769182622432709
only,0.4202229380607605,0.3192802965641022,0.4039593040943146,0.2332003116607666,-0.28475064039230347,0.15045598149299622,0.5096819996833801
referred,0.1539032906293869,0.13824473321437836,0.1661432683467865,0.18486914038658142,-0.12970823049545288,0.6860856413841248,0.22845174372196198
to,0.42656609416007996,0.36551961302757263,0.4452643394470215,0.2623315453529358,-0.2769182622432709,0.24100381135940552,1.0
the,0.3733934462070465,0.19370581209659576,0.34736719727516174,0.22618716955184937,-0.1554475575685501,0.22268381714820862,0.535392165184021
network,0.16999904811382294,0.1558002382516861,0.08572790026664734,0.33573266863822937,-0.1875540018081665,0.16255970299243927,0.25940340757369995
and,0.41279885172843933,0.2664144039154053,0.34479495882987976,0.2669059634208679,-0.20516018569469452,0.22076335549354553,0.48971283435821533
the,0.3733934462070465,0.19370581209659576,0.34736719727516174,0.22618716955184937,-0.1554475575685501,0.22268381714820862,0.535392165184021
connected,0.16466940939426422,0.13814924657344818,0.11103025823831558,0.16883668303489685,-0.035843923687934875,0.26162412762641907,0.2315610647201538
users,0.31358474493026733,0.3671475946903229,0.2217390537261963,0.3341127634048462,-0.3272162675857544,0.15058663487434387,0.3617876172065735
via,0.12545354664325714,0.15696890652179718,0.04282603785395622,0.291414350271225,-0.15801052749156952,0.1409578174352646,0.27847176790237427
leased,0.2915711998939514,0.17666420340538025,0.31357908248901367,0.13667280972003937,-0.17507143318653107,0.14053812623023987,0.2553540766239166
lines,0.14507316052913666,0.22275689244270325,0.18845772743225098,0.138596311211586,-0.08071421831846237,0.1446252316236496,0.26990512013435364
(,0.2443375140428543,0.3322950303554535,0.18979617953300476,0.2947235703468323,-0.15974698960781097,0.2169494479894638,0.30882009863853455
using,0.24094825983047485,0.26867496967315674,0.25429773330688477,0.3092428147792816,-0.2998640835285187,0.2124805450439453,0.3678804934024811
the,0.3733934462070465,0.19370581209659576,0.34736719727516174,0.22618716955184937,-0.1554475575685501,0.22268381714820862,0.535392165184021
x.121,-0.030685260891914368,0.15266729891300201,0.06572466343641281,0.045736294239759445,-0.13155415654182434,0.0372578389942646,0.10115327686071396
dnic,0.1587960422039032,0.1725854128599167,0.10215072333812714,0.18037579953670502,0.024947047233581543,0.21756964921951294,0.15933381021022797
2041,0.01132234837859869,0.12161161750555038,0.10961998254060745,0.16375920176506042,-0.08862148970365524,0.043052155524492264,0.14905881881713867
),0.2457384318113327,0.35794275999069214,0.18584993481636047,0.2902206778526306,-0.14927540719509125,0.21405774354934692,0.31236231327056885
",",0.3365725874900818,0.2643522322177887,0.3015086054801941,0.29182329773902893,-0.15742997825145721,0.24546024203300476,0.44245919585227966
the,0.3733934462070465,0.19370581209659576,0.34736719727516174,0.22618716955184937,-0.1554475575685501,0.22268381714820862,0.535392165184021
name,0.2027527540922165,0.19561250507831573,0.17557460069656372,0.2276201993227005,-0.18995489180088043,0.3153393864631653,0.27806994318962097
also,0.47919341921806335,0.27389147877693176,0.39334940910339355,0.21566341817378998,-0.2842343747615814,0.3321691155433655,0.5348826050758362
referred,0.1539032906293869,0.13824473321437836,0.1661432683467865,0.18486914038658142,-0.12970823049545288,0.6860856413841248,0.22845174372196198
to,0.42656609416007996,0.36551961302757263,0.4452643394470215,0.2623315453529358,-0.2769182622432709,0.24100381135940552,1.0
the,0.3733934462070465,0.19370581209659576,0.34736719727516174,0.22618716955184937,-0.1554475575685501,0.22268381714820862,0.535392165184021
public,0.18950407207012177,0.20647618174552917,0.19092120230197906,0.21680347621440887,-0.15729455649852753,0.20078255236148834,0.2672370672225952
pad,0.14023457467556,0.19861148297786713,0.05562160164117813,0.19150593876838684,-0.14128448069095612,0.05946473404765129,0.2413782924413681
service,0.21098247170448303,0.18473927676677704,0.14130860567092896,0.28344324231147766,-0.12019693851470947,0.07917450368404388,0.24411341547966003
telepad,0.2904222309589386,0.32919245958328247,0.19345547258853912,0.4137706756591797,-0.3455961346626282,0.14894993603229523,0.3311893939971924
(,0.2443375140428543,0.3322950303554535,0.18979617953300476,0.2947235703468323,-0.15974698960781097,0.2169494479894638,0.30882009863853455
using,0.24094825983047485,0.26867496967315674,0.25429773330688477,0.3092428147792816,-0.2998640835285187,0.2124805450439453,0.3678804934024811
the,0.3733934462070465,0.19370581209659576,0.34736719727516174,0.22618716955184937,-0.1554475575685501,0.22268381714820862,0.535392165184021
dnic,0.1587960422039032,0.1725854128599167,0.10215072333812714,0.18037579953670502,0.024947047233581543,0.21756964921951294,0.15933381021022797
2049,0.1479053795337677,0.12708523869514465,0.16868162155151367,0.16671255230903625,-0.10201383382081985,0.0032825281377881765,0.13159602880477905
),0.2457384318113327,0.35794275999069214,0.18584993481636047,0.2902206778526306,-0.14927540719509125,0.21405774354934692,0.31236231327056885
.,0.3541337847709656,0.30548352003097534,0.35288307070732117,0.3101458251476288,-0.15870751440525055,0.1410340517759323,0.4645031690597534
