,how,many,naval,bases,are,located,in,jacksonville,?
the,0.33890387415885925,0.4335206151008606,0.25506526231765747,0.24180281162261963,0.40399202704429626,0.407527357339859,0.6662389636039734,0.2176690250635147,0.22068053483963013
two,0.2499001920223236,0.5147606730461121,0.14265252649784088,0.24086515605449677,0.46276170015335083,0.20089440047740936,0.36463531851768494,0.2689439356327057,0.19645625352859497
us,0.2815901041030884,0.2307271808385849,0.18364974856376648,0.16964009404182434,0.20678593218326569,0.13551604747772217,0.19746538996696472,0.1878500133752823,0.2742428481578827
navy,0.16149526834487915,0.11818931251764297,0.7347320914268494,0.3548150956630707,0.10318512469530106,0.20491211116313934,0.19222377240657806,0.21952085196971893,0.10414517670869827
bases,0.16321653127670288,0.2545723021030426,0.3537982702255249,0.9999999403953552,0.2886052131652832,0.22144903242588043,0.2516496777534485,0.16052861511707306,0.06755278259515762
",",0.22659391164779663,0.40610817074775696,0.21220709383487701,0.232777938246727,0.4062570035457611,0.2678719460964203,0.5201468467712402,0.2837527096271515,0.31091248989105225
blount,0.10719393193721771,0.17339757084846497,0.25541162490844727,0.18001137673854828,0.10459426790475845,0.210830420255661,0.2586349546909332,0.4278396666049957,0.16422806680202484
island,0.14636904001235962,0.21724602580070496,0.2850269377231598,0.20977045595645905,0.18291404843330383,0.27198347449302673,0.24730545282363892,0.22236181795597076,0.0887429490685463
command,0.17853301763534546,0.17804791033267975,0.4173552095890045,0.28009721636772156,0.12988226115703583,0.22244593501091003,0.18293465673923492,0.13191860914230347,0.13402260839939117
and,0.33647966384887695,0.5296266674995422,0.24800513684749603,0.2679947316646576,0.48576638102531433,0.24183952808380127,0.4954058527946472,0.2603762745857239,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.25506526231765747,0.24180281162261963,0.40399202704429626,0.407527357339859,0.6662389636039734,0.2176690250635147,0.22068053483963013
nearby,0.14410051703453064,0.34412890672683716,0.20321473479270935,0.22332090139389038,0.2802252769470215,0.3940320312976837,0.3131678104400635,0.2436562329530716,0.07977716624736786
naval,0.1352083384990692,0.12361417710781097,0.9999999403953552,0.3537982702255249,0.10682983696460724,0.28231874108314514,0.2151644080877304,0.20843853056430817,0.12642952799797058
submarine,0.17808012664318085,0.1952735036611557,0.4247027635574341,0.2669903635978699,0.12832744419574738,0.16552241146564484,0.18875961005687714,0.17001868784427643,0.1897042840719223
base,0.14943158626556396,0.197978213429451,0.3337613642215729,0.7211094498634338,0.23093703389167786,0.30828094482421875,0.2292785793542862,0.15972833335399628,0.10518061369657516
kings,0.20609375834465027,0.2116672396659851,0.1413191705942154,0.12657317519187927,0.19743628799915314,0.16204260289669037,0.1894625425338745,0.20153634250164032,0.19563011825084686
bay,0.06300077587366104,0.17625272274017334,0.24268855154514313,0.17564134299755096,0.16934406757354736,0.20222993195056915,0.1926257163286209,0.3430345058441162,0.10773546993732452
form,0.1948026418685913,0.223133847117424,0.13173337280750275,0.21509626507759094,0.29983413219451904,0.11981160938739777,0.2815987169742584,0.13397741317749023,0.1463010311126709
the,0.33890387415885925,0.4335206151008606,0.25506526231765747,0.24180281162261963,0.40399202704429626,0.407527357339859,0.6662389636039734,0.2176690250635147,0.22068053483963013
third,0.14508451521396637,0.12636491656303406,0.1482776701450348,0.13129155337810516,0.15971572697162628,0.1695820540189743,0.3309578001499176,0.16585606336593628,0.15394791960716248
largest,0.08743762224912643,0.23644231259822845,0.1888982057571411,0.2015303671360016,0.23992078006267548,0.37509143352508545,0.3017216920852661,0.1861613392829895,0.12401245534420013
military,0.15955743193626404,0.26263177394866943,0.5096961855888367,0.3344927132129669,0.1540810465812683,0.18360555171966553,0.2402431070804596,0.21605069935321808,0.1890317052602768
presence,0.18854846060276031,0.2838108241558075,0.10751037299633026,0.2730114459991455,0.2958362400531769,0.22145944833755493,0.24880747497081757,0.12575316429138184,0.08592845499515533
in,0.2601168751716614,0.41474202275276184,0.2151644080877304,0.2516496777534485,0.3841303884983063,0.35149815678596497,1.0,0.22147351503372192,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.25506526231765747,0.24180281162261963,0.40399202704429626,0.407527357339859,0.6662389636039734,0.2176690250635147,0.22068053483963013
united,0.19034643471240997,0.2670816481113434,0.24779698252677917,0.23687458038330078,0.16919764876365662,0.21170265972614288,0.3938477039337158,0.303199827671051,0.17266890406608582
states,0.20841296017169952,0.29976361989974976,0.2614985704421997,0.22626018524169922,0.1846873015165329,0.24650995433330536,0.3977442979812622,0.31034567952156067,0.16272737085819244
.,0.3287222981452942,0.3974229395389557,0.2479097992181778,0.2574000060558319,0.3452940285205841,0.28226932883262634,0.5591574311256409,0.2843366861343384,0.4130953550338745
,how,many,naval,bases,are,located,in,jacksonville,?
its,0.22449488937854767,0.3319723308086395,0.18374577164649963,0.2790150046348572,0.30942749977111816,0.3198530077934265,0.3793783485889435,0.18570773303508759,0.15103481709957123
riverine,0.13234344124794006,0.2558770477771759,0.17358985543251038,0.26384347677230835,0.2652686536312103,0.256830632686615,0.290008008480072,0.23980462551116943,0.10117054730653763
location,0.15129302442073822,0.1852089762687683,0.15841080248355865,0.18741534650325775,0.18786929547786713,0.4647977352142334,0.3397608697414398,0.15623067319393158,0.15759775042533875
facilitates,0.20588739216327667,0.29571107029914856,0.263786643743515,0.2655304968357086,0.2357603907585144,0.2639607787132263,0.22524899244308472,0.16238056123256683,0.21550585329532623
two,0.2499001920223236,0.5147606730461121,0.14265252649784088,0.24086515605449677,0.46276170015335083,0.20089440047740936,0.36463531851768494,0.2689439356327057,0.19645625352859497
united,0.19034643471240997,0.2670816481113434,0.24779698252677917,0.23687458038330078,0.16919764876365662,0.21170265972614288,0.3938477039337158,0.303199827671051,0.17266890406608582
states,0.20841296017169952,0.29976361989974976,0.2614985704421997,0.22626018524169922,0.1846873015165329,0.24650995433330536,0.3977442979812622,0.31034567952156067,0.16272737085819244
navy,0.16149526834487915,0.11818931251764297,0.7347320914268494,0.3548150956630707,0.10318512469530106,0.20491211116313934,0.19222377240657806,0.21952085196971893,0.10414517670869827
