,what,are,longer,growth,spells,associated,with,?
developing,0.22094523906707764,0.2817016839981079,0.2910824418067932,0.4151346683502197,0.14700782299041748,0.28693297505378723,0.290290892124176,0.1301516592502594
countries,0.22319257259368896,0.35174399614334106,0.19737066328525543,0.18005292117595673,0.18702200055122375,0.20537258684635162,0.33792537450790405,0.15128466486930847
with,0.2464839518070221,0.38996943831443787,0.23182256519794464,0.1721288114786148,0.26996180415153503,0.3939831554889679,0.9999999403953552,0.2433311939239502
high,0.20466077327728271,0.21708175539970398,0.1798650175333023,0.2083626389503479,0.07727860659360886,0.18070846796035767,0.19851811230182648,0.11137914657592773
inequality,0.30072227120399475,0.24070033431053162,0.23544670641422272,0.3248327970504761,0.15632426738739014,0.19741785526275635,0.2160445749759674,0.23619021475315094
have,0.39808809757232666,0.6577680706977844,0.4194752871990204,0.2734212279319763,0.21877847611904144,0.31035900115966797,0.48046383261680603,0.32991164922714233
``,0.008517155423760414,0.12624181807041168,0.14821937680244446,0.10248588770627975,0.04836145415902138,0.019517168402671814,0.08974023163318634,0.0685480609536171
succeeded,0.12981964647769928,0.06013338640332222,0.1026579812169075,0.1308067888021469,0.05622747540473938,0.10862074792385101,0.19573566317558289,0.12414717674255371
in,0.30808621644973755,0.3841303884983063,0.2513541877269745,0.2819603681564331,0.22222355008125305,0.23328746855258942,0.4080928862094879,0.20430970191955566
initiating,0.2366989403963089,0.21328255534172058,0.15676823258399963,0.3164510726928711,0.1158672645688057,0.2910933792591095,0.27025455236434937,0.19326087832450867
growth,0.1739405393600464,0.2270549088716507,0.16749781370162964,1.0000001192092896,0.16175420582294464,0.1900806576013565,0.1721288114786148,0.07547862827777863
at,0.2838611304759979,0.2074895054101944,0.2213665395975113,0.1545177549123764,0.08281680941581726,0.17534279823303223,0.29126521944999695,0.21978627145290375
high,0.20466077327728271,0.21708175539970398,0.1798650175333023,0.2083626389503479,0.07727860659360886,0.18070846796035767,0.19851811230182648,0.11137914657592773
rates,0.2148645967245102,0.2806459367275238,0.195112407207489,0.4353044331073761,0.12123223394155502,0.20723174512386322,0.19053985178470612,0.13808594644069672
for,0.3017193675041199,0.3895993232727051,0.33661994338035583,0.24965375661849976,0.31969091296195984,0.22591517865657806,0.39140474796295166,0.264628142118454
a,0.3320399522781372,0.265255331993103,0.3114657700061798,0.21544985473155975,0.1980866938829422,0.22056666016578674,0.3783375024795532,0.23916715383529663
few,0.2780759632587433,0.43078693747520447,0.4062875211238861,0.1872679889202118,0.1674167960882187,0.12594473361968994,0.270814448595047,0.2334265559911728
years,0.1981470286846161,0.17491404712200165,0.2905426025390625,0.17453862726688385,0.19288398325443268,0.14156277477741241,0.21224987506866455,0.1914375126361847
'',0.08143015950918198,0.0263817198574543,-0.05467333644628525,-0.09849907457828522,0.036404088139534,0.08694363385438919,0.07907696813344955,0.018684765323996544
but,0.5029441118240356,0.47990062832832336,0.44764143228530884,0.2309311479330063,0.28340214490890503,0.16926196217536926,0.4495173394680023,0.27921953797340393
``,0.008517155423760414,0.12624181807041168,0.14821937680244446,0.10248588770627975,0.04836145415902138,0.019517168402671814,0.08974023163318634,0.0685480609536171
longer,0.3188037574291229,0.29645127058029175,1.0,0.16749781370162964,0.12277601659297943,0.16702435910701752,0.23182256519794464,0.24416615068912506
growth,0.1739405393600464,0.2270549088716507,0.16749781370162964,1.0000001192092896,0.16175420582294464,0.1900806576013565,0.1721288114786148,0.07547862827777863
spells,0.20871296525001526,0.23591628670692444,0.12277601659297943,0.16175420582294464,0.9999998807907104,0.1271350234746933,0.26996180415153503,0.13459892570972443
are,0.29724663496017456,1.0,0.29645127058029175,0.2270549088716507,0.23591628670692444,0.28055059909820557,0.38996943831443787,0.24591213464736938
robustly,0.3046092092990875,0.36754992604255676,0.38173869252204895,0.27727702260017395,0.12472303211688995,0.23276707530021667,0.2898622453212738,0.20936259627342224
associated,0.15836219489574432,0.28055059909820557,0.16702435910701752,0.1900806576013565,0.1271350234746933,0.9999999403953552,0.3939831554889679,0.1453326791524887
with,0.2464839518070221,0.38996943831443787,0.23182256519794464,0.1721288114786148,0.26996180415153503,0.3939831554889679,0.9999999403953552,0.2433311939239502
more,0.3484537899494171,0.4066504240036011,0.5248590111732483,0.24925704300403595,0.21822160482406616,0.27462291717529297,0.3535402715206146,0.27894994616508484
equality,0.2506782114505768,0.1863248646259308,0.18797191977500916,0.2416180670261383,0.15741650760173798,0.19196201860904694,0.19322898983955383,0.19821703433990479
in,0.30808621644973755,0.3841303884983063,0.2513541877269745,0.2819603681564331,0.22222355008125305,0.23328746855258942,0.4080928862094879,0.20430970191955566
the,0.42745697498321533,0.40399202704429626,0.361417293548584,0.2912366986274719,0.2517777681350708,0.2742886245250702,0.4223487675189972,0.22068053483963013
income,0.21837803721427917,0.20486517250537872,0.1600872427225113,0.37261080741882324,0.14314855635166168,0.14745551347732544,0.19497792422771454,0.14935168623924255
distribution,0.17429208755493164,0.25215670466423035,0.15345419943332672,0.28284287452697754,0.10011951625347137,0.10933051258325577,0.17537137866020203,0.0929616317152977
.,0.3567904531955719,0.3452940285205841,0.3278593122959137,0.2825547754764557,0.1850273460149765,0.2184346318244934,0.4446153938770294,0.4130953550338745
'',0.08143015950918198,0.0263817198574543,-0.05467333644628525,-0.09849907457828522,0.036404088139534,0.08694363385438919,0.07907696813344955,0.018684765323996544
