,what,exists,between,fundamentalist,islamism,and,reformist,islamism,?
another,0.4190070629119873,0.29252880811691284,0.26930251717567444,0.22751912474632263,0.22638526558876038,0.3214244842529297,0.19828516244888306,0.22638526558876038,0.295511931180954
major,0.21026742458343506,0.1574351042509079,0.17512808740139008,0.21536964178085327,0.1404132843017578,0.29795366525650024,0.16563336551189423,0.1404132843017578,0.19788557291030884
division,0.19144181907176971,0.14947102963924408,0.16768550872802734,0.15369807183742523,0.127174973487854,0.23460866510868073,0.14298489689826965,0.127174973487854,0.08900629729032516
within,0.2498195916414261,0.29840683937072754,0.38694965839385986,0.19629959762096405,0.19318066537380219,0.35049548745155334,0.23188984394073486,0.19318066537380219,0.1870293766260147
islamism,0.28119760751724243,0.2533160448074341,0.15976861119270325,0.527608335018158,1.0000001192092896,0.21577347815036774,0.5226484537124634,1.0000001192092896,0.19147449731826782
is,0.28837618231773376,0.37246593832969666,0.26809602975845337,0.16105277836322784,0.19005949795246124,0.3859752118587494,0.14999455213546753,0.19005949795246124,0.22961433231830597
between,0.2462156116962433,0.2305976152420044,0.9999999403953552,0.1861102432012558,0.15976861119270325,0.40645647048950195,0.2023937702178955,0.15976861119270325,0.12887074053287506
what,0.9999998807907104,0.3020588457584381,0.2462156116962433,0.24783958494663239,0.28119760751724243,0.31309178471565247,0.13760991394519806,0.28119760751724243,0.5051238536834717
graham,0.19604507088661194,0.12438046932220459,0.06843560934066772,0.24780629575252533,0.122617706656456,0.23618346452713013,0.192499577999115,0.122617706656456,0.11933253705501556
e.,0.05773794278502464,-0.041249580681324005,0.09234276413917542,-0.0996178686618805,-0.02274383418262005,-0.013227385468780994,0.014192436821758747,-0.02274383418262005,0.04848470166325569
fuller,0.22747458517551422,0.06532560288906097,0.12169590592384338,0.2571614980697632,0.1418674737215042,0.31773173809051514,0.18670427799224854,0.1418674737215042,0.17015716433525085
has,0.20338068902492523,0.3718302547931671,0.2653839886188507,0.18492086231708527,0.1472405195236206,0.43716782331466675,0.13392314314842224,0.1472405195236206,0.15994466841220856
described,0.22590412199497223,0.20141232013702393,0.2376609444618225,0.3008621335029602,0.2011890411376953,0.2681671977043152,0.24160149693489075,0.2011890411376953,0.1374269425868988
as,0.31749409437179565,0.2459826022386551,0.22009976208209991,0.26399287581443787,0.22173546254634857,0.49487000703811646,0.22374586760997772,0.22173546254634857,0.27043893933296204
the,0.42745697498321533,0.29877129197120667,0.39067012071609497,0.20134446024894714,0.2584027051925659,0.5171257257461548,0.24741338193416595,0.2584027051925659,0.22068053483963013
fundamentalist,0.24783958494663239,0.28045544028282166,0.1861102432012558,1.0000001192092896,0.527608335018158,0.2585638761520386,0.5223713517189026,0.527608335018158,0.14914041757583618
``,0.008517155423760414,0.0608520545065403,0.08136986941099167,0.06320519000291824,0.09567752480506897,0.036644238978624344,0.13095732033252716,0.09567752480506897,0.0685480609536171
guardians,0.25677192211151123,0.14523011445999146,0.1428498476743698,0.1647360771894455,0.22009392082691193,0.2569428086280823,0.17519865930080414,0.22009392082691193,0.161621555685997
of,0.33290785551071167,0.2298482358455658,0.3737983703613281,0.18664972484111786,0.2555263340473175,0.5116966962814331,0.26933014392852783,0.2555263340473175,0.1826142966747284
the,0.42745697498321533,0.29877129197120667,0.39067012071609497,0.20134446024894714,0.2584027051925659,0.5171257257461548,0.24741338193416595,0.2584027051925659,0.22068053483963013
tradition,0.24046438932418823,0.23254908621311188,0.17456534504890442,0.3123859167098999,0.348681777715683,0.2593945562839508,0.34980911016464233,0.348681777715683,0.15717756748199463
'',0.08143015950918198,-0.019739408046007156,0.060806289315223694,-0.0768652856349945,-0.0031336434185504913,0.021612688899040222,-0.0032716160640120506,-0.0031336434185504913,0.018684765323996544
(,0.2411840260028839,0.2644696831703186,0.23924681544303894,0.23425087332725525,0.12314659357070923,0.4862271547317505,0.22123435139656067,0.12314659357070923,0.40561532974243164
salafis,0.21685005724430084,0.1275201439857483,0.1787392795085907,0.2901836633682251,0.4289451241493225,0.23615318536758423,0.2979765236377716,0.4289451241493225,0.21421650052070618
",",0.3087472915649414,0.27124884724617004,0.27714940905570984,0.2963032126426697,0.20622773468494415,0.6633074283599854,0.21555528044700623,0.20622773468494415,0.31091248989105225
such,0.23989605903625488,0.2626464068889618,0.17754530906677246,0.2172902226448059,0.16560325026512146,0.44540345668792725,0.14816290140151978,0.16560325026512146,0.17851735651493073
as,0.31749409437179565,0.2459826022386551,0.22009976208209991,0.26399287581443787,0.22173546254634857,0.49487000703811646,0.22374586760997772,0.22173546254634857,0.27043893933296204
those,0.44466671347618103,0.2693476378917694,0.2831379771232605,0.23616358637809753,0.25947508215904236,0.43169310688972473,0.20657218992710114,0.25947508215904236,0.3328189253807068
in,0.30808621644973755,0.2509026825428009,0.41100412607192993,0.17246611416339874,0.20508189499378204,0.4954058527946472,0.23272548615932465,0.20508189499378204,0.20430970191955566
the,0.42745697498321533,0.29877129197120667,0.39067012071609497,0.20134446024894714,0.2584027051925659,0.5171257257461548,0.24741338193416595,0.2584027051925659,0.22068053483963013
