,what,industry,was,centered,in,bedfordshire,?
some,0.4491020441055298,0.22949539124965668,0.21528802812099457,0.21472254395484924,0.4010399878025055,0.23858767747879028,0.2562315762042999
huguenots,0.22128188610076904,0.13439209759235382,0.20650696754455566,0.1458137035369873,0.25916293263435364,0.24841053783893585,0.16010338068008423
settled,0.23502321541309357,0.23585110902786255,0.3104991912841797,0.2394506335258484,0.30584418773651123,0.1990085244178772,0.09694210439920425
in,0.30808621644973755,0.2675124704837799,0.45514053106307983,0.33326560258865356,1.0,0.24359485507011414,0.20430970191955566
bedfordshire,0.18910720944404602,0.17777132987976074,0.2044060230255127,0.19523285329341888,0.24359485507011414,1.0,0.1395944505929947
",",0.3087472915649414,0.24502649903297424,0.45456063747406006,0.22766940295696259,0.5201468467712402,0.21390381455421448,0.31091248989105225
one,0.376489520072937,0.1840222030878067,0.3752199709415436,0.24233628809452057,0.4129433035850525,0.14488674700260162,0.2673267424106598
of,0.33290785551071167,0.27385562658309937,0.4069072902202606,0.3281562924385071,0.5696388483047485,0.2158665806055069,0.1826142966747284
the,0.42745697498321533,0.26942890882492065,0.48711544275283813,0.346942275762558,0.6662389636039734,0.210465669631958,0.22068053483963013
main,0.2344268560409546,0.22092941403388977,0.21035033464431763,0.24285511672496796,0.28862449526786804,0.10820048302412033,0.1665669083595276
centres,0.1298195868730545,0.2995205223560333,0.17077842354774475,0.43067121505737305,0.2435951828956604,0.2660354971885681,0.07723820209503174
of,0.33290785551071167,0.27385562658309937,0.4069072902202606,0.3281562924385071,0.5696388483047485,0.2158665806055069,0.1826142966747284
the,0.42745697498321533,0.26942890882492065,0.48711544275283813,0.346942275762558,0.6662389636039734,0.210465669631958,0.22068053483963013
british,0.19255435466766357,0.21753667294979095,0.31934812664985657,0.10775283724069595,0.23084034025669098,0.26296859979629517,0.09711728990077972
lace,0.13109420239925385,0.22403205931186676,0.14396461844444275,0.12254729121923447,0.14820972084999084,0.1439497172832489,0.1472487896680832
industry,0.1966298520565033,1.0000001192092896,0.28708288073539734,0.213400200009346,0.2675124704837799,0.17777132987976074,0.11813290417194366
at,0.2838611304759979,0.15279485285282135,0.36707764863967896,0.3051220178604126,0.4374977946281433,0.24119339883327484,0.21978627145290375
the,0.42745697498321533,0.26942890882492065,0.48711544275283813,0.346942275762558,0.6662389636039734,0.210465669631958,0.22068053483963013
time,0.36319252848625183,0.16280333697795868,0.3641340136528015,0.20178250968456268,0.3431483507156372,0.1883828192949295,0.27391523122787476
.,0.3567904531955719,0.24857841432094574,0.40146201848983765,0.30439889430999756,0.5591574311256409,0.239348366856575,0.4130953550338745
