,who,was,the,first,huguenot,to,arrive,at,the,cape,of,good,hope,?
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.29557526111602783,0.535392165184021,0.31055817008018494,0.457212895154953,1.0,0.2352786809206009,0.733189046382904,0.2735973596572876,0.2378109097480774,0.22068053483963013
first,0.39065709710121155,0.5022147297859192,0.49448907375335693,1.0,0.18566305935382843,0.3792489171028137,0.2906244695186615,0.3138778805732727,0.49448907375335693,0.21616853773593903,0.3536086082458496,0.24823413789272308,0.18357741832733154,0.18701928853988647
huguenot,0.32233482599258423,0.24281072616577148,0.29557526111602783,0.18566305935382843,1.0000001192092896,0.24496324360370636,0.2799074947834015,0.23064149916172028,0.29557526111602783,0.23918122053146362,0.29061198234558105,0.1897575855255127,0.22309304773807526,0.1359742432832718
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.3792489171028137,0.24496324360370636,1.0,0.3606240749359131,0.36524343490600586,0.535392165184021,0.1834135204553604,0.41548454761505127,0.30719634890556335,0.28287798166275024,0.29463258385658264
arrive,0.2825736105442047,0.1887262910604477,0.31055817008018494,0.2906244695186615,0.2799074947834015,0.3606240749359131,1.0,0.266644686460495,0.31055817008018494,0.18961232900619507,0.223322331905365,0.1703319102525711,0.24102872610092163,0.15686719119548798
at,0.22096660733222961,0.36707764863967896,0.457212895154953,0.3138778805732727,0.23064149916172028,0.36524343490600586,0.266644686460495,1.0,0.457212895154953,0.24326983094215393,0.42558613419532776,0.2845047116279602,0.2580207288265228,0.21978627145290375
the,0.3733934462070465,0.48711544275283813,1.0,0.49448907375335693,0.29557526111602783,0.535392165184021,0.31055817008018494,0.457212895154953,1.0,0.2352786809206009,0.733189046382904,0.2735973596572876,0.2378109097480774,0.22068053483963013
cape,0.16369371116161346,0.18533015251159668,0.2352786809206009,0.21616853773593903,0.23918122053146362,0.1834135204553604,0.18961232900619507,0.24326983094215393,0.2352786809206009,1.0,0.23413194715976715,0.22112393379211426,0.3455519378185272,0.10433043539524078
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.3536086082458496,0.29061198234558105,0.41548454761505127,0.223322331905365,0.42558613419532776,0.733189046382904,0.23413194715976715,1.0,0.2696770131587982,0.2194291651248932,0.1826142966747284
good,0.3108983039855957,0.2099458873271942,0.2735973596572876,0.24823413789272308,0.1897575855255127,0.30719634890556335,0.1703319102525711,0.2845047116279602,0.2735973596572876,0.22112393379211426,0.2696770131587982,0.9999999403953552,0.404569536447525,0.3187684714794159
hope,0.2513620853424072,0.1464717835187912,0.2378109097480774,0.18357741832733154,0.22309304773807526,0.28287798166275024,0.24102872610092163,0.2580207288265228,0.2378109097480774,0.3455519378185272,0.2194291651248932,0.404569536447525,1.0,0.3014601767063141
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.24281072616577148,0.3636345863342285,0.1887262910604477,0.36707764863967896,0.48711544275283813,0.18533015251159668,0.4069072902202606,0.2099458873271942,0.1464717835187912,0.18412111699581146
however,0.4020770490169525,0.37327632308006287,0.49814513325691223,0.3651963174343109,0.2525806128978729,0.5474119186401367,0.2786400318145752,0.29641106724739075,0.49814513325691223,0.1981033980846405,0.3800618350505829,0.36261072754859924,0.28952887654304504,0.2152075469493866
