,which,phylum,is,more,complex,than,sponges,?
ctenophores,0.37328192591667175,0.6634906530380249,0.22332732379436493,0.22139282524585724,0.2939879596233368,0.15586121380329132,0.6263673901557922,0.2054179310798645
form,0.4024239182472229,0.25433146953582764,0.3218395411968231,0.2894657850265503,0.19956687092781067,0.2244197130203247,0.2685399651527405,0.1463010311126709
an,0.3611921966075897,0.12804043292999268,0.4654068350791931,0.316240519285202,0.20319058001041412,0.2493579238653183,0.1632925122976303,0.19793890416622162
animal,0.25529271364212036,0.3497052788734436,0.22882415354251862,0.1914156824350357,0.23116827011108398,0.1705458015203476,0.35240450501441956,0.13991324603557587
phylum,0.3238929212093353,1.0000001192092896,0.18677663803100586,0.21375373005867004,0.21629522740840912,0.15103991329669952,0.49817395210266113,0.18758688867092133
that,0.6894589066505432,0.2630477547645569,0.3995479643344879,0.4813884496688843,0.2922951579093933,0.4891277849674225,0.27288302779197693,0.32716336846351624
is,0.4457404911518097,0.18677663803100586,1.0,0.2946030795574188,0.2723233699798584,0.2839990258216858,0.2578536868095398,0.22961433231830597
more,0.4639437198638916,0.21375373005867004,0.2946030795574188,1.0,0.3233707845211029,0.726518988609314,0.2730489671230316,0.27894994616508484
complex,0.36717817187309265,0.21629522740840912,0.2723233699798584,0.3233707845211029,0.9999998807907104,0.25296974182128906,0.26317211985588074,0.17752902209758759
than,0.3974681496620178,0.15103991329669952,0.2839990258216858,0.726518988609314,0.25296974182128906,1.0,0.19230809807777405,0.24917294085025787
sponges,0.33021700382232666,0.49817395210266113,0.2578536868095398,0.2730489671230316,0.26317211985588074,0.19230809807777405,1.0000001192092896,0.20355616509914398
",",0.3658004403114319,0.1682368367910385,0.4691906273365021,0.3696524500846863,0.2636418044567108,0.3371901512145996,0.1916227787733078,0.31091248989105225
about,0.4059852957725525,0.15324659645557404,0.3532065451145172,0.4194578528404236,0.21486428380012512,0.40586400032043457,0.1964282989501953,0.302409827709198
as,0.41006597876548767,0.22215606272220612,0.43216490745544434,0.42839905619621277,0.20222511887550354,0.40532299876213074,0.2095397412776947,0.27043893933296204
complex,0.36717817187309265,0.21629522740840912,0.2723233699798584,0.3233707845211029,0.9999998807907104,0.25296974182128906,0.26317211985588074,0.17752902209758759
as,0.41006597876548767,0.22215606272220612,0.43216490745544434,0.42839905619621277,0.20222511887550354,0.40532299876213074,0.2095397412776947,0.27043893933296204
cnidarians,0.38001200556755066,0.666240394115448,0.22868013381958008,0.2660958766937256,0.31778770685195923,0.22619934380054474,0.6077606081962585,0.18796975910663605
(,0.2589828372001648,0.16451124846935272,0.35393038392066956,0.20831379294395447,0.18859760463237762,0.19419437646865845,0.1370006650686264,0.40561532974243164
jellyfish,0.31962162256240845,0.591421902179718,0.24548999965190887,0.18929213285446167,0.2158537209033966,0.14773651957511902,0.5731052160263062,0.16284534335136414
",",0.3658004403114319,0.1682368367910385,0.4691906273365021,0.3696524500846863,0.2636418044567108,0.3371901512145996,0.1916227787733078,0.31091248989105225
sea,0.25416871905326843,0.3354412615299225,0.22288988530635834,0.17451657354831696,0.1463807225227356,0.13665421307086945,0.34075847268104553,0.15551945567131042
anemones,0.35157403349876404,0.5475953221321106,0.22622449696063995,0.24907350540161133,0.2057293951511383,0.18433037400245667,0.6229979991912842,0.20532087981700897
",",0.3658004403114319,0.1682368367910385,0.4691906273365021,0.3696524500846863,0.2636418044567108,0.3371901512145996,0.1916227787733078,0.31091248989105225
etc,0.3287883996963501,0.15977470576763153,0.1353025883436203,0.3153746426105499,0.20198647677898407,0.287946879863739,0.2213718146085739,0.38010111451148987
.,0.45942068099975586,0.18365411460399628,0.4569662809371948,0.4070230722427368,0.2245299518108368,0.3594527542591095,0.21293529868125916,0.4130953550338745
