,what,were,the,``,great,forces,'',mentioned,in,the,article,'s,title,?
tesla,0.23221199214458466,0.1222306564450264,0.1324402391910553,0.04274534806609154,0.12483514845371246,0.13653887808322906,0.048713020980358124,0.10072590410709381,0.17097744345664978,0.1324402391910553,0.14590303599834442,0.06449045985937119,0.11620340496301651,0.10250775516033173
made,0.23419176042079926,0.32412371039390564,0.3885267674922943,-0.0342245027422905,0.16173715889453888,0.17932815849781036,0.014119047671556473,0.2114340215921402,0.25271502137184143,0.3885267674922943,0.180598646402359,0.08483956009149551,0.15023131668567657,0.17218779027462006
predictions,0.3314186632633209,0.2263617068529129,0.20457418262958527,-0.0367344468832016,0.15614892542362213,0.21635419130325317,0.022734491154551506,0.19915229082107544,0.18643230199813843,0.20457418262958527,0.25807663798332214,0.014378700405359268,0.13007697463035583,0.2019030749797821
about,0.47976887226104736,0.29814305901527405,0.37995871901512146,0.008102871477603912,0.2101561576128006,0.10254624485969543,0.007750829216092825,0.3451211452484131,0.39797019958496094,0.37995871901512146,0.34003353118896484,-0.020936643704771996,0.1422974169254303,0.302409827709198
the,0.42745697498321533,0.3906462490558624,1.0,0.029072100296616554,0.2822027802467346,0.3134811818599701,0.041273195296525955,0.3624042272567749,0.6662389636039734,1.0,0.3329811692237854,-0.01540423184633255,0.27465343475341797,0.22068053483963013
relevant,0.41105255484580994,0.18996207416057587,0.3216378390789032,0.07991008460521698,0.14293497800827026,0.13209381699562073,0.09028288722038269,0.368183970451355,0.2808280289173126,0.3216378390789032,0.5769712328910828,0.029982518404722214,0.2163206934928894,0.37889617681503296
issues,0.33279702067375183,0.16396048665046692,0.2638932764530182,0.07185427844524384,0.1416694074869156,0.22817206382751465,-0.01239775400608778,0.3307504951953888,0.17748555541038513,0.2638932764530182,0.43865376710891724,-0.05637482926249504,0.16071075201034546,0.320565789937973
of,0.33290785551071167,0.34038281440734863,0.733189046382904,0.06780257821083069,0.3168134391307831,0.3090144991874695,0.13035868108272552,0.2778978943824768,0.5696388483047485,0.733189046382904,0.25720444321632385,-0.03817026689648628,0.18969319760799408,0.1826142966747284
a,0.3320399522781372,0.17203083634376526,0.5829201340675354,0.07272057235240936,0.21836373209953308,0.17848460376262665,0.04890415817499161,0.2350543588399887,0.539380669593811,0.5829201340675354,0.30913418531417847,0.04866964742541313,0.23181948065757751,0.23916715383529663
post-world,0.24623875319957733,0.23727324604988098,0.3463971018791199,-4.349651135271415e-05,0.19262446463108063,0.2499663233757019,-0.0400458462536335,0.2397107481956482,0.2605893909931183,0.3463971018791199,0.2777712643146515,0.09929411858320236,0.2279708981513977,0.26380255818367004
war,0.22516006231307983,0.3151806890964508,0.366199791431427,0.02770489826798439,0.2144670933485031,0.4495985805988312,-0.04993505775928497,0.20723143219947815,0.29904094338417053,0.366199791431427,0.1842338740825653,0.06856801360845566,0.11244255304336548,0.15510529279708862
i,0.4411132335662842,0.19386646151542664,0.26687872409820557,0.050574399530887604,0.23468521237373352,0.20937667787075043,0.06827187538146973,0.2791599929332733,0.22907796502113342,0.26687872409820557,0.4937412440776825,0.09143294394016266,0.24315938353538513,0.4695145785808563
environment,0.213022843003273,0.14369609951972961,0.25819888710975647,-0.004826313350349665,0.1470622420310974,0.19193674623966217,-0.07035402953624725,0.09688041359186172,0.2854640781879425,0.25819888710975647,0.17377544939517975,0.00273244665004313,0.12875713407993317,0.19478057324886322
in,0.30808621644973755,0.3815755248069763,0.6662389636039734,0.04765888676047325,0.23348836600780487,0.2565164566040039,0.07432962208986282,0.31094276905059814,1.0,0.6662389636039734,0.26153311133384705,-0.037580832839012146,0.2263992726802826,0.20430970191955566
a,0.3320399522781372,0.17203083634376526,0.5829201340675354,0.07272057235240936,0.21836373209953308,0.17848460376262665,0.04890415817499161,0.2350543588399887,0.539380669593811,0.5829201340675354,0.30913418531417847,0.04866964742541313,0.23181948065757751,0.23916715383529663
printed,0.2500266134738922,0.23089656233787537,0.25742077827453613,-0.05444186553359032,0.08974266052246094,0.11399108916521072,0.1176324114203453,0.27005070447921753,0.22718895971775055,0.25742077827453613,0.22684140503406525,0.05069957301020622,0.1721937656402588,0.1726173758506775
article,0.40514686703681946,0.1551371067762375,0.3329811692237854,0.025853512808680534,0.19244353473186493,0.15233801305294037,0.08483149111270905,0.38411644101142883,0.26153311133384705,0.3329811692237854,0.9999999403953552,-0.02360285259783268,0.2799454629421234,0.4948462247848511
",",0.3087472915649414,0.36755475401878357,0.4933079481124878,0.09681109338998795,0.29579275846481323,0.2544684410095215,-0.037358131259679794,0.3424985706806183,0.5201468467712402,0.4933079481124878,0.28605279326438904,-0.0016132977325469255,0.2202284336090088,0.31091248989105225
``,0.008517155423760414,0.006090171169489622,0.029072100296616554,1.0,0.04700023680925369,0.10580282658338547,-0.09173435717821121,0.03151813894510269,0.04765888676047325,0.029072100296616554,0.025853512808680534,-0.03416389226913452,0.02549407258629799,0.0685480609536171
