,who,reportedly,wanted,tesla,'s,company,?
:33,0.147421196103096,0.06373707950115204,0.046749915927648544,0.0042181434109807014,0.016420988366007805,0.1203780323266983,0.02699214033782482
however,0.4020770490169525,0.381899356842041,0.3942168653011322,0.1715826392173767,0.011690815910696983,0.21686793863773346,0.2152075469493866
",",0.3365725874900818,0.22147077322006226,0.2753742039203644,0.20599327981472015,-0.0016132977325469255,0.2697763442993164,0.31091248989105225
toward,0.16129182279109955,0.1565888673067093,0.16579614579677582,0.0843176618218422,-0.009258270263671875,0.1495939940214157,0.09989774227142334
the,0.3733934462070465,0.23811356723308563,0.3011050522327423,0.1324402391910553,-0.01540423184633255,0.26591673493385315,0.22068053483963013
end,0.15423893928527832,0.15569934248924255,0.18416772782802582,0.05453544855117798,0.030466308817267418,0.16449078917503357,0.12543344497680664
of,0.2827862501144409,0.16609424352645874,0.28092440962791443,0.18837453424930573,-0.03817026689648628,0.20467796921730042,0.1826142966747284
his,0.44966956973075867,0.3467721939086914,0.3366564214229584,0.1580733060836792,0.047556519508361816,0.21722809970378876,0.18075084686279297
life,0.2577245533466339,0.16387136280536652,0.18700683116912842,0.07371766865253448,0.03983813151717186,0.16608911752700806,0.21677987277507782
",",0.3365725874900818,0.22147077322006226,0.2753742039203644,0.20599327981472015,-0.0016132977325469255,0.2697763442993164,0.31091248989105225
he,0.5500732064247131,0.3332363963127136,0.360289067029953,0.12373391538858414,0.024063590914011,0.22237855195999146,0.2089974731206894
told,0.42740562558174133,0.3602609634399414,0.5129173398017883,0.10524079948663712,-0.025254787877202034,0.20510630309581757,0.28178566694259644
a,0.36608949303627014,0.23474867641925812,0.25702154636383057,0.2211925983428955,0.04866964742541313,0.22037413716316223,0.23916715383529663
reporter,0.26350149512290955,0.624184250831604,0.17387939989566803,0.15096569061279297,-0.012716442346572876,0.18299786746501923,0.17684806883335114
",",0.3365725874900818,0.22147077322006226,0.2753742039203644,0.20599327981472015,-0.0016132977325469255,0.2697763442993164,0.31091248989105225
``,0.02397952415049076,0.04848834499716759,-0.01726372167468071,0.04274534806609154,-0.03416389226913452,-0.11237407475709915,0.0685480609536171
sometimes,0.3329818546772003,0.19303040206432343,0.2429444044828415,0.129081130027771,0.018931861966848373,0.10672151297330856,0.1751544177532196
i,0.33545589447021484,0.22077202796936035,0.3067260682582855,0.21594347059726715,0.09143294394016266,0.131218820810318,0.4695145785808563
feel,0.297542929649353,0.2129201740026474,0.33698394894599915,0.12741635739803314,-0.034049056470394135,0.1691216677427292,0.39212626218795776
that,0.45444270968437195,0.29138439893722534,0.3979945480823517,0.22102725505828857,0.04397977516055107,0.22723333537578583,0.32716336846351624
by,0.39727845788002014,0.31718263030052185,0.22902604937553406,0.16513796150684357,-0.010884488001465797,0.22328482568264008,0.17966607213020325
not,0.369414746761322,0.23428943753242493,0.387781023979187,0.12018213421106339,0.002583299996331334,0.16777940094470978,0.41942933201789856
marrying,0.37105700373649597,0.22200198471546173,0.2862873375415802,0.044030532240867615,-0.019237015396356583,0.12602472305297852,0.19158244132995605
",",0.3365725874900818,0.22147077322006226,0.2753742039203644,0.20599327981472015,-0.0016132977325469255,0.2697763442993164,0.31091248989105225
i,0.33545589447021484,0.22077202796936035,0.3067260682582855,0.21594347059726715,0.09143294394016266,0.131218820810318,0.4695145785808563
made,0.2576322853565216,0.16382497549057007,0.29948070645332336,0.1893712431192398,0.08483956009149551,0.2360643744468689,0.17218779027462006
too,0.292925089597702,0.16536465287208557,0.28320640325546265,0.114986352622509,-0.055382270365953445,0.1695643961429596,0.33757779002189636
great,0.24061277508735657,0.1742471307516098,0.15904845297336578,0.12483514845371246,-0.014279589988291264,0.1521102637052536,0.13135133683681488
a,0.36608949303627014,0.23474867641925812,0.25702154636383057,0.2211925983428955,0.04866964742541313,0.22037413716316223,0.23916715383529663
sacrifice,0.27368760108947754,0.13018140196800232,0.16815190017223358,0.16143620014190674,0.018891220912337303,0.1054631769657135,0.16962945461273193
to,0.42656609416007996,0.23860850930213928,0.47293567657470703,0.17548894882202148,0.03782717138528824,0.24903783202171326,0.29463258385658264
my,0.2353120893239975,0.17548659443855286,0.2811034321784973,0.20675992965698242,0.11324785649776459,0.10336500406265259,0.4195883572101593
