,what,did,the,hymn,",",aus,tiefer,not,express,?
because,0.46729007363319397,0.45674043893814087,0.44596394896507263,0.1941400021314621,0.372031033039093,0.1329795867204666,0.17723886668682098,0.6040527820587158,0.1844557523727417,0.2528740465641022
it,0.45803478360176086,0.2993364930152893,0.6251175999641418,0.18387563526630402,0.48329564929008484,0.07131820917129517,0.16465696692466736,0.4651523232460022,0.18198058009147644,0.25732165575027466
expressed,0.20227427780628204,0.17606444656848907,0.25207287073135376,0.19274039566516876,0.24414940178394318,0.07881204038858414,0.18218398094177246,0.2699058949947357,0.682039737701416,0.17175263166427612
essential,0.26907849311828613,0.19874000549316406,0.25420910120010376,0.15206362307071686,0.238135427236557,0.03305523470044136,0.17250707745552063,0.3152436316013336,0.2038959413766861,0.17944687604904175
reformation,0.23052695393562317,0.20929229259490967,0.3290504217147827,0.2844923436641693,0.2554768919944763,0.15320058166980743,0.21022844314575195,0.245567187666893,0.07933760434389114,0.14843040704727173
doctrine,0.3112909197807312,0.1904553771018982,0.23041051626205444,0.3013511896133423,0.15962223708629608,0.11399086564779282,0.22739923000335693,0.23414641618728638,0.16235759854316711,0.21789313852787018
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.22048476338386536,1.0000001192092896,0.16751988232135773,0.3685493767261505,0.3769696354866028,0.22139392793178558,0.31091248989105225
this,0.5489566326141357,0.3609912693500519,0.6274310946464539,0.16291919350624084,0.4316047728061676,0.07915458083152771,0.2053586095571518,0.557635486125946,0.18900056183338165,0.3155723512172699
expanded,0.2418898046016693,0.20851697027683258,0.3258892893791199,0.10902688652276993,0.3043839633464813,0.08766231685876846,0.17424866557121277,0.2555607855319977,0.19005975127220154,0.2124357968568802
version,0.20755547285079956,0.21677692234516144,0.27268242835998535,0.19262230396270752,0.2078275829553604,0.19348113238811493,0.22012893855571747,0.2745894491672516,0.12313655018806458,0.2573966085910797
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.27317509055137634,0.4946078956127167,0.10577663779258728,0.23788242042064667,0.3307090103626251,0.1764339953660965,0.1826142966747284
``,0.008517155423760414,-0.029888948425650597,0.029072100296616554,0.10007781535387039,0.09681109338998795,-0.040187954902648926,0.10254731774330139,0.09406080842018127,0.03390463814139366,0.0685480609536171
aus,0.18372462689876556,0.14295589923858643,0.09332386404275894,0.14807142317295074,0.16751988232135773,1.0,0.22279109060764313,0.1070699393749237,0.09159144014120102,0.21818752586841583
tiefer,0.1581072062253952,0.15642046928405762,0.2543894946575165,0.1770222932100296,0.3685493767261505,0.22279109060764313,1.0000001192092896,0.16818681359291077,0.2185526043176651,0.22696372866630554
not,0.5449194312095642,0.6481515765190125,0.4310511648654938,0.10579558461904526,0.3769696354866028,0.1070699393749237,0.16818681359291077,0.9999999403953552,0.16467155516147614,0.41942933201789856
'',0.08143015950918198,0.01978493109345436,0.041273195296525955,-0.056234996765851974,-0.037358131259679794,-0.058944039046764374,0.055018141865730286,0.04262445494532585,-0.04630844667553902,0.018684765323996544
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.21226729452610016,0.45456063747406006,0.10596815496683121,0.2713068723678589,0.2888734042644501,0.130503848195076,0.18412111699581146
designated,0.06610333919525146,0.10455703735351562,0.23178240656852722,0.0881529226899147,0.20988495647907257,0.09682212024927139,0.19580060243606567,0.15240758657455444,0.14623156189918518,0.1318070888519287
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.15318240225315094,0.48816442489624023,0.11012209951877594,0.3178752660751343,0.5105602741241455,0.2115899920463562,0.27043893933296204
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.1312560737133026,0.427140474319458,0.11813083291053772,0.2913733720779419,0.3791346549987793,0.20441380143165588,0.23916715383529663
regular,0.224887877702713,0.26963475346565247,0.3214086890220642,0.13438668847084045,0.2336544692516327,0.08361783623695374,0.18628816306591034,0.32403507828712463,0.19102902710437775,0.18334713578224182
component,0.19980107247829437,0.04309043660759926,0.3172481954097748,0.081711545586586,0.1739291101694107,0.05252598971128464,0.12610730528831482,0.21579790115356445,0.19109997153282166,0.14409896731376648
of,0.33290785551071167,0.2513895630836487,0.733189046382904,0.27317509055137634,0.4946078956127167,0.10577663779258728,0.23788242042064667,0.3307090103626251,0.1764339953660965,0.1826142966747284
several,0.22446060180664062,0.24080568552017212,0.40559855103492737,0.15879324078559875,0.3402247726917267,0.08530771732330322,0.1956978142261505,0.2652394473552704,0.11274294555187225,0.15595775842666626
regional,0.1532609760761261,0.15632236003875732,0.3125704526901245,0.0747871845960617,0.19534988701343536,0.2056000828742981,0.17102783918380737,0.14189346134662628,0.24811461567878723,0.09246466308832169
lutheran,0.195865198969841,0.22012826800346375,0.20315466821193695,0.3037897050380707,0.26864951848983765,0.17754384875297546,0.21371853351593018,0.1900988221168518,0.12565532326698303,0.1752520203590393
liturgies,0.22738976776599884,0.20876505970954895,0.23906947672367096,0.3864217698574066,0.27623847126960754,0.16163194179534912,0.2442917823791504,0.2992212176322937,0.178274005651474,0.22805774211883545
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.1816401183605194,0.6633074283599854,0.2061123102903366,0.3225806951522827,0.39099299907684326,0.18311074376106262,0.20544172823429108
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.21226729452610016,0.45456063747406006,0.10596815496683121,0.2713068723678589,0.2888734042644501,0.130503848195076,0.18412111699581146
widely,0.22598060965538025,0.1830587387084961,0.29394426941871643,0.18303346633911133,0.2983349859714508,0.053474027663469315,0.21399156749248505,0.2823861539363861,0.15855783224105835,0.10354958474636078
used,0.27546408772468567,0.30443844199180603,0.3718377649784088,0.14374560117721558,0.3120402991771698,0.13375869393348694,0.22064955532550812,0.358921617269516,0.18565982580184937,0.22430120408535004
at,0.2838611304759979,0.28390252590179443,0.457212895154953,0.23429349064826965,0.38314947485923767,0.16963042318820953,0.19562314450740814,0.22025953233242035,0.1644829511642456,0.21978627145290375
funerals,0.20642367005348206,0.18094263970851898,0.2140088826417923,0.29783204197883606,0.2569829225540161,0.08703820407390594,0.25555843114852905,0.21317876875400543,0.13107040524482727,0.18185418844223022
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.22048476338386536,1.0000001192092896,0.16751988232135773,0.3685493767261505,0.3769696354866028,0.22139392793178558,0.31091248989105225
including,0.18328791856765747,0.26678287982940674,0.3738902807235718,0.12273049354553223,0.4127510190010071,0.16433730721473694,0.2240447849035263,0.22746461629867554,0.1690492331981659,0.1633303165435791
luther,0.2134782373905182,0.23667675256729126,0.1759674996137619,0.24335725605487823,0.23255878686904907,0.21375636756420135,0.23750795423984528,0.21636232733726501,0.14494626224040985,0.1732746809720993
's,0.02692362666130066,0.05069678649306297,-0.01540423184633255,0.01253789383918047,-0.0016132977325469255,0.11155453324317932,0.09741011261940002,0.002583299996331334,-0.03978273645043373,-0.023395681753754616
own,0.35062843561172485,0.34475913643836975,0.334675133228302,0.17778299748897552,0.2796398997306824,0.02545694075524807,0.11044537276029587,0.38306573033332825,0.2145540565252304,0.1937696635723114
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.18054819107055664,0.6812511086463928,0.19333672523498535,0.29364317655563354,0.4824007451534271,0.21891744434833527,0.4130953550338745
