,what,did,the,snp,publicly,opine,about,the,oil,revenues,?
the,0.42745697498321533,0.34736719727516174,1.0,0.283728688955307,0.2108452022075653,0.286734402179718,0.37995871901512146,1.0,0.21849922835826874,0.2934822142124176,0.22068053483963013
party,0.2398013323545456,0.1442001461982727,0.23779736459255219,0.4044208228588104,0.23250150680541992,0.22431929409503937,0.16611696779727936,0.23779736459255219,0.15405869483947754,0.1935449093580246,0.19031576812267303
argued,0.31776854395866394,0.40107595920562744,0.1919303685426712,0.21879103779792786,0.2995583117008209,0.3149588108062744,0.2598097622394562,0.1919303685426712,0.1420246958732605,0.22158116102218628,0.18905270099639893
that,0.6297725439071655,0.47518548369407654,0.5473989248275757,0.2341776192188263,0.34175193309783936,0.3033320903778076,0.4500710964202881,0.5473989248275757,0.2114400863647461,0.25707659125328064,0.32716336846351624
the,0.42745697498321533,0.34736719727516174,1.0,0.283728688955307,0.2108452022075653,0.286734402179718,0.37995871901512146,1.0,0.21849922835826874,0.2934822142124176,0.22068053483963013
revenues,0.16277557611465454,0.24009837210178375,0.2934822142124176,0.1839592009782791,0.28106290102005005,0.2319675087928772,0.23634947836399078,0.2934822142124176,0.31390881538391113,1.0,0.17646004259586334
from,0.2737620174884796,0.20248863101005554,0.40150508284568787,0.18264254927635193,0.18988914787769318,0.14622069895267487,0.3421173691749573,0.40150508284568787,0.22372330725193024,0.19580791890621185,0.19969791173934937
the,0.42745697498321533,0.34736719727516174,1.0,0.283728688955307,0.2108452022075653,0.286734402179718,0.37995871901512146,1.0,0.21849922835826874,0.2934822142124176,0.22068053483963013
oil,0.14842186868190765,0.10956666618585587,0.21849922835826874,0.14279454946517944,0.18548701703548431,0.1809544414281845,0.14841169118881226,0.21849922835826874,1.0,0.31390881538391113,0.14867261052131653
were,0.22298263013362885,0.4162326455116272,0.3906462490558624,0.1288587599992752,0.2452358603477478,0.1558687686920166,0.29814305901527405,0.3906462490558624,0.146466463804245,0.26674696803092957,0.17890112102031708
not,0.5449194312095642,0.6481515765190125,0.4310511648654938,0.22017015516757965,0.3584569990634918,0.2628515958786011,0.36646416783332825,0.4310511648654938,0.20372779667377472,0.2085571438074112,0.41942933201789856
benefitting,0.32357123494148254,0.27410268783569336,0.3179266154766083,0.22905486822128296,0.3176482617855072,0.3078002333641052,0.2506715953350067,0.3179266154766083,0.22235846519470215,0.367489755153656,0.28901076316833496
scotland,0.16722074151039124,0.12742529809474945,0.23846951127052307,0.33889421820640564,0.15719418227672577,0.16930268704891205,0.14437362551689148,0.23846951127052307,0.15762177109718323,0.24451054632663727,0.09160218387842178
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.21661809086799622,0.2735099494457245,0.23515288531780243,0.2989700436592102,0.48381632566452026,0.18042321503162384,0.22257941961288452,0.27043893933296204
much,0.45316147804260254,0.37947356700897217,0.35023224353790283,0.15533925592899323,0.21962125599384308,0.24898332357406616,0.42681634426116943,0.35023224353790283,0.20203979313373566,0.2925325632095337,0.23442231118679047
as,0.31749409437179565,0.3596470057964325,0.48381632566452026,0.21661809086799622,0.2735099494457245,0.23515288531780243,0.2989700436592102,0.48381632566452026,0.18042321503162384,0.22257941961288452,0.27043893933296204
they,0.4431931674480438,0.4879390597343445,0.49925389885902405,0.19023014605045319,0.310874879360199,0.21936377882957458,0.34267860651016235,0.49925389885902405,0.1968240588903427,0.21330508589744568,0.2753053903579712
should,0.43830034136772156,0.3792380094528198,0.32399165630340576,0.20076724886894226,0.24946753680706024,0.33632445335388184,0.29482224583625793,0.32399165630340576,0.16611558198928833,0.20898281037807465,0.4442402422428131
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.3462342321872711,0.23720936477184296,0.23468856513500214,0.42038556933403015,0.5934505462646484,0.22117017209529877,0.26114946603775024,0.4130953550338745
