,where,can,a,lot,tesla,'s,writings,be,found,?
many,0.4338301420211792,0.4275496006011963,0.2872205972671509,0.5846976041793823,0.15282970666885376,0.01698932610452175,0.30945801734924316,0.3961109519004822,0.27700337767601013,0.2124512493610382
of,0.38066378235816956,0.2603091299533844,0.5052502155303955,0.2609597444534302,0.18837453424930573,-0.03817026689648628,0.24593348801136017,0.33904364705085754,0.2982911467552185,0.1826142966747284
tesla,0.12761090695858002,0.19812452793121338,0.2211925983428955,0.16089829802513123,0.9999999403953552,0.06449045985937119,0.1577753871679306,0.15180771052837372,0.052854783833026886,0.10250775516033173
's,0.0007701900321990252,-0.02075597457587719,0.04866964742541313,0.03971879556775093,0.06449045985937119,0.9999999403953552,0.029720310121774673,0.025217169895768166,0.005866709165275097,-0.023395681753754616
writings,0.16331380605697632,0.1416664719581604,0.15608888864517212,0.19100292026996613,0.1577753871679306,0.029720310121774673,1.0000001192092896,0.1719188243150711,0.17841455340385437,0.1770159751176834
are,0.32389864325523376,0.5408529043197632,0.265255331993103,0.3148811459541321,0.11131513863801956,-0.008927806280553341,0.2264326810836792,0.5556803941726685,0.2740558087825775,0.24591213464736938
freely,0.36767733097076416,0.3637355864048004,0.21249881386756897,0.21671102941036224,0.19301262497901917,0.08389408141374588,0.2723034918308258,0.346682071685791,0.16134105622768402,0.16730758547782898
available,0.19956104457378387,0.3795528709888458,0.19077399373054504,0.18966689705848694,0.2039298713207245,0.03610558435320854,0.1459304243326187,0.3507455885410309,0.2373734563589096,0.2501629889011383
on,0.37630224227905273,0.2772369682788849,0.3848365545272827,0.28148847818374634,0.16159376502037048,0.0026888418942689896,0.1818399876356125,0.37900757789611816,0.2337699830532074,0.2714994251728058
the,0.5003893971443176,0.312528520822525,0.5829201340675354,0.3371950089931488,0.1324402391910553,-0.01540423184633255,0.21431727707386017,0.4248143136501312,0.3452354073524475,0.22068053483963013
web,0.1506025344133377,0.21625986695289612,0.2091721147298813,0.162964329123497,0.14390316605567932,0.0009420792339369655,0.17306429147720337,0.1885649859905243,0.1216154396533966,0.2310575395822525
",",0.3149496018886566,0.3139454126358032,0.427140474319458,0.329439252614975,0.20599327981472015,-0.0016132977325469255,0.21987015008926392,0.39254459738731384,0.27385151386260986,0.31091248989105225
including,0.33177727460861206,0.2102493792772293,0.21045410633087158,0.3448222875595093,0.07415688037872314,0.0074059427715837955,0.2282203733921051,0.2110714614391327,0.25688686966896057,0.1633303165435791
the,0.5003893971443176,0.312528520822525,0.5829201340675354,0.3371950089931488,0.1324402391910553,-0.01540423184633255,0.21431727707386017,0.4248143136501312,0.3452354073524475,0.22068053483963013
article,0.2605186104774475,0.3214142918586731,0.30913418531417847,0.2594171166419983,0.14590303599834442,-0.02360285259783268,0.2894648611545563,0.4253923296928406,0.16423805058002472,0.4948462247848511
``,0.020612511783838272,0.12428006529808044,0.07272057235240936,0.02616169862449169,0.04274534806609154,-0.03416389226913452,0.023104794323444366,0.07670000940561295,0.013845388777554035,0.0685480609536171
the,0.5003893971443176,0.312528520822525,0.5829201340675354,0.3371950089931488,0.1324402391910553,-0.01540423184633255,0.21431727707386017,0.4248143136501312,0.3452354073524475,0.22068053483963013
problem,0.291713684797287,0.36370179057121277,0.2605542540550232,0.3050822913646698,0.18636125326156616,-0.02317415177822113,0.2053779512643814,0.347878634929657,0.20584961771965027,0.3762950301170349
of,0.38066378235816956,0.2603091299533844,0.5052502155303955,0.2609597444534302,0.18837453424930573,-0.03817026689648628,0.24593348801136017,0.33904364705085754,0.2982911467552185,0.1826142966747284
increasing,0.1878640502691269,0.3094721734523773,0.2511899173259735,0.30179598927497864,0.20899111032485962,-0.002984076738357544,0.10883834213018417,0.3041439354419708,0.20290370285511017,0.0681626945734024
human,0.19433043897151947,0.26860877871513367,0.2368878275156021,0.1592334508895874,0.1958988755941391,0.03975607082247734,0.26242795586586,0.2650514245033264,0.18336452543735504,0.19748784601688385
energy,0.21021723747253418,0.28262534737586975,0.21513298153877258,0.25156813859939575,0.28722304105758667,-0.050826653838157654,0.14217135310173035,0.2677359879016876,0.10005611181259155,0.14860127866268158
",",0.3149496018886566,0.3139454126358032,0.427140474319458,0.329439252614975,0.20599327981472015,-0.0016132977325469255,0.21987015008926392,0.39254459738731384,0.27385151386260986,0.31091248989105225
'',0.016034942120313644,0.008988718502223492,0.04890415817499161,0.004115276969969273,0.048713020980358124,-0.04859459400177002,0.05830637365579605,0.08835477381944656,0.09618200361728668,0.018684765323996544
published,0.15168938040733337,0.11972122639417648,0.1993555724620819,0.1846878081560135,0.16719935834407806,0.01244857907295227,0.4204557240009308,0.16607414186000824,0.22125011682510376,0.16280238330364227
in,0.5344807505607605,0.26527702808380127,0.539380669593811,0.3169345259666443,0.17097744345664978,-0.037580832839012146,0.2301568239927292,0.3481820821762085,0.39141854643821716,0.20430970191955566
the,0.5003893971443176,0.312528520822525,0.5829201340675354,0.3371950089931488,0.1324402391910553,-0.01540423184633255,0.21431727707386017,0.4248143136501312,0.3452354073524475,0.22068053483963013
century,0.19636200368404388,0.13291411101818085,0.19417014718055725,0.2098398059606552,0.18959936499595642,-0.0005286295781843364,0.3499782085418701,0.20315609872341156,0.19137749075889587,0.1026201918721199
magazine,0.11661770194768906,0.15634988248348236,0.20126637816429138,0.18532533943653107,0.2325788289308548,0.04030289873480797,0.27255120873451233,0.15257063508033752,0.09244998544454575,0.15570664405822754
in,0.5344807505607605,0.26527702808380127,0.539380669593811,0.3169345259666443,0.17097744345664978,-0.037580832839012146,0.2301568239927292,0.3481820821762085,0.39141854643821716,0.20430970191955566
1900,0.07484745979309082,0.1713048666715622,0.14696024358272552,0.13644295930862427,0.14594212174415588,0.09648995846509933,0.06803479790687561,0.12931706011295319,0.0371723510324955,0.12663045525550842
",",0.3149496018886566,0.3139454126358032,0.427140474319458,0.329439252614975,0.20599327981472015,-0.0016132977325469255,0.21987015008926392,0.39254459738731384,0.27385151386260986,0.31091248989105225
and,0.43859338760375977,0.3675691485404968,0.3739250600337982,0.37820276618003845,0.19560420513153076,0.06895173341035843,0.2566024661064148,0.41766801476478577,0.27978911995887756,0.20544172823429108
the,0.5003893971443176,0.312528520822525,0.5829201340675354,0.3371950089931488,0.1324402391910553,-0.01540423184633255,0.21431727707386017,0.4248143136501312,0.3452354073524475,0.22068053483963013
article,0.2605186104774475,0.3214142918586731,0.30913418531417847,0.2594171166419983,0.14590303599834442,-0.02360285259783268,0.2894648611545563,0.4253923296928406,0.16423805058002472,0.4948462247848511
``,0.020612511783838272,0.12428006529808044,0.07272057235240936,0.02616169862449169,0.04274534806609154,-0.03416389226913452,0.023104794323444366,0.07670000940561295,0.013845388777554035,0.0685480609536171
experiments,0.2263975441455841,0.28376835584640503,0.21744723618030548,0.2171904742717743,0.29793205857276917,-0.0008199171279557049,0.33273741602897644,0.3123800754547119,0.189710333943367,0.14564716815948486
with,0.4142743945121765,0.3572797477245331,0.3783375024795532,0.30992457270622253,0.16424812376499176,-0.04624466598033905,0.16161760687828064,0.36101722717285156,0.2364431470632553,0.2433311939239502
alternate,0.23126177489757538,0.26806145906448364,0.25135019421577454,0.09513308852910995,0.12319330871105194,-0.011362173594534397,0.14319737255573273,0.30354204773902893,0.05195723846554756,0.2362358272075653
currents,0.2942996621131897,0.2922135591506958,0.19016359746456146,0.18027476966381073,0.197353333234787,0.03830553591251373,0.1416250318288803,0.2603747248649597,0.169559508562088,0.07452256232500076
of,0.38066378235816956,0.2603091299533844,0.5052502155303955,0.2609597444534302,0.18837453424930573,-0.03817026689648628,0.24593348801136017,0.33904364705085754,0.2982911467552185,0.1826142966747284
high,0.26466572284698486,0.24255423247814178,0.22865821421146393,0.20710967481136322,0.2007197141647339,-0.04658069461584091,0.08225804567337036,0.1991795301437378,0.16688138246536255,0.11137914657592773
potential,0.2795645296573639,0.39116546511650085,0.32849350571632385,0.29257920384407043,0.22200481593608856,-0.1107819452881813,0.12879130244255066,0.3766093850135803,0.1471705138683319,0.20122039318084717
and,0.43859338760375977,0.3675691485404968,0.3739250600337982,0.37820276618003845,0.19560420513153076,0.06895173341035843,0.2566024661064148,0.41766801476478577,0.27978911995887756,0.20544172823429108
high,0.26466572284698486,0.24255423247814178,0.22865821421146393,0.20710967481136322,0.2007197141647339,-0.04658069461584091,0.08225804567337036,0.1991795301437378,0.16688138246536255,0.11137914657592773
frequency,0.21177531778812408,0.33845457434654236,0.26973575353622437,0.18645647168159485,0.2809634506702423,-0.013367456384003162,0.13494914770126343,0.2725064158439636,0.08771373331546783,0.17067383229732513
",",0.3149496018886566,0.3139454126358032,0.427140474319458,0.329439252614975,0.20599327981472015,-0.0016132977325469255,0.21987015008926392,0.39254459738731384,0.27385151386260986,0.31091248989105225
'',0.016034942120313644,0.008988718502223492,0.04890415817499161,0.004115276969969273,0.048713020980358124,-0.04859459400177002,0.05830637365579605,0.08835477381944656,0.09618200361728668,0.018684765323996544
published,0.15168938040733337,0.11972122639417648,0.1993555724620819,0.1846878081560135,0.16719935834407806,0.01244857907295227,0.4204557240009308,0.16607414186000824,0.22125011682510376,0.16280238330364227
in,0.5344807505607605,0.26527702808380127,0.539380669593811,0.3169345259666443,0.17097744345664978,-0.037580832839012146,0.2301568239927292,0.3481820821762085,0.39141854643821716,0.20430970191955566
his,0.29880598187446594,0.13348791003227234,0.3497250974178314,0.22727461159229279,0.1580733060836792,0.047556519508361816,0.3246472179889679,0.21738691627979279,0.13338476419448853,0.18075084686279297
book,0.16606031358242035,0.15686039626598358,0.19186489284038544,0.19006690382957458,0.1437511444091797,0.03493255004286766,0.4840583801269531,0.21336250007152557,0.1431971788406372,0.20572158694267273
inventions,0.20719052851200104,0.23262834548950195,0.26398757100105286,0.20889289677143097,0.32972049713134766,0.007885277271270752,0.425142377614975,0.20107531547546387,0.10525747388601303,0.1723206788301468
",",0.3149496018886566,0.3139454126358032,0.427140474319458,0.329439252614975,0.20599327981472015,-0.0016132977325469255,0.21987015008926392,0.39254459738731384,0.27385151386260986,0.31091248989105225
researches,0.20040132105350494,0.2380712479352951,0.2134547233581543,0.2576097846031189,0.18938443064689636,-0.05433008819818497,0.3631736934185028,0.24977125227451324,0.34089285135269165,0.15066739916801453
and,0.43859338760375977,0.3675691485404968,0.3739250600337982,0.37820276618003845,0.19560420513153076,0.06895173341035843,0.2566024661064148,0.41766801476478577,0.27978911995887756,0.20544172823429108
writings,0.16331380605697632,0.1416664719581604,0.15608888864517212,0.19100292026996613,0.1577753871679306,0.029720310121774673,1.0000001192092896,0.1719188243150711,0.17841455340385437,0.1770159751176834
of,0.38066378235816956,0.2603091299533844,0.5052502155303955,0.2609597444534302,0.18837453424930573,-0.03817026689648628,0.24593348801136017,0.33904364705085754,0.2982911467552185,0.1826142966747284
nikola,0.12770186364650726,0.11326063424348831,0.19119060039520264,0.14795129001140594,0.5656248331069946,0.03191572055220604,0.13996253907680511,0.12545478343963623,0.029819319024682045,0.06297405064105988
tesla,0.12761090695858002,0.19812452793121338,0.2211925983428955,0.16089829802513123,0.9999999403953552,0.06449045985937119,0.1577753871679306,0.15180771052837372,0.052854783833026886,0.10250775516033173
.,0.41390106081962585,0.35783761739730835,0.50484299659729,0.3163578510284424,0.17949827015399933,-0.003708066651597619,0.24754001200199127,0.4383580684661865,0.3618174195289612,0.4130953550338745
