,whose,pass,to,jerricho,cotchery,was,ruled,incomplete,?
after,0.2255287915468216,0.12061430513858795,0.37890323996543884,0.29049748182296753,0.2047058641910553,0.49306565523147583,0.24952717125415802,0.17057561874389648,0.16608688235282898
each,0.28429529070854187,0.1981835514307022,0.3941934108734131,0.21141505241394043,0.18201704323291779,0.14424845576286316,0.11116202175617218,0.24426640570163727,0.21173812448978424
team,0.1353664994239807,0.13830174505710602,0.23889471590518951,0.2687512934207916,0.2714753746986389,0.13986483216285706,0.16079801321029663,0.1577998846769333,0.11243411153554916
punted,0.10812905430793762,0.23841960728168488,0.22423456609249115,0.37117621302604675,0.32907649874687195,0.28933829069137573,0.23774243891239166,0.21620339155197144,0.17005157470703125
",",0.25601375102996826,0.22301842272281647,0.44245919585227966,0.3537760078907013,0.31863659620285034,0.45456063747406006,0.25170713663101196,0.23233318328857422,0.31091248989105225
panthers,0.12089954316616058,0.16386406123638153,0.2185782641172409,0.33750295639038086,0.28953251242637634,0.2605615258216858,0.15697167813777924,0.16627945005893707,0.16608978807926178
quarterback,0.11960248649120331,0.2788563668727875,0.17934949696063995,0.39741000533103943,0.33363664150238037,0.24103644490242004,0.18212200701236725,0.1707431674003601,0.13221268355846405
cam,0.10366425663232803,0.15303480625152588,0.13727928698062897,0.17075426876544952,0.264690101146698,0.17764709889888763,0.0327441580593586,0.05295085161924362,0.1622646003961563
newton,0.18937960267066956,0.17114058136940002,0.2176830768585205,0.22996702790260315,0.19579501450061798,0.25264593958854675,0.09492484480142593,0.14547526836395264,0.09645649790763855
appeared,0.11199377477169037,0.05215301364660263,0.17344161868095398,0.28351104259490967,0.13914690911769867,0.35842156410217285,0.19626373052597046,0.20525242388248444,0.1384376585483551
to,0.320825457572937,0.28446894884109497,1.0,0.29871422052383423,0.24132537841796875,0.3636345863342285,0.15009452402591705,0.27630457282066345,0.29463258385658264
complete,0.12328212708234787,0.18746964633464813,0.26479288935661316,0.19343000650405884,0.11707467585802078,0.13758507370948792,0.10508449375629425,0.8146076202392578,0.11962060630321503
a,0.3225097060203552,0.19894953072071075,0.45503583550453186,0.2963279187679291,0.308576762676239,0.4508470594882965,0.11997509747743607,0.2702622711658478,0.23916715383529663
24-yard,0.1832876205444336,0.26559415459632874,0.22677923738956451,0.3215528726577759,0.30680277943611145,0.2911725342273712,0.14449092745780945,0.21927568316459656,0.11831290274858475
pass,0.127870574593544,1.0000001192092896,0.28446894884109497,0.15251238644123077,0.11198236048221588,0.1040167361497879,0.16968299448490143,0.16806188225746155,0.09478675574064255
jerricho,0.145564466714859,0.15251238644123077,0.29871422052383423,1.0,0.27761802077293396,0.33080312609672546,0.17573833465576172,0.2513154447078705,0.21562010049819946
cotchery,0.22248604893684387,0.11198236048221588,0.24132537841796875,0.27761802077293396,1.0000001192092896,0.22447696328163147,0.15067516267299652,0.11712440848350525,0.124369315803051
",",0.25601375102996826,0.22301842272281647,0.44245919585227966,0.3537760078907013,0.31863659620285034,0.45456063747406006,0.25170713663101196,0.23233318328857422,0.31091248989105225
but,0.35844770073890686,0.19200240075588226,0.5542377829551697,0.29032304883003235,0.3045428693294525,0.36023372411727905,0.23204216361045837,0.36669492721557617,0.27921953797340393
the,0.38253846764564514,0.25961899757385254,0.535392165184021,0.26607832312583923,0.291052907705307,0.48711544275283813,0.2668108344078064,0.2598716616630554,0.22068053483963013
call,0.11232279986143112,0.1488819420337677,0.27641981840133667,0.14728228747844696,0.16587530076503754,0.16074088215827942,0.20452015101909637,0.06423988938331604,0.23091886937618256
was,0.2162860482931137,0.1040167361497879,0.3636345863342285,0.33080312609672546,0.22447696328163147,1.0000001192092896,0.3318201005458832,0.13755717873573303,0.18412111699581146
ruled,0.16558235883712769,0.16968299448490143,0.15009452402591705,0.17573833465576172,0.15067516267299652,0.3318201005458832,1.0,0.1190941110253334,0.19970785081386566
an,0.3151819109916687,0.13785582780838013,0.3138085603713989,0.28119656443595886,0.15896649658679962,0.3694365322589874,0.13287919759750366,0.2193440943956375,0.19793890416622162
incompletion,0.16172489523887634,0.3042847216129303,0.36095115542411804,0.26107269525527954,0.11872408539056778,0.24201606214046478,0.11756406724452972,0.7519331574440002,0.17424984276294708
and,0.3339773118495941,0.2433357536792755,0.48971283435821533,0.37535470724105835,0.29357481002807617,0.3740963041782379,0.1996956765651703,0.22793281078338623,0.20544172823429108
upheld,0.14266939461231232,0.25846385955810547,0.2946240305900574,0.19183017313480377,0.21928918361663818,0.28265026211738586,0.40964508056640625,0.1813303828239441,0.20348112285137177
after,0.2255287915468216,0.12061430513858795,0.37890323996543884,0.29049748182296753,0.2047058641910553,0.49306565523147583,0.24952717125415802,0.17057561874389648,0.16608688235282898
a,0.3225097060203552,0.19894953072071075,0.45503583550453186,0.2963279187679291,0.308576762676239,0.4508470594882965,0.11997509747743607,0.2702622711658478,0.23916715383529663
replay,0.028822561725974083,0.08754789084196091,0.21818190813064575,0.2600223422050476,0.12333791702985764,0.1906042844057083,0.05088448151946068,0.14318016171455383,0.25957080721855164
challenge,0.094891756772995,0.1381831020116806,0.314169317483902,0.2847076952457428,0.25114452838897705,0.21645358204841614,0.17894715070724487,0.13770578801631927,0.2207598239183426
.,0.2718997597694397,0.1901644617319107,0.4645031690597534,0.33089563250541687,0.22517237067222595,0.40146201848983765,0.22453029453754425,0.2535707652568817,0.4130953550338745
