,what,was,the,first,true,engine,that,was,commercially,successful,?
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.19509610533714294,0.21651263535022736,0.5473989248275757,0.48711544275283813,0.2240111082792282,0.31354787945747375,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,1.0,0.15536849200725555,0.16088122129440308,0.3482176661491394,0.5022147297859192,0.31788432598114014,0.3973231315612793,0.18701928853988647
commercially,0.13558313250541687,0.2954142093658447,0.2240111082792282,0.31788432598114014,0.1825808733701706,0.2282935231924057,0.24823439121246338,0.2954142093658447,1.0000001192092896,0.3995365500450134,0.050892215222120285
successful,0.16902779042720795,0.3046294152736664,0.31354787945747375,0.3973231315612793,0.23902012407779694,0.16274981200695038,0.20729883015155792,0.3046294152736664,0.3995365500450134,1.0,0.1132197454571724
true,0.34890216588974,0.09867987781763077,0.19509610533714294,0.15536849200725555,0.9999998807907104,0.0787951722741127,0.393152117729187,0.09867987781763077,0.1825808733701706,0.23902012407779694,0.22515304386615753
engine,0.18463268876075745,0.205611914396286,0.21651263535022736,0.16088122129440308,0.0787951722741127,1.0,0.23960842192173004,0.205611914396286,0.2282935231924057,0.16274981200695038,0.17739196121692657
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.252440869808197,0.19789794087409973,0.4137537479400635,0.45456063747406006,0.26380395889282227,0.28826844692230225,0.31091248989105225
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.18334577977657318,0.18885408341884613,0.435920387506485,0.45514053106307983,0.2583075165748596,0.2864660918712616,0.20430970191955566
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.3482176661491394,0.393152117729187,0.23960842192173004,1.0,0.33670201897621155,0.24823439121246338,0.20729883015155792,0.32716336846351624
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.3491429388523102,0.2074379026889801,0.26840072870254517,0.5921133160591125,0.4577186405658722,0.36135736107826233,0.27904996275901794,0.25732165575027466
could,0.4188697934150696,0.39896807074546814,0.35393214225769043,0.3076034188270569,0.22960229218006134,0.19176195561885834,0.5584503412246704,0.39896807074546814,0.20000147819519043,0.2010965496301651,0.3411986827850342
generate,0.26186254620552063,0.060111723840236664,0.264517217874527,0.1346246749162674,0.28001344203948975,0.29651179909706116,0.32824862003326416,0.060111723840236664,0.23820610344409943,0.13251595199108124,0.28300654888153076
power,0.22216427326202393,0.1794997751712799,0.2647338807582855,0.18843717873096466,0.13190802931785583,0.30954575538635254,0.2680378556251526,0.1794997751712799,0.18731704354286194,0.16423214972019196,0.15304024517536163
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.3167642652988434,0.26214879751205444,0.18437977135181427,0.4731321930885315,0.3740963041782379,0.2592049837112427,0.2795376479625702,0.20544172823429108
transmit,0.21877305209636688,0.09623531252145767,0.2503734529018402,0.17589303851127625,0.177609384059906,0.2546684145927429,0.2785284221172333,0.09623531252145767,0.20098496973514557,0.09536845237016678,0.16771046817302704
it,0.45803478360176086,0.4577186405658722,0.6251175999641418,0.3491429388523102,0.2074379026889801,0.26840072870254517,0.5921133160591125,0.4577186405658722,0.36135736107826233,0.27904996275901794,0.25732165575027466
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.3792489171028137,0.22534622251987457,0.20794793963432312,0.5436353087425232,0.3636345863342285,0.2699909210205078,0.2317596971988678,0.29463258385658264
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.18508830666542053,0.24768835306167603,0.47537946701049805,0.4508470594882965,0.2597849667072296,0.28627005219459534,0.23916715383529663
machine,0.23075932264328003,0.1741330921649933,0.22788187861442566,0.24651068449020386,0.1437237411737442,0.34204885363578796,0.2756650745868683,0.1741330921649933,0.14580784738063812,0.1881578266620636,0.17587624490261078
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.252440869808197,0.19789794087409973,0.4137537479400635,0.45456063747406006,0.26380395889282227,0.28826844692230225,0.31091248989105225
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.09867987781763077,0.205611914396286,0.33670201897621155,1.0000001192092896,0.2954142093658447,0.3046294152736664,0.18412111699581146
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.19509610533714294,0.21651263535022736,0.5473989248275757,0.48711544275283813,0.2240111082792282,0.31354787945747375,0.22068053483963013
atmospheric,0.2079145908355713,0.17251721024513245,0.25230076909065247,0.17947421967983246,0.1349792182445526,0.2417989820241928,0.2735665440559387,0.17251721024513245,0.17895931005477905,0.09315342456102371,0.11404281854629517
engine,0.18463268876075745,0.205611914396286,0.21651263535022736,0.16088122129440308,0.0787951722741127,1.0,0.23960842192173004,0.205611914396286,0.2282935231924057,0.16274981200695038,0.17739196121692657
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.252440869808197,0.19789794087409973,0.4137537479400635,0.45456063747406006,0.26380395889282227,0.28826844692230225,0.31091248989105225
invented,0.1952974498271942,0.2900676131248474,0.16009420156478882,0.3352304697036743,0.12927177548408508,0.2357250154018402,0.2817225456237793,0.2900676131248474,0.2124834954738617,0.19004766643047333,0.13781782984733582
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.3877052962779999,0.14545412361621857,0.1870088279247284,0.37496164441108704,0.4752357602119446,0.257942259311676,0.1869579404592514,0.17966607213020325
thomas,0.1806955188512802,0.26629963517189026,0.23505409061908722,0.2396867871284485,0.08068379014730453,0.15047331154346466,0.1523774415254593,0.26629963517189026,0.09190350770950317,0.1326058804988861,0.16133050620555878
newcomen,0.2247587889432907,0.1923932433128357,0.2645798325538635,0.22283807396888733,0.17419591546058655,0.3742743134498596,0.21498234570026398,0.1923932433128357,0.18234482407569885,0.28182822465896606,0.2543369233608246
around,0.27475327253341675,0.24039418995380402,0.40085816383361816,0.2861560881137848,0.1577904224395752,0.1440555453300476,0.36311936378479004,0.24039418995380402,0.26770052313804626,0.1912122219800949,0.14729668200016022
1712,0.11513113230466843,0.15463149547576904,0.22317750751972198,0.09951359778642654,0.03914281353354454,0.11641373485326767,0.1015317365527153,0.15463149547576904,0.13185876607894897,0.10025031119585037,0.1953098028898239
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.2852628827095032,0.21814921498298645,0.4460422694683075,0.40146201848983765,0.25599879026412964,0.361310213804245,0.4130953550338745
