,germany,referred,to,which,area,more,so,than,an,actual,country,?
there,0.19869576394557953,0.23369553685188293,0.40669289231300354,0.45256471633911133,0.3357469141483307,0.4164280891418457,0.493061363697052,0.4433900713920593,0.22476400434970856,0.3477712571620941,0.24909386038780212,0.29405656456947327
was,0.2618768811225891,0.2664481997489929,0.3636345863342285,0.2830964922904968,0.24981513619422913,0.21525104343891144,0.2666010558605194,0.1872616857290268,0.3694365322589874,0.2121414989233017,0.24557247757911682,0.18412111699581146
",",0.2898865044116974,0.2511569857597351,0.44245919585227966,0.3658004403114319,0.2664283812046051,0.3696524500846863,0.3716299831867218,0.3371901512145996,0.3581022024154663,0.2741210162639618,0.27878350019454956,0.31091248989105225
however,0.2516075074672699,0.3152376711368561,0.5474119186401367,0.5545716285705566,0.2207476943731308,0.4843848645687103,0.5896291136741638,0.3964720070362091,0.2464427500963211,0.4404747188091278,0.24587702751159668,0.2152075469493866
",",0.2898865044116974,0.2511569857597351,0.44245919585227966,0.3658004403114319,0.2664283812046051,0.3696524500846863,0.3716299831867218,0.3371901512145996,0.3581022024154663,0.2741210162639618,0.27878350019454956,0.31091248989105225
little,0.1419900506734848,0.10360392928123474,0.2547711431980133,0.290253609418869,0.1637772023677826,0.39773958921432495,0.3254936933517456,0.3277098536491394,0.18403789401054382,0.2748025357723236,0.16081807017326355,0.20336517691612244
cultural,0.16705678403377533,0.16008713841438293,0.19840334355831146,0.20728276669979095,0.24234889447689056,0.1511714607477188,0.15343713760375977,0.1362859010696411,0.14176417887210846,0.21186894178390503,0.27725160121917725,0.09798457473516464
integration,0.19561202824115753,0.13804684579372406,0.2722092568874359,0.33968907594680786,0.3035973012447357,0.2474650740623474,0.21422037482261658,0.157288059592247,0.25486910343170166,0.22968152165412903,0.21318933367729187,0.17221741378307343
or,0.21803024411201477,0.31981897354125977,0.38921234011650085,0.5105096101760864,0.24297796189785004,0.41612157225608826,0.45342662930488586,0.5002588033676147,0.3096676766872406,0.4124118685722351,0.2667475640773773,0.32389625906944275
national,0.26014241576194763,0.17717479169368744,0.21067756414413452,0.28337109088897705,0.1835182011127472,0.16104942560195923,0.1337496042251587,0.14825581014156342,0.1631900668144226,0.1883675754070282,0.2563340365886688,0.15643028914928436
identity,0.10493824630975723,0.21290190517902374,0.19229429960250854,0.24152661859989166,0.1752319037914276,0.18430045247077942,0.2672530710697174,0.1627091020345688,0.20561933517456055,0.3104056119918823,0.1972137987613678,0.1520950198173523
",",0.2898865044116974,0.2511569857597351,0.44245919585227966,0.3658004403114319,0.2664283812046051,0.3696524500846863,0.3716299831867218,0.3371901512145996,0.3581022024154663,0.2741210162639618,0.27878350019454956,0.31091248989105225
and,0.29381805658340454,0.2151295244693756,0.48971283435821533,0.506277859210968,0.3044000566005707,0.39880692958831787,0.4655851125717163,0.39361441135406494,0.2838519215583801,0.2617046535015106,0.30884742736816406,0.20544172823429108
``,2.34745821217075e-05,0.017554139718413353,0.06720756739377975,0.05178012326359749,0.1034754067659378,0.08673381805419922,0.11769691109657288,0.12080201506614685,0.03770720958709717,0.12270147353410721,0.0564170703291893,0.0685480609536171
germany,1.0,0.12142322212457657,0.24172882735729218,0.2479574829339981,0.17779409885406494,0.1932339072227478,0.23579953610897064,0.19044505059719086,0.10986391454935074,0.15826691687107086,0.3162744343280792,0.1388660967350006
'',-0.04644833132624626,0.10532526671886444,-0.009905828163027763,-0.03332270681858063,-0.02050521783530712,0.006126302294433117,-0.08742263913154602,0.03252623230218887,0.09471100568771362,0.06562308967113495,-0.026720518246293068,0.018684765323996544
remained,0.19386528432369232,0.21830667555332184,0.22385163605213165,0.22100548446178436,0.19773676991462708,0.17420309782028198,0.2499605119228363,0.15812121331691742,0.13546134531497955,0.17005282640457153,0.21989752352237701,0.08263323456048965
largely,0.14296449720859528,0.28144368529319763,0.24348199367523193,0.3722483217716217,0.26215505599975586,0.2916630506515503,0.25940054655075073,0.20917415618896484,0.24159429967403412,0.2893542945384979,0.14402148127555847,0.08185246586799622
a,0.2606942057609558,0.2686276137828827,0.45503583550453186,0.56894451379776,0.2782127559185028,0.3452818691730499,0.41474464535713196,0.3126874566078186,0.44552403688430786,0.3408341407775879,0.20991116762161255,0.23916715383529663
conceptual,0.1556766778230667,0.2799665331840515,0.27715304493904114,0.3359931707382202,0.14388492703437805,0.26032182574272156,0.2278863787651062,0.17892679572105408,0.3315810561180115,0.37292569875717163,0.13052582740783691,0.1706208884716034
term,0.17704254388809204,0.41696327924728394,0.3310292959213257,0.3138839900493622,0.17102010548114777,0.2468089461326599,0.21808896958827972,0.25694769620895386,0.16153281927108765,0.2494962066411972,0.213531032204628,0.1901002675294876
referring,0.17003557085990906,0.6471014618873596,0.31668612360954285,0.29900121688842773,0.17432917654514313,0.30666056275367737,0.29444313049316406,0.3243635594844818,0.22847965359687805,0.3356235921382904,0.15225261449813843,0.23602885007858276
to,0.24172882735729218,0.22845174372196198,1.0,0.5345056653022766,0.2797197997570038,0.47084665298461914,0.5091881155967712,0.3192550539970398,0.3138085603713989,0.3720858097076416,0.31281599402427673,0.29463258385658264
an,0.10986391454935074,0.17146365344524384,0.3138085603713989,0.3611921966075897,0.23076042532920837,0.316240519285202,0.30126363039016724,0.2493579238653183,1.0,0.2834339737892151,0.19811232388019562,0.19793890416622162
amorphous,0.13527922332286835,0.17867985367774963,0.18087805807590485,0.3266649544239044,0.1673833578824997,0.27989187836647034,0.3024339973926544,0.22984036803245544,0.18876726925373077,0.19144347310066223,0.06887646019458771,0.212785005569458
area,0.17779409885406494,0.19035811722278595,0.2797197997570038,0.3276861011981964,1.0,0.20655664801597595,0.22817865014076233,0.19351425766944885,0.23076042532920837,0.21450012922286987,0.33299076557159424,0.12640461325645447
