,what,was,the,containment,failure,rate,in,a,tobacco,plant,study,using,plastid,transformation,?
while,0.35511791706085205,0.3253832161426544,0.39804592728614807,0.1940869688987732,0.258389413356781,0.19058279693126678,0.3399278521537781,0.3733035624027252,0.15256933867931366,0.200190469622612,0.18174365162849426,0.3025592565536499,0.14290565252304077,0.15382687747478485,0.21076419949531555
the,0.42745697498321533,0.48711544275283813,1.0,0.24871191382408142,0.24083465337753296,0.24881242215633392,0.6662389636039734,0.5829201340675354,0.23904429376125336,0.28395459055900574,0.2533665597438812,0.28364112973213196,0.186258003115654,0.29669010639190674,0.22068053483963013
reliability,0.3373561203479767,0.1606326550245285,0.21431992948055267,0.21480801701545715,0.29695025086402893,0.32408204674720764,0.1426154524087906,0.20012494921684265,0.2189810425043106,0.21203003823757172,0.23599113523960114,0.27126362919807434,0.21217161417007446,0.2706213593482971,0.2691608965396881
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24865294992923737,0.21345095336437225,0.24132871627807617,0.5696388483047485,0.5052502155303955,0.22823449969291687,0.26645857095718384,0.29377859830856323,0.24298200011253357,0.22096435725688934,0.3149600625038147,0.1826142966747284
this,0.5489566326141357,0.3638818562030792,0.6274310946464539,0.2902485728263855,0.2033400535583496,0.2905608117580414,0.45205554366111755,0.5422310829162598,0.21005775034427643,0.27957525849342346,0.2858332097530365,0.4070901870727539,0.31725507974624634,0.3267841041088104,0.3155723512172699
mechanism,0.2635997533798218,0.1742776781320572,0.24941077828407288,0.23778565227985382,0.2171841710805893,0.3317772150039673,0.19862714409828186,0.2361949384212494,0.17410583794116974,0.2585262954235077,0.2669483423233032,0.2897803783416748,0.3747154772281647,0.41104480624198914,0.1732848435640335
has,0.20338068902492523,0.40313825011253357,0.4177538752555847,0.23636984825134277,0.12127518653869629,0.18859195709228516,0.4173259735107422,0.4670248031616211,0.14870424568653107,0.18345318734645844,0.16058631241321564,0.2739419937133789,0.21550068259239197,0.1899605393409729,0.15994466841220856
not,0.5449194312095642,0.2888734042644501,0.4310511648654938,0.24975253641605377,0.21210017800331116,0.25928956270217896,0.3403114080429077,0.3791346549987793,0.24163122475147247,0.23857535421848297,0.24789275228977203,0.38508203625679016,0.2820022702217102,0.20835411548614502,0.41942933201789856
yet,0.44080492854118347,0.2944047451019287,0.32892218232154846,0.2109759896993637,0.15227040648460388,0.23975777626037598,0.2714422047138214,0.3265615999698639,0.08996343612670898,0.20414680242538452,0.19557373225688934,0.33195534348487854,0.2749366760253906,0.27694085240364075,0.4011770784854889
been,0.2567804455757141,0.518218457698822,0.3563927710056305,0.19785906374454498,0.1441994458436966,0.19370512664318085,0.3515113592147827,0.3315402865409851,0.1926899254322052,0.22371040284633636,0.1617983877658844,0.30243900418281555,0.20699867606163025,0.21879172325134277,0.24354910850524902
studied,0.17525729537010193,0.32208186388015747,0.1840781420469284,0.04684588313102722,0.23130635917186737,0.1341298669576645,0.3605947494506836,0.16833949089050293,0.1703042984008789,0.16432327032089233,0.5685165524482727,0.11070461571216583,0.1341511607170105,0.16847634315490723,0.12394175678491592
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.2366960346698761,0.20899784564971924,0.2299952208995819,0.4322226941585541,0.44038116931915283,0.20292460918426514,0.18604038655757904,0.18700449168682098,0.3806014060974121,0.1903218775987625,0.24516668915748596,0.264628142118454
all,0.41981086134910583,0.23179835081100464,0.4860881567001343,0.2306198924779892,0.2049483358860016,0.22408053278923035,0.3335905969142914,0.2696802616119385,0.1747473031282425,0.2260427474975586,0.17837177217006683,0.28875109553337097,0.23619908094406128,0.1807326376438141,0.29575422406196594
relevant,0.41105255484580994,0.1266806274652481,0.3216378390789032,0.2591741383075714,0.18670246005058289,0.22325123846530914,0.2808280289173126,0.2772544026374817,0.24221348762512207,0.28123027086257935,0.3290270268917084,0.3243672549724579,0.3137836754322052,0.23771202564239502,0.37889617681503296
crop,0.19372086226940155,0.19566300511360168,0.2355663925409317,0.18695802986621857,0.2006615400314331,0.2620199918746948,0.18702246248722076,0.22518964111804962,0.36818432807922363,0.4194006025791168,0.16236242651939392,0.18270394206047058,0.2778971493244171,0.169572651386261,0.13911081850528717
species,0.14617158472537994,0.11558398604393005,0.2522439956665039,0.2004990428686142,0.11960002034902573,0.22913667559623718,0.2179255336523056,0.22986134886741638,0.19612066447734833,0.47544243931770325,0.19973009824752808,0.16672547161579132,0.33469825983047485,0.17214852571487427,0.1957087516784668
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.18514958024024963,0.30706357955932617,0.18156792223453522,0.5201468467712402,0.427140474319458,0.18772447109222412,0.25194862484931946,0.26425549387931824,0.27050045132637024,0.18845833837985992,0.24606528878211975,0.31091248989105225
recent,0.24256184697151184,0.2536894679069519,0.31046223640441895,0.175815612077713,0.13322582840919495,0.2786783277988434,0.2857761085033417,0.2685950994491577,0.1792103499174118,0.17151908576488495,0.2996037006378174,0.17321661114692688,0.2429877668619156,0.2448473870754242,0.2544887959957123
results,0.2425258755683899,0.1437312215566635,0.2863679826259613,0.1714162826538086,0.20264533162117004,0.2454092651605606,0.28880611062049866,0.2899290919303894,0.13325202465057373,0.14806294441223145,0.2704715430736542,0.28800272941589355,0.22485539317131042,0.35321009159088135,0.21797199547290802
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.23088771104812622,0.2055809497833252,0.24951417744159698,1.0,0.539380669593811,0.2557904124259949,0.2597269117832184,0.2875489294528961,0.2717311978340149,0.1886206418275833,0.2079848051071167,0.20430970191955566
tobacco,0.15306644141674042,0.19403526186943054,0.23904429376125336,0.27075105905532837,0.1384517252445221,0.1749042272567749,0.2557904124259949,0.1412636786699295,1.0,0.32460182905197144,0.20687945187091827,0.18687193095684052,0.2298789918422699,0.11415968090295792,0.11937496811151505
plants,0.25144460797309875,0.14239555597305298,0.29499560594558716,0.2608979344367981,0.15479262173175812,0.18635478615760803,0.2697395086288452,0.21329157054424286,0.37236759066581726,0.8344468474388123,0.2552105784416199,0.20679651200771332,0.4308030307292938,0.19225019216537476,0.1473488062620163
are,0.29724663496017456,0.3076191842556,0.40399202704429626,0.27302032709121704,0.10099229961633682,0.21138887107372284,0.3841303884983063,0.265255331993103,0.1977214217185974,0.26068687438964844,0.22810009121894836,0.3385874032974243,0.3021188974380493,0.1851423978805542,0.24591213464736938
promising,0.2754918336868286,0.21362970769405365,0.28158700466156006,0.0751866027712822,0.20277053117752075,0.09452606737613678,0.26066380739212036,0.3067912459373474,0.13935312628746033,0.10496208816766739,0.15467463433742523,0.19036492705345154,0.08974109590053558,0.16840393841266632,0.204049214720726
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.18514958024024963,0.30706357955932617,0.18156792223453522,0.5201468467712402,0.427140474319458,0.18772447109222412,0.25194862484931946,0.26425549387931824,0.27050045132637024,0.18845833837985992,0.24606528878211975,0.31091248989105225
showing,0.2931436598300934,0.2461533397436142,0.34540408849716187,0.17931683361530304,0.12747998535633087,0.25382399559020996,0.2822064757347107,0.32278648018836975,0.09416697174310684,0.18690650165081024,0.17533397674560547,0.33049875497817993,0.1571834683418274,0.14866234362125397,0.23185425996780396
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.22493670880794525,0.24439255893230438,0.24373900890350342,0.539380669593811,1.0,0.1412636786699295,0.2010895311832428,0.2268155962228775,0.32226553559303284,0.2551116347312927,0.2840490937232971,0.23916715383529663
failed,0.26093074679374695,0.32486093044281006,0.32787200808525085,0.19772674143314362,0.4582728147506714,0.17462487518787384,0.21989236772060394,0.26673170924186707,0.19611991941928864,0.11766022443771362,0.1344849169254303,0.20686256885528564,0.09856827557086945,0.14261198043823242,0.16487033665180206
containment,0.19248554110527039,0.17354896664619446,0.24871191382408142,1.0000001192092896,0.12466466426849365,0.16847433149814606,0.23088771104812622,0.22493670880794525,0.27075105905532837,0.24035634100437164,0.16947780549526215,0.2297586351633072,0.25176358222961426,0.20121712982654572,0.10603383928537369
rate,0.21845893561840057,0.16712123155593872,0.24881242215633392,0.16847433149814606,0.26311323046684265,1.0000001192092896,0.24951417744159698,0.24373900890350342,0.1749042272567749,0.15654799342155457,0.2161191999912262,0.2143370360136032,0.16552473604679108,0.2759142816066742,0.1308269053697586
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.24865294992923737,0.21345095336437225,0.24132871627807617,0.5696388483047485,0.5052502155303955,0.22823449969291687,0.26645857095718384,0.29377859830856323,0.24298200011253357,0.22096435725688934,0.3149600625038147,0.1826142966747284
transplastomic,0.2858501970767975,0.19540585577487946,0.31565138697624207,0.3172854483127594,0.3289187252521515,0.24070358276367188,0.32093095779418945,0.32624655961990356,0.20713664591312408,0.35524946451187134,0.278337299823761,0.2895169258117676,0.579677402973175,0.3913322389125824,0.23457589745521545
plants,0.25144460797309875,0.14239555597305298,0.29499560594558716,0.2608979344367981,0.15479262173175812,0.18635478615760803,0.2697395086288452,0.21329157054424286,0.37236759066581726,0.8344468474388123,0.2552105784416199,0.20679651200771332,0.4308030307292938,0.19225019216537476,0.1473488062620163
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.1414521038532257,0.21967118978500366,0.1911962926387787,0.4374977946281433,0.3095070421695709,0.15305201709270477,0.21092824637889862,0.19215846061706543,0.23787257075309753,0.14175517857074738,0.10292397439479828,0.21978627145290375
3,0.04473085701465607,0.06170157715678215,0.06283142417669296,0.08763259649276733,0.09876764565706253,0.1038687452673912,0.06326868385076523,0.08904784172773361,0.013147929683327675,0.10867283493280411,0.02860882878303528,0.0852961540222168,-2.4298949938383885e-05,-0.0007965346449054778,0.005975271109491587
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.23088771104812622,0.2055809497833252,0.24951417744159698,1.0,0.539380669593811,0.2557904124259949,0.2597269117832184,0.2875489294528961,0.2717311978340149,0.1886206418275833,0.2079848051071167,0.20430970191955566
