,where,does,the,rhine,begin,?
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.34293439984321594,0.22068053483963013
rhine,0.2007746696472168,0.13532963395118713,0.30735138058662415,1.0,0.16868017613887787,0.13754533231258392
(,0.1970011591911316,0.2728188931941986,0.33289089798927307,0.12381801009178162,0.12756820023059845,0.40561532974243164
romansh,0.20180125534534454,0.07517675310373306,0.28993913531303406,0.38489073514938354,0.10586526989936829,0.16606679558753967
:,-0.012972540222108364,-0.11934193223714828,-0.03403344005346298,0.011925304308533669,-0.015765231102705002,-0.07156077772378922
rein,0.13384267687797546,0.06790103018283844,0.23112499713897705,0.2607007622718811,0.10514660179615021,0.19597680866718292
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.167837992310524,0.27304404973983765,0.31091248989105225
german,0.12907783687114716,0.1575017124414444,0.256483793258667,0.49305370450019836,0.1185300350189209,0.13978645205497742
:,-0.012972540222108364,-0.11934193223714828,-0.03403344005346298,0.011925304308533669,-0.015765231102705002,-0.07156077772378922
rhein,0.16271300613880157,0.16328522562980652,0.2614726424217224,0.6607828736305237,0.15306510031223297,0.2176131010055542
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.167837992310524,0.27304404973983765,0.31091248989105225
french,0.17587623000144958,0.09901018440723419,0.2555147111415863,0.2762029767036438,0.13932852447032928,0.1386883556842804
:,-0.012972540222108364,-0.11934193223714828,-0.03403344005346298,0.011925304308533669,-0.015765231102705002,-0.07156077772378922
le,0.1287374198436737,0.08454840630292892,0.18814682960510254,0.1599120944738388,0.116363026201725,0.11964468657970428
rhin,0.20129166543483734,0.17580638825893402,0.34496304392814636,0.7436901330947876,0.15889327228069305,0.16895344853401184
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.167837992310524,0.27304404973983765,0.31091248989105225
dutch,0.13309121131896973,0.13053582608699799,0.1705695390701294,0.31772172451019287,0.1172165498137474,0.1081366017460823
:,-0.012972540222108364,-0.11934193223714828,-0.03403344005346298,0.011925304308533669,-0.015765231102705002,-0.07156077772378922
rijn,0.13809074461460114,0.1349175125360489,0.15022686123847961,0.41360682249069214,0.10623153299093246,0.15792600810527802
),0.20711064338684082,0.2575884759426117,0.3456730246543884,0.12686386704444885,0.13078060746192932,0.42300865054130554
is,0.3586711287498474,0.4403602182865143,0.5823672413825989,0.15617261826992035,0.18119797110557556,0.22961433231830597
a,0.40997210144996643,0.38201746344566345,0.5829201340675354,0.1823403388261795,0.22845244407653809,0.23916715383529663
european,0.17414534091949463,0.11488570272922516,0.3423081040382385,0.22015999257564545,0.14297418296337128,0.14560863375663757
river,0.1886204034090042,0.14026834070682526,0.2894456386566162,0.3672541379928589,0.11689101159572601,0.15390869975090027
that,0.4876193106174469,0.4764937460422516,0.5473989248275757,0.16362759470939636,0.27644142508506775,0.32716336846351624
begins,0.1639891117811203,0.2696463465690613,0.3446018099784851,0.1869913935661316,0.6813104152679443,0.09518900513648987
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.24648422002792358,0.2903634011745453,0.20430970191955566
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.34293439984321594,0.22068053483963013
swiss,0.14655742049217224,0.09144312143325806,0.17452241480350494,0.29746899008750916,0.054476942867040634,0.11023817211389542
canton,0.18501651287078857,0.1747741848230362,0.28469693660736084,0.3045586347579956,0.15227943658828735,0.09711585193872452
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.2548927664756775,0.24830074608325958,0.1826142966747284
graubünden,0.2459544539451599,0.15729181468486786,0.32258641719818115,0.48978495597839355,0.15422432124614716,0.1337408721446991
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.24648422002792358,0.2903634011745453,0.20430970191955566
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.34293439984321594,0.22068053483963013
southeastern,0.27617761492729187,0.09886547923088074,0.37968114018440247,0.26681381464004517,0.126015767455101,0.1729537695646286
swiss,0.14655742049217224,0.09144312143325806,0.17452241480350494,0.29746899008750916,0.054476942867040634,0.11023817211389542
alps,0.18269453942775726,0.08534310013055801,0.315137654542923,0.3853704631328583,0.13500943779945374,0.07792776823043823
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.167837992310524,0.27304404973983765,0.31091248989105225
forms,0.20930740237236023,0.3104206919670105,0.2950737178325653,0.20136399567127228,0.14857423305511475,0.1196754202246666
part,0.3328706920146942,0.26684749126434326,0.527681291103363,0.23044916987419128,0.24814602732658386,0.08557961881160736
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.2548927664756775,0.24830074608325958,0.1826142966747284
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.34293439984321594,0.22068053483963013
swiss-austrian,0.18545226752758026,0.13754361867904663,0.2632595896720886,0.404801607131958,0.08654925227165222,0.12778812646865845
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.167837992310524,0.27304404973983765,0.31091248989105225
swiss-liechtenstein,0.22838713228702545,0.1689874827861786,0.25903835892677307,0.4653128683567047,0.16542518138885498,0.1577683836221695
border,0.2192085236310959,0.17243514955043793,0.2856229841709137,0.32308438420295715,0.15503571927547455,0.1706928312778473
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.167837992310524,0.27304404973983765,0.31091248989105225
swiss-german,0.2181645631790161,0.1642165333032608,0.2871095538139343,0.4335334897041321,0.13899140059947968,0.1988486349582672
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.22029656171798706,0.2599445581436157,0.20544172823429108
then,0.5403340458869934,0.2951544523239136,0.4297412931919098,0.18961727619171143,0.3257429301738739,0.2884598970413208
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.34293439984321594,0.22068053483963013
franco-german,0.17892973124980927,0.12763360142707825,0.34231671690940857,0.4917261004447937,0.19627666473388672,0.21309657394886017
border,0.2192085236310959,0.17243514955043793,0.2856229841709137,0.32308438420295715,0.15503571927547455,0.1706928312778473
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.167837992310524,0.27304404973983765,0.31091248989105225
then,0.5403340458869934,0.2951544523239136,0.4297412931919098,0.18961727619171143,0.3257429301738739,0.2884598970413208
flows,0.23452386260032654,0.23165354132652283,0.32405155897140503,0.2871347963809967,0.17108343541622162,0.11636040359735489
through,0.331196665763855,0.21495459973812103,0.44071322679519653,0.23343999683856964,0.30493611097335815,0.16913433372974396
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.34293439984321594,0.22068053483963013
rhineland,0.19058023393154144,0.14551623165607452,0.3147023320198059,0.8165445923805237,0.17500092089176178,0.15271615982055664
and,0.43859338760375977,0.3461615741252899,0.5171257257461548,0.22029656171798706,0.2599445581436157,0.20544172823429108
eventually,0.4520733952522278,0.2876618802547455,0.42022404074668884,0.1918558031320572,0.3073524832725525,0.13642115890979767
empties,0.27263540029525757,0.2232140302658081,0.323731005191803,0.3416517674922943,0.20564451813697815,0.13656975328922272
into,0.335035502910614,0.22312942147254944,0.39493247866630554,0.1991104632616043,0.22897665202617645,0.15662476420402527
the,0.5003893971443176,0.35928019881248474,1.0,0.30735138058662415,0.34293439984321594,0.22068053483963013
