,in,what,series,did,abc,present,it,'s,1950s,film,adaptations,in,?
warner,0.12745040655136108,0.18542180955410004,0.23018504679203033,0.18217530846595764,0.33640289306640625,0.1815253049135208,0.2215791642665863,0.0814090296626091,0.165616974234581,0.3314646780490875,0.17142143845558167,0.12745040655136108,0.21637006103992462
tried,0.25011298060417175,0.2904773950576782,0.0930437222123146,0.5812815427780151,0.1449330747127533,0.06022226810455322,0.20954255759716034,-0.0015197634929791093,0.24347050487995148,0.17539973556995392,0.13520826399326324,0.25011298060417175,0.21770204603672028
with,0.4080928862094879,0.2464839518070221,0.17767351865768433,0.25472134351730347,0.17432008683681488,0.20671819150447845,0.3369046747684479,-0.04624466598033905,0.26370108127593994,0.10958370566368103,0.23215492069721222,0.4080928862094879,0.2433311939239502
mixed,0.21042229235172272,0.13764144480228424,0.16190031170845032,0.19171585142612457,0.04679648578166962,0.12103838473558426,0.2832459807395935,-0.010769267566502094,0.18678972125053406,0.18644334375858307,0.12299099564552307,0.21042229235172272,0.14796148240566254
success,0.3020555078983307,0.22873179614543915,0.24598896503448486,0.33578285574913025,0.22851410508155823,0.15781107544898987,0.26427826285362244,0.041425660252571106,0.2570050358772278,0.1784064620733261,0.2794455587863922,0.3020555078983307,0.1216118186712265
to,0.45010748505592346,0.455847829580307,0.19879554212093353,0.4452643394470215,0.1762417107820511,0.2453051209449768,0.513711154460907,0.03782717138528824,0.41899827122688293,0.20211438834667206,0.20948047935962677,0.45010748505592346,0.29463258385658264
adapt,0.1784910410642624,0.23758600652217865,0.12160876393318176,0.22827982902526855,0.07711518555879593,0.16599778831005096,0.24846738576889038,0.01883595809340477,0.22495992481708527,0.162249356508255,0.7296966314315796,0.1784910410642624,0.1730954349040985
some,0.4010399878025055,0.4491020441055298,0.19828929007053375,0.42553430795669556,0.12714526057243347,0.17166943848133087,0.4438856542110443,0.056411296129226685,0.3469093441963196,0.14277638494968414,0.3277374505996704,0.4010399878025055,0.2562315762042999
of,0.5696388483047485,0.33290785551071167,0.22268271446228027,0.2513895630836487,0.14607268571853638,0.3116828501224518,0.38761502504348755,-0.03817026689648628,0.2965795397758484,0.22166931629180908,0.17331954836845398,0.5696388483047485,0.1826142966747284
its,0.3793783485889435,0.30393704771995544,0.16496503353118896,0.19922670722007751,0.19045390188694,0.20400136709213257,0.5786119699478149,0.03202139586210251,0.2971864938735962,0.14654311537742615,0.2346494495868683,0.3793783485889435,0.15103481709957123
most,0.41416558623313904,0.3219912350177765,0.20793810486793518,0.2822507321834564,0.12975531816482544,0.18883636593818665,0.4001435935497284,0.024445664137601852,0.2404293268918991,0.16649074852466583,0.2675006687641144,0.41416558623313904,0.2107497900724411
successful,0.2864660918712616,0.16902779042720795,0.24829715490341187,0.32393038272857666,0.2184067666530609,0.1310047060251236,0.27904996275901794,-0.01727212779223919,0.1926666796207428,0.13639669120311737,0.235753133893013,0.2864660918712616,0.1132197454571724
films,0.19618625938892365,0.19852851331233978,0.28754013776779175,0.14824813604354858,0.2945549488067627,0.12699060142040253,0.17855748534202576,0.029887473210692406,0.17771963775157928,0.706394612789154,0.3083341419696808,0.19618625938892365,0.20618696510791779
as,0.3887844979763031,0.31749409437179565,0.2641415596008301,0.3596470057964325,0.2286096066236496,0.20965726673603058,0.4461488723754883,-0.05775856226682663,0.34954363107681274,0.21341748535633087,0.28206416964530945,0.3887844979763031,0.27043893933296204
abc,0.1697147786617279,0.1317344456911087,0.38518208265304565,0.13353709876537323,1.0000001192092896,0.20013855397701263,0.17324577271938324,0.06670809537172318,0.16447530686855316,0.19744548201560974,0.13143962621688843,0.1697147786617279,0.19065172970294952
television,0.2689782977104187,0.19838058948516846,0.6111506819725037,0.17055591940879822,0.46871840953826904,0.1799202263355255,0.17099279165267944,0.11021530628204346,0.21606037020683289,0.39371010661125183,0.24197745323181152,0.2689782977104187,0.16825827956199646
series,0.2914260923862457,0.17328087985515594,1.0000001192092896,0.15581852197647095,0.38518208265304565,0.11084152013063431,0.20531252026557922,0.0006390819908119738,0.18505126237869263,0.2540489733219147,0.2587599754333496,0.2914260923862457,0.1709602326154709
",",0.5201468467712402,0.3087472915649414,0.24060699343681335,0.3015086054801941,0.2097204476594925,0.267320841550827,0.48329564929008484,-0.0016132977325469255,0.26638489961624146,0.2552308440208435,0.23418106138706207,0.5201468467712402,0.31091248989105225
and,0.4954058527946472,0.31309178471565247,0.26972857117652893,0.34479495882987976,0.16453155875205994,0.2790124714374542,0.40957894921302795,0.06895173341035843,0.3503767251968384,0.23832054436206818,0.28662529587745667,0.4954058527946472,0.20544172823429108
showcase,0.1868007630109787,0.228786900639534,0.3690372109413147,0.19737519323825836,0.2575083076953888,0.21438565850257874,0.23702271282672882,0.06622956693172455,0.192683145403862,0.3094697892665863,0.254749059677124,0.1868007630109787,0.2651786506175995
these,0.3791837692260742,0.4164220690727234,0.278357595205307,0.38755595684051514,0.11797529458999634,0.17801067233085632,0.39955374598503113,0.026068098843097687,0.3239246904850006,0.12685203552246094,0.33739036321640015,0.3791837692260742,0.2571668326854706
adaptations,0.22101528942584991,0.1629462093114853,0.2587599754333496,0.22071097791194916,0.13143962621688843,0.19023248553276062,0.25373199582099915,0.05368998274207115,0.17920994758605957,0.27206531167030334,1.0,0.22101528942584991,0.15192241966724396
as,0.3887844979763031,0.31749409437179565,0.2641415596008301,0.3596470057964325,0.2286096066236496,0.20965726673603058,0.4461488723754883,-0.05775856226682663,0.34954363107681274,0.21341748535633087,0.28206416964530945,0.3887844979763031,0.27043893933296204
part,0.4499994218349457,0.3476244807243347,0.24268841743469238,0.23558001220226288,0.13526929914951324,0.21200285851955414,0.4648587107658386,0.007562864106148481,0.2118779569864273,0.1857316941022873,0.1504770666360855,0.4499994218349457,0.08557961881160736
of,0.5696388483047485,0.33290785551071167,0.22268271446228027,0.2513895630836487,0.14607268571853638,0.3116828501224518,0.38761502504348755,-0.03817026689648628,0.2965795397758484,0.22166931629180908,0.17331954836845398,0.5696388483047485,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.31376904249191284,0.34736719727516174,0.2068762183189392,0.2829846143722534,0.6251175999641418,-0.01540423184633255,0.3424292504787445,0.2824619710445404,0.2545331120491028,0.6662389636039734,0.22068053483963013
wheel,0.15978288650512695,0.2083221822977066,0.24719592928886414,0.09373955428600311,0.18897143006324768,0.12754596769809723,0.18322516977787018,0.032832834869623184,0.13701468706130981,0.10925208777189255,0.1524343192577362,0.15978288650512695,0.18279507756233215
series,0.2914260923862457,0.17328087985515594,1.0000001192092896,0.15581852197647095,0.38518208265304565,0.11084152013063431,0.20531252026557922,0.0006390819908119738,0.18505126237869263,0.2540489733219147,0.2587599754333496,0.2914260923862457,0.1709602326154709
warner,0.12745040655136108,0.18542180955410004,0.23018504679203033,0.18217530846595764,0.33640289306640625,0.1815253049135208,0.2215791642665863,0.0814090296626091,0.165616974234581,0.3314646780490875,0.17142143845558167,0.12745040655136108,0.21637006103992462
bros.,0.21252010762691498,0.19378989934921265,0.26714110374450684,0.18983550369739532,0.26144957542419434,0.1054454818367958,0.2533430755138397,0.05009496212005615,0.17542213201522827,0.3118283450603485,0.17233683168888092,0.21252010762691498,0.1471252590417862
presents,0.23149815201759338,0.2846953272819519,0.2189694195985794,0.18697667121887207,0.3011639416217804,0.5244181752204895,0.25194042921066284,0.045088235288858414,0.22460955381393433,0.30485817790031433,0.2747943103313446,0.23149815201759338,0.20020639896392822
.,0.5591574311256409,0.3567904531955719,0.3121925890445709,0.35288307070732117,0.2567209303379059,0.23765113949775696,0.5593622326850891,-0.003708066651597619,0.3576008379459381,0.22823183238506317,0.23128436505794525,0.5591574311256409,0.4130953550338745
