,in,what,year,did,tesla,'s,family,move,to,gospic,?
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.17097744345664978,-0.037580832839012146,0.2165997177362442,0.23030683398246765,0.45010748505592346,0.32087790966033936,0.20430970191955566
1862,0.07496397942304611,0.069773368537426,0.06406810879707336,0.01475259754806757,0.10354484617710114,-0.01758434623479843,0.11004996299743652,-0.06976792216300964,-0.036618005484342575,0.12596802413463593,0.06664664298295975
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,-0.0016132977325469255,0.22142739593982697,0.25767531991004944,0.44245919585227966,0.33991190791130066,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.1324402391910553,-0.01540423184633255,0.2394849956035614,0.29817628860473633,0.535392165184021,0.26443415880203247,0.22068053483963013
tesla,0.17097744345664978,0.23221199214458466,0.1455472707748413,0.09757418930530548,0.9999999403953552,0.06449045985937119,0.04926548898220062,0.14545100927352905,0.17548894882202148,0.18164220452308655,0.10250775516033173
family,0.2165997177362442,0.16391263902187347,0.17174968123435974,0.19502942264080048,0.04926548898220062,-0.053779419511556625,0.9999998807907104,0.142938494682312,0.21285007894039154,0.24125789105892181,0.15222905576229095
moved,0.3323737680912018,0.20601840317249298,0.16804592311382294,0.27509647607803345,0.09426514059305191,-0.05324588716030121,0.28266802430152893,0.5574866533279419,0.2918468713760376,0.1374485045671463,0.15112607181072235
to,0.45010748505592346,0.455847829580307,0.23523004353046417,0.4452643394470215,0.17548894882202148,0.03782717138528824,0.21285007894039154,0.37858664989471436,1.0,0.2824999690055847,0.29463258385658264
gospić,0.2824176847934723,0.25793588161468506,0.13303683698177338,0.174786776304245,0.28443384170532227,-0.020462486892938614,0.17207756638526917,0.10780812799930573,0.2624954581260681,0.74547278881073,0.15864557027816772
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,-0.0016132977325469255,0.22142739593982697,0.25767531991004944,0.44245919585227966,0.33991190791130066,0.31091248989105225
austrian,0.16418905556201935,0.1206708550453186,0.17161822319030762,0.1650308519601822,0.21734847128391266,0.016239698976278305,0.11072859168052673,0.02860989235341549,0.11896322667598724,0.17579272389411926,0.10452693700790405
empire,0.24110576510429382,0.21723191440105438,0.1953045278787613,0.18850058317184448,0.22401677072048187,-0.011798231862485409,0.15316574275493622,0.10076850652694702,0.21448755264282227,0.19906775653362274,0.14909450709819794
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.20599327981472015,-0.0016132977325469255,0.22142739593982697,0.25767531991004944,0.44245919585227966,0.33991190791130066,0.31091248989105225
where,0.5344807505607605,0.4457937180995941,0.20427323877811432,0.24159270524978638,0.12761090695858002,0.0007701900321990252,0.20559649169445038,0.3954756259918213,0.47735077142715454,0.2795642912387848,0.24793872237205505
tesla,0.17097744345664978,0.23221199214458466,0.1455472707748413,0.09757418930530548,0.9999999403953552,0.06449045985937119,0.04926548898220062,0.14545100927352905,0.17548894882202148,0.18164220452308655,0.10250775516033173
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.05069678649306297,0.06449045985937119,0.9999999403953552,-0.053779419511556625,0.03534839302301407,0.03782717138528824,-0.05140997841954231,-0.023395681753754616
father,0.25954100489616394,0.21527598798274994,0.17347201704978943,0.3227277100086212,0.08892767131328583,0.029256420210003853,0.4191097319126129,0.1036233976483345,0.2544635832309723,0.21133951842784882,0.14826634526252747
worked,0.28707414865493774,0.168898344039917,0.20757032930850983,0.3377852141857147,0.15985111892223358,-0.054441310465335846,0.1989808827638626,0.2077954113483429,0.22250263392925262,0.25048133730888367,0.0901828184723854
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.10285310447216034,-0.05775856226682663,0.21415938436985016,0.2628210484981537,0.42092081904411316,0.27189135551452637,0.27043893933296204
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.2211925983428955,0.04866964742541313,0.24362227320671082,0.2925316393375397,0.45503583550453186,0.22361163794994354,0.23916715383529663
pastor,0.203180730342865,0.14023858308792114,0.16239136457443237,0.1603202521800995,0.17546460032463074,0.004898123908787966,0.2068677842617035,0.09908569604158401,0.1851397007703781,0.3810437023639679,0.1683567762374878
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.17949827015399933,-0.003708066651597619,0.24114800989627838,0.31650546193122864,0.4645031690597534,0.26635870337486267,0.4130953550338745
