,what,was,isiah,bowman,nick,name,",",as,known,by,the,public,.
as,0.31749409437179565,0.3677520453929901,0.24939361214637756,0.22789038717746735,0.20645716786384583,0.2851914167404175,0.48816442489624023,1.0,0.4815765619277954,0.3815547823905945,0.48381632566452026,0.2423635572195053,0.515582263469696
a,0.3320399522781372,0.4508470594882965,0.17822934687137604,0.2626773715019226,0.19930094480514526,0.26421117782592773,0.427140474319458,0.39550232887268066,0.30882248282432556,0.32094135880470276,0.5829201340675354,0.19607044756412506,0.50484299659729
result,0.19945499300956726,0.18558235466480255,0.13459676504135132,0.1338503062725067,0.031100990250706673,0.16677403450012207,0.23341737687587738,0.2939164340496063,0.1635589599609375,0.21075581014156342,0.27778977155685425,0.10926562547683716,0.31092435121536255
of,0.33290785551071167,0.4069072902202606,0.19676800072193146,0.20118556916713715,0.10236767679452896,0.24075818061828613,0.4946078956127167,0.3886612355709076,0.35814476013183594,0.3646814823150635,0.733189046382904,0.2391265481710434,0.5352458953857422
his,0.26976513862609863,0.4405253231525421,0.2680870592594147,0.3153359293937683,0.21214477717876434,0.1914493292570114,0.3378419280052185,0.3146366477012634,0.29665085673332214,0.3107621967792511,0.4394008219242096,0.26603415608406067,0.3119256794452667
role,0.22614215314388275,0.2561398148536682,0.17852184176445007,0.23102985322475433,0.1666984111070633,0.12834559381008148,0.199491485953331,0.4036863148212433,0.38802385330200195,0.20783835649490356,0.26607486605644226,0.16311927139759064,0.22067026793956757
in,0.30808621644973755,0.45514053106307983,0.1366327702999115,0.22141125798225403,0.11276360601186752,0.2459065467119217,0.5201468467712402,0.3887844979763031,0.32641831040382385,0.370934396982193,0.6662389636039734,0.29074716567993164,0.5591574311256409
the,0.42745697498321533,0.48711544275283813,0.23417209088802338,0.26871487498283386,0.15490545332431793,0.3171212375164032,0.4933079481124878,0.48381632566452026,0.3624623417854309,0.4408751428127289,1.0,0.22857438027858734,0.5934505462646484
inquiry,0.25839799642562866,0.2590499222278595,0.24265646934509277,0.22768232226371765,0.15657861530780792,0.013803347013890743,0.20402637124061584,0.15335212647914886,0.06904858350753784,0.16421090066432953,0.24161653220653534,0.31079164147377014,0.15333840250968933
",",0.3087472915649414,0.45456063747406006,0.21870771050453186,0.31107404828071594,0.18335621058940887,0.28145334124565125,1.0000001192092896,0.48816442489624023,0.3604377806186676,0.3680937886238098,0.4933079481124878,0.2588968276977539,0.6812511086463928
isiah,0.3002552092075348,0.2796876132488251,1.0,0.28419187664985657,0.2105521261692047,0.1999792903661728,0.21870771050453186,0.24939361214637756,0.20258082449436188,0.22443638741970062,0.23417209088802338,0.16498211026191711,0.2027847319841385
bowman,0.2134585678577423,0.31884765625,0.28419187664985657,1.0,0.30827826261520386,0.14082077145576477,0.31107404828071594,0.22789038717746735,0.2004183530807495,0.20590665936470032,0.26871487498283386,0.1777144819498062,0.2915290296077728
would,0.45766422152519226,0.41663143038749695,0.25682514905929565,0.16513650119304657,0.15575169026851654,0.196122407913208,0.32586824893951416,0.3824005722999573,0.23509551584720612,0.28394925594329834,0.4133751392364502,0.2115112692117691,0.35067233443260193
come,0.39461299777030945,0.1758924275636673,0.2173866480588913,0.1794200986623764,0.14289139211177826,0.18453148007392883,0.350309282541275,0.192745640873909,0.144224151968956,0.11457374691963196,0.36020293831825256,0.10885894298553467,0.2866859436035156
to,0.455847829580307,0.3636345863342285,0.2195267677307129,0.2503037452697754,0.12709876894950867,0.27806994318962097,0.44245919585227966,0.42092081904411316,0.14337651431560516,0.33534231781959534,0.535392165184021,0.2672370672225952,0.4645031690597534
be,0.3929833769798279,0.42228707671165466,0.24619759619235992,0.1673273742198944,0.18653962016105652,0.19639723002910614,0.39254459738731384,0.5230465531349182,0.15196610987186432,0.43158695101737976,0.4248143136501312,0.22898490726947784,0.4383580684661865
known,0.20381177961826324,0.35203275084495544,0.20258082449436188,0.2004183530807495,0.15025478601455688,0.3659360110759735,0.3604377806186676,0.4815765619277954,1.0,0.24461808800697327,0.3624623417854309,0.20257171988487244,0.283290296792984
as,0.31749409437179565,0.3677520453929901,0.24939361214637756,0.22789038717746735,0.20645716786384583,0.2851914167404175,0.48816442489624023,1.0,0.4815765619277954,0.3815547823905945,0.48381632566452026,0.2423635572195053,0.515582263469696
wilson,0.1282895803451538,0.1931360512971878,0.20167824625968933,0.4411719739437103,0.23977692425251007,0.08722321689128876,0.27987003326416016,0.2359747439622879,0.18246012926101685,0.2165776640176773,0.20745839178562164,0.18737992644309998,0.27294424176216125
's,0.02692362666130066,0.008974763564765453,0.004822907038033009,0.061509426683187485,0.01362822949886322,0.08507627248764038,-0.0016132977325469255,-0.05775856226682663,0.008368984796106815,-0.010884488001465797,-0.01540423184633255,0.060657959431409836,-0.003708066651597619
geographer,0.2046152949333191,0.17617066204547882,0.20419535040855408,0.23092438280582428,0.1447007656097412,0.13906176388263702,0.29855409264564514,0.12608592212200165,0.16908784210681915,0.14108118414878845,0.1477777063846588,0.16529439389705658,0.20223550498485565
.,0.3567904531955719,0.40146201848983765,0.2027847319841385,0.2915290296077728,0.18691471219062805,0.24737101793289185,0.6812511086463928,0.515582263469696,0.283290296792984,0.3936232924461365,0.5934505462646484,0.21888655424118042,1.0000001192092896
