,what,is,one,way,to,use,pure,speech,to,reach,as,much,people,as,possible,to,protest,?
an,0.2821882665157318,0.4654068350791931,0.2829729914665222,0.2338123321533203,0.3138085603713989,0.24603988230228424,0.14107654988765717,0.16424399614334106,0.3138085603713989,0.14843446016311646,0.37218472361564636,0.2866077721118927,0.16753636300563812,0.37218472361564636,0.25436753034591675,0.3138085603713989,0.20804888010025024,0.19793890416622162
example,0.3456268310546875,0.36737263202667236,0.41499486565589905,0.4234580993652344,0.3451666533946991,0.5154585838317871,0.23220765590667725,0.1881108283996582,0.3451666533946991,0.20104986429214478,0.35903409123420715,0.332793265581131,0.30246272683143616,0.35903409123420715,0.42349228262901306,0.3451666533946991,0.15559491515159607,0.30374911427497864
would,0.45766422152519226,0.33626067638397217,0.38529840111732483,0.4341159760951996,0.5965728163719177,0.3798166513442993,0.23631133139133453,0.19701507687568665,0.5965728163719177,0.2621271312236786,0.3824005722999573,0.41720274090766907,0.3082716464996338,0.3824005722999573,0.4802806079387665,0.5965728163719177,0.2515021562576294,0.37178951501846313
be,0.3929833769798279,0.4819129705429077,0.4154875874519348,0.4511762857437134,0.4972836375236511,0.4528608024120331,0.2923099398612976,0.22393962740898132,0.4972836375236511,0.27856025099754333,0.5230465531349182,0.3977218568325043,0.2593584358692169,0.5230465531349182,0.43379613757133484,0.4972836375236511,0.1804484724998474,0.3324260413646698
wbai,0.13974793255329132,0.2020607888698578,0.2936415374279022,0.25203365087509155,0.2192527800798416,0.21399974822998047,0.1694069504737854,0.15170884132385254,0.2192527800798416,0.2012776881456375,0.21478350460529327,0.24318619072437286,0.09553702920675278,0.21478350460529327,0.23547744750976562,0.2192527800798416,0.2414127141237259,0.22031190991401672
's,0.02692362666130066,0.02396530658006668,0.06913424283266068,-0.010326403193175793,0.03782717138528824,0.004619393963366747,0.08748016506433487,-0.031413331627845764,0.03782717138528824,0.019294504076242447,-0.05775856226682663,0.06731651723384857,0.023582622408866882,-0.05775856226682663,0.036827296018600464,0.03782717138528824,-0.0016888814279809594,-0.023395681753754616
broadcasting,0.18499015271663666,0.1978546530008316,0.22559240460395813,0.21465849876403809,0.23729375004768372,0.21614480018615723,0.1498045176267624,0.3042762875556946,0.23729375004768372,0.12584982812404633,0.19734740257263184,0.15025749802589417,0.1867630034685135,0.19734740257263184,0.19458819925785065,0.23729375004768372,0.219343900680542,0.10870421677827835
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.36217406392097473,0.535392165184021,0.34342584013938904,0.20113824307918549,0.2542078197002411,0.535392165184021,0.31808504462242126,0.48381632566452026,0.35023224353790283,0.36838498711586,0.48381632566452026,0.32701125741004944,0.535392165184021,0.25126034021377563,0.22068053483963013
track,0.17872828245162964,0.1642182618379593,0.1980031579732895,0.22668714821338654,0.21955116093158722,0.1923997402191162,0.16811615228652954,0.07334080338478088,0.21955116093158722,0.23330086469650269,0.18120786547660828,0.19856047630310059,0.14361537992954254,0.18120786547660828,0.16583293676376343,0.21955116093158722,0.1576242446899414,0.11461397260427475
``,0.008517155423760414,0.058766357600688934,0.1164957657456398,0.016825292259454727,0.06720756739377975,0.098173126578331,-0.025787917897105217,0.08571683615446091,0.06720756739377975,0.01924625225365162,0.03910288214683533,0.02682921104133129,0.08962737023830414,0.03910288214683533,0.12170141935348511,0.06720756739377975,-0.009539873339235783,0.0685480609536171
