,during,glacial,times,",",where,was,the,mouth,of,the,rhine,located,?
since,0.3730084002017975,0.20625479519367218,0.3803291618824005,0.3991432189941406,0.26308515667915344,0.4384658932685852,0.4054957628250122,0.13560950756072998,0.35513219237327576,0.4054957628250122,0.1959613710641861,0.16326725482940674,0.2876587212085724
then,0.27329909801483154,0.12869013845920563,0.3131689131259918,0.36768391728401184,0.5403340458869934,0.27044644951820374,0.4297412931919098,0.20778419077396393,0.2937326431274414,0.4297412931919098,0.18961727619171143,0.17748352885246277,0.2884598970413208
",",0.3225448727607727,0.19838663935661316,0.2897866368293762,1.0000001192092896,0.3149496018886566,0.45456063747406006,0.4933079481124878,0.24378812313079834,0.4946078956127167,0.4933079481124878,0.167837992310524,0.2678719460964203,0.31091248989105225
during,1.0,0.266828328371048,0.36593833565711975,0.3225448727607727,0.3543127477169037,0.4470829963684082,0.4838213622570038,0.1512628197669983,0.3869180977344513,0.4838213622570038,0.18684938549995422,0.16259045898914337,0.1325719803571701
glacial,0.266828328371048,1.0,0.16268444061279297,0.19838663935661316,0.16214114427566528,0.10313866287469864,0.23225238919258118,0.2071712613105774,0.2019510567188263,0.23225238919258118,0.20400404930114746,0.15354180335998535,0.09140896797180176
times,0.36593833565711975,0.16268444061279297,1.0,0.2897866368293762,0.27159053087234497,0.2859917879104614,0.29093852639198303,0.09576909989118576,0.24352745711803436,0.29093852639198303,0.13167041540145874,0.11333640664815903,0.18880689144134521
",",0.3225448727607727,0.19838663935661316,0.2897866368293762,1.0000001192092896,0.3149496018886566,0.45456063747406006,0.4933079481124878,0.24378812313079834,0.4946078956127167,0.4933079481124878,0.167837992310524,0.2678719460964203,0.31091248989105225
the,0.4838213622570038,0.23225238919258118,0.29093852639198303,0.4933079481124878,0.5003893971443176,0.48711544275283813,1.0,0.3073960244655609,0.733189046382904,1.0,0.30735138058662415,0.407527357339859,0.22068053483963013
river,0.16012316942214966,0.3649338483810425,0.14560608565807343,0.26637205481529236,0.1886204034090042,0.15785206854343414,0.2894456386566162,0.4537819027900696,0.19903257489204407,0.2894456386566162,0.3672541379928589,0.29117700457572937,0.15390869975090027
mouth,0.1512628197669983,0.2071712613105774,0.09576909989118576,0.24378812313079834,0.2391524761915207,0.15302841365337372,0.3073960244655609,1.0000001192092896,0.2183857262134552,0.3073960244655609,0.2271108478307724,0.2109314203262329,0.21761061251163483
was,0.4470829963684082,0.10313866287469864,0.2859917879104614,0.45456063747406006,0.20731619000434875,1.0000001192092896,0.48711544275283813,0.15302841365337372,0.4069072902202606,0.48711544275283813,0.18681856989860535,0.20133289694786072,0.18412111699581146
located,0.16259045898914337,0.15354180335998535,0.11333640664815903,0.2678719460964203,0.350632905960083,0.20133289694786072,0.407527357339859,0.2109314203262329,0.32520920038223267,0.407527357339859,0.18785762786865234,1.0,0.08983194828033447
offshore,0.17978817224502563,0.3056175112724304,0.10085242241621017,0.2166944444179535,0.20602209866046906,0.17656870186328888,0.25640493631362915,0.22811691462993622,0.23071864247322083,0.25640493631362915,0.2041354477405548,0.3241231441497803,0.0682397335767746
of,0.3869180977344513,0.2019510567188263,0.24352745711803436,0.4946078956127167,0.38066378235816956,0.4069072902202606,0.733189046382904,0.2183857262134552,1.0,0.733189046382904,0.2548927664756775,0.32520920038223267,0.1826142966747284
brest,0.15918920934200287,0.22285780310630798,0.10246895998716354,0.32801276445388794,0.18847928941249847,0.25828948616981506,0.3010973632335663,0.12112341076135635,0.29002252221107483,0.3010973632335663,0.371166467666626,0.2153259664773941,0.15290965139865875
",",0.3225448727607727,0.19838663935661316,0.2897866368293762,1.0000001192092896,0.3149496018886566,0.45456063747406006,0.4933079481124878,0.24378812313079834,0.4946078956127167,0.4933079481124878,0.167837992310524,0.2678719460964203,0.31091248989105225
france,0.251496821641922,0.12392855435609818,0.13403600454330444,0.28250643610954285,0.21451038122177124,0.2715669870376587,0.35517507791519165,0.18855160474777222,0.3265724182128906,0.35517507791519165,0.3459889590740204,0.16463594138622284,0.15069349110126495
and,0.36462149024009705,0.19959746301174164,0.2611900568008423,0.6633074283599854,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.2073371261358261,0.5116966962814331,0.5171257257461548,0.22029656171798706,0.24183952808380127,0.20544172823429108
rivers,0.13049642741680145,0.39909207820892334,0.18752045929431915,0.30879536271095276,0.21378211677074432,0.12047398090362549,0.25597620010375977,0.3533956706523895,0.2839193344116211,0.25597620010375977,0.24970026314258575,0.24650216102600098,0.15866327285766602
",",0.3225448727607727,0.19838663935661316,0.2897866368293762,1.0000001192092896,0.3149496018886566,0.45456063747406006,0.4933079481124878,0.24378812313079834,0.4946078956127167,0.4933079481124878,0.167837992310524,0.2678719460964203,0.31091248989105225
like,0.25243377685546875,0.14463672041893005,0.24126282334327698,0.4085598886013031,0.3468869626522064,0.19745829701423645,0.32912567257881165,0.2501894533634186,0.3244853615760803,0.32912567257881165,0.11089621484279633,0.18273723125457764,0.3268813192844391
the,0.4838213622570038,0.23225238919258118,0.29093852639198303,0.4933079481124878,0.5003893971443176,0.48711544275283813,1.0,0.3073960244655609,0.733189046382904,1.0,0.30735138058662415,0.407527357339859,0.22068053483963013
thames,0.1493159383535385,0.18355980515480042,0.14445140957832336,0.2387513816356659,0.1997862160205841,0.20939995348453522,0.2829122543334961,0.24369743466377258,0.18111173808574677,0.2829122543334961,0.35729044675827026,0.19786228239536285,0.15743973851203918
and,0.36462149024009705,0.19959746301174164,0.2611900568008423,0.6633074283599854,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.2073371261358261,0.5116966962814331,0.5171257257461548,0.22029656171798706,0.24183952808380127,0.20544172823429108
the,0.4838213622570038,0.23225238919258118,0.29093852639198303,0.4933079481124878,0.5003893971443176,0.48711544275283813,1.0,0.3073960244655609,0.733189046382904,1.0,0.30735138058662415,0.407527357339859,0.22068053483963013
seine,0.19017337262630463,0.2393452376127243,0.12791748344898224,0.205632746219635,0.20945602655410767,0.19180928170681,0.26906487345695496,0.3171054720878601,0.21566998958587646,0.26906487345695496,0.4833777844905853,0.20429393649101257,0.23166798055171967
",",0.3225448727607727,0.19838663935661316,0.2897866368293762,1.0000001192092896,0.3149496018886566,0.45456063747406006,0.4933079481124878,0.24378812313079834,0.4946078956127167,0.4933079481124878,0.167837992310524,0.2678719460964203,0.31091248989105225
became,0.37706515192985535,0.08219244331121445,0.161031574010849,0.2798398435115814,0.1668500453233719,0.6575068235397339,0.36325156688690186,0.1236918643116951,0.3638904094696045,0.36325156688690186,0.16270582377910614,0.14077776670455933,0.11374033987522125
tributaries,0.12006060034036636,0.34079015254974365,0.1020413488149643,0.20627765357494354,0.15540552139282227,0.102961964905262,0.26380863785743713,0.4209897518157959,0.22692303359508514,0.26380863785743713,0.375956654548645,0.26506873965263367,0.1795038878917694
to,0.2828781306743622,0.18375512957572937,0.32875269651412964,0.44245919585227966,0.47735077142715454,0.3636345863342285,0.535392165184021,0.23971806466579437,0.41548454761505127,0.535392165184021,0.1736302673816681,0.20850814878940582,0.29463258385658264
the,0.4838213622570038,0.23225238919258118,0.29093852639198303,0.4933079481124878,0.5003893971443176,0.48711544275283813,1.0,0.3073960244655609,0.733189046382904,1.0,0.30735138058662415,0.407527357339859,0.22068053483963013
rhine,0.18684938549995422,0.20400404930114746,0.13167041540145874,0.167837992310524,0.2007746696472168,0.18681856989860535,0.30735138058662415,0.2271108478307724,0.2548927664756775,0.30735138058662415,1.0,0.18785762786865234,0.13754533231258392
.,0.3485563397407532,0.14798352122306824,0.2891986668109894,0.6812511086463928,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.24325765669345856,0.5352458953857422,0.5934505462646484,0.2089352011680603,0.28226932883262634,0.4130953550338745
