,sky,uk,limited,is,formerly,known,by,what,name,?
sky,1.0,0.18511655926704407,0.12656615674495697,0.21240133047103882,0.1588265597820282,0.16974881291389465,0.13224995136260986,0.16493305563926697,0.17572557926177979,0.11270341277122498
uk,0.18511655926704407,1.0,0.27878111600875854,0.17650434374809265,0.18467864394187927,0.09504381567239761,0.1589900702238083,0.17163191735744476,0.07690058648586273,0.20222434401512146
limited,0.12656615674495697,0.27878111600875854,1.0,0.17759747803211212,0.198091521859169,0.1512017697095871,0.2595236599445343,0.23110276460647583,0.12797628343105316,0.09444807469844818
(,0.17148615419864655,0.19727066159248352,0.19972234964370728,0.35393038392066956,0.2837744653224945,0.2843264043331146,0.20696312189102173,0.2411840260028839,0.2706909477710724,0.40561532974243164
formerly,0.1588265597820282,0.18467864394187927,0.198091521859169,0.3130042850971222,1.0000001192092896,0.38855230808258057,0.19880634546279907,0.1585959643125534,0.29912957549095154,0.0843876302242279
british,0.07946794480085373,0.38841667771339417,0.21045516431331635,0.19484983384609222,0.2329772263765335,0.22316274046897888,0.26707085967063904,0.19255435466766357,0.12175101041793823,0.09711728990077972
sky,1.0,0.18511655926704407,0.12656615674495697,0.21240133047103882,0.1588265597820282,0.16974881291389465,0.13224995136260986,0.16493305563926697,0.17572557926177979,0.11270341277122498
broadcasting,0.2602665424346924,0.25648200511932373,0.2813758850097656,0.1978546530008316,0.24320442974567413,0.20696301758289337,0.21592620015144348,0.18499015271663666,0.16204847395420074,0.10870421677827835
or,0.17928142845630646,0.2085151970386505,0.26471447944641113,0.41870999336242676,0.1744697093963623,0.2710355222225189,0.30274316668510437,0.33867141604423523,0.19621294736862183,0.32389625906944275
bskyb,0.2902737259864807,0.21248479187488556,0.07633252441883087,0.20114660263061523,0.27606508135795593,0.17425766587257385,0.1526695340871811,0.17457032203674316,0.2800062596797943,0.2979319989681244
),0.1731560230255127,0.1962110996246338,0.17363740503787994,0.37732169032096863,0.28369787335395813,0.297453910112381,0.2151763141155243,0.26259949803352356,0.2638341188430786,0.42300865054130554
is,0.21240133047103882,0.17650434374809265,0.17759747803211212,1.0,0.3130042850971222,0.41921812295913696,0.3899846076965332,0.28837618231773376,0.3359788954257965,0.22961433231830597
a,0.20541532337665558,0.19665123522281647,0.25281569361686707,0.658733606338501,0.24537251889705658,0.30882248282432556,0.32094135880470276,0.3320399522781372,0.26421117782592773,0.23916715383529663
british,0.07946794480085373,0.38841667771339417,0.21045516431331635,0.19484983384609222,0.2329772263765335,0.22316274046897888,0.26707085967063904,0.19255435466766357,0.12175101041793823,0.09711728990077972
telecommunications,0.2620266377925873,0.20969437062740326,0.30373549461364746,0.19845318794250488,0.23523998260498047,0.1337439864873886,0.2157081514596939,0.20436683297157288,0.1103605106472969,0.10905920714139938
company,0.16273526847362518,0.23099765181541443,0.3305308222770691,0.18005689978599548,0.2513750195503235,0.1490166187286377,0.22328482568264008,0.2333769053220749,0.21465471386909485,0.12195809185504913
which,0.20498745143413544,0.1906050443649292,0.3224162459373474,0.4457404911518097,0.31071120500564575,0.30223485827445984,0.40543368458747864,0.5261979103088379,0.2972666025161743,0.25814583897590637
serves,0.037657588720321655,0.10553517937660217,0.19673007726669312,0.3915807008743286,0.22960929572582245,0.24240230023860931,0.10524222254753113,0.18323971331119537,0.12355589121580124,0.11498242616653442
the,0.26521286368370056,0.2143084555864334,0.2757521867752075,0.5823672413825989,0.2854805290699005,0.3624623417854309,0.4408751428127289,0.42745697498321533,0.3171212375164032,0.22068053483963013
united,0.19968673586845398,0.40107643604278564,0.24431981146335602,0.22408509254455566,0.23327292501926422,0.16143083572387695,0.23958808183670044,0.20036718249320984,0.1602238416671753,0.17266890406608582
kingdom,0.15686266124248505,0.5142970681190491,0.21485832333564758,0.1914215236902237,0.19061526656150818,0.18037816882133484,0.23067373037338257,0.17826133966445923,0.21492910385131836,0.12927088141441345
.,0.19117935001850128,0.24075214564800262,0.23431839048862457,0.4569662809371948,0.16428235173225403,0.283290296792984,0.3936232924461365,0.3567904531955719,0.24737101793289185,0.4130953550338745
