,what,did,marlee,matlin,translate,?
six-time,0.2736853361129761,0.25986844301223755,0.29036906361579895,0.36794042587280273,0.2075311541557312,0.24173711240291595
grammy,0.14717522263526917,0.21635033190250397,0.3075271248817444,0.36892759799957275,0.13444530963897705,0.1939576119184494
winner,0.16745254397392273,0.1856318712234497,0.26656675338745117,0.2603719234466553,0.13406555354595184,0.14322948455810547
and,0.31309178471565247,0.34479495882987976,0.2572117745876312,0.33762437105178833,0.28133243322372437,0.20544172823429108
academy,0.11844556778669357,0.16967160999774933,0.24780581891536713,0.3764699399471283,0.09882498532533646,0.1340850442647934
award,0.15951679646968842,0.19671815633773804,0.25074610114097595,0.30938515067100525,0.14058776199817657,0.18240714073181152
nominee,0.18658216297626495,0.19428716599941254,0.31486883759498596,0.34157541394233704,0.13534687459468842,0.21817171573638916
lady,0.14833222329616547,0.13136650621891022,0.24616581201553345,0.24739928543567657,0.1381511092185974,0.14158371090888977
gaga,0.19459430873394012,0.18077217042446136,0.2920103669166565,0.34432172775268555,0.13779065012931824,0.20982980728149414
performed,0.17447373270988464,0.2536868453025818,0.24140135943889618,0.23664143681526184,0.20621317625045776,0.14428307116031647
the,0.42745697498321533,0.34736719727516174,0.20077396929264069,0.24170111119747162,0.2516770362854004,0.22068053483963013
national,0.16882304847240448,0.17743784189224243,0.16528815031051636,0.1705358326435089,0.023193862289190292,0.15643028914928436
anthem,0.18111002445220947,0.17120929062366486,0.13983865082263947,0.13953346014022827,0.22359581291675568,0.17449809610843658
",",0.3087472915649414,0.3015086054801941,0.3287055194377899,0.3931714594364166,0.2661897838115692,0.31091248989105225
while,0.35511791706085205,0.3330625295639038,0.1665290743112564,0.23365843296051025,0.1659037172794342,0.21076419949531555
academy,0.11844556778669357,0.16967160999774933,0.24780581891536713,0.3764699399471283,0.09882498532533646,0.1340850442647934
award,0.15951679646968842,0.19671815633773804,0.25074610114097595,0.30938515067100525,0.14058776199817657,0.18240714073181152
winner,0.16745254397392273,0.1856318712234497,0.26656675338745117,0.2603719234466553,0.13406555354595184,0.14322948455810547
marlee,0.2346910834312439,0.13476203382015228,1.0000001192092896,0.5138393640518188,0.14025849103927612,0.24211622774600983
matlin,0.19595620036125183,0.22680321335792542,0.5138393640518188,1.0,0.10256235301494598,0.2595809996128082
provided,0.2206064909696579,0.2778315246105194,0.0763142928481102,0.19194234907627106,0.2823789715766907,0.16893617808818817
american,0.1909721940755844,0.21486236155033112,0.3019056022167206,0.3529108464717865,0.11268112063407898,0.18877598643302917
sign,0.2690769135951996,0.222271129488945,0.08689847588539124,0.1807721108198166,0.12888787686824799,0.21454890072345734
language,0.28220435976982117,0.1788339912891388,0.10290249437093735,0.20148618519306183,0.4263235926628113,0.25349316000938416
(,0.2411840260028839,0.18979617953300476,0.23288220167160034,0.29028159379959106,0.2653631269931793,0.40561532974243164
asl,0.27971982955932617,0.15472246706485748,0.13876166939735413,0.1830216646194458,0.26790326833724976,0.2692483067512512
),0.26259949803352356,0.18584993481636047,0.2389475256204605,0.28371158242225647,0.2694324254989624,0.42300865054130554
translation,0.22188860177993774,0.1068030595779419,0.11568190157413483,0.10121853649616241,0.8344925045967102,0.22574150562286377
.,0.3567904531955719,0.35288307070732117,0.27336010336875916,0.3209565281867981,0.25816893577575684,0.4130953550338745
