,what,is,the,famous,rock,near,sanke,goarshausen,?
near,0.19414293766021729,0.25453904271125793,0.2879819869995117,0.20011673867702484,0.22556549310684204,1.0000001192092896,0.21589238941669464,0.25442254543304443,0.10734958201646805
sankt,0.21863631904125214,0.21813225746154785,0.27503442764282227,0.19335798919200897,0.1288951188325882,0.22469180822372437,0.6714375615119934,0.556552529335022,0.17466264963150024
goarshausen,0.16910316050052643,0.12910372018814087,0.2239520400762558,0.274568110704422,0.14213024079799652,0.25442254543304443,0.49520397186279297,1.0,0.16078518331050873
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2816491723060608,0.2775712311267853,0.3141826391220093,0.2755056321620941,0.2679075598716736,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.28616565465927124,0.23786304891109467,0.2879819869995117,0.3021799921989441,0.2239520400762558,0.22068053483963013
rhine,0.16475653648376465,0.15617261826992035,0.30735138058662415,0.1655004322528839,0.17885208129882812,0.2615382969379425,0.3468612730503082,0.5157313346862793,0.13754533231258392
flows,0.14294633269309998,0.3137552738189697,0.32405155897140503,0.1147598847746849,0.12964890897274017,0.39984533190727234,0.18422211706638336,0.18620266020298004,0.11636040359735489
around,0.27475327253341675,0.286477267742157,0.40085816383361816,0.30097898840904236,0.18622645735740662,0.37184345722198486,0.13103839755058289,0.23085880279541016,0.14729668200016022
the,0.42745697498321533,0.5823672413825989,1.0,0.28616565465927124,0.23786304891109467,0.2879819869995117,0.3021799921989441,0.2239520400762558,0.22068053483963013
famous,0.1616666167974472,0.26248517632484436,0.28616565465927124,1.0,0.17421656847000122,0.20011673867702484,0.22994829714298248,0.274568110704422,0.10379006713628769
rock,0.1923677921295166,0.1981455236673355,0.23786304891109467,0.17421656847000122,1.0,0.22556549310684204,0.17537720501422882,0.14213024079799652,0.13172835111618042
lorelei,0.3040570914745331,0.25050103664398193,0.30963557958602905,0.21489328145980835,0.19222064316272736,0.2245258241891861,0.33064666390419006,0.31408458948135376,0.272396981716156
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2322506159543991,0.24835698306560516,0.2532462477684021,0.3005678355693817,0.2641911506652832,0.4130953550338745
