,ludwig,krapf,recorded,the,name,was,what,?
ludwig,0.9999998807907104,0.3321291208267212,0.14836737513542175,0.19800813496112823,0.13072854280471802,0.26121020317077637,0.17129813134670258,0.12184596061706543
krapf,0.3321291208267212,1.0,0.17811556160449982,0.23147784173488617,0.1991817057132721,0.14162173867225647,0.18944863975048065,0.26045843958854675
recorded,0.14836737513542175,0.17811556160449982,0.9999998807907104,0.2759207487106323,0.13981635868549347,0.328198105096817,0.17687608301639557,0.19213420152664185
the,0.19800813496112823,0.23147784173488617,0.2759207487106323,1.0,0.3171212375164032,0.48711544275283813,0.42745697498321533,0.22068053483963013
name,0.13072854280471802,0.1991817057132721,0.13981635868549347,0.3171212375164032,1.0,0.2646567225456238,0.18623162806034088,0.15381577610969543
as,0.21168428659439087,0.23723329603672028,0.20423541963100433,0.48381632566452026,0.2851914167404175,0.3677520453929901,0.31749409437179565,0.27043893933296204
both,0.07902411371469498,0.18354302644729614,0.18173736333847046,0.4931981563568115,0.2019103318452835,0.2990766167640686,0.3361809551715851,0.19455738365650177
kenia,0.14278694987297058,0.2607441246509552,0.08996714651584625,0.23350360989570618,0.1799144297838211,0.17079704999923706,0.14629223942756653,0.15588365495204926
and,0.2491340935230255,0.2738361358642578,0.18660911917686462,0.5171257257461548,0.21235932409763336,0.3740963041782379,0.31309178471565247,0.20544172823429108
kegnia,0.23833417892456055,0.2819095849990845,0.13168765604496002,0.33955857157707214,0.24369893968105316,0.18368089199066162,0.26589059829711914,0.2470797598361969
believed,0.17064638435840607,0.10131634771823883,0.28501632809638977,0.324635773897171,0.2008988857269287,0.3758357763290405,0.32626157999038696,0.17606885731220245
by,0.25224435329437256,0.20258618891239166,0.2354571372270584,0.4408751428127289,0.25480157136917114,0.4752357602119446,0.2455483376979828,0.17966607213020325
most,0.15160156786441803,0.1582621932029724,0.2863507866859436,0.47635307908058167,0.19063733518123627,0.29933857917785645,0.3219912350177765,0.2107497900724411
to,0.12950320541858673,0.18757256865501404,0.22252942621707916,0.535392165184021,0.27806994318962097,0.3636345863342285,0.455847829580307,0.29463258385658264
be,0.19266951084136963,0.1586112231016159,0.14779861271381378,0.4248143136501312,0.19639723002910614,0.42228707671165466,0.3929833769798279,0.3324260413646698
a,0.15033851563930511,0.25827229022979736,0.21145537495613098,0.5829201340675354,0.26421117782592773,0.4508470594882965,0.3320399522781372,0.23916715383529663
corruption,0.05728510767221451,0.16976244747638702,0.14328758418560028,0.23319530487060547,0.18336404860019684,0.2639063596725464,0.20003895461559296,0.16485145688056946
of,0.2215314656496048,0.1803453415632248,0.21896186470985413,0.733189046382904,0.24075818061828613,0.4069072902202606,0.33290785551071167,0.1826142966747284
the,0.19800813496112823,0.23147784173488617,0.2759207487106323,1.0,0.3171212375164032,0.48711544275283813,0.42745697498321533,0.22068053483963013
kamba,0.09714658558368683,0.2838059067726135,0.18121598660945892,0.23418016731739044,0.1630418449640274,0.12956897914409637,0.15891312062740326,0.1672750860452652
version,0.18165549635887146,0.19125127792358398,0.30014508962631226,0.27268242835998535,0.2522346079349518,0.297456830739975,0.20755547285079956,0.2573966085910797
.,0.1786140650510788,0.32003939151763916,0.21476124227046967,0.5934505462646484,0.24737101793289185,0.40146201848983765,0.3567904531955719,0.4130953550338745
