,what,can,be,seen,between,hadrons,?
however,0.4480680823326111,0.4312019944190979,0.5002188086509705,0.4005177319049835,0.33343490958213806,0.2825453579425812,0.2152075469493866
",",0.3087472915649414,0.3139454126358032,0.39254459738731384,0.28642043471336365,0.27714940905570984,0.2042471021413803,0.31091248989105225
a,0.3320399522781372,0.3915780484676361,0.39883795380592346,0.26090866327285767,0.29385313391685486,0.23226739466190338,0.23916715383529663
residual,0.3065241575241089,0.385602742433548,0.3757721185684204,0.2046935260295868,0.24545778334140778,0.3846762478351593,0.18462780117988586
of,0.33290785551071167,0.2603091299533844,0.33904364705085754,0.28639769554138184,0.3737983703613281,0.28205472230911255,0.1826142966747284
the,0.42745697498321533,0.312528520822525,0.4248143136501312,0.3442007005214691,0.39067012071609497,0.2985852360725403,0.22068053483963013
force,0.16915984451770782,0.18594154715538025,0.16664405167102814,0.1240411177277565,0.21681782603263855,0.4336163401603699,0.1650998443365097
is,0.28837618231773376,0.44256699085235596,0.4819129705429077,0.2670730948448181,0.26809602975845337,0.21536102890968323,0.22961433231830597
observed,0.26469987630844116,0.19908103346824646,0.2299090176820755,0.447553813457489,0.26175013184547424,0.25928014516830444,0.12128034234046936
between,0.2462156116962433,0.23827335238456726,0.2079806923866272,0.21163398027420044,0.9999999403953552,0.2383386343717575,0.12887074053287506
hadrons,0.19423933327198029,0.28560110926628113,0.2312074899673462,0.1952209174633026,0.2383386343717575,1.0,0.13424447178840637
(,0.2411840260028839,0.22726960480213165,0.2349044382572174,0.1725161224603653,0.23924681544303894,0.1592612862586975,0.40561532974243164
the,0.42745697498321533,0.312528520822525,0.4248143136501312,0.3442007005214691,0.39067012071609497,0.2985852360725403,0.22068053483963013
best,0.3036847710609436,0.22413195669651031,0.17279642820358276,0.14661704003810883,0.12729310989379883,0.12747934460639954,0.2799045741558075
known,0.20381177961826324,0.18300224840641022,0.15196610987186432,0.32485508918762207,0.19939005374908447,0.22282810509204865,0.18314571678638458
example,0.3456268310546875,0.5023694038391113,0.4382762610912323,0.29183828830718994,0.23803876340389252,0.2558021545410156,0.30374911427497864
being,0.3760843276977539,0.433290958404541,0.5586286783218384,0.331965833902359,0.21762578189373016,0.1565447747707367,0.26743772625923157
the,0.42745697498321533,0.312528520822525,0.4248143136501312,0.3442007005214691,0.39067012071609497,0.2985852360725403,0.22068053483963013
force,0.16915984451770782,0.18594154715538025,0.16664405167102814,0.1240411177277565,0.21681782603263855,0.4336163401603699,0.1650998443365097
that,0.6297725439071655,0.4522190988063812,0.6036020517349243,0.3623615801334381,0.299440860748291,0.2814822793006897,0.32716336846351624
acts,0.24949195981025696,0.186599463224411,0.22936326265335083,0.22677111625671387,0.21470610797405243,0.2524232864379883,0.07075770199298859
between,0.2462156116962433,0.23827335238456726,0.2079806923866272,0.21163398027420044,0.9999999403953552,0.2383386343717575,0.12887074053287506
nucleons,0.24151207506656647,0.3052005469799042,0.2847623825073242,0.19118677079677582,0.24401551485061646,0.6837737560272217,0.17332112789154053
in,0.30808621644973755,0.26527702808380127,0.3481820821762085,0.28402701020240784,0.41100412607192993,0.19550453126430511,0.20430970191955566
atomic,0.24257957935333252,0.1509850025177002,0.16931533813476562,0.10089102387428284,0.1831418126821518,0.4821460545063019,0.16654692590236664
nuclei,0.19931645691394806,0.27061015367507935,0.24802754819393158,0.18867573142051697,0.20039904117584229,0.5753062963485718,0.14270271360874176
),0.26259949803352356,0.23216170072555542,0.24578070640563965,0.17057566344738007,0.2502231299877167,0.15226176381111145,0.42300865054130554
as,0.31749409437179565,0.3245031237602234,0.5230465531349182,0.35132327675819397,0.22009976208209991,0.22921662032604218,0.27043893933296204
the,0.42745697498321533,0.312528520822525,0.4248143136501312,0.3442007005214691,0.39067012071609497,0.2985852360725403,0.22068053483963013
nuclear,0.23862333595752716,0.205134779214859,0.1911195069551468,0.11605111509561539,0.19125010073184967,0.40114492177963257,0.1865687519311905
force,0.16915984451770782,0.18594154715538025,0.16664405167102814,0.1240411177277565,0.21681782603263855,0.4336163401603699,0.1650998443365097
.,0.3567904531955719,0.35783761739730835,0.4383580684661865,0.30320122838020325,0.30295518040657043,0.22807647287845612,0.4130953550338745
