,what,famous,5.9-mile,athletic,event,takes,place,annually,in,newcastle,in,june,?
another,0.4190070629119873,0.27599069476127625,0.24060826003551483,0.14352497458457947,0.22148023545742035,0.335077702999115,0.3504071533679962,0.14812389016151428,0.3397690951824188,0.16558177769184113,0.3397690951824188,0.22504687309265137,0.295511931180954
famous,0.1616666167974472,1.0,0.2891903221607208,0.12237157672643661,0.15177497267723083,0.19201818108558655,0.18345114588737488,0.20686113834381104,0.34673580527305603,0.16778746247291565,0.34673580527305603,0.1642019897699356,0.10379006713628769
athletic,0.1290024071931839,0.12237157672643661,0.20300164818763733,1.0,0.29118719696998596,0.15574462711811066,0.15294665098190308,0.18364743888378143,0.19805335998535156,0.328978568315506,0.19805335998535156,0.0960119366645813,0.06249280273914337
event,0.26981404423713684,0.15177497267723083,0.23202772438526154,0.29118719696998596,0.9999998807907104,0.21044351160526276,0.3545926511287689,0.3653828799724579,0.27304479479789734,0.13599464297294617,0.27304479479789734,0.20712706446647644,0.16076280176639557
is,0.28837618231773376,0.26248517632484436,0.22942034900188446,0.1772659868001938,0.2078172266483307,0.4061736762523651,0.3122972249984741,0.23383666574954987,0.5394441485404968,0.1841045320034027,0.5394441485404968,0.2469720095396042,0.22961433231830597
the,0.42745697498321533,0.28616565465927124,0.23439304530620575,0.22677098214626312,0.2960145175457001,0.33578023314476013,0.4179787337779999,0.30625078082084656,0.6662389636039734,0.2253497689962387,0.6662389636039734,0.24568822979927063,0.22068053483963013
5.9-mile,0.289090633392334,0.2891903221607208,1.0,0.20300164818763733,0.23202772438526154,0.18420615792274475,0.1809931993484497,0.1979777067899704,0.2624095678329468,0.247731551527977,0.2624095678329468,0.24803131818771362,0.24120773375034332
(,0.2411840260028839,0.13703840970993042,0.2518274784088135,0.15483419597148895,0.18578632175922394,0.20102201402187347,0.20666886866092682,0.17763438820838928,0.3087427020072937,0.13896974921226501,0.3087427020072937,0.37720030546188354,0.40561532974243164
9.5,-0.04711109399795532,0.053931694477796555,-0.04244060441851616,-0.14856626093387604,-0.022046856582164764,0.03197040036320686,0.024764690548181534,0.06469369679689407,0.03917953372001648,-0.055759306997060776,0.03917953372001648,0.03997477889060974,-0.09264970570802689
km,0.1805391013622284,0.2421344369649887,0.4116438329219818,0.13881929218769073,0.1712672859430313,0.22500064969062805,0.21231406927108765,0.2328241616487503,0.21900252997875214,0.20919063687324524,0.21900252997875214,0.2070123255252838,0.08180338144302368
),0.26259949803352356,0.16251085698604584,0.2636720538139343,0.16166940331459045,0.19090920686721802,0.19585366547107697,0.2269994467496872,0.18121424317359924,0.3326910734176636,0.15254424512386322,0.3326910734176636,0.4019833505153656,0.42300865054130554
blaydon,0.21968482434749603,0.2966793477535248,0.4325719177722931,0.1910521537065506,0.11323098093271255,0.16372063755989075,0.24465611577033997,0.2031847983598709,0.3201904892921448,0.38448259234428406,0.3201904892921448,0.27238690853118896,0.21230275928974152
race,0.1748659759759903,0.114786796271801,0.24697557091712952,0.21007563173770905,0.3281477391719818,0.14757253229618073,0.23713690042495728,0.21820951998233795,0.2270909547805786,0.1749362051486969,0.2270909547805786,0.12892767786979675,0.1390368491411209
(,0.2411840260028839,0.13703840970993042,0.2518274784088135,0.15483419597148895,0.18578632175922394,0.20102201402187347,0.20666886866092682,0.17763438820838928,0.3087427020072937,0.13896974921226501,0.3087427020072937,0.37720030546188354,0.40561532974243164
a,0.3320399522781372,0.26728492975234985,0.28713059425354004,0.20779162645339966,0.2635729908943176,0.3491862416267395,0.3079278767108917,0.23963487148284912,0.539380669593811,0.21405641734600067,0.539380669593811,0.24822495877742767,0.23916715383529663
road,0.14859327673912048,0.13843591511249542,0.3049503266811371,0.20336641371250153,0.19399598240852356,0.18266721069812775,0.2133583277463913,0.18207810819149017,0.23586870729923248,0.20966708660125732,0.23586870729923248,0.17049741744995117,0.10894691944122314
race,0.1748659759759903,0.114786796271801,0.24697557091712952,0.21007563173770905,0.3281477391719818,0.14757253229618073,0.23713690042495728,0.21820951998233795,0.2270909547805786,0.1749362051486969,0.2270909547805786,0.12892767786979675,0.1390368491411209
from,0.2737620174884796,0.23072338104248047,0.18843215703964233,0.1674329787492752,0.2522880434989929,0.22145387530326843,0.31214648485183716,0.2141197919845581,0.4274188280105591,0.1747848093509674,0.4274188280105591,0.20454497635364532,0.19969791173934937
newcastle,0.16276082396507263,0.16778746247291565,0.247731551527977,0.328978568315506,0.13599464297294617,0.14696292579174042,0.11422941833734512,0.2594393789768219,0.19270820915699005,1.0000001192092896,0.19270820915699005,0.25722774863243103,0.0902252271771431
to,0.455847829580307,0.12665097415447235,0.2518850564956665,0.2119518667459488,0.2585321366786957,0.29472896456718445,0.3346366882324219,0.24335816502571106,0.45010748505592346,0.23559264838695526,0.45010748505592346,0.22441016137599945,0.29463258385658264
blaydon,0.21968482434749603,0.2966793477535248,0.4325719177722931,0.1910521537065506,0.11323098093271255,0.16372063755989075,0.24465611577033997,0.2031847983598709,0.3201904892921448,0.38448259234428406,0.3201904892921448,0.27238690853118896,0.21230275928974152
),0.26259949803352356,0.16251085698604584,0.2636720538139343,0.16166940331459045,0.19090920686721802,0.19585366547107697,0.2269994467496872,0.18121424317359924,0.3326910734176636,0.15254424512386322,0.3326910734176636,0.4019833505153656,0.42300865054130554
",",0.3087472915649414,0.2816491723060608,0.31565967202186584,0.17644093930721283,0.22701776027679443,0.2755669057369232,0.34068408608436584,0.20914174616336823,0.5201468467712402,0.251589834690094,0.5201468467712402,0.45453834533691406,0.31091248989105225
which,0.5261979103088379,0.24636515974998474,0.22675640881061554,0.195257768034935,0.37649205327033997,0.2339950054883957,0.31738516688346863,0.3393901288509369,0.4840516746044159,0.19934645295143127,0.4840516746044159,0.13273821771144867,0.25814583897590637
has,0.20338068902492523,0.23563779890537262,0.18389375507831573,0.13114207983016968,0.16105224192142487,0.309713214635849,0.1814502328634262,0.25051215291023254,0.4173259735107422,0.18862372636795044,0.4173259735107422,0.18328812718391418,0.15994466841220856
taken,0.26014965772628784,0.18727761507034302,0.15335862338542938,0.10669007897377014,0.1797926127910614,0.4564027488231659,0.33501407504081726,0.14435385167598724,0.2500644326210022,0.1928481161594391,0.2500644326210022,0.18216469883918762,0.17662954330444336
place,0.2689766585826874,0.18345114588737488,0.1809931993484497,0.15294665098190308,0.3545926511287689,0.4506075382232666,1.0,0.24734754860401154,0.38128477334976196,0.11422941833734512,0.38128477334976196,0.2133844792842865,0.2455766350030899
on,0.34226128458976746,0.18182522058486938,0.18954312801361084,0.0885063037276268,0.21758322417736053,0.20189763605594635,0.32431602478027344,0.23019663989543915,0.46853652596473694,0.1698579639196396,0.46853652596473694,0.39323267340660095,0.2714994251728058
9,-0.048040688037872314,0.07069342583417892,-0.05327541381120682,-0.026485776528716087,-0.011801198124885559,0.0538623183965683,0.08557067066431046,0.07619950920343399,0.002698394237086177,0.07591616362333298,0.002698394237086177,0.014615967869758606,-0.026682810857892036
june,0.2171148657798767,0.1642019897699356,0.24803131818771362,0.0960119366645813,0.20712706446647644,0.14335821568965912,0.2133844792842865,0.1929108053445816,0.29047903418540955,0.25722774863243103,0.29047903418540955,1.0,0.31416764855384827
annually,0.13421958684921265,0.20686113834381104,0.1979777067899704,0.18364743888378143,0.3653828799724579,0.23220162093639374,0.24734754860401154,1.0000001192092896,0.29646036028862,0.2594393789768219,0.29646036028862,0.1929108053445816,0.1364409476518631
since,0.29783400893211365,0.2160150408744812,0.12520571053028107,0.13487665355205536,0.23775367438793182,0.15771004557609558,0.23461247980594635,0.2621749937534332,0.4325680434703827,0.21187444031238556,0.4325680434703827,0.3101024031639099,0.2876587212085724
1981,-0.08909204602241516,0.09280085563659668,0.11473497003316879,0.07953328639268875,-0.039030615240335464,-0.12478962540626526,-0.09791519492864609,0.03618807718157768,0.005973399616777897,0.18391737341880798,0.005973399616777897,0.1599096953868866,0.07968433201313019
",",0.3087472915649414,0.2816491723060608,0.31565967202186584,0.17644093930721283,0.22701776027679443,0.2755669057369232,0.34068408608436584,0.20914174616336823,0.5201468467712402,0.251589834690094,0.5201468467712402,0.45453834533691406,0.31091248989105225
to,0.455847829580307,0.12665097415447235,0.2518850564956665,0.2119518667459488,0.2585321366786957,0.29472896456718445,0.3346366882324219,0.24335816502571106,0.45010748505592346,0.23559264838695526,0.45010748505592346,0.22441016137599945,0.29463258385658264
commemorate,0.1054915115237236,0.3514491617679596,0.2306811362504959,0.12702791392803192,0.2990678548812866,0.23312611877918243,0.32405170798301697,0.3780849575996399,0.33854857087135315,0.1550026535987854,0.33854857087135315,0.21266086399555206,0.13274632394313812
the,0.42745697498321533,0.28616565465927124,0.23439304530620575,0.22677098214626312,0.2960145175457001,0.33578023314476013,0.4179787337779999,0.30625078082084656,0.6662389636039734,0.2253497689962387,0.6662389636039734,0.24568822979927063,0.22068053483963013
celebrated,0.16191492974758148,0.36391204595565796,0.20179316401481628,0.1320985108613968,0.31866082549095154,0.20047247409820557,0.2709701657295227,0.47079306840896606,0.2994932532310486,0.15469174087047577,0.2994932532310486,0.21247605979442596,0.19592389464378357
blaydon,0.21968482434749603,0.2966793477535248,0.4325719177722931,0.1910521537065506,0.11323098093271255,0.16372063755989075,0.24465611577033997,0.2031847983598709,0.3201904892921448,0.38448259234428406,0.3201904892921448,0.27238690853118896,0.21230275928974152
races,0.13319574296474457,0.1305384337902069,0.1997806876897812,0.16239780187606812,0.29023513197898865,0.175393208861351,0.23131433129310608,0.24411790072917938,0.20279844105243683,0.14404812455177307,0.20279844105243683,0.08657731115818024,0.12153562903404236
horse,0.1751573532819748,0.22055202722549438,0.2557735741138458,0.160078227519989,0.17529496550559998,0.17453891038894653,0.22835800051689148,0.1948128491640091,0.2209465354681015,0.14167046546936035,0.2209465354681015,0.16056622564792633,0.1128525659441948
racing,0.13513071835041046,0.13519789278507233,0.2487015724182129,0.32407698035240173,0.2450806200504303,0.1861128956079483,0.20372354984283447,0.1468268185853958,0.20000547170639038,0.2878974378108978,0.20000547170639038,0.19869279861450195,0.07538153231143951
.,0.3567904531955719,0.2322506159543991,0.2630719542503357,0.1937955617904663,0.2068977802991867,0.23161891102790833,0.2844318151473999,0.1962168663740158,0.5591574311256409,0.2714749276638031,0.5591574311256409,0.360857754945755,0.4130953550338745
