,when,did,tesla,begin,working,for,the,continental,edison,company,?
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.2903634011745453,0.3062970042228699,0.4322226941585541,0.6662389636039734,0.248937726020813,0.22187061607837677,0.22141718864440918,0.20430970191955566
1882,-0.14277862012386322,-0.07001539319753647,0.17206069827079773,-0.0759957805275917,-0.015941713005304337,-0.010041801258921623,-0.17908993363380432,-0.1194595992565155,-0.00667126988992095,-0.0921860933303833,0.08152727782726288
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.27304404973983765,0.29007792472839355,0.4464869201183319,0.4933079481124878,0.21947523951530457,0.29400110244750977,0.2697763442993164,0.31091248989105225
tesla,0.1504557579755783,0.09757418930530548,0.9999999403953552,0.02097291871905327,0.206875741481781,0.13983871042728424,0.1324402391910553,0.11489234864711761,0.35526686906814575,0.23045730590820312,0.10250775516033173
began,0.25673019886016846,0.4415510594844818,0.10105416923761368,0.49711355566978455,0.27511608600616455,0.29047009348869324,0.3059147596359253,0.26769962906837463,0.1817903369665146,0.22281962633132935,0.1370266228914261
working,0.3169759511947632,0.2788783311843872,0.206875741481781,0.22509944438934326,1.0,0.3632623255252838,0.25857484340667725,0.12446703016757965,0.1765560656785965,0.24794431030750275,0.17154020071029663
for,0.43402108550071716,0.318512886762619,0.13983871042728424,0.29862016439437866,0.3632623255252838,0.9999999403953552,0.4739971458911896,0.17001157999038696,0.1954379379749298,0.25874319672584534,0.264628142118454
the,0.5091903209686279,0.34736719727516174,0.1324402391910553,0.34293439984321594,0.25857484340667725,0.4739971458911896,1.0,0.32723063230514526,0.25419825315475464,0.26591673493385315,0.22068053483963013
continental,0.23128622770309448,0.14695397019386292,0.11489234864711761,0.1880090832710266,0.12446703016757965,0.17001157999038696,0.32723063230514526,0.9999999403953552,0.2208264023065567,0.17501017451286316,0.1410352885723114
edison,0.25418660044670105,0.1372239738702774,0.35526686906814575,0.13333988189697266,0.1765560656785965,0.1954379379749298,0.25419825315475464,0.2208264023065567,0.9999999403953552,0.2836497128009796,0.10244420915842056
company,0.2219121903181076,0.16800642013549805,0.23045730590820312,0.1609835922718048,0.24794431030750275,0.25874319672584534,0.26591673493385315,0.17501017451286316,0.2836497128009796,1.0,0.12195809185504913
in,0.4431333839893341,0.2593238651752472,0.17097744345664978,0.2903634011745453,0.3062970042228699,0.4322226941585541,0.6662389636039734,0.248937726020813,0.22187061607837677,0.22141718864440918,0.20430970191955566
france,0.24438227713108063,0.2138325721025467,0.15998902916908264,0.1641935557126999,0.13730238378047943,0.21557466685771942,0.35517507791519165,0.2084755152463913,0.1744624525308609,0.19915680587291718,0.15069349110126495
",",0.36674630641937256,0.3015086054801941,0.20599327981472015,0.27304404973983765,0.29007792472839355,0.4464869201183319,0.4933079481124878,0.21947523951530457,0.29400110244750977,0.2697763442993164,0.31091248989105225
designing,0.2620314359664917,0.2324323058128357,0.259610116481781,0.21549420058727264,0.3534202575683594,0.3246520459651947,0.30970847606658936,0.18726788461208344,0.29420557618141174,0.2977614998817444,0.1437348574399948
and,0.4716290831565857,0.34479495882987976,0.19560420513153076,0.2599445581436157,0.30510061979293823,0.5064792633056641,0.5171257257461548,0.21829797327518463,0.13864636421203613,0.23788511753082275,0.20544172823429108
making,0.35811853408813477,0.32095879316329956,0.18178114295005798,0.21136674284934998,0.3931785821914673,0.4092673361301422,0.35185980796813965,0.1329658031463623,0.24227751791477203,0.26103222370147705,0.2539324164390564
improvements,0.1994951218366623,0.26624056696891785,0.2988685071468353,0.17857468128204346,0.3446498513221741,0.3393700420856476,0.269887775182724,0.15725144743919373,0.17910556495189667,0.2568598687648773,0.26583096385002136
to,0.5423505902290344,0.4452643394470215,0.17548894882202148,0.33302420377731323,0.28215980529785156,0.4451248347759247,0.535392165184021,0.20232366025447845,0.21176284551620483,0.24903783202171326,0.29463258385658264
electrical,0.29064828157424927,0.12294142693281174,0.45727142691612244,0.16312676668167114,0.2223764955997467,0.20076188445091248,0.2523402273654938,0.16918571293354034,0.37905892729759216,0.24566732347011566,0.10923371464014053
equipment,0.28619226813316345,0.22350327670574188,0.3259071707725525,0.15373355150222778,0.3054283857345581,0.2880359888076782,0.22635069489479065,0.1729557067155838,0.22749248147010803,0.34967055916786194,0.0920877456665039
.,0.475719153881073,0.35288307070732117,0.17949827015399933,0.24827922880649567,0.28468647599220276,0.4726039469242096,0.5934505462646484,0.26854023337364197,0.2391979843378067,0.266353577375412,0.4130953550338745
