,what,is,the,name,of,mongolia,'s,largest,airport,?
mongolia,0.18044717609882355,0.19608411192893982,0.26887956261634827,0.18427474796772003,0.24969549477100372,1.0000001192092896,-0.018711648881435394,0.25541436672210693,0.18056757748126984,0.12165829539299011
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.08507627248764038,-0.03817026689648628,-0.018711648881435394,0.9999999403953552,-0.02050611935555935,-0.04957332834601402,-0.023395681753754616
main,0.2344268560409546,0.3009335994720459,0.38631999492645264,0.19928081333637238,0.3177044689655304,0.08541835844516754,0.032559316605329514,0.26643094420433044,0.17401009798049927,0.1665669083595276
international,0.10870302468538284,0.19279639422893524,0.23719607293605804,0.06671662628650665,0.23367412388324738,0.21685433387756348,-0.021212328225374222,0.21583086252212524,0.5339593887329102,0.15335838496685028
airport,0.1263120174407959,0.22916455566883087,0.2293178290128708,0.14283037185668945,0.22884899377822876,0.18056757748126984,-0.04957332834601402,0.2578941285610199,0.9999998807907104,0.13105051219463348
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.22565330564975739,-0.037580832839012146,0.3017216920852661,0.2244764268398285,0.20430970191955566
ulaanbaatar,0.16900591552257538,0.2878754436969757,0.35250481963157654,0.22640104591846466,0.29538989067077637,0.566585898399353,0.02167423442006111,0.3675648868083954,0.33592990040779114,0.12214430421590805
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.19608411192893982,0.02396530658006668,0.3413417339324951,0.22916455566883087,0.22961433231830597
named,0.1525408923625946,0.28335005044937134,0.3521348536014557,0.44205352663993835,0.2820465862751007,0.08762827515602112,-0.06022389233112335,0.1946047693490982,0.14769305288791656,0.1297498345375061
chinggis,0.19829951226711273,0.28871068358421326,0.29476848244667053,0.22420130670070648,0.27041229605674744,0.36129525303840637,0.03057505190372467,0.2101304978132248,0.19982202351093292,0.27154234051704407
khaan,0.15050910413265228,0.20492428541183472,0.20514367520809174,0.17931272089481354,0.15008923411369324,0.43078330159187317,0.041153956204652786,0.165185809135437,0.13006523251533508,0.09780357033014297
international,0.10870302468538284,0.19279639422893524,0.23719607293605804,0.06671662628650665,0.23367412388324738,0.21685433387756348,-0.021212328225374222,0.21583086252212524,0.5339593887329102,0.15335838496685028
airport,0.1263120174407959,0.22916455566883087,0.2293178290128708,0.14283037185668945,0.22884899377822876,0.18056757748126984,-0.04957332834601402,0.2578941285610199,0.9999998807907104,0.13105051219463348
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.2024824470281601,-0.003708066651597619,0.18871670961380005,0.2181699424982071,0.4130953550338745
