,where,was,the,kievian,force,that,confronted,subutai,'s,army,defeated,in,1223,?
at,0.4402937591075897,0.36707764863967896,0.457212895154953,0.23754800856113434,0.17609930038452148,0.3183255195617676,0.18215909600257874,0.12790895998477936,-0.08481216430664062,0.21762855350971222,0.21071182191371918,0.4374977946281433,0.11289262771606445,0.21978627145290375
the,0.5003893971443176,0.48711544275283813,1.0,0.26362043619155884,0.2800885736942291,0.5473989248275757,0.22254350781440735,0.33055391907691956,-0.01540423184633255,0.31011611223220825,0.2833898365497589,0.6662389636039734,0.04458068683743477,0.22068053483963013
battle,0.13785181939601898,0.23319749534130096,0.2820790410041809,0.21856053173542023,0.2098400741815567,0.14385773241519928,0.285645067691803,0.19176818430423737,-0.03793543204665184,0.44362473487854004,0.46693575382232666,0.24353940784931183,0.054388001561164856,0.1680624783039093
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.21353915333747864,0.27094775438308716,0.41498205065727234,0.21712985634803772,0.31992506980895996,-0.03817026689648628,0.2669098675251007,0.21236225962638855,0.5696388483047485,0.006903856061398983,0.1826142966747284
kalka,0.19655846059322357,0.18604978919029236,0.23592564463615417,0.30502834916114807,0.13550113141536713,0.14015237987041473,0.18659131228923798,0.4026488959789276,0.04631657153367996,0.21252478659152985,0.17083677649497986,0.25136592984199524,0.0581568107008934,0.14173190295696259
river,0.1886204034090042,0.15785206854343414,0.2894456386566162,0.10576771944761276,0.11768332868814468,0.1889113336801529,0.1402866691350937,0.5255585312843323,-0.03599277883768082,0.24856027960777283,0.20288598537445068,0.2149806171655655,0.05049571022391319,0.15390869975090027
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.14636240899562836,0.21744468808174133,0.435920387506485,0.20542937517166138,0.3149537444114685,-0.037580832839012146,0.25258398056030273,0.24813973903656006,1.0,0.060234032571315765,0.20430970191955566
1223,-0.004011179320514202,0.016879213973879814,0.04458068683743477,0.12350881844758987,0.03233395889401436,0.05157904699444771,-0.016717001795768738,0.09327560663223267,0.050494641065597534,0.00931218545883894,-0.035320159047842026,0.060234032571315765,0.9999998807907104,0.34379109740257263
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.2411273866891861,0.22091743350028992,0.4137537479400635,0.24437788128852844,0.31464719772338867,-0.0016132977325469255,0.230897456407547,0.2877303659915924,0.5201468467712402,0.16165000200271606,0.31091248989105225
subutai,0.2718629539012909,0.20212198793888092,0.33055391907691956,0.20032373070716858,0.17061442136764526,0.23719343543052673,0.16435986757278442,1.0,-0.027223998680710793,0.23728635907173157,0.21951249241828918,0.3149537444114685,0.09327560663223267,0.1578579694032669
's,0.0007701900321990252,0.008974763564765453,-0.01540423184633255,0.09016399830579758,0.020782919600605965,0.04397977516055107,-0.04164547473192215,-0.027223998680710793,0.9999999403953552,0.03417222201824188,-0.037976399064064026,-0.037580832839012146,0.050494641065597534,-0.023395681753754616
forces,0.20385611057281494,0.22620010375976562,0.3134811818599701,0.21311138570308685,0.6498695015907288,0.24199660122394562,0.28179237246513367,0.2101045846939087,0.011176351457834244,0.6373161673545837,0.39788368344306946,0.2565164566040039,-0.007492870558053255,0.16984491050243378
defeated,0.19311988353729248,0.30834874510765076,0.2833898365497589,0.20823100209236145,0.20328457653522491,0.1896272599697113,0.458084374666214,0.21951249241828918,-0.037976399064064026,0.34543469548225403,1.0,0.24813973903656006,-0.035320159047842026,0.1413237303495407
the,0.5003893971443176,0.48711544275283813,1.0,0.26362043619155884,0.2800885736942291,0.5473989248275757,0.22254350781440735,0.33055391907691956,-0.01540423184633255,0.31011611223220825,0.2833898365497589,0.6662389636039734,0.04458068683743477,0.22068053483963013
larger,0.2592455744743347,0.13803663849830627,0.378620445728302,0.13933640718460083,0.2567489445209503,0.3079192042350769,0.1847057342529297,0.29882681369781494,0.06408897042274475,0.2379777431488037,0.17545366287231445,0.26689091324806213,0.04903692379593849,0.1602165699005127
kievan,0.16433745622634888,0.2750789523124695,0.29959583282470703,0.6911214590072632,0.15893366932868958,0.2153790146112442,0.21503451466560364,0.2946189343929291,0.052298955619335175,0.2288060486316681,0.22545205056667328,0.17612865567207336,0.08530627936124802,0.1342822015285492
force,0.18261179327964783,0.20879842340946198,0.2800885736942291,0.14636395871639252,1.0000001192092896,0.26810982823371887,0.17914648354053497,0.17061442136764526,0.020782919600605965,0.4740924537181854,0.20328457653522491,0.21744468808174133,0.03233395889401436,0.1650998443365097
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.18362705409526825,0.2783275842666626,0.4460422694683075,0.20014531910419464,0.26343733072280884,-0.003708066651597619,0.28860729932785034,0.2081184983253479,0.5591574311256409,0.27328431606292725,0.4130953550338745
