,where,was,the,location,of,the,colonial,government,that,administered,the,new,colony,?
after,0.31753596663475037,0.49306565523147583,0.4565047025680542,0.1832292377948761,0.3867455720901489,0.4565047025680542,0.2202807068824768,0.26047283411026,0.373811811208725,0.20360100269317627,0.4565047025680542,0.2620960772037506,0.22339124977588654,0.16608688235282898
the,0.5003893971443176,0.48711544275283813,1.0,0.351087361574173,0.733189046382904,1.0,0.2715741693973541,0.31798112392425537,0.5473989248275757,0.32922205328941345,1.0,0.3845241069793701,0.2740810811519623,0.22068053483963013
founding,0.18326593935489655,0.36926978826522827,0.34138360619544983,0.2064051330089569,0.3665546774864197,0.34138360619544983,0.2475290447473526,0.18973000347614288,0.2016766220331192,0.18340815603733063,0.34138360619544983,0.20588254928588867,0.2586214244365692,0.1416333168745041
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.28702232241630554,1.0,0.733189046382904,0.2972153425216675,0.3475167155265808,0.41498205065727234,0.34558019042015076,0.733189046382904,0.343457967042923,0.2552715241909027,0.1826142966747284
the,0.5003893971443176,0.48711544275283813,1.0,0.351087361574173,0.733189046382904,1.0,0.2715741693973541,0.31798112392425537,0.5473989248275757,0.32922205328941345,1.0,0.3845241069793701,0.2740810811519623,0.22068053483963013
colony,0.19736720621585846,0.25879696011543274,0.2740810811519623,0.19035914540290833,0.2552715241909027,0.2740810811519623,0.6329621076583862,0.3172589838504791,0.18803344666957855,0.22547286748886108,0.2740810811519623,0.29187142848968506,1.0000001192092896,0.13831071555614471
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.28702232241630554,1.0,0.733189046382904,0.2972153425216675,0.3475167155265808,0.41498205065727234,0.34558019042015076,0.733189046382904,0.343457967042923,0.2552715241909027,0.1826142966747284
new,0.26026442646980286,0.2748313844203949,0.3845241069793701,0.241235613822937,0.343457967042923,0.3845241069793701,0.3134441077709198,0.2173687368631363,0.29177987575531006,0.13360393047332764,0.3845241069793701,0.9999999403953552,0.29187142848968506,0.14782847464084625
south,0.2539864182472229,0.2792486846446991,0.3129390776157379,0.30251699686050415,0.33382371068000793,0.3129390776157379,0.3313849866390228,0.28425851464271545,0.1571199595928192,0.25736570358276367,0.3129390776157379,0.31787005066871643,0.26421207189559937,0.12336621433496475
wales,0.18642514944076538,0.18637675046920776,0.23852568864822388,0.14278356730937958,0.23133093118667603,0.23852568864822388,0.2520507872104645,0.22876352071762085,0.19660557806491852,0.23378178477287292,0.23852568864822388,0.3829886019229889,0.23250383138656616,0.15627945959568024
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.3397608697414398,0.5696388483047485,0.6662389636039734,0.25196215510368347,0.3066793978214264,0.435920387506485,0.22899143397808075,0.6662389636039734,0.3758552670478821,0.25087448954582214,0.20430970191955566
1788,0.03061550483107567,0.028817273676395416,0.0961972028017044,0.19469113647937775,0.12952084839344025,0.0961972028017044,0.06958247721195221,0.1461026817560196,0.022941268980503082,0.2308724969625473,0.0961972028017044,-0.026753384619951248,0.09447211772203445,0.10552866011857986
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.25077858567237854,0.4946078956127167,0.4933079481124878,0.2506951689720154,0.27344048023223877,0.4137537479400635,0.2262915074825287,0.4933079481124878,0.36073189973831177,0.23671650886535645,0.31091248989105225
australia,0.24999256432056427,0.2358046919107437,0.26828548312187195,0.1690765619277954,0.2669609785079956,0.26828548312187195,0.1657666116952896,0.29581186175346375,0.21272672712802887,0.2334468513727188,0.26828548312187195,0.3481972813606262,0.23187807202339172,0.15702682733535767
was,0.20731619000434875,1.0000001192092896,0.48711544275283813,0.1839360147714615,0.4069072902202606,0.48711544275283813,0.2549057900905609,0.2995857298374176,0.33670201897621155,0.2593161165714264,0.48711544275283813,0.2748313844203949,0.25879696011543274,0.18412111699581146
divided,0.2001986801624298,0.16204190254211426,0.34601110219955444,0.16343624889850616,0.37450557947158813,0.34601110219955444,0.18134328722953796,0.23103004693984985,0.23581433296203613,0.38055676221847534,0.34601110219955444,0.16601842641830444,0.16474632918834686,0.10190024226903915
into,0.335035502910614,0.2322220653295517,0.39493247866630554,0.1378660798072815,0.32255905866622925,0.39493247866630554,0.10555058717727661,0.15813186764717102,0.3239944875240326,0.22950249910354614,0.39493247866630554,0.2611604928970337,0.16771237552165985,0.15662476420402527
an,0.24824833869934082,0.3694365322589874,0.4207492768764496,0.1284010410308838,0.32280945777893066,0.4207492768764496,0.16837069392204285,0.15164874494075775,0.365763783454895,0.1550949066877365,0.4207492768764496,0.19160676002502441,0.13776826858520508,0.19793890416622162
eastern,0.26064732670783997,0.23346775770187378,0.3928247392177582,0.22507928311824799,0.33281487226486206,0.3928247392177582,0.2826291620731354,0.22717420756816864,0.23358812928199768,0.24847665429115295,0.3928247392177582,0.21853409707546234,0.22462882101535797,0.20060817897319794
half,0.17830543220043182,0.21022500097751617,0.3189295828342438,0.032602161169052124,0.2784358561038971,0.3189295828342438,0.12787845730781555,0.1031537875533104,0.2764185965061188,0.2225198596715927,0.3189295828342438,0.14872649312019348,0.09157166630029678,0.07471233606338501
named,0.19565314054489136,0.37528327107429504,0.3521348536014557,0.16681218147277832,0.2820465862751007,0.3521348536014557,0.1864064782857895,0.1775277554988861,0.2836160957813263,0.18072493374347687,0.3521348536014557,0.24223081767559052,0.21767252683639526,0.1297498345375061
new,0.26026442646980286,0.2748313844203949,0.3845241069793701,0.241235613822937,0.343457967042923,0.3845241069793701,0.3134441077709198,0.2173687368631363,0.29177987575531006,0.13360393047332764,0.3845241069793701,0.9999999403953552,0.29187142848968506,0.14782847464084625
south,0.2539864182472229,0.2792486846446991,0.3129390776157379,0.30251699686050415,0.33382371068000793,0.3129390776157379,0.3313849866390228,0.28425851464271545,0.1571199595928192,0.25736570358276367,0.3129390776157379,0.31787005066871643,0.26421207189559937,0.12336621433496475
wales,0.18642514944076538,0.18637675046920776,0.23852568864822388,0.14278356730937958,0.23133093118667603,0.23852568864822388,0.2520507872104645,0.22876352071762085,0.19660557806491852,0.23378178477287292,0.23852568864822388,0.3829886019229889,0.23250383138656616,0.15627945959568024
and,0.43859338760375977,0.3740963041782379,0.5171257257461548,0.21502819657325745,0.5116966962814331,0.5171257257461548,0.29516419768333435,0.2859337627887726,0.4731321930885315,0.2802276909351349,0.5171257257461548,0.31402453780174255,0.2406650185585022,0.20544172823429108
a,0.40997210144996643,0.4508470594882965,0.5829201340675354,0.22079749405384064,0.5052502155303955,0.5829201340675354,0.20834927260875702,0.25158295035362244,0.47537946701049805,0.19899868965148926,0.5829201340675354,0.3214259147644043,0.20176295936107635,0.23916715383529663
western,0.21352119743824005,0.2864105999469757,0.37920868396759033,0.22400610148906708,0.32974064350128174,0.37920868396759033,0.2598869502544403,0.24506735801696777,0.21672776341438293,0.2769584357738495,0.37920868396759033,0.22696338593959808,0.23202861845493317,0.17439141869544983
half,0.17830543220043182,0.21022500097751617,0.3189295828342438,0.032602161169052124,0.2784358561038971,0.3189295828342438,0.12787845730781555,0.1031537875533104,0.2764185965061188,0.2225198596715927,0.3189295828342438,0.14872649312019348,0.09157166630029678,0.07471233606338501
named,0.19565314054489136,0.37528327107429504,0.3521348536014557,0.16681218147277832,0.2820465862751007,0.3521348536014557,0.1864064782857895,0.1775277554988861,0.2836160957813263,0.18072493374347687,0.3521348536014557,0.24223081767559052,0.21767252683639526,0.1297498345375061
new,0.26026442646980286,0.2748313844203949,0.3845241069793701,0.241235613822937,0.343457967042923,0.3845241069793701,0.3134441077709198,0.2173687368631363,0.29177987575531006,0.13360393047332764,0.3845241069793701,0.9999999403953552,0.29187142848968506,0.14782847464084625
holland,0.162776380777359,0.239714115858078,0.21247440576553345,0.1460646092891693,0.22898225486278534,0.21247440576553345,0.16705253720283508,0.13545361161231995,0.17360356450080872,0.14912287890911102,0.21247440576553345,0.23713305592536926,0.19289472699165344,0.14312024414539337
",",0.3149496018886566,0.45456063747406006,0.4933079481124878,0.25077858567237854,0.4946078956127167,0.4933079481124878,0.2506951689720154,0.27344048023223877,0.4137537479400635,0.2262915074825287,0.4933079481124878,0.36073189973831177,0.23671650886535645,0.31091248989105225
under,0.35552138090133667,0.2672741413116455,0.3348022699356079,0.10822326689958572,0.32766106724739075,0.3348022699356079,0.16259928047657013,0.20301255583763123,0.26447200775146484,0.3346603512763977,0.3348022699356079,0.1802186667919159,0.114224873483181,0.18233340978622437
the,0.5003893971443176,0.48711544275283813,1.0,0.351087361574173,0.733189046382904,1.0,0.2715741693973541,0.31798112392425537,0.5473989248275757,0.32922205328941345,1.0,0.3845241069793701,0.2740810811519623,0.22068053483963013
administration,0.19134436547756195,0.2510780692100525,0.3083578944206238,0.24066226184368134,0.3326551914215088,0.3083578944206238,0.27479130029678345,0.5036112666130066,0.2354782223701477,0.6429483890533447,0.3083578944206238,0.17843976616859436,0.19149596989154816,0.14283715188503265
of,0.38066378235816956,0.4069072902202606,0.733189046382904,0.28702232241630554,1.0,0.733189046382904,0.2972153425216675,0.3475167155265808,0.41498205065727234,0.34558019042015076,0.733189046382904,0.343457967042923,0.2552715241909027,0.1826142966747284
the,0.5003893971443176,0.48711544275283813,1.0,0.351087361574173,0.733189046382904,1.0,0.2715741693973541,0.31798112392425537,0.5473989248275757,0.32922205328941345,1.0,0.3845241069793701,0.2740810811519623,0.22068053483963013
colonial,0.19346880912780762,0.2549057900905609,0.2715741693973541,0.14742955565452576,0.2972153425216675,0.2715741693973541,1.0,0.32100310921669006,0.15651297569274902,0.2656717896461487,0.2715741693973541,0.3134441077709198,0.6329621076583862,0.10191229730844498
government,0.16681428253650665,0.2995857298374176,0.31798112392425537,0.19690485298633575,0.3475167155265808,0.31798112392425537,0.32100310921669006,1.0000001192092896,0.29558056592941284,0.4458361864089966,0.31798112392425537,0.2173687368631363,0.3172589838504791,0.18851417303085327
in,0.5344807505607605,0.45514053106307983,0.6662389636039734,0.3397608697414398,0.5696388483047485,0.6662389636039734,0.25196215510368347,0.3066793978214264,0.435920387506485,0.22899143397808075,0.6662389636039734,0.3758552670478821,0.25087448954582214,0.20430970191955566
sydney,0.21456296741962433,0.26603373885154724,0.2544975280761719,0.17426349222660065,0.22197352349758148,0.2544975280761719,0.16650530695915222,0.21454022824764252,0.18819795548915863,0.11929798871278763,0.2544975280761719,0.335104376077652,0.23173049092292786,0.0820717066526413
.,0.41390106081962585,0.40146201848983765,0.5934505462646484,0.27818506956100464,0.5352458953857422,0.5934505462646484,0.263717383146286,0.2521961033344269,0.4460422694683075,0.25233685970306396,0.5934505462646484,0.35031336545944214,0.23889021575450897,0.4130953550338745
