,the,adaptive,immune,system,recognizes,non-self,antigens,during,a,process,called,what,?
the,1.0,0.25968632102012634,0.21364226937294006,0.3233085572719574,0.34116318821907043,0.27000007033348083,0.2716159522533417,0.4838213622570038,0.5829201340675354,0.264274537563324,0.489897221326828,0.42745697498321533,0.22068053483963013
adaptive,0.25968632102012634,1.0000001192092896,0.4945787191390991,0.31361085176467896,0.20835596323013306,0.2617136836051941,0.467586487531662,0.2196044623851776,0.24145695567131042,0.2758188247680664,0.21916532516479492,0.22806508839130402,0.12147218734025955
immune,0.21364226937294006,0.4945787191390991,1.0,0.3962631821632385,0.23099936544895172,0.3004506528377533,0.6192981004714966,0.16422542929649353,0.20466765761375427,0.30276596546173096,0.2022581249475479,0.2410416603088379,0.16080476343631744
response,0.28909924626350403,0.3731633722782135,0.43541768193244934,0.2933112382888794,0.2462056428194046,0.25918352603912354,0.34690535068511963,0.23666803538799286,0.25924429297447205,0.28558048605918884,0.20884771645069122,0.3532308340072632,0.2007838636636734
is,0.5823672413825989,0.22713550925254822,0.2092347890138626,0.2282046526670456,0.27525973320007324,0.24410001933574677,0.22038279473781586,0.2240111529827118,0.658733606338501,0.21762968599796295,0.430266410112381,0.28837618231773376,0.22961433231830597
antigen-specific,0.37023529410362244,0.4375396966934204,0.5378597378730774,0.31725558638572693,0.2796586751937866,0.3841550052165985,0.8065879940986633,0.20948904752731323,0.37209856510162354,0.3820455074310303,0.2637857496738434,0.3534148037433624,0.3251395523548126
and,0.5171257257461548,0.16619820892810822,0.14400269091129303,0.231138214468956,0.26536670327186584,0.2920842170715332,0.23637235164642334,0.36462149024009705,0.3739250600337982,0.20204883813858032,0.3251761794090271,0.31309178471565247,0.20544172823429108
requires,0.2693159878253937,0.27054235339164734,0.2607401907444,0.34365078806877136,0.2949022948741913,0.29997071623802185,0.2964920401573181,0.15685902535915375,0.322436660528183,0.4077799320220947,0.23649010062217712,0.24784088134765625,0.26020103693008423
the,1.0,0.25968632102012634,0.21364226937294006,0.3233085572719574,0.34116318821907043,0.27000007033348083,0.2716159522533417,0.4838213622570038,0.5829201340675354,0.264274537563324,0.489897221326828,0.42745697498321533,0.22068053483963013
recognition,0.31624147295951843,0.3015824556350708,0.235624760389328,0.2134319543838501,0.6368502974510193,0.32226288318634033,0.3108396828174591,0.19199927151203156,0.26844608783721924,0.3171670734882355,0.18641386926174164,0.25729188323020935,0.20074869692325592
of,0.733189046382904,0.18422213196754456,0.16620753705501556,0.25597915053367615,0.37725546956062317,0.25677213072776794,0.2752571105957031,0.3869180977344513,0.5052502155303955,0.23962904512882233,0.4222904443740845,0.33290785551071167,0.1826142966747284
specific,0.3501757085323334,0.3120133876800537,0.3464908301830292,0.29145383834838867,0.18043704330921173,0.3380158245563507,0.4270210862159729,0.1617370843887329,0.3531852960586548,0.34403249621391296,0.21085023880004883,0.37695175409317017,0.30923372507095337
``,0.029072100296616554,0.07554429769515991,0.15046526491641998,0.07236211001873016,0.03153413534164429,0.13073083758354187,0.24011629819869995,0.007871326059103012,0.07272057235240936,0.010990310460329056,0.00907047651708126,0.008517155423760414,0.0685480609536171
non-self,0.27000007033348083,0.2617136836051941,0.3004506528377533,0.21916721761226654,0.22497175633907318,1.0000001192092896,0.3316345512866974,0.15434083342552185,0.286128431558609,0.2936462461948395,0.17874835431575775,0.38723137974739075,0.3134685158729553
'',0.041273195296525955,-0.013611001893877983,-0.032193783670663834,-0.018831472843885422,-0.02644505351781845,-0.043909940868616104,-0.06770924478769302,-0.08359146863222122,0.04890415817499161,-0.06434959173202515,0.021102847531437874,0.08143015950918198,0.018684765323996544
antigens,0.2716159522533417,0.467586487531662,0.6192981004714966,0.24312779307365417,0.2579009532928467,0.3316345512866974,0.9999999403953552,0.20100460946559906,0.27554184198379517,0.32199186086654663,0.248521089553833,0.1918221414089203,0.21072189509868622
during,0.4838213622570038,0.2196044623851776,0.16422542929649353,0.18141427636146545,0.20217140018939972,0.15434083342552185,0.20100460946559906,1.0,0.30341604351997375,0.26115119457244873,0.354606956243515,0.24137552082538605,0.1325719803571701
a,0.5829201340675354,0.24145695567131042,0.20466765761375427,0.2589043080806732,0.23465146124362946,0.286128431558609,0.27554184198379517,0.30341604351997375,1.0,0.2601566016674042,0.4868806302547455,0.3320399522781372,0.23916715383529663
process,0.264274537563324,0.2758188247680664,0.30276596546173096,0.31718748807907104,0.17045657336711884,0.2936462461948395,0.32199186086654663,0.26115119457244873,0.2601566016674042,0.9999998807907104,0.20657534897327423,0.3466717302799225,0.2460896074771881
called,0.489897221326828,0.21916532516479492,0.2022581249475479,0.23914183676242828,0.26739823818206787,0.17874835431575775,0.248521089553833,0.354606956243515,0.4868806302547455,0.20657534897327423,1.0,0.3235960602760315,0.18963319063186646
antigen,0.2583788335323334,0.4485032856464386,0.5719437599182129,0.22888480126857758,0.21971534192562103,0.28502172231674194,0.9371694326400757,0.17255914211273193,0.28274863958358765,0.33125340938568115,0.23453062772750854,0.1935727745294571,0.19160577654838562
presentation,0.27664121985435486,0.29943448305130005,0.22087855637073517,0.2500215470790863,0.29183000326156616,0.3008323013782501,0.27713173627853394,0.13984763622283936,0.2832745611667633,0.33406203985214233,0.1327367126941681,0.28562942147254944,0.17073048651218414
.,0.5934505462646484,0.19474436342716217,0.18267881870269775,0.2277725487947464,0.22774146497249603,0.2829550802707672,0.2706400752067566,0.3485563397407532,0.50484299659729,0.23766504228115082,0.300344854593277,0.3567904531955719,0.4130953550338745
