,why,was,polonia,relegated,from,the,country,'s,top,flight,in,2013,?
polonia,0.13578659296035767,0.20897606015205383,1.0,0.28330573439598083,0.2189151644706726,0.21647357940673828,0.20889174938201904,0.031285908073186874,0.13383197784423828,0.17616741359233856,0.25500866770744324,-0.026281999424099922,0.13833504915237427
was,0.23341619968414307,1.0000001192092896,0.20897606015205383,0.26072725653648376,0.31171464920043945,0.48711544275283813,0.24557247757911682,0.008974763564765453,0.1381647288799286,0.19139665365219116,0.45514053106307983,-0.16685336828231812,0.18412111699581146
relegated,0.18702776730060577,0.26072725653648376,0.28330573439598083,1.0000001192092896,0.22270245850086212,0.29375341534614563,0.13002479076385498,0.029280580580234528,0.3140779733657837,0.16816674172878265,0.26354989409446716,-0.22975867986679077,0.17222239077091217
from,0.2592364251613617,0.31171464920043945,0.2189151644706726,0.22270245850086212,1.0,0.40150508284568787,0.21630296111106873,-0.01936490088701248,0.17560654878616333,0.1899552047252655,0.4274188280105591,-0.24895043671131134,0.19969791173934937
the,0.30742117762565613,0.48711544275283813,0.21647357940673828,0.29375341534614563,0.40150508284568787,1.0,0.30432501435279846,-0.01540423184633255,0.31754136085510254,0.2498224973678589,0.6662389636039734,-0.38509321212768555,0.22068053483963013
country,0.12197279185056686,0.24557247757911682,0.20889174938201904,0.13002479076385498,0.21630296111106873,0.30432501435279846,1.0000001192092896,0.0747150406241417,0.1737794280052185,0.14076721668243408,0.3040012717247009,-0.19066207110881805,0.12647280097007751
's,-0.016663772985339165,0.008974763564765453,0.031285908073186874,0.029280580580234528,-0.01936490088701248,-0.01540423184633255,0.0747150406241417,0.9999999403953552,0.04869917780160904,-0.034391406923532486,-0.037580832839012146,-0.05552978441119194,-0.023395681753754616
top,0.17820246517658234,0.1381647288799286,0.13383197784423828,0.3140779733657837,0.17560654878616333,0.31754136085510254,0.1737794280052185,0.04869917780160904,1.0000001192092896,0.14830805361270905,0.2235720455646515,-0.22015869617462158,0.17265194654464722
flight,0.19305101037025452,0.19139665365219116,0.17616741359233856,0.16816674172878265,0.1899552047252655,0.2498224973678589,0.14076721668243408,-0.034391406923532486,0.14830805361270905,0.9999999403953552,0.24918575584888458,-0.16183076798915863,0.20568472146987915
in,0.23227278888225555,0.45514053106307983,0.25500866770744324,0.26354989409446716,0.4274188280105591,0.6662389636039734,0.3040012717247009,-0.037580832839012146,0.2235720455646515,0.24918575584888458,1.0,-0.2606481909751892,0.20430970191955566
2013,-0.3489585518836975,-0.16685336828231812,-0.026281999424099922,-0.22975867986679077,-0.24895043671131134,-0.38509321212768555,-0.19066207110881805,-0.05552978441119194,-0.22015869617462158,-0.16183076798915863,-0.2606481909751892,1.0000001192092896,-0.2969330847263336
because,0.5926418900489807,0.3841400742530823,0.14108411967754364,0.2707349956035614,0.35139670968055725,0.44596394896507263,0.29766952991485596,0.05210670828819275,0.2065674513578415,0.164027139544487,0.37423941493034363,-0.4396553337574005,0.2528740465641022
of,0.28464117646217346,0.4069072902202606,0.23040767014026642,0.16297359764575958,0.4249346852302551,0.733189046382904,0.28866857290267944,-0.03817026689648628,0.20362378656864166,0.2070007622241974,0.5696388483047485,-0.2904720902442932,0.1826142966747284
their,0.2619993984699249,0.2396296262741089,0.1323859691619873,0.2581072449684143,0.3038119673728943,0.516537070274353,0.2463577538728714,-0.005530759692192078,0.214486762881279,0.14081187546253204,0.34976133704185486,-0.35880333185195923,0.1898253709077835
disastrous,0.22271619737148285,0.301317423582077,0.13691627979278564,0.25022366642951965,0.19055330753326416,0.33251306414604187,0.1516745388507843,-0.016602277755737305,0.08198350667953491,0.21101194620132446,0.32057181000709534,-0.22478146851062775,0.13956263661384583
financial,0.16600318253040314,0.24977709352970123,0.08412865549325943,0.27880585193634033,0.22108370065689087,0.29952070116996765,0.23953711986541748,0.06992136687040329,0.1531887650489807,0.1707625389099121,0.23881284892559052,-0.0964822843670845,0.06444920599460602
situation,0.333413302898407,0.22571983933448792,0.043096330016851425,0.2558720111846924,0.17050987482070923,0.29657405614852905,0.25334253907203674,0.02444574236869812,0.13898000121116638,0.1452692747116089,0.2606582045555115,-0.3415902256965637,0.2714049518108368
.,0.32909876108169556,0.40146201848983765,0.2644508481025696,0.3202688992023468,0.41536515951156616,0.5934505462646484,0.26130348443984985,-0.003708066651597619,0.3064132034778595,0.23302660882472992,0.5591574311256409,-0.2911754548549652,0.4130953550338745
