,what,did,luther,think,was,required,to,stop,the,violence,?
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.26572662591934204,0.5410010814666748,0.15180060267448425,0.385390967130661,0.2347853034734726,0.4571082592010498,0.22512583434581757,0.2089974731206894
wrote,0.2664989233016968,0.3485160768032074,0.24184277653694153,0.2458704560995102,0.40092042088508606,0.1224224790930748,0.18888387084007263,0.10876884311437607,0.2426944375038147,0.1946035921573639,0.19322504103183746
to,0.455847829580307,0.4452643394470215,0.18029534816741943,0.3748004138469696,0.3636345863342285,0.3613971471786499,1.0,0.31219643354415894,0.535392165184021,0.20034150779247284,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.3102172613143921,0.48711544275283813,0.27848219871520996,0.535392165184021,0.25771772861480713,1.0,0.25465771555900574,0.22068053483963013
elector,0.2378963828086853,0.23126348853111267,0.23163655400276184,0.24340328574180603,0.29741740226745605,0.19643667340278625,0.24809673428535461,0.08603188395500183,0.22412441670894623,0.09185320138931274,0.18877160549163818
:,-0.12022944539785385,-0.05305134505033493,-0.0567622147500515,-0.08845336735248566,0.002802103292196989,-0.06390990316867828,-0.09243495017290115,-0.14543592929840088,-0.03403344005346298,-0.08808673173189163,-0.07156077772378922
``,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,0.021398255601525307,-0.012679691426455975,0.11478263139724731,0.06720756739377975,-0.030115485191345215,0.029072100296616554,0.016396278515458107,0.0685480609536171
during,0.24137552082538605,0.30679523944854736,0.18200165033340454,0.18668736517429352,0.4470829963684082,0.21146009862422943,0.2828781306743622,0.21444299817085266,0.4838213622570038,0.260149210691452,0.1325719803571701
my,0.3588488698005676,0.2537900507450104,0.2192668318748474,0.4428020417690277,0.21379706263542175,0.22971868515014648,0.27499768137931824,0.1747947633266449,0.26636773347854614,0.2044563740491867,0.4195883572101593
absence,0.292216956615448,0.18309760093688965,0.07457736134529114,0.21127228438854218,0.14649264514446259,0.33788082003593445,0.3072148263454437,0.17275364696979523,0.3194023072719574,0.2307559996843338,0.1211882010102272
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.45456063747406006,0.22653338313102722,0.44245919585227966,0.24759207665920258,0.4933079481124878,0.2299048751592636,0.31091248989105225
satan,0.2595992982387543,0.23093749582767487,0.3186962604522705,0.21730269491672516,0.16631583869457245,0.13602739572525024,0.24810896813869476,0.15949425101280212,0.25027433037757874,0.30564889311790466,0.14586032927036285
has,0.20338068902492523,0.2124989777803421,0.11117470264434814,0.28152790665626526,0.40313825011253357,0.20454327762126923,0.3619994819164276,0.15052726864814758,0.4177538752555847,0.16683797538280487,0.15994466841220856
entered,0.14647741615772247,0.24553436040878296,0.0916198119521141,0.14315544068813324,0.3258320689201355,0.2431381344795227,0.20756231248378754,0.14954577386379242,0.3258282542228699,0.14964911341667175,0.10335487127304077
my,0.3588488698005676,0.2537900507450104,0.2192668318748474,0.4428020417690277,0.21379706263542175,0.22971868515014648,0.27499768137931824,0.1747947633266449,0.26636773347854614,0.2044563740491867,0.4195883572101593
sheepfold,0.2900990843772888,0.23469504714012146,0.2118297517299652,0.2501526474952698,0.21126234531402588,0.1975027322769165,0.3266083598136902,0.22679276764392853,0.3073770999908447,0.18484562635421753,0.21092171967029572
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3095206320285797,0.45456063747406006,0.22653338313102722,0.44245919585227966,0.24759207665920258,0.4933079481124878,0.2299048751592636,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.30740439891815186,0.3740963041782379,0.25104308128356934,0.48971283435821533,0.2426174432039261,0.5171257257461548,0.2652360200881958,0.20544172823429108
committed,0.2308928668498993,0.27259406447410583,0.1625588983297348,0.28063637018203735,0.3178342878818512,0.16357919573783875,0.2310274988412857,0.27026769518852234,0.18229636549949646,0.42448580265045166,0.20722328126430511
ravages,0.1971532702445984,0.22430385649204254,0.13045383989810944,0.19189850986003876,0.24127744138240814,0.14397941529750824,0.23649929463863373,0.20302298665046692,0.2755085825920105,0.392568439245224,0.08751968294382095
which,0.5261979103088379,0.2750149369239807,0.17501473426818848,0.3395437002182007,0.2830964922904968,0.33025646209716797,0.5345056653022766,0.20576640963554382,0.6521818041801453,0.23130570352077484,0.25814583897590637
i,0.4411132335662842,0.32301032543182373,0.232476145029068,0.5636492967605591,0.23566235601902008,0.2610192596912384,0.3140375316143036,0.26912498474121094,0.26687872409820557,0.2014925628900528,0.4695145785808563
can,0.34502777457237244,0.32383522391319275,0.08690808713436127,0.4440207779407501,0.23099195957183838,0.42514267563819885,0.4979398250579834,0.2746235430240631,0.312528520822525,0.15283988416194916,0.3226337134838104
not,0.5449194312095642,0.6481515765190125,0.21636232733726501,0.5479815602302551,0.2888734042644501,0.45116889476776123,0.5149973034858704,0.3853192627429962,0.4310511648654938,0.261285662651062,0.41942933201789856
repair,0.2710203528404236,0.19368310272693634,0.1398678719997406,0.19776810705661774,0.17622345685958862,0.28615912795066833,0.2740369737148285,0.27120718359947205,0.2509537637233734,0.11334361135959625,0.09775689244270325
by,0.2455483376979828,0.18574509024620056,0.15382802486419678,0.2680226266384125,0.4752357602119446,0.21564500033855438,0.33534231781959534,0.25859901309013367,0.4408751428127289,0.21456557512283325,0.17966607213020325
writing,0.3355313539505005,0.2745545208454132,0.1731184720993042,0.3010111153125763,0.22189800441265106,0.17089185118675232,0.2331198751926422,0.19532333314418793,0.2579600512981415,0.21652016043663025,0.21497225761413574
