,when,did,sky,launch,a,tv,advertising,campaign,target,towards,women,?
in,0.4431333839893341,0.2593238651752472,0.20324937999248505,0.19686491787433624,0.539380669593811,0.17989183962345123,0.1743171364068985,0.2438942790031433,0.1404450386762619,0.23474496603012085,0.3171939551830292,0.20430970191955566
september,0.2483685463666916,0.2693498432636261,0.09887588769197464,0.1993665248155594,0.21795299649238586,0.228789284825325,0.23276445269584656,0.18581825494766235,0.1067960113286972,0.14866209030151367,0.11371967941522598,0.2665146589279175
2007,-0.1582726538181305,-0.2447822093963623,-0.1390192210674286,-0.10470414906740189,-0.06548836827278137,-0.05067882314324379,-0.11558311432600021,-0.1544003188610077,-0.007053529843688011,-0.1854245513677597,-0.188425675034523,-0.1664225310087204
",",0.36674630641937256,0.3015086054801941,0.22621183097362518,0.19433410465717316,0.427140474319458,0.2778550088405609,0.24089011549949646,0.18021923303604126,0.19288919866085052,0.2550581693649292,0.18865817785263062,0.31091248989105225
sky,0.22495415806770325,0.19922639429569244,1.0,0.20962528884410858,0.20541532337665558,0.22956761717796326,0.1757267862558365,0.0644998699426651,0.09742825478315353,0.11687076091766357,0.16168640553951263,0.11270341277122498
launched,0.20492124557495117,0.1794346421957016,0.2275601327419281,0.8017768263816833,0.20170536637306213,0.2667234241962433,0.268472820520401,0.35689955949783325,0.223975270986557,0.20778606832027435,0.12881839275360107,0.1803835779428482
a,0.44397395849227905,0.2552328109741211,0.20541532337665558,0.19873975217342377,1.0,0.2169625610113144,0.23148924112319946,0.20502153038978577,0.1994335651397705,0.2078181505203247,0.20322243869304657,0.23916715383529663
new,0.257220059633255,0.227974995970726,0.08702775835990906,0.21595123410224915,0.3214259147644043,0.15886817872524261,0.16880621016025543,0.15013942122459412,0.1566535085439682,0.07557135820388794,0.12236941605806351,0.14782847464084625
tv,0.16192270815372467,0.12035900354385376,0.22956761717796326,0.24713221192359924,0.2169625610113144,0.9999998807907104,0.2806823253631592,0.1679491251707077,0.08447642624378204,0.03990983963012695,0.1319546401500702,0.20290863513946533
advertising,0.15837132930755615,0.21803075075149536,0.1757267862558365,0.25644928216934204,0.23148924112319946,0.2806823253631592,1.0000001192092896,0.31739258766174316,0.24001164734363556,0.13279128074645996,0.1322384923696518,0.23602379858493805
campaign,0.17663806676864624,0.18201768398284912,0.0644998699426651,0.3193431496620178,0.20502153038978577,0.1679491251707077,0.31739258766174316,0.9999999403953552,0.1728714257478714,0.2053113579750061,0.18284140527248383,0.162482351064682
targeting,0.2611295282840729,0.18769636750221252,0.10403674840927124,0.32100826501846313,0.2204599678516388,0.16564340889453888,0.3480284810066223,0.3167386054992676,0.7370864748954773,0.2837906777858734,0.16348819434642792,0.21216973662376404
sky+,0.20370323956012726,0.14635847508907318,0.6596727967262268,0.3148151934146881,0.2107129544019699,0.28716039657592773,0.21453984081745148,0.13458894193172455,0.13483411073684692,0.1064879447221756,0.1849118173122406,0.13872939348220825
at,0.38876327872276306,0.28390252590179443,0.19386574625968933,0.2472303807735443,0.3095070421695709,0.12339487671852112,0.16443251073360443,0.16832605004310608,0.17999698221683502,0.35422083735466003,0.22969332337379456,0.21978627145290375
women,0.1503998041152954,0.24222777783870697,0.16168640553951263,0.0765930637717247,0.20322243869304657,0.1319546401500702,0.1322384923696518,0.18284140527248383,0.10245172679424286,0.15397243201732635,0.9999998807907104,0.1616753786802292
.,0.475719153881073,0.35288307070732117,0.19117935001850128,0.20541822910308838,0.50484299659729,0.27196308970451355,0.2438061386346817,0.23225265741348267,0.24514639377593994,0.24058549106121063,0.2560822069644928,0.4130953550338745
,when,did,sky,launch,a,tv,advertising,campaign,target,towards,women,?
as,0.4437963366508484,0.3596470057964325,0.18261636793613434,0.1635143756866455,0.39550232887268066,0.21589502692222595,0.26319393515586853,0.22211018204689026,0.24524831771850586,0.2836703062057495,0.1423753798007965,0.27043893933296204
of,0.3757161796092987,0.2513895630836487,0.16284865140914917,0.20697395503520966,0.5052502155303955,0.19364769756793976,0.1315132975578308,0.23278115689754486,0.15346646308898926,0.26409703493118286,0.22431409358978271,0.1826142966747284
31,-0.011162037961184978,-0.021883003413677216,0.07169321924448013,0.04257405176758766,0.029402639716863632,-0.16358180344104767,0.09315140545368195,-0.03708740323781967,0.014269178733229637,0.16507229208946228,0.012120023369789124,-0.017570214346051216
march,0.22895319759845734,0.27992504835128784,0.11340527981519699,0.20484724640846252,0.23374363780021667,0.18656569719314575,0.2836551070213318,0.21652387082576752,0.08868731558322906,0.09221148490905762,0.1591586172580719,0.2802562415599823
2008,-0.08004710078239441,-0.07680223137140274,0.0030205566436052322,-0.07790398597717285,-0.08630643039941788,0.030886925756931305,-0.04548110440373421,0.1263408064842224,-0.11842723190784454,-0.14532794058322906,0.11421891301870346,-0.09852470457553864
",",0.36674630641937256,0.3015086054801941,0.22621183097362518,0.19433410465717316,0.427140474319458,0.2778550088405609,0.24089011549949646,0.18021923303604126,0.19288919866085052,0.2550581693649292,0.18865817785263062,0.31091248989105225
sky,0.22495415806770325,0.19922639429569244,1.0,0.20962528884410858,0.20541532337665558,0.22956761717796326,0.1757267862558365,0.0644998699426651,0.09742825478315353,0.11687076091766357,0.16168640553951263,0.11270341277122498
had,0.37526828050613403,0.540525496006012,0.15309657156467438,0.1754213273525238,0.34897568821907043,0.169364795088768,0.1659359335899353,0.2133779525756836,0.12925851345062256,0.16604940593242645,0.24839644134044647,0.20728366076946259
"3,393,000",0.0689641684293747,0.04228661581873894,0.04147247597575188,-0.08357881009578705,0.11866344511508942,0.04233790189027786,-0.07213848829269409,0.009476006031036377,-0.07483092695474625,0.02923344075679779,0.002695023547858,-0.043960507959127426
sky+,0.20370323956012726,0.14635847508907318,0.6596727967262268,0.3148151934146881,0.2107129544019699,0.28716039657592773,0.21453984081745148,0.13458894193172455,0.13483411073684692,0.1064879447221756,0.1849118173122406,0.13872939348220825
users,0.2581753432750702,0.2217390537261963,0.12445434182882309,0.24834094941616058,0.29920694231987,0.15056367218494415,0.33251550793647766,0.23545420169830322,0.2616349756717682,0.1942916214466095,0.2231258749961853,0.4340548813343048
.,0.475719153881073,0.35288307070732117,0.19117935001850128,0.20541822910308838,0.50484299659729,0.27196308970451355,0.2438061386346817,0.23225265741348267,0.24514639377593994,0.24058549106121063,0.2560822069644928,0.4130953550338745
