,what,does,not,constitute,as,civil,disobedience,?
for,0.3017193675041199,0.35159170627593994,0.39280617237091064,0.22246766090393066,0.44774648547172546,0.1685788929462433,0.23370130360126495,0.264628142118454
instance,0.3862040638923645,0.36771830916404724,0.42580389976501465,0.30346015095710754,0.3699146807193756,0.12078451365232468,0.25085586309432983,0.30205854773521423
",",0.3087472915649414,0.28617382049560547,0.3769696354866028,0.30531802773475647,0.48816442489624023,0.24795588850975037,0.2878543734550476,0.31091248989105225
if,0.5277165174484253,0.4740144908428192,0.6100378632545471,0.24845802783966064,0.3354816734790802,0.12512178719043732,0.20446431636810303,0.4441644251346588
the,0.42745697498321533,0.35928019881248474,0.4310511648654938,0.32194724678993225,0.48381632566452026,0.2477465271949768,0.30963727831840515,0.22068053483963013
head,0.18919230997562408,0.18804560601711273,0.14797358214855194,0.13651423156261444,0.23658350110054016,0.05735510215163231,0.11627155542373657,0.10879309475421906
of,0.33290785551071167,0.3119818866252899,0.3307090103626251,0.36595216393470764,0.3886612355709076,0.24698495864868164,0.31932318210601807,0.1826142966747284
government,0.28074538707733154,0.19420266151428223,0.2722996473312378,0.36612841486930847,0.1883569210767746,0.30626749992370605,0.39617401361465454,0.18851417303085327
of,0.33290785551071167,0.3119818866252899,0.3307090103626251,0.36595216393470764,0.3886612355709076,0.24698495864868164,0.31932318210601807,0.1826142966747284
a,0.3320399522781372,0.38201746344566345,0.3791346549987793,0.21458278596401215,0.39550232887268066,0.21693918108940125,0.25352153182029724,0.23916715383529663
country,0.22705033421516418,0.21151480078697205,0.22478289902210236,0.1666264683008194,0.2241005152463913,0.2076026201248169,0.2641947567462921,0.12647280097007751
were,0.22298263013362885,0.046230707317590714,0.33318549394607544,0.19880293309688568,0.3025437891483307,0.2641898989677429,0.28859755396842957,0.17890112102031708
to,0.455847829580307,0.4391997456550598,0.5149973034858704,0.2941921353340149,0.42092081904411316,0.2019355595111847,0.30665844678878784,0.29463258385658264
refuse,0.3386227488517761,0.4442458748817444,0.445904016494751,0.24819537997245789,0.19890442490577698,0.20696480572223663,0.46560195088386536,0.24834518134593964
to,0.455847829580307,0.4391997456550598,0.5149973034858704,0.2941921353340149,0.42092081904411316,0.2019355595111847,0.30665844678878784,0.29463258385658264
enforce,0.335531085729599,0.2812492549419403,0.3185786008834839,0.3494095206260681,0.26045477390289307,0.3218132555484772,0.45003432035446167,0.2633580267429352
a,0.3320399522781372,0.38201746344566345,0.3791346549987793,0.21458278596401215,0.39550232887268066,0.21693918108940125,0.25352153182029724,0.23916715383529663
decision,0.32053670287132263,0.21590669453144073,0.31816837191581726,0.269293874502182,0.21492452919483185,0.25410568714141846,0.35355138778686523,0.2796577215194702
of,0.33290785551071167,0.3119818866252899,0.3307090103626251,0.36595216393470764,0.3886612355709076,0.24698495864868164,0.31932318210601807,0.1826142966747284
that,0.6297725439071655,0.4764937460422516,0.6600887179374695,0.31832167506217957,0.4735107421875,0.16867391765117645,0.3551425039768219,0.32716336846351624
country,0.22705033421516418,0.21151480078697205,0.22478289902210236,0.1666264683008194,0.2241005152463913,0.2076026201248169,0.2641947567462921,0.12647280097007751
's,0.02692362666130066,-0.02895052544772625,0.002583299996331334,-0.01858563721179962,-0.05775856226682663,-0.06354409456253052,0.027719656005501747,-0.023395681753754616
highest,0.19637788832187653,0.17673532664775848,0.1784203052520752,0.1473747193813324,0.17518560588359833,0.16038212180137634,0.16652023792266846,0.11527936160564423
court,0.23440583050251007,0.14233313500881195,0.21835780143737793,0.30404937267303467,0.17202796041965485,0.23601488769054413,0.3648757040500641,0.17100423574447632
",",0.3087472915649414,0.28617382049560547,0.3769696354866028,0.30531802773475647,0.48816442489624023,0.24795588850975037,0.2878543734550476,0.31091248989105225
it,0.45803478360176086,0.34188351035118103,0.4651523232460022,0.3447585105895996,0.4461488723754883,0.17707513272762299,0.2648297846317291,0.25732165575027466
would,0.45766422152519226,0.5055691003799438,0.5854519605636597,0.2572585642337799,0.3824005722999573,0.16814836859703064,0.29806897044181824,0.37178951501846313
not,0.5449194312095642,0.6355478763580322,0.9999999403953552,0.34883633255958557,0.5105602741241455,0.18740713596343994,0.38157403469085693,0.41942933201789856
be,0.3929833769798279,0.28696945309638977,0.5788898468017578,0.2900109589099884,0.5230465531349182,0.18061059713363647,0.2944406270980835,0.3324260413646698
civil,0.15091551840305328,0.09171415865421295,0.18740713596343994,0.1641911119222641,0.18100082874298096,1.0,0.5442691445350647,0.1494513899087906
disobedience,0.3298627436161041,0.2508189380168915,0.38157403469085693,0.2719399631023407,0.25773370265960693,0.5442691445350647,1.0,0.19890835881233215
",",0.3087472915649414,0.28617382049560547,0.3769696354866028,0.30531802773475647,0.48816442489624023,0.24795588850975037,0.2878543734550476,0.31091248989105225
since,0.29783400893211365,0.23816218972206116,0.3510459065437317,0.3056091368198395,0.36245352029800415,0.1963212639093399,0.12802569568157196,0.2876587212085724
the,0.42745697498321533,0.35928019881248474,0.4310511648654938,0.32194724678993225,0.48381632566452026,0.2477465271949768,0.30963727831840515,0.22068053483963013
head,0.18919230997562408,0.18804560601711273,0.14797358214855194,0.13651423156261444,0.23658350110054016,0.05735510215163231,0.11627155542373657,0.10879309475421906
of,0.33290785551071167,0.3119818866252899,0.3307090103626251,0.36595216393470764,0.3886612355709076,0.24698495864868164,0.31932318210601807,0.1826142966747284
government,0.28074538707733154,0.19420266151428223,0.2722996473312378,0.36612841486930847,0.1883569210767746,0.30626749992370605,0.39617401361465454,0.18851417303085327
would,0.45766422152519226,0.5055691003799438,0.5854519605636597,0.2572585642337799,0.3824005722999573,0.16814836859703064,0.29806897044181824,0.37178951501846313
be,0.3929833769798279,0.28696945309638977,0.5788898468017578,0.2900109589099884,0.5230465531349182,0.18061059713363647,0.2944406270980835,0.3324260413646698
acting,0.2151678204536438,0.16673484444618225,0.18768973648548126,0.10036032646894455,0.3539750576019287,0.1544818878173828,0.23182977735996246,0.15597198903560638
in,0.30808621644973755,0.214483380317688,0.3403114080429077,0.2821226418018341,0.3887844979763031,0.26466667652130127,0.3054615259170532,0.20430970191955566
her,0.2733216881752014,0.21875961124897003,0.2477131187915802,0.10445847362279892,0.2672952711582184,0.17531102895736694,0.32259857654571533,0.20310723781585693
or,0.33867141604423523,0.4248845875263214,0.5119067430496216,0.24625535309314728,0.4400654137134552,0.12588919699192047,0.2553665041923523,0.32389625906944275
his,0.26976513862609863,0.20403875410556793,0.2710725963115692,0.11540944129228592,0.3146366477012634,0.18942002952098846,0.3585605025291443,0.18075084686279297
capacity,0.16428391635417938,0.22758331894874573,0.2549728453159332,0.1691892147064209,0.1860792636871338,0.06974108517169952,0.1605696976184845,0.17383241653442383
as,0.31749409437179565,0.31202155351638794,0.5105602741241455,0.25293901562690735,1.0,0.18100082874298096,0.25773370265960693,0.27043893933296204
public,0.1729622185230255,0.18710975348949432,0.20537999272346497,0.12819534540176392,0.2423635572195053,0.26383864879608154,0.3216745853424072,0.19872993230819702
official,0.18967986106872559,0.16098397970199585,0.16867855191230774,0.21930217742919922,0.21676523983478546,0.1858832836151123,0.1414945125579834,0.18097688257694244
rather,0.3923804461956024,0.39748668670654297,0.4821464419364929,0.19580665230751038,0.38414403796195984,0.1287601739168167,0.2947552800178528,0.3053998053073883
than,0.29388150572776794,0.32178643345832825,0.3858577013015747,0.20481310784816742,0.40532299876213074,0.12293031066656113,0.1432173252105713,0.24917294085025787
private,0.16778090596199036,0.1316513568162918,0.181801438331604,0.058629292994737625,0.22101859748363495,0.2123924046754837,0.25349682569503784,0.14389030635356903
citizen,0.20342512428760529,0.1156979352235794,0.23211289942264557,0.20760002732276917,0.15908487141132355,0.20000368356704712,0.2703973650932312,0.1601516604423523
.,0.3567904531955719,0.3022993505001068,0.4824007451534271,0.2579360008239746,0.515582263469696,0.2541380822658539,0.2603943943977356,0.4130953550338745
,what,does,not,constitute,as,civil,disobedience,?
civil,0.15091551840305328,0.09171415865421295,0.18740713596343994,0.1641911119222641,0.18100082874298096,1.0,0.5442691445350647,0.1494513899087906
disobedience,0.3298627436161041,0.2508189380168915,0.38157403469085693,0.2719399631023407,0.25773370265960693,0.5442691445350647,1.0,0.19890835881233215
