,what,happened,to,the,apollo,13,crew,to,force,them,to,use,the,lm,as,a,``,life,boat,'',as,it,had,been,designed,?
but,0.5029441118240356,0.39846014976501465,0.5542377829551697,0.4859698414802551,0.16874025762081146,-0.0013970962027087808,0.19242827594280243,0.5542377829551697,0.21049748361110687,0.5369928479194641,0.5542377829551697,0.43892642855644226,0.4859698414802551,0.19808779656887054,0.4864770472049713,0.44750767946243286,0.09151377528905869,0.2861221432685852,0.15610606968402863,0.03805634379386902,0.4864770472049713,0.5299214720726013,0.4414518475532532,0.4365503787994385,0.19490723311901093,0.27921953797340393
two,0.23363454639911652,0.3139728307723999,0.3343428373336792,0.43858039379119873,0.10775979608297348,0.017011510208249092,0.16089965403079987,0.3343428373336792,0.22581329941749573,0.39589542150497437,0.3343428373336792,0.19661611318588257,0.43858039379119873,0.17437753081321716,0.3029302954673767,0.3289857804775238,0.07021170109510422,0.19536493718624115,0.209891676902771,-0.004284570459276438,0.3029302954673767,0.28080877661705017,0.41487234830856323,0.3638966381549835,0.17904981970787048,0.19645625352859497
days,0.2191895991563797,0.2998102605342865,0.2942236363887787,0.2574930489063263,0.1531076282262802,0.06875031441450119,0.21870514750480652,0.2942236363887787,0.10503054410219193,0.29422199726104736,0.2942236363887787,0.1669793725013733,0.2574930489063263,0.16261686384677887,0.1631270796060562,0.24421119689941406,0.055028513073921204,0.25195109844207764,0.17167691886425018,-0.05204533413052559,0.1631270796060562,0.2969350814819336,0.26101723313331604,0.2260013371706009,0.14957760274410248,0.2198754847049713
out,0.3633197546005249,0.3009033799171448,0.42386990785598755,0.39404502511024475,0.2091762274503708,-0.002092634327709675,0.19468139111995697,0.42386990785598755,0.19182319939136505,0.4511464536190033,0.42386990785598755,0.3067348599433899,0.39404502511024475,0.2234356552362442,0.3124499022960663,0.34264278411865234,0.024644849821925163,0.18925857543945312,0.20654615759849548,0.019159367308020592,0.3124499022960663,0.3502036929130554,0.317210853099823,0.2526022791862488,0.14786550402641296,0.22020699083805084
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.19808128476142883,0.028695285320281982,0.2217068374156952,0.44245919585227966,0.22091743350028992,0.3985835015773773,0.44245919585227966,0.3276674151420593,0.4933079481124878,0.15934062004089355,0.48816442489624023,0.427140474319458,0.09681109338998795,0.24050940573215485,0.21446914970874786,-0.037358131259679794,0.48816442489624023,0.48329564929008484,0.35487717390060425,0.34873589873313904,0.201692596077919,0.31091248989105225
a,0.3320399522781372,0.2774496078491211,0.45503583550453186,0.5829201340675354,0.19996169209480286,0.01653565652668476,0.15305642783641815,0.45503583550453186,0.2451154738664627,0.3151612877845764,0.45503583550453186,0.30793872475624084,0.5829201340675354,0.1819782704114914,0.39550232887268066,1.0,0.07272057235240936,0.27076753973960876,0.26391369104385376,0.04890415817499161,0.39550232887268066,0.5452592968940735,0.34897568821907043,0.3315402865409851,0.28430381417274475,0.23916715383529663
liquid,0.24017377197742462,0.16490930318832397,0.24009785056114197,0.25047987699508667,0.23895205557346344,-0.016934696584939957,0.1716538518667221,0.24009785056114197,0.24645620584487915,0.2772146463394165,0.24009785056114197,0.2779702842235565,0.25047987699508667,0.2633056342601776,0.19334743916988373,0.2669180929660797,-0.004993322771042585,0.1326756328344345,0.23264527320861816,0.03004823625087738,0.19334743916988373,0.33848634362220764,0.15915149450302124,0.1894603818655014,0.14887705445289612,0.18412289023399353
oxygen,0.16781960427761078,0.16443291306495667,0.24193501472473145,0.20428593456745148,0.21209172904491425,0.050978705286979675,0.19165752828121185,0.24193501472473145,0.15793335437774658,0.2837354838848114,0.24193501472473145,0.2547725737094879,0.20428593456745148,0.21674855053424835,0.16691245138645172,0.21662019193172455,0.11707393079996109,0.27629178762435913,0.2164803445339203,-0.09804082661867142,0.16691245138645172,0.26699385046958923,0.19057296216487885,0.20653414726257324,0.1087188720703125,0.16786395013332367
tank,0.125138059258461,0.19062058627605438,0.18151092529296875,0.28027960658073425,0.188320130109787,0.04462570697069168,0.273044615983963,0.18151092529296875,0.21420282125473022,0.24373820424079895,0.18151092529296875,0.18712261319160461,0.28027960658073425,0.21299773454666138,0.18915130198001862,0.2611767649650574,-0.04116765037178993,0.17889322340488434,0.3075084984302521,-0.10132268816232681,0.18915130198001862,0.2475598007440567,0.19448880851268768,0.12203841656446457,0.2697847783565521,0.09334904700517654
exploded,0.2128829061985016,0.4216834008693695,0.1803976595401764,0.27775877714157104,0.2551725208759308,0.06408238410949707,0.43214789032936096,0.1803976595401764,0.25442588329315186,0.19428502023220062,0.1803976595401764,0.14903651177883148,0.27775877714157104,0.2549549341201782,0.15721352398395538,0.27605313062667847,-0.022972004488110542,0.21131785213947296,0.33456262946128845,-0.09390266984701157,0.15721352398395538,0.2754848897457123,0.2486438900232315,0.2278279811143875,0.1574389636516571,0.1927412450313568
