,how,many,did,this,epidemic,in,china,kill,?
epidemics,0.23535220324993134,0.3318885862827301,0.2626070976257324,0.3216829299926758,0.8877986073493958,0.2748941481113434,0.2761197090148926,0.2930449843406677,0.19384340941905975
that,0.557814359664917,0.5391656160354614,0.47518548369407654,0.6909449696540833,0.2521248161792755,0.435920387506485,0.27188003063201904,0.28167223930358887,0.32716336846351624
may,0.22490409016609192,0.29758191108703613,0.3038632869720459,0.37716761231422424,0.25285616517066956,0.3424151837825775,0.1553700864315033,0.17608104646205902,0.2768254578113556
have,0.4370637536048889,0.5841760635375977,0.3783526122570038,0.4660032093524933,0.20002837479114532,0.36843645572662354,0.24882429838180542,0.2240525484085083,0.32991164922714233
included,0.13500849902629852,0.37090563774108887,0.32908451557159424,0.34159374237060547,0.20068514347076416,0.32433560490608215,0.16390001773834229,0.19879937171936035,0.14385655522346497
plague,0.16610242426395416,0.2661729156970978,0.1901843398809433,0.2352575808763504,0.5931054353713989,0.2488756626844406,0.19400277733802795,0.366938054561615,0.11872942000627518
killed,0.1255389302968979,0.1783437877893448,0.24296797811985016,0.20144015550613403,0.29336175322532654,0.1957504004240036,0.14867614209651947,0.6108298897743225,0.17928971350193024
an,0.2520636022090912,0.2465583086013794,0.22598257660865784,0.41881775856018066,0.1811881959438324,0.2605783939361572,0.11945262551307678,0.14818233251571655,0.19793890416622162
estimated,0.21406520903110504,0.25811848044395447,0.14494213461875916,0.25014832615852356,0.26247039437294006,0.2508986294269562,0.21736013889312744,0.1673273742198944,0.18149758875370026
25,0.07429084926843643,0.11531345546245575,0.19968153536319733,0.19115914404392242,0.10867904126644135,0.14793018996715546,0.08454198390245438,0.09077603369951248,0.09614268690347672
million,0.21114659309387207,0.3520967364311218,0.1815238744020462,0.2920311391353607,0.11324857175350189,0.2596224844455719,0.26204222440719604,0.16884645819664001,0.23092924058437347
chinese,0.21388240158557892,0.27965980768203735,0.19065357744693756,0.21244050562381744,0.13512004911899567,0.20821347832679749,0.6621482372283936,0.104047030210495,0.20843194425106049
and,0.33647966384887695,0.5296266674995422,0.34479495882987976,0.42353692650794983,0.2415282130241394,0.4954058527946472,0.27966102957725525,0.2698296904563904,0.20544172823429108
other,0.3591516315937042,0.6324484348297119,0.31707024574279785,0.43044695258140564,0.18431074917316437,0.39989137649536133,0.2609413266181946,0.2221752107143402,0.24682199954986572
asians,0.1487901210784912,0.33296990394592285,0.261806845664978,0.2784808576107025,0.31794455647468567,0.20094062387943268,0.33040663599967957,0.19005976617336273,0.12018789350986481
during,0.26830652356147766,0.3661181330680847,0.30679523944854736,0.34351885318756104,0.3411952257156372,0.4627237319946289,0.22539520263671875,0.2212672084569931,0.1325719803571701
the,0.33890387415885925,0.4335206151008606,0.34736719727516174,0.6274310946464539,0.23666009306907654,0.6662389636039734,0.3110525608062744,0.1907513439655304,0.22068053483963013
15,-0.005761355627328157,-0.02712528221309185,0.03605250269174576,-0.07070626318454742,-0.020478229969739914,0.02424248494207859,-0.07386606186628342,-0.009736643172800541,-0.010706285014748573
years,0.21949264407157898,0.2731519937515259,0.2695724070072174,0.26767030358314514,0.20977629721164703,0.33554986119270325,0.23277819156646729,0.1667756885290146,0.1914375126361847
before,0.33293965458869934,0.2728588581085205,0.33642593026161194,0.39637717604637146,0.2458842694759369,0.4155850410461426,0.14600875973701477,0.22436054050922394,0.2507109045982361
it,0.36714982986450195,0.39615920186042786,0.2993364930152893,0.6107783317565918,0.23683005571365356,0.5130809545516968,0.260415643453598,0.20702694356441498,0.25732165575027466
reached,0.12375093251466751,0.12604102492332458,0.24863581359386444,0.23057138919830322,0.24430441856384277,0.24389809370040894,0.1520426720380783,0.1517510861158371,0.1518019139766693
constantinople,0.08034499734640121,0.19305220246315002,0.16255536675453186,0.1814756542444229,0.310653954744339,0.1166512668132782,0.227896049618721,0.15277712047100067,0.14398078620433807
in,0.2601168751716614,0.41474202275276184,0.2593238651752472,0.45205554366111755,0.28030508756637573,1.0,0.267821341753006,0.1590711623430252,0.20430970191955566
1347,-0.051147639751434326,0.12674269080162048,-0.023625802248716354,0.017685772851109505,0.007389770820736885,0.058155715465545654,0.11270255595445633,0.0997687429189682,-0.038942355662584305
.,0.3287222981452942,0.3974229395389557,0.35288307070732117,0.500583827495575,0.259855180978775,0.5591574311256409,0.2979343831539154,0.29428622126579285,0.4130953550338745
