,who,was,robert,'s,son,?
a,0.36608949303627014,0.4508470594882965,0.2100449502468109,0.04866964742541313,0.16976182162761688,0.23916715383529663
few,0.3378944993019104,0.21633684635162354,0.11394067108631134,0.06408512592315674,0.15038776397705078,0.2334265559911728
years,0.29867154359817505,0.35855233669281006,0.12235768884420395,0.05563735216856003,0.23741912841796875,0.1914375126361847
after,0.32549580931663513,0.49306565523147583,0.1850993037223816,-0.055672239512205124,0.28714779019355774,0.16608688235282898
the,0.3733934462070465,0.48711544275283813,0.2257954627275467,-0.01540423184633255,0.2102738618850708,0.22068053483963013
first,0.39065709710121155,0.5022147297859192,0.23740129172801971,-0.014458609744906425,0.20649024844169617,0.18701928853988647
crusade,0.25367748737335205,0.255366712808609,0.18585965037345886,-0.08381982892751694,0.2612050175666809,0.20859350264072418
",",0.3365725874900818,0.45456063747406006,0.22878289222717285,-0.0016132977325469255,0.2594279944896698,0.31091248989105225
in,0.2792111933231354,0.45514053106307983,0.22155319154262543,-0.037580832839012146,0.22500404715538025,0.20430970191955566
1107,0.08734734356403351,0.07614031434059143,0.034229815006256104,0.08593481034040451,-0.07566919922828674,-0.00492721376940608
",",0.3365725874900818,0.45456063747406006,0.22878289222717285,-0.0016132977325469255,0.2594279944896698,0.31091248989105225
the,0.3733934462070465,0.48711544275283813,0.2257954627275467,-0.01540423184633255,0.2102738618850708,0.22068053483963013
normans,0.20534200966358185,0.23244261741638184,0.3163551390171051,-0.022665709257125854,0.20594355463981628,0.12354589998722076
under,0.2962189018726349,0.2672741413116455,0.16724374890327454,-0.03376881033182144,0.1360374093055725,0.18233340978622437
the,0.3733934462070465,0.48711544275283813,0.2257954627275467,-0.01540423184633255,0.2102738618850708,0.22068053483963013
command,0.23636431992053986,0.22477014362812042,0.14131473004817963,-0.020514624193310738,0.2179284393787384,0.13402260839939117
of,0.2827862501144409,0.4069072902202606,0.2398476004600525,-0.03817026689648628,0.22933141887187958,0.1826142966747284
bohemond,0.283893346786499,0.2821403443813324,0.28017592430114746,-0.009370481595396996,0.29528123140335083,0.16465221345424652
",",0.3365725874900818,0.45456063747406006,0.22878289222717285,-0.0016132977325469255,0.2594279944896698,0.31091248989105225
robert,0.2748492956161499,0.24186499416828156,0.9999999403953552,0.028171386569738388,0.2292192429304123,0.11293095350265503
's,0.05599616840481758,0.008974763564765453,0.028171386569738388,0.9999999403953552,-0.035570673644542694,-0.023395681753754616
son,0.3958503007888794,0.3045712113380432,0.2292192429304123,-0.035570673644542694,1.0,0.14735563099384308
",",0.3365725874900818,0.45456063747406006,0.22878289222717285,-0.0016132977325469255,0.2594279944896698,0.31091248989105225
landed,0.24840852618217468,0.33412617444992065,0.224614217877388,0.003920604009181261,0.22254174947738647,0.1640893667936325
in,0.2792111933231354,0.45514053106307983,0.22155319154262543,-0.037580832839012146,0.22500404715538025,0.20430970191955566
valona,0.1032399982213974,0.24233578145503998,0.14409728348255157,0.047609686851501465,0.16304855048656464,0.11867762356996536
and,0.41279885172843933,0.3740963041782379,0.21826715767383575,0.06895173341035843,0.20643235743045807,0.20544172823429108
besieged,0.2400938868522644,0.3674296736717224,0.2687583565711975,-0.04448440298438072,0.294432669878006,0.0884506106376648
dyrrachium,0.19578295946121216,0.2753402888774872,0.16094768047332764,0.01204473152756691,0.2267267107963562,0.2153829038143158
using,0.24094825983047485,0.18766598403453827,0.17265799641609192,-0.029558077454566956,0.08514755219221115,0.2804589569568634
the,0.3733934462070465,0.48711544275283813,0.2257954627275467,-0.01540423184633255,0.2102738618850708,0.22068053483963013
most,0.35393568873405457,0.29933857917785645,0.10399110615253448,0.024445664137601852,0.18370795249938965,0.2107497900724411
sophisticated,0.21886655688285828,0.22633890807628632,0.1081600934267044,-0.012868713587522507,0.09955459088087082,0.22235803306102753
military,0.28924500942230225,0.24704936146736145,0.1443336009979248,0.0309983491897583,0.15181882679462433,0.1890317052602768
equipment,0.2219913750886917,0.157419353723526,0.13623103499412537,0.10073943436145782,0.13654562830924988,0.0920877456665039
of,0.2827862501144409,0.4069072902202606,0.2398476004600525,-0.03817026689648628,0.22933141887187958,0.1826142966747284
the,0.3733934462070465,0.48711544275283813,0.2257954627275467,-0.01540423184633255,0.2102738618850708,0.22068053483963013
time,0.36634087562561035,0.3641340136528015,0.17492717504501343,0.01301188487559557,0.2203833907842636,0.27391523122787476
",",0.3365725874900818,0.45456063747406006,0.22878289222717285,-0.0016132977325469255,0.2594279944896698,0.31091248989105225
but,0.4487357437610626,0.36023372411727905,0.16339410841464996,0.04136733338236809,0.21471917629241943,0.27921953797340393
to,0.42656609416007996,0.3636345863342285,0.16130879521369934,0.03782717138528824,0.16820268332958221,0.29463258385658264
no,0.19753101468086243,0.19955526292324066,0.03356650844216347,0.04497740417718887,0.1599038690328598,0.32165053486824036
avail,0.16124366223812103,0.1846548616886139,0.13086552917957306,0.04579426348209381,0.09800776094198227,0.24916505813598633
.,0.3541337847709656,0.40146201848983765,0.25747326016426086,-0.003708066651597619,0.19869175553321838,0.4130953550338745
