,the,rhine,gets,how,much,water,from,the,aare,?
the,1.0,0.30735138058662415,0.29983434081077576,0.33890387415885925,0.35023224353790283,0.297396719455719,0.40150508284568787,1.0,0.3575730621814728,0.22068053483963013
aare,0.3575730621814728,0.4274474084377289,0.16152900457382202,0.21682201325893402,0.1179317757487297,0.29801681637763977,0.15081119537353516,0.3575730621814728,0.9999999403953552,0.15954816341400146
more,0.39758381247520447,0.14227862656116486,0.27102917432785034,0.4319567084312439,0.5936280488967896,0.2764609456062317,0.2529715299606323,0.39758381247520447,0.1497913897037506,0.27894994616508484
than,0.3227543234825134,0.15938840806484222,0.3216051161289215,0.29763275384902954,0.632695198059082,0.26151132583618164,0.2633618414402008,0.3227543234825134,0.13611486554145813,0.24917294085025787
doubles,0.20648860931396484,0.0662539079785347,0.13166195154190063,0.1494646966457367,0.17282786965370178,0.13804049789905548,0.11132172495126724,0.20648860931396484,0.13363352417945862,0.13686959445476532
the,1.0,0.30735138058662415,0.29983434081077576,0.33890387415885925,0.35023224353790283,0.297396719455719,0.40150508284568787,1.0,0.3575730621814728,0.22068053483963013
rhine,0.30735138058662415,1.0,0.17751683294773102,0.09285783767700195,0.11189084500074387,0.18943050503730774,0.2181936800479889,0.30735138058662415,0.4274474084377289,0.13754533231258392
's,-0.01540423184633255,0.0778765007853508,-0.004911173600703478,-0.026164190843701363,0.06731651723384857,0.06513497978448868,-0.01936490088701248,-0.01540423184633255,0.04549746215343475,-0.023395681753754616
water,0.297396719455719,0.18943050503730774,0.2558956444263458,0.19594718515872955,0.2890187203884125,0.9999998807907104,0.197988361120224,0.297396719455719,0.29801681637763977,0.14731885492801666
discharge,0.2714732885360718,0.22111549973487854,0.2241688221693039,0.17195333540439606,0.22099870443344116,0.40258342027664185,0.15192848443984985,0.2714732885360718,0.2467837780714035,0.13592740893363953
",",0.4933079481124878,0.167837992310524,0.23885928094387054,0.22659391164779663,0.36182254552841187,0.26706066727638245,0.39760664105415344,0.4933079481124878,0.28579628467559814,0.31091248989105225
to,0.535392165184021,0.1736302673816681,0.301471084356308,0.44169697165489197,0.40610215067863464,0.27858173847198486,0.4069952368736267,0.535392165184021,0.17595672607421875,0.29463258385658264
an,0.4207492768764496,0.07200640439987183,0.18591181933879852,0.2520636022090912,0.2866077721118927,0.19103862345218658,0.20876385271549225,0.4207492768764496,0.2396610975265503,0.19793890416622162
average,0.27058175206184387,0.13968418538570404,0.2320365309715271,0.2824462950229645,0.3068808615207672,0.22530432045459747,0.14640052616596222,0.27058175206184387,0.23503205180168152,0.21764592826366425
of,0.733189046382904,0.2548927664756775,0.2648349702358246,0.2480744868516922,0.2671096920967102,0.2741255462169647,0.4249346852302551,0.733189046382904,0.30810537934303284,0.1826142966747284
nearly,0.3409946858882904,0.2093522697687149,0.2428070604801178,0.23273618519306183,0.3652237057685852,0.22948433458805084,0.3037787079811096,0.3409946858882904,0.2123902291059494,0.11670064926147461
"1,000",0.13923996686935425,0.24179764091968536,0.1683078408241272,-0.019969388842582703,0.09570673853158951,0.2030782699584961,0.1350962072610855,0.13923996686935425,0.21258841454982758,0.02905043587088585
m3/s,0.21639159321784973,0.1787276417016983,0.1274084746837616,0.1881266087293625,0.16530677676200867,0.185837984085083,0.1837160438299179,0.21639159321784973,0.14505894482135773,0.11470148712396622
(,0.33289089798927307,0.12381801009178162,0.21832524240016937,0.1676948219537735,0.21788647770881653,0.16755586862564087,0.25806233286857605,0.33289089798927307,0.24236388504505157,0.40561532974243164
"35,000",0.12094029784202576,0.1261415183544159,0.1916225701570511,0.14702372252941132,0.21189795434474945,0.23920032382011414,0.1525970697402954,0.12094029784202576,0.11740805208683014,0.0854649618268013
cu,0.1260254830121994,0.08786342293024063,0.14647507667541504,0.2411341667175293,0.2270694524049759,0.21979360282421112,0.13926726579666138,0.1260254830121994,0.1957438588142395,0.3576068878173828
ft/s,0.22741563618183136,0.23744693398475647,0.15462923049926758,0.2571173310279846,0.2520098090171814,0.30716830492019653,0.15030153095722198,0.22741563618183136,0.3338366448879242,0.27464672923088074
),0.3456730246543884,0.12686386704444885,0.20494695007801056,0.17939934134483337,0.22256317734718323,0.18243473768234253,0.2672361731529236,0.3456730246543884,0.23541472852230072,0.42300865054130554
",",0.4933079481124878,0.167837992310524,0.23885928094387054,0.22659391164779663,0.36182254552841187,0.26706066727638245,0.39760664105415344,0.4933079481124878,0.28579628467559814,0.31091248989105225
and,0.5171257257461548,0.22029656171798706,0.280393123626709,0.33647966384887695,0.38395699858665466,0.3054247498512268,0.3601827025413513,0.5171257257461548,0.24892477691173553,0.20544172823429108
provides,0.29657405614852905,0.21018657088279724,0.2748104929924011,0.201465904712677,0.24029313027858734,0.2299935221672058,0.22564493119716644,0.29657405614852905,0.2528575658798218,0.1500944346189499
more,0.39758381247520447,0.14227862656116486,0.27102917432785034,0.4319567084312439,0.5936280488967896,0.2764609456062317,0.2529715299606323,0.39758381247520447,0.1497913897037506,0.27894994616508484
than,0.3227543234825134,0.15938840806484222,0.3216051161289215,0.29763275384902954,0.632695198059082,0.26151132583618164,0.2633618414402008,0.3227543234825134,0.13611486554145813,0.24917294085025787
a,0.5829201340675354,0.1823403388261795,0.3092389404773712,0.29312583804130554,0.2958075702190399,0.2979097068309784,0.322764128446579,0.5829201340675354,0.35109081864356995,0.23916715383529663
fifth,0.39293691515922546,0.18492799997329712,0.1659538894891739,0.12033659219741821,0.1587502658367157,0.14271193742752075,0.26976606249809265,0.39293691515922546,0.12778374552726746,0.13128890097141266
of,0.733189046382904,0.2548927664756775,0.2648349702358246,0.2480744868516922,0.2671096920967102,0.2741255462169647,0.4249346852302551,0.733189046382904,0.30810537934303284,0.1826142966747284
the,1.0,0.30735138058662415,0.29983434081077576,0.33890387415885925,0.35023224353790283,0.297396719455719,0.40150508284568787,1.0,0.3575730621814728,0.22068053483963013
discharge,0.2714732885360718,0.22111549973487854,0.2241688221693039,0.17195333540439606,0.22099870443344116,0.40258342027664185,0.15192848443984985,0.2714732885360718,0.2467837780714035,0.13592740893363953
at,0.457212895154953,0.19469857215881348,0.19086095690727234,0.2154216170310974,0.23158283531665802,0.14569826424121857,0.3447161316871643,0.457212895154953,0.21055155992507935,0.21978627145290375
the,1.0,0.30735138058662415,0.29983434081077576,0.33890387415885925,0.35023224353790283,0.297396719455719,0.40150508284568787,1.0,0.3575730621814728,0.22068053483963013
dutch,0.1705695390701294,0.31772172451019287,0.13197079300880432,0.14990761876106262,0.1384192705154419,0.1223379522562027,0.15860356390476227,0.1705695390701294,0.29824209213256836,0.1081366017460823
border,0.2856229841709137,0.32308438420295715,0.12993982434272766,0.17563492059707642,0.13528436422348022,0.20266704261302948,0.2206592857837677,0.2856229841709137,0.27068591117858887,0.1706928312778473
.,0.5934505462646484,0.2089352011680603,0.2858801484107971,0.3287222981452942,0.3374604284763336,0.26634910702705383,0.41536515951156616,0.5934505462646484,0.2771930694580078,0.4130953550338745
