,who,thought,that,the,yuan,'s,social,class,system,should,n't,be,called,social,classes,?
the,0.3733934462070465,0.3509289622306824,0.5473989248275757,1.0,0.2548272907733917,-0.01540423184633255,0.21797899901866913,0.18034407496452332,0.3233085572719574,0.32399165630340576,-0.11449059844017029,0.4248143136501312,0.489897221326828,0.21797899901866913,0.21469499170780182,0.22068053483963013
historian,0.2563178241252899,0.23359611630439758,0.17623530328273773,0.17690813541412354,0.2474195808172226,0.022088583558797836,0.26471251249313354,0.10542915016412735,0.11693666130304337,0.13273072242736816,0.3384609520435333,0.10160414129495621,0.1356118768453598,0.26471251249313354,0.18045379221439362,0.14715451002120972
frederick,0.2823238670825958,0.2395884394645691,0.19353225827217102,0.24321560561656952,0.1531945914030075,-0.030423879623413086,0.1442311406135559,0.12010723352432251,0.10045506060123444,0.1244945079088211,0.024556001648306847,0.192618727684021,0.1295943409204483,0.1442311406135559,0.13075751066207886,0.16359178721904755
w.,-0.006161131896078587,-0.12737153470516205,0.01930645853281021,0.007494001649320126,-0.07074526697397232,-0.05953061953186989,-0.04165301099419594,-0.00317627121694386,0.009416637010872364,-0.08906611055135727,0.050077538937330246,-0.11145254969596863,0.0064161368645727634,-0.04165301099419594,0.048537980765104294,-0.07353907823562622
mote,0.24427224695682526,0.2449619024991989,0.25144991278648376,0.2048702836036682,0.10998611897230148,0.09774325788021088,0.27091315388679504,0.03608635067939758,0.2201123833656311,0.23101656138896942,0.015598517842590809,0.2030184119939804,0.19182704389095306,0.27091315388679504,0.051787931472063065,0.23141184449195862
wrote,0.2670581638813019,0.38084959983825684,0.27484676241874695,0.2426944375038147,0.1365201771259308,0.07554080337285995,0.20878705382347107,0.07288670539855957,0.08878645300865173,0.1951880306005478,0.17898428440093994,0.18142859637737274,0.32360464334487915,0.20878705382347107,0.09910808503627777,0.19322504103183746
that,0.45444270968437195,0.520185112953186,1.0,0.5473989248275757,0.21402506530284882,0.04397977516055107,0.23622825741767883,0.23035554587841034,0.3088737428188324,0.4588061273097992,-0.130638986825943,0.6036020517349243,0.41604554653167725,0.23622825741767883,0.281128466129303,0.32716336846351624
the,0.3733934462070465,0.3509289622306824,0.5473989248275757,1.0,0.2548272907733917,-0.01540423184633255,0.21797899901866913,0.18034407496452332,0.3233085572719574,0.32399165630340576,-0.11449059844017029,0.4248143136501312,0.489897221326828,0.21797899901866913,0.21469499170780182,0.22068053483963013
usage,0.1091339960694313,0.16170541942119598,0.2612724304199219,0.23839639127254486,0.11554530262947083,-0.03959100693464279,0.1873609870672226,0.19528082013130188,0.1975541114807129,0.2690621018409729,-0.007705765310674906,0.3284204602241516,0.15670403838157654,0.1873609870672226,0.20895008742809296,0.20954200625419617
of,0.2827862501144409,0.34673458337783813,0.41498205065727234,0.733189046382904,0.22696353495121002,-0.03817026689648628,0.2605111300945282,0.19740594923496246,0.25597915053367615,0.23792634904384613,-0.021397603675723076,0.33904364705085754,0.4222904443740845,0.2605111300945282,0.19099700450897217,0.1826142966747284
the,0.3733934462070465,0.3509289622306824,0.5473989248275757,1.0,0.2548272907733917,-0.01540423184633255,0.21797899901866913,0.18034407496452332,0.3233085572719574,0.32399165630340576,-0.11449059844017029,0.4248143136501312,0.489897221326828,0.21797899901866913,0.21469499170780182,0.22068053483963013
term,0.19649659097194672,0.2901357412338257,0.2833994925022125,0.2740369141101837,0.08738140761852264,-0.02037568762898445,0.1878366321325302,0.14871956408023834,0.19368985295295715,0.2080947309732437,0.05871300771832466,0.2703228294849396,0.33549433946609497,0.1878366321325302,0.17266574501991272,0.1901002675294876
``,0.02397952415049076,0.0043426984921097755,0.05285148695111275,0.029072100296616554,0.12237913906574249,-0.03416389226913452,0.0685405433177948,0.02498270943760872,0.07236211001873016,0.14615385234355927,0.1096503809094429,0.07670000940561295,0.00907047651708126,0.0685405433177948,0.09387548267841339,0.0685480609536171
social,0.26409217715263367,0.2106848657131195,0.23622825741767883,0.21797899901866913,0.11263108998537064,0.030711397528648376,1.0,0.23502901196479797,0.1552564948797226,0.2230125218629837,0.11455043405294418,0.1878766417503357,0.14653752744197845,1.0,0.320081502199173,0.1615191102027893
classes,0.1798713654279709,0.2500893771648407,0.281128466129303,0.21469499170780182,0.17328386008739471,-0.04030177742242813,0.320081502199173,0.7096753120422363,0.1976381242275238,0.20091570913791656,-0.01686801202595234,0.2610863149166107,0.20102816820144653,0.320081502199173,1.0000001192092896,0.14397528767585754
'',0.024401003494858742,0.0635923370718956,0.007880004122853279,0.041273195296525955,0.044363681226968765,-0.04859459400177002,0.01732291281223297,0.025240737944841385,-0.018831472843885422,0.09159162640571594,0.017899289727211,0.08835477381944656,0.021102847531437874,0.01732291281223297,-0.03639832139015198,0.018684765323996544
for,0.37110671401023865,0.303140789270401,0.4137635827064514,0.4739971458911896,0.12319284677505493,-0.07241261005401611,0.2460131198167801,0.17833863198757172,0.2630598843097687,0.3225788176059723,-0.05512906610965729,0.3801851272583008,0.29870352149009705,0.2460131198167801,0.20599915087223053,0.264628142118454
this,0.3345087468624115,0.44812071323394775,0.6909449696540833,0.6274310946464539,0.1771337389945984,0.02106832154095173,0.18580013513565063,0.23250019550323486,0.3294329345226288,0.5047021508216858,-0.11459717154502869,0.566177248954773,0.41327622532844543,0.18580013513565063,0.2573593854904175,0.3155723512172699
system,0.1550477296113968,0.22163662314414978,0.3088737428188324,0.3233085572719574,0.1740504801273346,0.04329425096511841,0.1552564948797226,0.16998769342899323,1.0000001192092896,0.22338896989822388,-0.0648522898554802,0.24878063797950745,0.23914183676242828,0.1552564948797226,0.1976381242275238,0.15556083619594574
