,to,what,body,are,certain,powers,explicitly,specified,as,being,reserved,for,?
the,0.535392165184021,0.42745697498321533,0.31682634353637695,0.40399202704429626,0.392071396112442,0.25233519077301025,0.24453070759773254,0.34709250926971436,0.48381632566452026,0.419739305973053,0.23639146983623505,0.4739971458911896,0.22068053483963013
act,0.24833928048610687,0.2622668445110321,0.2093164175748825,0.22266654670238495,0.3477593660354614,0.24709026515483856,0.24417617917060852,0.21772247552871704,0.2497578263282776,0.24027076363563538,0.20842619240283966,0.22890116274356842,0.1482519507408142
delineates,0.25675201416015625,0.28072619438171387,0.27565494179725647,0.31071737408638,0.2978902757167816,0.18512143194675446,0.330915242433548,0.38671523332595825,0.28658032417297363,0.28765669465065,0.19092094898223877,0.263692706823349,0.24959427118301392
the,0.535392165184021,0.42745697498321533,0.31682634353637695,0.40399202704429626,0.392071396112442,0.25233519077301025,0.24453070759773254,0.34709250926971436,0.48381632566452026,0.419739305973053,0.23639146983623505,0.4739971458911896,0.22068053483963013
legislative,0.2195226103067398,0.22232688963413239,0.23851090669631958,0.16996347904205322,0.2444199174642563,0.3353835940361023,0.2083054631948471,0.20135904848575592,0.19725129008293152,0.14060664176940918,0.18031933903694153,0.1881977766752243,0.1654243916273117
competence,0.33958306908607483,0.39366716146469116,0.20319683849811554,0.2953389585018158,0.3759305775165558,0.3453468084335327,0.38379496335983276,0.25905370712280273,0.30383196473121643,0.35287562012672424,0.21630267798900604,0.32811132073402405,0.2752470076084137
of,0.41548454761505127,0.33290785551071167,0.25063133239746094,0.39081433415412903,0.40204232931137085,0.22709226608276367,0.1696290224790573,0.2521151006221771,0.3886612355709076,0.34885138273239136,0.22991587221622467,0.4185989499092102,0.1826142966747284
the,0.535392165184021,0.42745697498321533,0.31682634353637695,0.40399202704429626,0.392071396112442,0.25233519077301025,0.24453070759773254,0.34709250926971436,0.48381632566452026,0.419739305973053,0.23639146983623505,0.4739971458911896,0.22068053483963013
parliament,0.20290622115135193,0.21650300920009613,0.19982732832431793,0.09480422735214233,0.18643485009670258,0.3280940353870392,0.15118245780467987,0.1337592452764511,0.1639251410961151,0.17365151643753052,0.18815168738365173,0.23382046818733215,0.1586504578590393
–,0.19410304725170135,0.13008765876293182,0.1358332633972168,0.08885963261127472,0.11780957132577896,0.13439710438251495,0.07458337396383286,0.07978419959545135,0.23975129425525665,0.11976876854896545,0.07583175599575043,0.2408909648656845,0.2714554965496063
