,what,is,565,°c,the,creep,limit,of,?
without,0.3181614279747009,0.22869740426540375,0.06325960904359818,0.08816150575876236,0.3270869255065918,0.22455300390720367,0.3057842552661896,0.3081340193748474,0.2928665280342102
the,0.42745697498321533,0.5823672413825989,-0.05608091130852699,0.1833128035068512,1.0,0.22102582454681396,0.26700517535209656,0.733189046382904,0.22068053483963013
pressure,0.2625555694103241,0.19239991903305054,-0.04772249609231949,0.4104880690574646,0.28285476565361023,0.26082271337509155,0.25116586685180664,0.22627468407154083,0.142023503780365
reaching,0.2432754784822464,0.22471533715724945,-0.12631812691688538,0.2782684564590454,0.3691650927066803,0.21701134741306305,0.29792430996894836,0.2953004240989685,0.13075216114521027
supercritical,0.3224208950996399,0.23731732368469238,0.019736260175704956,0.31062716245651245,0.2934645414352417,0.33696186542510986,0.24144665896892548,0.3016134798526764,0.3207375705242157
levels,0.21641245484352112,0.2141042947769165,-0.09906996786594391,0.24086013436317444,0.286034494638443,0.20840895175933838,0.30878642201423645,0.23668165504932404,0.1541307419538498
for,0.3017193675041199,0.43268078565597534,-0.002205647062510252,0.11803197115659714,0.4739971458911896,0.22384199500083923,0.21607312560081482,0.4185989499092102,0.264628142118454
the,0.42745697498321533,0.5823672413825989,-0.05608091130852699,0.1833128035068512,1.0,0.22102582454681396,0.26700517535209656,0.733189046382904,0.22068053483963013
working,0.2846863269805908,0.20290212333202362,0.01835922710597515,0.09412510693073273,0.25857484340667725,0.1890357881784439,0.1367628127336502,0.19986772537231445,0.17154020071029663
fluid,0.20682886242866516,0.23022614419460297,0.07083526998758316,0.2719866633415222,0.23256433010101318,0.2695906162261963,0.22712719440460205,0.217294842004776,0.18212400376796722
",",0.3087472915649414,0.4691906273365021,0.04755565524101257,0.20395596325397491,0.4933079481124878,0.29048487544059753,0.2177477329969406,0.4946078956127167,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,-0.05608091130852699,0.1833128035068512,1.0,0.22102582454681396,0.26700517535209656,0.733189046382904,0.22068053483963013
temperature,0.26338207721710205,0.2979726195335388,-0.03545274958014488,0.7912421226501465,0.27585095167160034,0.19812175631523132,0.231830894947052,0.21649840474128723,0.2011885941028595
range,0.19613829255104065,0.2467041313648224,-0.010842224583029747,0.2928276062011719,0.2311336100101471,0.2446163296699524,0.18742229044437408,0.234999418258667,0.1204894632101059
the,0.42745697498321533,0.5823672413825989,-0.05608091130852699,0.1833128035068512,1.0,0.22102582454681396,0.26700517535209656,0.733189046382904,0.22068053483963013
cycle,0.17920038104057312,0.20626789331436157,0.027009068056941032,0.16934403777122498,0.2701641917228699,0.08218394219875336,0.11491575092077255,0.255176842212677,0.07156776636838913
can,0.34502777457237244,0.44256699085235596,-0.021316872909665108,0.21689406037330627,0.312528520822525,0.29156234860420227,0.30807963013648987,0.2603091299533844,0.3226337134838104
operate,0.23576132953166962,0.24157488346099854,-0.15988986194133759,0.1923714578151703,0.23581141233444214,0.16481323540210724,0.30801281332969666,0.22024419903755188,0.16664595901966095
over,0.28007611632347107,0.2159561663866043,0.014351233839988708,0.16711844503879547,0.39856547117233276,0.1908523142337799,0.28550195693969727,0.36136594414711,0.25742942094802856
is,0.28837618231773376,1.0,-0.04684249311685562,0.22964106500148773,0.5823672413825989,0.1776452362537384,0.18270912766456604,0.4854315221309662,0.22961433231830597
quite,0.4139309525489807,0.3340429961681366,0.007306191138923168,0.20783355832099915,0.3001116216182709,0.30220597982406616,0.20484505593776703,0.2703956961631775,0.2597154676914215
small,0.2504110634326935,0.32085540890693665,-0.043918803334236145,0.1760285645723343,0.39655908942222595,0.2621586322784424,0.1991608887910843,0.353353351354599,0.13914890587329865
;,0.10986888408660889,0.05324986204504967,-0.03624822944402695,0.08348912745714188,0.09152708947658539,-0.05254029482603073,0.15844959020614624,0.054534342139959335,0.10349778085947037
in,0.30808621644973755,0.5394441485404968,-0.058634065091609955,0.19822709262371063,0.6662389636039734,0.17250293493270874,0.18465836346149445,0.5696388483047485,0.20430970191955566
steam,0.15672586858272552,0.13029660284519196,-0.03046070784330368,0.2956800162792206,0.23105813562870026,0.23246358335018158,0.2183862179517746,0.20239725708961487,0.113324373960495
turbines,0.17412316799163818,0.24277569353580475,-0.06002184376120567,0.2771194279193878,0.2202165722846985,0.23915700614452362,0.19111190736293793,0.2403727024793625,0.18342499434947968
",",0.3087472915649414,0.4691906273365021,0.04755565524101257,0.20395596325397491,0.4933079481124878,0.29048487544059753,0.2177477329969406,0.4946078956127167,0.31091248989105225
turbine,0.1404699683189392,0.20463748276233673,-0.05568554252386093,0.26654452085494995,0.1799832284450531,0.203902468085289,0.16125503182411194,0.17630848288536072,0.16315746307373047
entry,0.23903775215148926,0.20053718984127045,-0.021607711911201477,0.19195382297039032,0.22964252531528473,0.18510767817497253,0.10843716561794281,0.19316929578781128,0.21010564267635345
temperatures,0.2523624897003174,0.2816123366355896,-0.07375955581665039,0.804628312587738,0.27544233202934265,0.24571359157562256,0.24318644404411316,0.2011728584766388,0.1895846426486969
are,0.29724663496017456,0.5330929756164551,-0.1296689212322235,0.21137309074401855,0.40399202704429626,0.29231008887290955,0.2355981469154358,0.39081433415412903,0.24591213464736938
typically,0.2460547685623169,0.3483496606349945,0.01041890773922205,0.24901489913463593,0.33345210552215576,0.25378844141960144,0.274140864610672,0.28964799642562866,0.14485043287277222
565,-0.01010981760919094,-0.04684249311685562,0.9999999403953552,-0.09881697595119476,-0.05608091130852699,0.05002518370747566,-0.052176184952259064,-0.008972309529781342,0.04664429649710655
°c,0.2101275473833084,0.22964106500148773,-0.09881697595119476,0.9999998807907104,0.1833128035068512,0.16568946838378906,0.22441022098064423,0.11791849136352539,0.2095707356929779
(,0.2411840260028839,0.35393038392066956,0.06062036380171776,0.18779537081718445,0.33289089798927307,0.27018865942955017,0.25329461693763733,0.35032153129577637,0.40561532974243164
the,0.42745697498321533,0.5823672413825989,-0.05608091130852699,0.1833128035068512,1.0,0.22102582454681396,0.26700517535209656,0.733189046382904,0.22068053483963013
creep,0.26688215136528015,0.1776452362537384,0.05002518370747566,0.16568946838378906,0.22102582454681396,1.0000001192092896,0.17381221055984497,0.17742307484149933,0.2452622950077057
limit,0.2810012400150299,0.18270912766456604,-0.052176184952259064,0.22441022098064423,0.26700517535209656,0.17381221055984497,0.9999999403953552,0.2516467273235321,0.20747125148773193
of,0.33290785551071167,0.4854315221309662,-0.008972309529781342,0.11791849136352539,0.733189046382904,0.17742307484149933,0.2516467273235321,1.0,0.1826142966747284
stainless,0.14949248731136322,0.2879413366317749,0.03212316706776619,0.2782198190689087,0.2241213619709015,0.22124549746513367,0.18752184510231018,0.2112928181886673,0.23092426359653473
steel,0.1452551931142807,0.17788487672805786,-0.06102122366428375,0.1736268401145935,0.23159778118133545,0.16085709631443024,0.1465432196855545,0.21713677048683167,0.15723858773708344
),0.26259949803352356,0.37732169032096863,0.07940191775560379,0.20858174562454224,0.3456730246543884,0.27424347400665283,0.24518834054470062,0.3680361211299896,0.42300865054130554
and,0.31309178471565247,0.3859752118587494,0.0009540963219478726,0.1996351182460785,0.5171257257461548,0.31333521008491516,0.2629512846469879,0.5116966962814331,0.20544172823429108
condenser,0.2606344223022461,0.29313454031944275,0.01484773587435484,0.4187655448913574,0.26016345620155334,0.2507820725440979,0.2687492370605469,0.2694534957408905,0.1732601672410965
temperatures,0.2523624897003174,0.2816123366355896,-0.07375955581665039,0.804628312587738,0.27544233202934265,0.24571359157562256,0.24318644404411316,0.2011728584766388,0.1895846426486969
are,0.29724663496017456,0.5330929756164551,-0.1296689212322235,0.21137309074401855,0.40399202704429626,0.29231008887290955,0.2355981469154358,0.39081433415412903,0.24591213464736938
around,0.27475327253341675,0.286477267742157,-0.03306373208761215,0.23173081874847412,0.40085816383361816,0.1700601428747177,0.19066135585308075,0.3296394646167755,0.14729668200016022
30,-0.04443084076046944,0.01582122966647148,-0.04068414121866226,-0.06742264330387115,0.0730796679854393,0.020945539698004723,0.017084650695323944,0.003304550424218178,-0.08261742442846298
°c,0.2101275473833084,0.22964106500148773,-0.09881697595119476,0.9999998807907104,0.1833128035068512,0.16568946838378906,0.22441022098064423,0.11791849136352539,0.2095707356929779
.,0.3567904531955719,0.4569662809371948,0.0025189050938934088,0.24608337879180908,0.5934505462646484,0.29250285029411316,0.2149888575077057,0.5352458953857422,0.4130953550338745
