,who,is,methodism,'s,revered,founder,?
such,0.2594927251338959,0.23545363545417786,0.1957007348537445,0.05073437839746475,0.18049071729183197,0.1589193195104599,0.17851735651493073
exemplary,0.3324614465236664,0.20267631113529205,0.2509618103504181,-0.06495197862386703,0.16753455996513367,0.08101965487003326,0.23616957664489746
saints,0.24135389924049377,0.23882900178432465,0.46808722615242004,0.07295840233564377,0.27980244159698486,0.22070369124412537,0.1782425343990326
include,0.15078489482402802,0.28863582015037537,0.18929839134216309,-0.07849370688199997,0.16066758334636688,0.12647421658039093,0.14925788342952728
martyrs,0.2146632969379425,0.14308741688728333,0.4303217828273773,0.058476611971855164,0.4658464789390564,0.254511296749115,0.1275576502084732
",",0.3365725874900818,0.4691906273365021,0.2742699086666107,-0.0016132977325469255,0.2528083324432373,0.2440452128648758,0.31091248989105225
confessors,0.3282344341278076,0.18134647607803345,0.40037819743156433,0.03796958923339844,0.31079137325286865,0.19440938532352448,0.18980196118354797
of,0.2827862501144409,0.4854315221309662,0.3017388582229614,-0.03817026689648628,0.2876946032047272,0.25088685750961304,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.1990700513124466,-0.01540423184633255,0.29630452394485474,0.24715600907802582,0.22068053483963013
faith,0.28115373849868774,0.2154717594385147,0.44531458616256714,0.07204221934080124,0.29324671626091003,0.1757802665233612,0.2833177447319031
",",0.3365725874900818,0.4691906273365021,0.2742699086666107,-0.0016132977325469255,0.2528083324432373,0.2440452128648758,0.31091248989105225
evangelists,0.30159440636634827,0.13201665878295898,0.5553064346313477,0.10539214313030243,0.3245094418525696,0.2794930934906006,0.16212449967861176
",",0.3365725874900818,0.4691906273365021,0.2742699086666107,-0.0016132977325469255,0.2528083324432373,0.2440452128648758,0.31091248989105225
or,0.31144875288009644,0.41870999336242676,0.19262699782848358,0.06871571391820908,0.20398369431495667,0.09910042583942413,0.32389625906944275
important,0.23735733330249786,0.350485235452652,0.16559246182441711,-0.0359678789973259,0.22165942192077637,0.18565501272678375,0.17812499403953552
biblical,0.20619791746139526,0.16487576067447662,0.41410595178604126,0.0188311580568552,0.2757025957107544,0.13205823302268982,0.1909967064857483
figures,0.2154833972454071,0.21731525659561157,0.1658996045589447,0.03680308163166046,0.25229108333587646,0.11419332027435303,0.15584851801395416
such,0.2594927251338959,0.23545363545417786,0.1957007348537445,0.05073437839746475,0.18049071729183197,0.1589193195104599,0.17851735651493073
as,0.3923053741455078,0.43216490745544434,0.22455306351184845,-0.05775856226682663,0.24885717034339905,0.23938928544521332,0.27043893933296204
saint,0.19721253216266632,0.2384635955095291,0.2928639054298401,0.09386444836854935,0.12496674805879593,0.2239055335521698,0.15690264105796814
matthew,0.25327014923095703,0.2185521125793457,0.24010895192623138,0.054623790085315704,0.15780377388000488,0.16911110281944275,0.08641620725393295
",",0.3365725874900818,0.4691906273365021,0.2742699086666107,-0.0016132977325469255,0.2528083324432373,0.2440452128648758,0.31091248989105225
lutheran,0.20221543312072754,0.1802605539560318,0.6132871508598328,0.04349266365170479,0.30414509773254395,0.1978517472743988,0.1752520203590393
theologian,0.2763800621032715,0.1712559312582016,0.4703552722930908,0.061118725687265396,0.2719588577747345,0.3433420658111572,0.1625964343547821
and,0.41279885172843933,0.3859752118587494,0.19588106870651245,0.06895173341035843,0.2550666034221649,0.22729523479938507,0.20544172823429108
martyr,0.2732833921909332,0.13585898280143738,0.454785019159317,0.07193611562252045,0.4353950619697571,0.27498579025268555,0.17592120170593262
to,0.42656609416007996,0.42745086550712585,0.23387138545513153,0.03782717138528824,0.1654365062713623,0.1436357945203781,0.29463258385658264
the,0.3733934462070465,0.5823672413825989,0.1990700513124466,-0.01540423184633255,0.29630452394485474,0.24715600907802582,0.22068053483963013
nazis,0.29550155997276306,0.17991946637630463,0.267362117767334,0.11501337587833405,0.15169191360473633,0.10342707484960556,0.1800263673067093
dietrich,0.25614434480667114,0.17576982080936432,0.21193915605545044,0.03449017181992531,0.1425892859697342,0.20121213793754578,0.16628900170326233
bonhoeffer,0.32648247480392456,0.171687051653862,0.37119948863983154,0.09447018802165985,0.16398824751377106,0.2864566147327423,0.22289560735225677
",",0.3365725874900818,0.4691906273365021,0.2742699086666107,-0.0016132977325469255,0.2528083324432373,0.2440452128648758,0.31091248989105225
salvation,0.3019530177116394,0.21613940596580505,0.40977105498313904,-0.0007873677532188594,0.2585637867450714,0.25297436118125916,0.2133665680885315
army,0.2866576313972473,0.15909184515476227,0.18120485544204712,0.03417222201824188,0.1621422916650772,0.16037026047706604,0.180583193898201
founder,0.28227898478507996,0.1966208815574646,0.30665093660354614,-0.033734891563653946,0.3074241280555725,1.0,0.13665783405303955
william,0.32068803906440735,0.13717274367809296,0.25886741280555725,0.00675395829603076,0.14569085836410522,0.21602483093738556,0.14462219178676605
booth,0.33375662565231323,0.130221888422966,0.20374491810798645,0.03848238289356232,0.1219950020313263,0.12430668622255325,0.12951403856277466
",",0.3365725874900818,0.4691906273365021,0.2742699086666107,-0.0016132977325469255,0.2528083324432373,0.2440452128648758,0.31091248989105225
african,0.2475580871105194,0.17217126488685608,0.3188159763813019,0.10166449844837189,0.204800546169281,0.17055365443229675,0.11862778663635254
missionary,0.31613901257514954,0.14566698670387268,0.46357262134552,-0.025690406560897827,0.24574986100196838,0.2939840257167816,0.163160502910614
david,0.26544609665870667,0.14622443914413452,0.1957046389579773,-0.00819597952067852,0.17546215653419495,0.20098505914211273,0.04158485680818558
livingstone,0.28118500113487244,0.1451943814754486,0.3511779308319092,0.019536687061190605,0.1691872477531433,0.12340442836284637,0.20082980394363403
and,0.41279885172843933,0.3859752118587494,0.19588106870651245,0.06895173341035843,0.2550666034221649,0.22729523479938507,0.20544172823429108
methodism,0.19731736183166504,0.13992632925510406,1.0,-0.04710226505994797,0.3936835825443268,0.30665093660354614,0.18589207530021667
's,0.05599616840481758,0.02396530658006668,-0.04710226505994797,0.9999999403953552,0.01918668858706951,-0.033734891563653946,-0.023395681753754616
revered,0.27421364188194275,0.18281331658363342,0.3936835825443268,0.01918668858706951,0.9999999403953552,0.3074241280555725,0.12730860710144043
founder,0.28227898478507996,0.1966208815574646,0.30665093660354614,-0.033734891563653946,0.3074241280555725,1.0,0.13665783405303955
john,0.30388808250427246,0.16449548304080963,0.2788957953453064,-0.1023898646235466,0.18540775775909424,0.19505660235881805,0.13162356615066528
wesley,0.2321225255727768,0.1397479772567749,0.4476824402809143,0.015119718387722969,0.2649572193622589,0.23066864907741547,0.1662333607673645
