,who,made,early,colour,videos,of,the,show,?
early,0.23985694348812103,0.23704665899276733,1.0000001192092896,0.15861713886260986,0.1685047745704651,0.30937549471855164,0.34442198276519775,0.23138250410556793,0.15272949635982513
colour,0.12639816105365753,0.2565160393714905,0.15861713886260986,0.9999999403953552,0.16196271777153015,0.1579323709011078,0.23851054906845093,0.21704064309597015,0.1683434098958969
videotape,0.3059300184249878,0.19932116568088531,0.21337750554084778,0.1676924228668213,0.6303415894508362,0.22991187870502472,0.2789892852306366,0.29054298996925354,0.1862143874168396
recordings,0.1747128665447235,0.2572125196456909,0.23439639806747437,0.14909030497074127,0.39223986864089966,0.17864534258842468,0.21458035707473755,0.22646668553352356,0.18278516829013824
made,0.2576322853565216,1.0,0.23704665899276733,0.2565160393714905,0.17687582969665527,0.33167365193367004,0.3885267674922943,0.23364688456058502,0.17218779027462006
off-air,0.2520935535430908,0.193137064576149,0.18613597750663757,0.21843841671943665,0.2891789674758911,0.2470606416463852,0.3000775873661041,0.25582578778266907,0.2015172243118286
by,0.39727845788002014,0.34175434708595276,0.25586557388305664,0.19254647195339203,0.21823346614837646,0.3646814823150635,0.4408751428127289,0.2779667377471924,0.17966607213020325
fans,0.2800639271736145,0.2667636573314667,0.16525618731975555,0.13794630765914917,0.29319319128990173,0.14162687957286835,0.2338283360004425,0.2043827325105667,0.09329766035079956
have,0.39246654510498047,0.2891587018966675,0.30266791582107544,0.2740582823753357,0.24947179853916168,0.3802283704280853,0.40389683842658997,0.33534201979637146,0.32991164922714233
also,0.47919341921806335,0.39542055130004883,0.3118421137332916,0.24825823307037354,0.28329452872276306,0.4924938678741455,0.6021018624305725,0.32992470264434814,0.21848613023757935
been,0.3295723795890808,0.27026844024658203,0.38275954127311707,0.17407186329364777,0.22211948037147522,0.31685134768486023,0.3563927710056305,0.23647178709506989,0.24354910850524902
retrieved,0.03332629054784775,0.11902127414941788,0.15085285902023315,0.12245656549930573,0.2520878314971924,0.20252205431461334,0.1810625195503235,0.15193477272987366,0.2560236155986786
",",0.3365725874900818,0.32507219910621643,0.3022546172142029,0.18531686067581177,0.18390639126300812,0.4946078956127167,0.4933079481124878,0.31928569078445435,0.31091248989105225
as,0.3923053741455078,0.40740177035331726,0.2809016704559326,0.23191599547863007,0.16623139381408691,0.3886612355709076,0.48381632566452026,0.30768129229545593,0.27043893933296204
well,0.3480316996574402,0.2585557997226715,0.3616601526737213,0.18643781542778015,0.23502011597156525,0.3343164324760437,0.42630070447921753,0.2877497673034668,0.24815571308135986
as,0.3923053741455078,0.40740177035331726,0.2809016704559326,0.23191599547863007,0.16623139381408691,0.3886612355709076,0.48381632566452026,0.30768129229545593,0.27043893933296204
excerpts,0.11823350936174393,0.16214407980442047,0.20440448820590973,0.12623363733291626,0.3418210446834564,0.2266622632741928,0.2258518636226654,0.19929280877113342,0.20234771072864532
filmed,0.1369626671075821,0.2328634411096573,0.14860327541828156,0.18787990510463715,0.4186685383319855,0.19801081717014313,0.2799699008464813,0.29242947697639465,0.12269312888383865
from,0.27839982509613037,0.23003742098808289,0.2746177613735199,0.19953623414039612,0.1468503773212433,0.4249346852302551,0.40150508284568787,0.2004580795764923,0.19969791173934937
the,0.3733934462070465,0.3885267674922943,0.34442198276519775,0.23851054906845093,0.1845635622739792,0.733189046382904,1.0,0.319829523563385,0.22068053483963013
television,0.2515988349914551,0.1979951560497284,0.23914358019828796,0.17819499969482422,0.3845294415950775,0.21995750069618225,0.24569597840309143,0.5277389287948608,0.16825827956199646
screen,0.19978530704975128,0.20024517178535461,0.15733708441257477,0.24563905596733093,0.3116419017314911,0.1909627914428711,0.2616176903247833,0.3228834867477417,0.1954205334186554
onto,0.15750892460346222,0.2516690790653229,0.12894640862941742,0.19736339151859283,0.20980408787727356,0.18590226769447327,0.26941725611686707,0.22092194855213165,0.1694815307855606
8,0.001927281147800386,0.006060286890715361,0.07135147601366043,0.056539829820394516,0.018250418826937675,0.03280399739742279,0.0063715726137161255,0.03225558623671532,-0.04056251794099808
mm,0.05281795561313629,0.14905840158462524,0.12499763071537018,0.2562684714794159,0.10884853452444077,0.16425222158432007,0.20466946065425873,0.0963650643825531,0.16094553470611572
cine,0.12215851992368698,0.2031836062669754,0.12014268338680267,0.14376308023929596,0.2808312177658081,0.1926148384809494,0.2650967240333557,0.1633574664592743,0.1490994542837143
film,0.16308167576789856,0.12445706129074097,0.1316242665052414,0.1539783924818039,0.26821109652519226,0.22166931629180908,0.2824619710445404,0.20821957290172577,0.16369038820266724
and,0.41279885172843933,0.34954607486724854,0.29847630858421326,0.2599288821220398,0.22399841248989105,0.5116966962814331,0.5171257257461548,0.3455478549003601,0.20544172823429108
clips,0.18652378022670746,0.26439541578292847,0.21060778200626373,0.16213871538639069,0.531352162361145,0.19882121682167053,0.21622200310230255,0.27191421389579773,0.19700689613819122
that,0.45444270968437195,0.3437977731227875,0.29580917954444885,0.2663874924182892,0.23369722068309784,0.41498205065727234,0.5473989248275757,0.3486354649066925,0.32716336846351624
were,0.3188014328479767,0.32412371039390564,0.39198037981987,0.14955520629882812,0.15912555158138275,0.34038281440734863,0.3906462490558624,0.22895647585391998,0.17890112102031708
shown,0.16586925089359283,0.27820807695388794,0.17963722348213196,0.2685569226741791,0.24148203432559967,0.24332952499389648,0.3387985825538635,0.6074616312980652,0.2433658242225647
on,0.2340552806854248,0.37619519233703613,0.2426261156797409,0.24079640209674835,0.27986201643943787,0.3966929316520691,0.5107308030128479,0.3708709180355072,0.2714994251728058
other,0.3612329661846161,0.2986699640750885,0.2753033936023712,0.23834800720214844,0.2950907349586487,0.38583824038505554,0.44152235984802246,0.2846641540527344,0.24682199954986572
programmes,0.2315400391817093,0.22811661660671234,0.18759773671627045,0.2510587275028229,0.4210675060749054,0.1955287903547287,0.24291597306728363,0.4138750433921814,0.20130415260791779
.,0.3541337847709656,0.4032190144062042,0.3224305212497711,0.22638516128063202,0.19818590581417084,0.5352458953857422,0.5934505462646484,0.3016606271266937,0.4130953550338745
