,how,is,the,pauli,exclusion,priciple,manifested,in,the,macro,world,?
while,0.2918691337108612,0.2713196575641632,0.39804592728614807,0.19051314890384674,0.2588047683238983,0.23213361203670502,0.19439634680747986,0.3399278521537781,0.39804592728614807,0.14467455446720123,0.22000740468502045,0.21076419949531555
this,0.45272302627563477,0.480927973985672,0.6274310946464539,0.17301876842975616,0.35714489221572876,0.36189258098602295,0.31992098689079285,0.45205554366111755,0.6274310946464539,0.22392012178897858,0.2903963327407837,0.3155723512172699
effect,0.3210693895816803,0.17614969611167908,0.2865084111690521,0.2049577236175537,0.2732303738594055,0.3131827414035797,0.2724449932575226,0.25150683522224426,0.2865084111690521,0.21518227458000183,0.14030802249908447,0.1783771812915802
is,0.22544461488723755,1.0,0.5823672413825989,0.1987379640340805,0.22023797035217285,0.3211168646812439,0.19463805854320526,0.5394441485404968,0.5823672413825989,0.13827729225158691,0.24458536505699158,0.22961433231830597
manifested,0.24055074155330658,0.19463805854320526,0.2569316029548645,0.2096516191959381,0.3198379874229431,0.33898651599884033,0.9999999403953552,0.21912017464637756,0.2569316029548645,0.19448821246623993,0.1876680850982666,0.16280679404735565
macroscopically,0.3214488625526428,0.23148617148399353,0.283246248960495,0.24418938159942627,0.23806843161582947,0.36610960960388184,0.3008204996585846,0.21343174576759338,0.283246248960495,0.5031233429908752,0.21071262657642365,0.1723012626171112
as,0.33782753348350525,0.43216490745544434,0.48381632566452026,0.1490502655506134,0.21115076541900635,0.2520083487033844,0.26766669750213623,0.3887844979763031,0.48381632566452026,0.20556800067424774,0.22848254442214966,0.27043893933296204
a,0.29312583804130554,0.658733606338501,0.5829201340675354,0.20015431940555573,0.2458931803703308,0.2668837308883667,0.24464201927185059,0.539380669593811,0.5829201340675354,0.2630957067012787,0.22239887714385986,0.23916715383529663
structural,0.24518145620822906,0.18122926354408264,0.205324187874794,0.19786980748176575,0.25349393486976624,0.34267958998680115,0.21250931918621063,0.2507881224155426,0.205324187874794,0.21601703763008118,0.17062126100063324,0.1448175609111786
force,0.16030928492546082,0.22036980092525482,0.2800885736942291,0.24479366838932037,0.24411875009536743,0.203079491853714,0.21486882865428925,0.21744468808174133,0.2800885736942291,0.19416086375713348,0.18042229115962982,0.1650998443365097
",",0.22659391164779663,0.4691906273365021,0.4933079481124878,0.2810521125793457,0.25741592049598694,0.281059592962265,0.20192638039588928,0.5201468467712402,0.4933079481124878,0.14660614728927612,0.26091980934143066,0.31091248989105225
it,0.36714982986450195,0.6328473687171936,0.6251175999641418,0.17025980353355408,0.2379915565252304,0.3137463927268982,0.2280731052160263,0.5130809545516968,0.6251175999641418,0.0811343789100647,0.2775384485721588,0.25732165575027466
is,0.22544461488723755,1.0,0.5823672413825989,0.1987379640340805,0.22023797035217285,0.3211168646812439,0.19463805854320526,0.5394441485404968,0.5823672413825989,0.13827729225158691,0.24458536505699158,0.22961433231830597
technically,0.28440579771995544,0.31004077196121216,0.3016735911369324,0.09685682505369186,0.22796648740768433,0.23077356815338135,0.1105940118432045,0.21685348451137543,0.3016735911369324,0.17654159665107727,0.1765594184398651,0.2409483939409256
only,0.36590442061424255,0.44708555936813354,0.5497692227363586,0.16712190210819244,0.36074766516685486,0.3424082100391388,0.20099963247776031,0.42992329597473145,0.5497692227363586,0.2120114415884018,0.2652057409286499,0.2767370045185089
the,0.33890387415885925,0.5823672413825989,1.0,0.23044893145561218,0.3077615201473236,0.2746230661869049,0.2569316029548645,0.6662389636039734,1.0,0.16425088047981262,0.33604270219802856,0.22068053483963013
result,0.23323923349380493,0.19420543313026428,0.27778977155685425,0.09837570041418076,0.19996628165245056,0.2425222545862198,0.12366259843111038,0.25670310854911804,0.27778977155685425,0.11015705019235611,0.14416688680648804,0.17218433320522308
of,0.2480744868516922,0.4854315221309662,0.733189046382904,0.21466727554798126,0.25522494316101074,0.2511329650878906,0.27318787574768066,0.5696388483047485,0.733189046382904,0.20869752764701843,0.2828933000564575,0.1826142966747284
the,0.33890387415885925,0.5823672413825989,1.0,0.23044893145561218,0.3077615201473236,0.2746230661869049,0.2569316029548645,0.6662389636039734,1.0,0.16425088047981262,0.33604270219802856,0.22068053483963013
existence,0.19763115048408508,0.22892314195632935,0.3168535828590393,0.16314928233623505,0.36130815744400024,0.3508158028125763,0.3317166566848755,0.24601192772388458,0.3168535828590393,0.1279214322566986,0.22819003462791443,0.17803658545017242
of,0.2480744868516922,0.4854315221309662,0.733189046382904,0.21466727554798126,0.25522494316101074,0.2511329650878906,0.27318787574768066,0.5696388483047485,0.733189046382904,0.20869752764701843,0.2828933000564575,0.1826142966747284
a,0.29312583804130554,0.658733606338501,0.5829201340675354,0.20015431940555573,0.2458931803703308,0.2668837308883667,0.24464201927185059,0.539380669593811,0.5829201340675354,0.2630957067012787,0.22239887714385986,0.23916715383529663
finite,0.2837478220462799,0.30129143595695496,0.25951775908470154,0.28604456782341003,0.3050910234451294,0.41252607107162476,0.3483070731163025,0.25804632902145386,0.25951775908470154,0.327798992395401,0.14535687863826752,0.19618844985961914
set,0.2561637759208679,0.21148966252803802,0.2927955985069275,0.08372341096401215,0.1643872857093811,0.19834698736667633,0.21912464499473572,0.2663729190826416,0.2927955985069275,0.18833120167255402,0.17349648475646973,0.1698019951581955
of,0.2480744868516922,0.4854315221309662,0.733189046382904,0.21466727554798126,0.25522494316101074,0.2511329650878906,0.27318787574768066,0.5696388483047485,0.733189046382904,0.20869752764701843,0.2828933000564575,0.1826142966747284
electron,0.2726774513721466,0.2023618221282959,0.20653016865253448,0.3856496810913086,0.2298259735107422,0.33863145112991333,0.148639515042305,0.16054019331932068,0.20653016865253448,0.2403114289045334,0.07890219241380692,0.18293288350105286
states,0.20841296017169952,0.21939043700695038,0.3463578522205353,0.19566309452056885,0.27517086267471313,0.2109878659248352,0.23156902194023132,0.3977442979812622,0.3463578522205353,0.11072450876235962,0.2862738072872162,0.16272737085819244
.,0.3287222981452942,0.4569662809371948,0.5934505462646484,0.23922882974147797,0.21980206668376923,0.2155616134405136,0.19310235977172852,0.5591574311256409,0.5934505462646484,0.12266936898231506,0.3177160322666168,0.4130953550338745
