,which,doctor,who,show,was,cancelled,because,it,was,considered,racist,?
its,0.5154205560684204,0.13759362697601318,0.1326070874929428,0.2273027002811432,0.3518870174884796,0.24752111732959747,0.4357093274593353,0.5786119699478149,0.3518870174884796,0.30358725786209106,0.16654933989048004,0.15103481709957123
airing,0.22464780509471893,0.14536887407302856,0.11818944662809372,0.48867538571357727,0.22454959154129028,0.4149760901927948,0.15902380645275116,0.2806670069694519,0.22454959154129028,0.15302519500255585,0.12811900675296783,0.20769737660884857
of,0.5011631846427917,0.16895952820777893,0.2827862501144409,0.21383242309093475,0.4069072902202606,0.20235416293144226,0.4075504541397095,0.38761502504348755,0.4069072902202606,0.4190242290496826,0.16870425641536713,0.1826142966747284
the,0.6521818041801453,0.2820442318916321,0.3733934462070465,0.319829523563385,0.48711544275283813,0.2379130721092224,0.44596394896507263,0.6251175999641418,0.48711544275283813,0.4028765559196472,0.20829814672470093,0.22068053483963013
talons,0.28903672099113464,0.09918127208948135,0.22605161368846893,0.2010534405708313,0.20316797494888306,0.06592203676700592,0.2669796049594879,0.2747381627559662,0.20316797494888306,0.14549410343170166,0.12862859666347504,0.18084977567195892
of,0.5011631846427917,0.16895952820777893,0.2827862501144409,0.21383242309093475,0.4069072902202606,0.20235416293144226,0.4075504541397095,0.38761502504348755,0.4069072902202606,0.4190242290496826,0.16870425641536713,0.1826142966747284
weng-chiang,0.20151260495185852,0.1549185812473297,0.24558855593204498,0.19962239265441895,0.29484057426452637,0.1742946356534958,0.21322590112686157,0.1814453899860382,0.29484057426452637,0.1545276939868927,0.24597345292568207,0.21943016350269318
was,0.2830964922904968,0.19672659039497375,0.3318818509578705,0.20142383873462677,1.0000001192092896,0.37362921237945557,0.3841400742530823,0.4577186405658722,1.0000001192092896,0.384328156709671,0.25339484214782715,0.18412111699581146
cancelled,0.24496294558048248,0.18912015855312347,0.12617811560630798,0.3093855381011963,0.37362921237945557,1.0,0.34711799025535583,0.20654602348804474,0.37362921237945557,0.24682819843292236,0.2014002501964569,0.17645953595638275
as,0.41006597876548767,0.17422905564308167,0.3923053741455078,0.30768129229545593,0.3677520453929901,0.1710706353187561,0.42073941230773926,0.4461488723754883,0.3677520453929901,0.4031961262226105,0.2517501413822174,0.27043893933296204
