,which,team,was,suspended,from,the,mls,?
from,0.38755592703819275,0.21108146011829376,0.31171464920043945,0.21157051622867584,1.0,0.40150508284568787,0.2424127161502838,0.19969791173934937
2005,-0.03712547942996025,0.04374442994594574,0.11356307566165924,-0.12809954583644867,0.05479402095079422,0.037273142486810684,-0.02585429698228836,0.10709824413061142
to,0.5345056653022766,0.23889471590518951,0.3636345863342285,0.20259469747543335,0.4069952368736267,0.535392165184021,0.24310454726219177,0.29463258385658264
2014,-0.052017729729413986,0.030928557738661766,0.1446884423494339,0.028063615784049034,0.03188521787524223,0.059490643441677094,-0.060927219688892365,0.058127544820308685
",",0.3658004403114319,0.21287471055984497,0.45456063747406006,0.2427910715341568,0.39760664105415344,0.4933079481124878,0.280373752117157,0.31091248989105225
there,0.45256471633911133,0.10952657461166382,0.24909798800945282,0.15128810703754425,0.2965545952320099,0.47025805711746216,0.173579603433609,0.29405656456947327
were,0.2807837128639221,0.16634012758731842,0.590133786201477,0.18307673931121826,0.29991888999938965,0.3906462490558624,0.24188384413719177,0.17890112102031708
two,0.4674137234687805,0.19235610961914062,0.27166637778282166,0.24621769785881042,0.25732070207595825,0.43858039379119873,0.20656393468379974,0.19645625352859497
major,0.31470122933387756,0.14941072463989258,0.20676274597644806,0.06972397863864899,0.1417090892791748,0.31775903701782227,0.29729241132736206,0.19788557291030884
league,0.22541923820972443,0.49221307039260864,0.21425791084766388,0.18451479077339172,0.18873094022274017,0.2724147439002991,0.6085365414619446,0.15941482782363892
soccer,0.17569422721862793,0.42577049136161804,0.1641882061958313,0.09679576754570007,0.14841382205486298,0.1894586831331253,0.4891650080680847,0.10359424352645874
teams,0.22479400038719177,0.673422634601593,0.1698075383901596,0.23682276904582977,0.20888039469718933,0.3164927661418915,0.5787674784660339,0.11150168627500534
in,0.4840516746044159,0.18841172754764557,0.45514053106307983,0.20142072439193726,0.4274188280105591,0.6662389636039734,0.2699325680732727,0.20430970191955566
los,0.15805238485336304,0.22620324790477753,0.24467623233795166,0.12773746252059937,0.22446542978286743,0.2502395510673523,0.3519321382045746,0.15495611727237701
angeles,0.15751682221889496,0.2259282022714615,0.24987028539180756,0.14818763732910156,0.21691568195819855,0.24588194489479065,0.3629729449748993,0.16139166057109833
—,0.14832523465156555,0.12190139293670654,0.17802409827709198,0.08754201978445053,0.11657335609197617,0.20689499378204346,0.06432824581861496,0.23527392745018005
the,0.6521818041801453,0.22564226388931274,0.48711544275283813,0.28768354654312134,0.40150508284568787,1.0,0.3407278060913086,0.22068053483963013
la,0.17938022315502167,0.1659669727087021,0.1975202113389969,0.011674837209284306,0.1642850637435913,0.23999373614788055,0.1929781287908554,0.16701938211917877
galaxy,0.17225022614002228,0.19395066797733307,0.17159079015254974,0.059573862701654434,0.19713038206100464,0.21574880182743073,0.31046605110168457,0.2027440369129181
and,0.506277859210968,0.22394508123397827,0.3740963041782379,0.2007519155740738,0.3601827025413513,0.5171257257461548,0.2786332964897156,0.20544172823429108
chivas,0.19227571785449982,0.3221329152584076,0.21401271224021912,0.14735648036003113,0.18266482651233673,0.2529444992542267,0.43719547986984253,0.16370920836925507
usa,0.16373193264007568,0.18079157173633575,0.23334220051765442,0.17272059619426727,0.1627376228570938,0.18954607844352722,0.29572397470474243,0.18464894592761993
—,0.14832523465156555,0.12190139293670654,0.17802409827709198,0.08754201978445053,0.11657335609197617,0.20689499378204346,0.06432824581861496,0.23527392745018005
that,0.6894589066505432,0.17048367857933044,0.33670201897621155,0.3051503896713257,0.3477667272090912,0.5473989248275757,0.2525734007358551,0.32716336846351624
both,0.5140923857688904,0.17795604467391968,0.2990766167640686,0.19403257966041565,0.299375057220459,0.4931981563568115,0.23030085861682892,0.19455738365650177
played,0.17687860131263733,0.3707479238510132,0.3139837682247162,0.20551060140132904,0.15411217510700226,0.2603478729724884,0.34894853830337524,0.14096300303936005
at,0.3286694884300232,0.22562791407108307,0.36707764863967896,0.1644698828458786,0.3447161316871643,0.457212895154953,0.22841787338256836,0.21978627145290375
the,0.6521818041801453,0.22564226388931274,0.48711544275283813,0.28768354654312134,0.40150508284568787,1.0,0.3407278060913086,0.22068053483963013
stubhub,0.33020758628845215,0.23473884165287018,0.24993601441383362,0.22087350487709045,0.2185298353433609,0.28344836831092834,0.21865761280059814,0.4566129446029663
center,0.22164148092269897,0.19995826482772827,0.19517986476421356,0.08338843286037445,0.15257422626018524,0.29064592719078064,0.24094896018505096,0.12538520991802216
and,0.506277859210968,0.22394508123397827,0.3740963041782379,0.2007519155740738,0.3601827025413513,0.5171257257461548,0.2786332964897156,0.20544172823429108
were,0.2807837128639221,0.16634012758731842,0.590133786201477,0.18307673931121826,0.29991888999938965,0.3906462490558624,0.24188384413719177,0.17890112102031708
local,0.24027122557163239,0.1265953779220581,0.11715790629386902,0.05876191705465317,0.15869346261024475,0.2130540907382965,0.21695157885551453,0.15022775530815125
rivals,0.2069394737482071,0.24990616738796234,0.19527795910835266,0.18165183067321777,0.14316339790821075,0.22553907334804535,0.3347051441669464,0.10840261727571487
.,0.45942068099975586,0.26467522978782654,0.40146201848983765,0.20566484332084656,0.41536515951156616,0.5934505462646484,0.3145148456096649,0.4130953550338745
,which,team,was,suspended,from,the,mls,?
however,0.5545716285705566,0.1609768122434616,0.37327632308006287,0.27471402287483215,0.33656248450279236,0.49814513325691223,0.2520512640476227,0.2152075469493866
",",0.3658004403114319,0.21287471055984497,0.45456063747406006,0.2427910715341568,0.39760664105415344,0.4933079481124878,0.280373752117157,0.31091248989105225
chivas,0.19227571785449982,0.3221329152584076,0.21401271224021912,0.14735648036003113,0.18266482651233673,0.2529444992542267,0.43719547986984253,0.16370920836925507
were,0.2807837128639221,0.16634012758731842,0.590133786201477,0.18307673931121826,0.29991888999938965,0.3906462490558624,0.24188384413719177,0.17890112102031708
suspended,0.2886699140071869,0.1879577785730362,0.2645036280155182,0.9999998807907104,0.21157051622867584,0.28768354654312134,0.3248230218887329,0.13118882477283478
following,0.342348575592041,0.16239877045154572,0.16493390500545502,0.20278841257095337,0.2566845118999481,0.39779382944107056,0.14031943678855896,0.1555173695087433
the,0.6521818041801453,0.22564226388931274,0.48711544275283813,0.28768354654312134,0.40150508284568787,1.0,0.3407278060913086,0.22068053483963013
2014,-0.052017729729413986,0.030928557738661766,0.1446884423494339,0.028063615784049034,0.03188521787524223,0.059490643441677094,-0.060927219688892365,0.058127544820308685
mls,0.2647126317024231,0.4657246768474579,0.2340284287929535,0.3248230218887329,0.2424127161502838,0.3407278060913086,1.0000001192092896,0.17685566842556
season,0.20103639364242554,0.3451383709907532,0.24797968566417694,0.14996618032455444,0.16452011466026306,0.2507155239582062,0.45025619864463806,0.16793298721313477
",",0.3658004403114319,0.21287471055984497,0.45456063747406006,0.2427910715341568,0.39760664105415344,0.4933079481124878,0.280373752117157,0.31091248989105225
with,0.46403205394744873,0.21111343801021576,0.27411898970603943,0.18917925655841827,0.26272761821746826,0.4223487675189972,0.2434195727109909,0.2433311939239502
a,0.56894451379776,0.19125498831272125,0.4508470594882965,0.24709869921207428,0.322764128446579,0.5829201340675354,0.24448667466640472,0.23916715383529663
second,0.336174339056015,0.24546074867248535,0.3858029544353485,0.20481754839420319,0.222062349319458,0.4620301127433777,0.26627159118652344,0.17239587008953094
mls,0.2647126317024231,0.4657246768474579,0.2340284287929535,0.3248230218887329,0.2424127161502838,0.3407278060913086,1.0000001192092896,0.17685566842556
team,0.17144864797592163,1.0,0.13986483216285706,0.1879577785730362,0.21108146011829376,0.22564226388931274,0.4657246768474579,0.11243411153554916
scheduled,0.245613694190979,0.16974389553070068,0.28737300634384155,0.29727426171302795,0.21087168157100677,0.23960356414318085,0.2766115665435791,0.15473315119743347
to,0.5345056653022766,0.23889471590518951,0.3636345863342285,0.20259469747543335,0.4069952368736267,0.535392165184021,0.24310454726219177,0.29463258385658264
return,0.19066447019577026,0.20304961502552032,0.12940508127212524,0.1924380213022232,0.22240211069583893,0.2543797492980957,0.1500415951013565,0.14655634760856628
in,0.4840516746044159,0.18841172754764557,0.45514053106307983,0.20142072439193726,0.4274188280105591,0.6662389636039734,0.2699325680732727,0.20430970191955566
2018,0.07552410662174225,-0.03132686764001846,0.12911446392536163,-0.1151593029499054,0.12458593398332596,0.12160612642765045,-0.05309018865227699,0.003483723383396864
.,0.45942068099975586,0.26467522978782654,0.40146201848983765,0.20566484332084656,0.41536515951156616,0.5934505462646484,0.3145148456096649,0.4130953550338745
