,which,country,in,1985,signed,a,treaty,to,give,it,special,status,?
since,0.3523256182670593,0.2667653560638428,0.4325680434703827,0.05475963279604912,0.19497348368167877,0.3303585946559906,0.1804264634847641,0.3733763098716736,0.20900897681713104,0.39943817257881165,0.22352218627929688,0.28563088178634644,0.2876587212085724
its,0.5154205560684204,0.25601598620414734,0.3793783485889435,0.06320992857217789,0.06212868168950081,0.4424409866333008,0.19110316038131714,0.3691340684890747,0.2611789107322693,0.5786119699478149,0.20760555565357208,0.2974209785461426,0.15103481709957123
establishment,0.24264968931674957,0.3071315884590149,0.329694002866745,0.014536764472723007,0.20011788606643677,0.22452953457832336,0.2672562599182129,0.17847758531570435,0.15063022077083588,0.26412326097488403,0.10776212066411972,0.25617516040802,0.1661023646593094
",",0.3658004403114319,0.27878350019454956,0.5201468467712402,0.10430982708930969,0.2289608120918274,0.427140474319458,0.21270246803760529,0.44245919585227966,0.2844066619873047,0.48329564929008484,0.23880577087402344,0.2404196411371231,0.31091248989105225
more,0.4639437198638916,0.16735000908374786,0.32563260197639465,0.08264342695474625,0.1113482341170311,0.3452818691730499,0.10572541505098343,0.47084665298461914,0.36252525448799133,0.42550966143608093,0.22502544522285461,0.22206495702266693,0.27894994616508484
member,0.19141918420791626,0.19373685121536255,0.20856694877147675,0.13161014020442963,0.2071143239736557,0.24081070721149445,0.19731877744197845,0.19456195831298828,0.1335926353931427,0.14092883467674255,0.06658223271369934,0.15695522725582123,0.06826172769069672
states,0.27476921677589417,0.4065426290035248,0.3977442979812622,0.038269370794296265,0.20683830976486206,0.24708621203899384,0.25450411438941956,0.2828785181045532,0.205322727560997,0.3072223365306854,0.15814056992530823,0.16833530366420746,0.16272737085819244
have,0.49652695655822754,0.19540336728096008,0.36843645572662354,0.09661953151226044,0.14520083367824554,0.338716596364975,0.1485895961523056,0.4544740617275238,0.5053918957710266,0.40974161028862,0.28018882870674133,0.2677023112773895,0.32991164922714233
joined,0.18207672238349915,0.12077313661575317,0.29866936802864075,0.14565497636795044,0.3242088258266449,0.17133650183677673,0.15070517361164093,0.18175388872623444,0.07697703689336777,0.14989949762821198,0.1008201539516449,0.08857086300849915,0.06566751003265381
through,0.40321648120880127,0.17511385679244995,0.38533157110214233,0.058522287756204605,0.14316539466381073,0.3399752974510193,0.12379929423332214,0.4062686562538147,0.1682722121477127,0.3374522924423218,0.23151199519634247,0.1737929731607437,0.16913433372974396
a,0.56894451379776,0.20991116762161255,0.539380669593811,-0.020555194467306137,0.20831720530986786,1.0,0.14753150939941406,0.45503583550453186,0.3436131179332733,0.5452592968940735,0.31333932280540466,0.28739041090011597,0.23916715383529663
series,0.2484029233455658,0.12673962116241455,0.2914260923862457,0.02899695560336113,0.1181851327419281,0.23966510593891144,0.09390885382890701,0.19879554212093353,0.11990342289209366,0.20531252026557922,0.25486889481544495,0.07260439544916153,0.1709602326154709
of,0.5011631846427917,0.28866857290267944,0.5696388483047485,0.01818043366074562,0.19593118131160736,0.5052502155303955,0.2602092921733856,0.41548454761505127,0.33489471673965454,0.38761502504348755,0.27998968958854675,0.20139996707439423,0.1826142966747284
accession,0.2384404093027115,0.2615297734737396,0.17361333966255188,-0.0801604762673378,0.22177672386169434,0.16649934649467468,0.3524722456932068,0.2667621970176697,0.2222452461719513,0.14723919332027435,0.15496757626533508,0.21181036531925201,0.16196151077747345
treaties,0.2657000422477722,0.24195539951324463,0.2564578652381897,-0.009870562702417374,0.5182800889015198,0.1651960164308548,0.7044145464897156,0.30276235938072205,0.2913942337036133,0.22302496433258057,0.14852100610733032,0.28281131386756897,0.1693580597639084
",",0.3658004403114319,0.27878350019454956,0.5201468467712402,0.10430982708930969,0.2289608120918274,0.427140474319458,0.21270246803760529,0.44245919585227966,0.2844066619873047,0.48329564929008484,0.23880577087402344,0.2404196411371231,0.31091248989105225
