,how,many,granal,thylakoids,are,usually,in,each,granum,?
each,0.4183253347873688,0.35348209738731384,0.1094125434756279,0.24378159642219543,0.39730963110923767,0.5051930546760559,0.30816060304641724,1.0,0.14445307850837708,0.21173812448978424
granum,0.05469116196036339,0.16326723992824554,0.5447072982788086,0.5391599535942078,0.23105035722255707,0.22430214285850525,0.21588389575481415,0.14445307850837708,1.0000001192092896,0.1639762967824936
can,0.49246567487716675,0.4275496006011963,0.13707710802555084,0.3173975646495819,0.5408529043197632,0.5642885565757751,0.26527702808380127,0.4078707695007324,0.23039411008358002,0.3226337134838104
contain,0.2636528015136719,0.35166433453559875,0.21529513597488403,0.4001360535621643,0.5326977372169495,0.41762229800224304,0.23975171148777008,0.32025814056396484,0.3461621403694153,0.18853069841861725
anywhere,0.30472394824028015,0.329263836145401,0.09386008232831955,0.1841626614332199,0.3311838209629059,0.36483684182167053,0.27275100350379944,0.2733093500137329,0.1514492928981781,0.3225122392177582
from,0.22939439117908478,0.33099696040153503,0.23773060739040375,0.20657674968242645,0.2674213647842407,0.25971752405166626,0.4274188280105591,0.22863267362117767,0.20155349373817444,0.19969791173934937
two,0.2499001920223236,0.5147606730461121,0.23600998520851135,0.2831059694290161,0.46276170015335083,0.38732194900512695,0.36463531851768494,0.524709939956665,0.18902687728405,0.19645625352859497
to,0.44169697165489197,0.40243685245513916,0.18678000569343567,0.22895026206970215,0.3504326641559601,0.3824864327907562,0.45010748505592346,0.3941934108734131,0.12007792294025421,0.29463258385658264
a,0.29312583804130554,0.2872205972671509,0.19933781027793884,0.20871521532535553,0.265255331993103,0.46690207719802856,0.539380669593811,0.434999018907547,0.24780960381031036,0.23916715383529663
hundred,0.21416880190372467,0.4232117235660553,0.24170483648777008,0.21822291612625122,0.26920339465141296,0.23114433884620667,0.2835391163825989,0.27568772435188293,0.21693506836891174,0.17378053069114685
thylakoids,0.20636409521102905,0.25019171833992004,0.2560059130191803,1.0,0.4048384726047516,0.3138228952884674,0.19204016029834747,0.24378159642219543,0.5391599535942078,0.17522360384464264
",",0.22659391164779663,0.40610817074775696,0.28314316272735596,0.20282846689224243,0.4062570035457611,0.21946179866790771,0.5201468467712402,0.207483172416687,0.2648288607597351,0.31091248989105225
though,0.38766178488731384,0.4423123300075531,0.15493856370449066,0.26422807574272156,0.39827248454093933,0.3570004403591156,0.3193182945251465,0.2869780659675598,0.18325448036193848,0.3188856542110443
grana,0.10284479707479477,0.20680347084999084,0.7843918204307556,0.31276199221611023,0.1395915150642395,0.2002493441104889,0.14713047444820404,0.11594489961862564,0.609646201133728,0.1099926009774208
with,0.3525622487068176,0.35744401812553406,0.16846051812171936,0.20929807424545288,0.38996943831443787,0.3430865705013275,0.4080928862094879,0.4100050628185272,0.14687608182430267,0.2433311939239502
10–20,0.030890338122844696,0.012241222895681858,0.19301678240299225,0.27462419867515564,0.08672765642404556,0.032803088426589966,0.10418953001499176,0.0954267606139183,0.3628653585910797,0.24564044177532196
thylakoids,0.20636409521102905,0.25019171833992004,0.2560059130191803,1.0,0.4048384726047516,0.3138228952884674,0.19204016029834747,0.24378159642219543,0.5391599535942078,0.17522360384464264
are,0.311818927526474,0.5655534863471985,0.15239673852920532,0.4048384726047516,1.0,0.5635237097740173,0.3841303884983063,0.39730963110923767,0.23105035722255707,0.24591213464736938
most,0.311336874961853,0.6236066222190857,0.1565869003534317,0.2601475715637207,0.48698675632476807,0.4146766662597656,0.41416558623313904,0.2952626943588257,0.16271871328353882,0.2107497900724411
common,0.17140580713748932,0.3503221273422241,0.15344934165477753,0.2860751152038574,0.3463647663593292,0.45167773962020874,0.23149342834949493,0.2581201195716858,0.23786726593971252,0.20434872806072235
.,0.3287222981452942,0.3974229395389557,0.21629782021045685,0.20680563151836395,0.3452940285205841,0.28580138087272644,0.5591574311256409,0.31204065680503845,0.2534528076648712,0.4130953550338745
