,when,did,the,british,defeat,new,france,?
by,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.26707085967063904,0.22488872706890106,0.25394493341445923,0.22743742167949677,0.17966607213020325
the,0.5091903209686279,0.34736719727516174,1.0,0.28973397612571716,0.3182816207408905,0.3845241069793701,0.35517507791519165,0.22068053483963013
time,0.4363728165626526,0.3567926585674286,0.43061500787734985,0.18112073838710785,0.1998840719461441,0.2320125252008438,0.25373372435569763,0.27391523122787476
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.23701532185077667,0.2543899118900299,0.343457967042923,0.3265724182128906,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.28973397612571716,0.3182816207408905,0.3845241069793701,0.35517507791519165,0.22068053483963013
french,0.18820616602897644,0.1584041714668274,0.2555147111415863,0.43574923276901245,0.1973520815372467,0.1977054476737976,0.5492131114006042,0.1386883556842804
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.325880765914917,0.23815137147903442,0.31402453780174255,0.2925812005996704,0.20544172823429108
indian,0.13138654828071594,0.13855396211147308,0.23407642543315887,0.40101948380470276,0.093894362449646,0.14793221652507782,0.1593049019575119,0.09909533709287643
war,0.26339730620384216,0.27422013878822327,0.366199791431427,0.3060368299484253,0.3819405138492584,0.18623678386211395,0.2819103002548218,0.15510529279708862
(,0.2459595799446106,0.18979617953300476,0.33289089798927307,0.18040098249912262,0.1646120548248291,0.24608564376831055,0.16646498441696167,0.40561532974243164
the,0.5091903209686279,0.34736719727516174,1.0,0.28973397612571716,0.3182816207408905,0.3845241069793701,0.35517507791519165,0.22068053483963013
north,0.21003669500350952,0.16732536256313324,0.36298373341560364,0.2482547163963318,0.2314997911453247,0.24270093441009521,0.28069406747817993,0.11829731613397598
american,0.19090662896633148,0.21486236155033112,0.24562937021255493,0.4854423403739929,0.1487356275320053,0.24982258677482605,0.21813958883285522,0.18877598643302917
front,0.27138909697532654,0.16284920275211334,0.3733479380607605,0.10053136944770813,0.14352700114250183,0.20332641899585724,0.17091260850429535,0.16351862251758575
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.23701532185077667,0.2543899118900299,0.343457967042923,0.3265724182128906,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.28973397612571716,0.3182816207408905,0.3845241069793701,0.35517507791519165,0.22068053483963013
seven,0.1915208101272583,0.11491922289133072,0.28151169419288635,0.1707897186279297,0.14421454071998596,0.13715340197086334,0.226408913731575,0.1732930988073349
years,0.3409145474433899,0.2695724070072174,0.2912273406982422,0.17609497904777527,0.20378386974334717,0.20363415777683258,0.22875502705574036,0.1914375126361847
',0.2558356821537018,0.25488927960395813,0.474788099527359,0.1731228083372116,0.18721042573451996,0.23426499962806702,0.24158072471618652,0.330942302942276
war,0.26339730620384216,0.27422013878822327,0.366199791431427,0.3060368299484253,0.3819405138492584,0.18623678386211395,0.2819103002548218,0.15510529279708862
),0.2538422644138336,0.18584993481636047,0.3456730246543884,0.19181592762470245,0.15519148111343384,0.253329336643219,0.1968100666999817,0.42300865054130554
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.25734075903892517,0.2394917905330658,0.36073189973831177,0.28250643610954285,0.31091248989105225
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.1984395682811737,0.14495371282100677,0.3214259147644043,0.24802380800247192,0.23916715383529663
sizeable,0.2596726715564728,0.2122771441936493,0.3523431122303009,0.23675653338432312,0.16353049874305725,0.2592526376247406,0.1472356915473938,0.2089689075946808
population,0.19297641515731812,0.0652005523443222,0.32044094800949097,0.13639649748802185,0.159682035446167,0.14427055418491364,0.16930818557739258,0.14449454843997955
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.23701532185077667,0.2543899118900299,0.343457967042923,0.3265724182128906,0.1826142966747284
huguenot,0.19392696022987366,0.22897696495056152,0.29557526111602783,0.2909853458404541,0.29285871982574463,0.20695649087429047,0.44110438227653503,0.1359742432832718
descent,0.1846020221710205,0.21482253074645996,0.24708466231822968,0.12839755415916443,0.15698693692684174,0.15431471168994904,0.1356598287820816,0.1453588604927063
lived,0.19023022055625916,0.2549818158149719,0.2897515296936035,0.1647438257932663,0.15042340755462646,0.14580504596233368,0.213196262717247,0.1798510104417801
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.23084034025669098,0.2583656907081604,0.3758552670478821,0.3812309503555298,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.28973397612571716,0.3182816207408905,0.3845241069793701,0.35517507791519165,0.22068053483963013
british,0.1642608791589737,0.2039594054222107,0.28973397612571716,1.0,0.19880050420761108,0.19849099218845367,0.23781980574131012,0.09711728990077972
colonies,0.25325432419776917,0.23126882314682007,0.30451729893684387,0.3298065662384033,0.23084630072116852,0.30196696519851685,0.23200248181819916,0.07886616140604019
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.25734075903892517,0.2394917905330658,0.36073189973831177,0.28250643610954285,0.31091248989105225
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.325880765914917,0.23815137147903442,0.31402453780174255,0.2925812005996704,0.20544172823429108
many,0.36563900113105774,0.375588983297348,0.4335206151008606,0.23270447552204132,0.1703895628452301,0.2992318272590637,0.24514140188694,0.2124512493610382
participated,0.16636551916599274,0.2765139937400818,0.2627280354499817,0.15834487974643707,0.17582088708877563,0.14942176640033722,0.22856184840202332,0.11681767553091049
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.23084034025669098,0.2583656907081604,0.3758552670478821,0.3812309503555298,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.28973397612571716,0.3182816207408905,0.3845241069793701,0.35517507791519165,0.22068053483963013
british,0.1642608791589737,0.2039594054222107,0.28973397612571716,1.0,0.19880050420761108,0.19849099218845367,0.23781980574131012,0.09711728990077972
defeat,0.1783166080713272,0.20949682593345642,0.3182816207408905,0.19880050420761108,1.0000001192092896,0.18506266176700592,0.18801891803741455,0.12980464100837708
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.23701532185077667,0.2543899118900299,0.343457967042923,0.3265724182128906,0.1826142966747284
new,0.257220059633255,0.227974995970726,0.3845241069793701,0.19849099218845367,0.18506266176700592,0.9999999403953552,0.2269197404384613,0.14782847464084625
france,0.24438227713108063,0.2138325721025467,0.35517507791519165,0.23781980574131012,0.18801891803741455,0.2269197404384613,1.0000001192092896,0.15069349110126495
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.23084034025669098,0.2583656907081604,0.3758552670478821,0.3812309503555298,0.20430970191955566
