,what,did,frozen,subsoil,and,expanded,alpine,glaciers,begin,to,do,?
as,0.31749409437179565,0.3596470057964325,0.2356991171836853,0.2510180175304413,0.49487000703811646,0.2704225778579712,0.15438082814216614,0.1285734921693802,0.20308734476566315,0.42092081904411316,0.38329678773880005,0.27043893933296204
northwest,0.1776016652584076,0.1470927894115448,0.16019336879253387,0.26194992661476135,0.2169310748577118,0.2375297099351883,0.24635620415210724,0.305634468793869,0.09325383603572845,0.23084917664527893,0.07702979445457458,0.15228797495365143
europe,0.17179538309574127,0.22473940253257751,0.21831965446472168,0.24312712252140045,0.3463572859764099,0.24736705422401428,0.27138641476631165,0.2853260338306427,0.1559116691350937,0.24889446794986725,0.10433913767337799,0.18278923630714417
slowly,0.24897323548793793,0.22914165258407593,0.21436259150505066,0.32021564245224,0.31376901268959045,0.2857855558395386,0.1155683696269989,0.2500375509262085,0.3107425272464752,0.3484264612197876,0.20028173923492432,0.10119781643152237
began,0.1665823757648468,0.4415510594844818,0.12068509310483932,0.16287827491760254,0.3021392226219177,0.22012755274772644,0.10761376470327377,0.16222883760929108,0.49711355566978455,0.2731419503688812,0.18116621673107147,0.1370266228914261
to,0.455847829580307,0.4452643394470215,0.228252112865448,0.3119378387928009,0.48971283435821533,0.29032543301582336,0.19123923778533936,0.24148400127887726,0.33302420377731323,1.0,0.38876664638519287,0.29463258385658264
warm,0.23657123744487762,0.19726219773292542,0.36491668224334717,0.3592657446861267,0.277122437953949,0.18946473300457,0.27817556262016296,0.3474791347980499,0.19547928869724274,0.2900671064853668,0.19745780527591705,0.15442228317260742
up,0.28591108322143555,0.21613863110542297,0.22539295256137848,0.3051977753639221,0.4032393991947174,0.24764589965343475,0.15470218658447266,0.2257324606180191,0.25784939527511597,0.40375280380249023,0.26271459460258484,0.1819818764925003
from,0.2737620174884796,0.20248863101005554,0.21944983303546906,0.256181538105011,0.3601827025413513,0.16591379046440125,0.17628835141658783,0.19295866787433624,0.2698803246021271,0.4069952368736267,0.20424067974090576,0.19969791173934937
"22,000",0.08256843686103821,0.181458979845047,0.1591377854347229,-0.03454666957259178,0.23335061967372894,0.10479177534580231,0.11537625640630722,0.004382850136607885,0.108228400349617,0.17511361837387085,0.11462724208831787,0.12490357458591461
years,0.1981470286846161,0.2695724070072174,0.2161272168159485,0.16217146813869476,0.300204873085022,0.24936622381210327,0.15385769307613373,0.2400808334350586,0.23470360040664673,0.23891852796077728,0.180253803730011,0.1914375126361847
ago,0.30667418241500854,0.19972491264343262,0.2208782285451889,0.23791426420211792,0.21609124541282654,0.15138579905033112,0.15956644713878632,0.2995797395706177,0.12227606028318405,0.2610180675983429,0.21347029507160187,0.2202194780111313
onward,0.24643740057945251,0.16965600848197937,0.06451984494924545,0.18095874786376953,0.2675301730632782,0.29529866576194763,0.07586042582988739,0.14740510284900665,0.2065744549036026,0.2558649182319641,0.09215912967920303,0.16210342943668365
",",0.3087472915649414,0.3015086054801941,0.1955740749835968,0.2614598870277405,0.6633074283599854,0.3043839633464813,0.23049885034561157,0.22540724277496338,0.27304404973983765,0.44245919585227966,0.3283645510673523,0.31091248989105225
frozen,0.18542912602424622,0.17449045181274414,1.0000001192092896,0.34542709589004517,0.23835386335849762,0.19020894169807434,0.23671555519104004,0.4333774745464325,0.19508381187915802,0.228252112865448,0.17002926766872406,0.18648432195186615
subsoil,0.3087611794471741,0.19834502041339874,0.34542709589004517,0.9999999403953552,0.3179416060447693,0.2832653522491455,0.2887691855430603,0.4738486111164093,0.2627922594547272,0.3119378387928009,0.2974873483181,0.17902329564094543
and,0.31309178471565247,0.34479495882987976,0.23835386335849762,0.3179416060447693,1.0,0.27933889627456665,0.1990346759557724,0.2872290313243866,0.2599445581436157,0.48971283435821533,0.276123583316803,0.20544172823429108
expanded,0.2418898046016693,0.20851697027683258,0.19020894169807434,0.2832653522491455,0.27933889627456665,1.0000001192092896,0.06822279095649719,0.16105499863624573,0.2127988040447235,0.29032543301582336,0.21150538325309753,0.2124357968568802
alpine,0.08638320118188858,0.08868767321109772,0.23671555519104004,0.2887691855430603,0.1990346759557724,0.06822279095649719,1.0000001192092896,0.3995639979839325,0.11155498027801514,0.19123923778533936,0.1334017515182495,0.08546924591064453
glaciers,0.17894403636455536,0.11910835653543472,0.4333774745464325,0.4738486111164093,0.2872290313243866,0.16105499863624573,0.3995639979839325,1.0,0.11827731132507324,0.24148400127887726,0.15111903846263885,0.10289843380451202
began,0.1665823757648468,0.4415510594844818,0.12068509310483932,0.16287827491760254,0.3021392226219177,0.22012755274772644,0.10761376470327377,0.16222883760929108,0.49711355566978455,0.2731419503688812,0.18116621673107147,0.1370266228914261
to,0.455847829580307,0.4452643394470215,0.228252112865448,0.3119378387928009,0.48971283435821533,0.29032543301582336,0.19123923778533936,0.24148400127887726,0.33302420377731323,1.0,0.38876664638519287,0.29463258385658264
thaw,0.22899460792541504,0.22391070425510406,0.32024523615837097,0.3169822096824646,0.36093199253082275,0.18634501099586487,0.25923845171928406,0.27985769510269165,0.25665175914764404,0.2558284401893616,0.16826662421226501,0.19085456430912018
and,0.31309178471565247,0.34479495882987976,0.23835386335849762,0.3179416060447693,1.0,0.27933889627456665,0.1990346759557724,0.2872290313243866,0.2599445581436157,0.48971283435821533,0.276123583316803,0.20544172823429108
fall-winter,0.19767749309539795,0.17643408477306366,0.3760389983654022,0.276932030916214,0.32694879174232483,0.13144418597221375,0.4172098636627197,0.34788602590560913,0.30614131689071655,0.19569286704063416,0.17643128335475922,0.2182822972536087
snow,0.16016478836536407,0.16267284750938416,0.38187289237976074,0.31075146794319153,0.22931338846683502,0.04400740936398506,0.3581337332725525,0.39184433221817017,0.18298615515232086,0.21711038053035736,0.15299217402935028,0.1894082874059677
covers,0.19826510548591614,0.11353342235088348,0.1577570140361786,0.26568663120269775,0.29337576031684875,0.35332605242729187,0.196465402841568,0.31326279044151306,0.13740074634552002,0.24317483603954315,0.22095908224582672,0.1432708352804184
melted,0.1824219673871994,0.18913331627845764,0.47672393918037415,0.42087602615356445,0.2507132589817047,0.20496302843093872,0.2462053894996643,0.4477619230747223,0.1839282363653183,0.2628195583820343,0.12633013725280762,0.17059941589832306
in,0.30808621644973755,0.2593238651752472,0.21886096894741058,0.2900052070617676,0.4954058527946472,0.27289336919784546,0.26708051562309265,0.19720062613487244,0.2903634011745453,0.45010748505592346,0.23402775824069977,0.20430970191955566
spring,0.17833508551120758,0.15532095730304718,0.2392556220293045,0.23330946266651154,0.2709653973579407,0.12085498124361038,0.2887338399887085,0.27600550651550293,0.2904672622680664,0.21336959302425385,0.0898662731051445,0.06767474114894867
.,0.3567904531955719,0.35288307070732117,0.2703201472759247,0.2935585081577301,0.588965117931366,0.2730693221092224,0.22081153094768524,0.17769569158554077,0.24827922880649567,0.4645031690597534,0.3613996207714081,0.4130953550338745
