,who,was,bill,aiken,'s,adopted,mother,?
aken,0.2896546721458435,0.3103170096874237,0.1277153044939041,0.5275821089744568,-0.05771126225590706,0.26552024483680725,0.30489057302474976,0.1133575513958931
",",0.3365725874900818,0.45456063747406006,0.2472437173128128,0.36965376138687134,-0.0016132977325469255,0.19488979876041412,0.30403390526771545,0.31091248989105225
adopted,0.20269951224327087,0.31838172674179077,0.20363572239875793,0.20949074625968933,-0.03255033865571022,1.0,0.2633451521396637,0.14235380291938782
by,0.39727845788002014,0.4752357602119446,0.14073550701141357,0.2539764642715454,-0.010884488001465797,0.19986462593078613,0.192225381731987,0.17966607213020325
mexican,0.1769552379846573,0.1990915983915329,0.15673264861106873,0.13499142229557037,0.07464995235204697,0.18601468205451965,0.12925896048545837,0.12479566037654877
movie,0.2578212320804596,0.3245687186717987,0.19006465375423431,0.28890812397003174,0.0758422240614891,0.1254565566778183,0.26293322443962097,0.18408656120300293
actress,0.19982321560382843,0.24704307317733765,0.18095242977142334,0.3216431736946106,0.04003738611936569,0.160991832613945,0.34327030181884766,0.17259088158607483
lupe,0.16919495165348053,0.28171831369400024,0.2131408154964447,0.24947918951511383,0.03906189277768135,0.1612299382686615,0.2884973883628845,0.27270421385765076
mayorga,0.2027452439069748,0.23205165565013885,0.16476356983184814,0.276950865983963,-0.06331261247396469,0.13358566164970398,0.22173500061035156,0.15704236924648285
",",0.3365725874900818,0.45456063747406006,0.2472437173128128,0.36965376138687134,-0.0016132977325469255,0.19488979876041412,0.30403390526771545,0.31091248989105225
grew,0.1660533845424652,0.42560136318206787,0.16506175696849823,0.1799132227897644,-0.017871098592877388,0.2883988916873932,0.31974634528160095,0.05505307391285896
up,0.26056501269340515,0.24070115387439728,0.11568500101566315,0.16480471193790436,-0.08862818777561188,0.12443878501653671,0.2364654541015625,0.1819818764925003
in,0.2792111933231354,0.45514053106307983,0.1447519063949585,0.3374885022640228,-0.037580832839012146,0.22637200355529785,0.23971804976463318,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,0.24155211448669434,0.2515105605125427,-0.01540423184633255,0.23462533950805664,0.22516992688179016,0.22068053483963013
neighboring,0.1940939873456955,0.14384295046329498,0.12422308325767517,0.1393834352493286,-0.07093292474746704,0.20587727427482605,0.20393897593021393,0.05513705313205719
town,0.17440535128116608,0.26823142170906067,0.16428209841251373,0.20870588719844818,-0.0385698527097702,0.15441834926605225,0.2492000162601471,0.09902279824018478
of,0.2827862501144409,0.4069072902202606,0.17127205431461334,0.22838501632213593,-0.03817026689648628,0.25312307476997375,0.2170739620923996,0.1826142966747284
madera,0.18628816306591034,0.35698527097702026,0.20461368560791016,0.21854709088802338,-0.010485755279660225,0.1783181130886078,0.20630614459514618,0.20980103313922882
and,0.41279885172843933,0.3740963041782379,0.24696701765060425,0.2597801089286804,0.06895173341035843,0.18808485567569733,0.30062589049339294,0.20544172823429108
his,0.44966956973075867,0.4405253231525421,0.13156777620315552,0.30224910378456116,0.047556519508361816,0.29369762539863586,0.3978782892227173,0.18075084686279297
song,0.22163687646389008,0.2529676854610443,0.13931073248386383,0.2629229724407196,0.10946188867092133,0.15476562082767487,0.23942962288856506,0.20782215893268585
chronicled,0.23112273216247559,0.2811468839645386,0.12285579741001129,0.23668241500854492,-0.055648598819971085,0.14584606885910034,0.17155057191848755,0.15827608108520508
the,0.3733934462070465,0.48711544275283813,0.24155211448669434,0.2515105605125427,-0.01540423184633255,0.23462533950805664,0.22516992688179016,0.22068053483963013
hardships,0.3156231939792633,0.18430808186531067,0.13789775967597961,0.1852659434080124,0.0260335523635149,0.23979271948337555,0.20859941840171814,0.19167035818099976
faced,0.2300131767988205,0.3024119436740875,0.15402936935424805,0.18808896839618683,0.008464785292744637,0.20725230872631073,0.1417359858751297,0.12312540411949158
by,0.39727845788002014,0.4752357602119446,0.14073550701141357,0.2539764642715454,-0.010884488001465797,0.19986462593078613,0.192225381731987,0.17966607213020325
the,0.3733934462070465,0.48711544275283813,0.24155211448669434,0.2515105605125427,-0.01540423184633255,0.23462533950805664,0.22516992688179016,0.22068053483963013
migrant,0.29995977878570557,0.14733105897903442,0.06276962906122208,0.13613983988761902,0.006629246287047863,0.25846174359321594,0.24344958364963531,0.14371877908706665
farm,0.2780616879463196,0.21198812127113342,0.20429623126983643,0.2273245006799698,0.02783023752272129,0.13364706933498383,0.3239187002182007,0.1406853348016739
workers,0.2861219346523285,0.21813365817070007,0.1462121158838272,0.09967221319675446,0.08319782465696335,0.1829749196767807,0.17001622915267944,0.1706571877002716
he,0.5500732064247131,0.5410010814666748,0.1681041419506073,0.29932883381843567,0.024063590914011,0.23530453443527222,0.33828893303871155,0.2089974731206894
saw,0.3193628191947937,0.42132335901260376,0.1391555368900299,0.10905855149030685,0.04767860472202301,0.16994433104991913,0.1613679677248001,0.14690998196601868
as,0.3923053741455078,0.3677520453929901,0.20273667573928833,0.2450878769159317,-0.05775856226682663,0.23623986542224884,0.21466447412967682,0.27043893933296204
a,0.36608949303627014,0.4508470594882965,0.24716360867023468,0.30446457862854004,0.04866964742541313,0.2151722013950348,0.2082238644361496,0.23916715383529663
child,0.29989326000213623,0.2058766484260559,0.21890459954738617,0.24671794474124908,0.023338237777352333,0.2636837363243103,0.47879812121391296,0.1979578584432602
.,0.3541337847709656,0.40146201848983765,0.2289014607667923,0.3451724648475647,-0.003708066651597619,0.16039791703224182,0.27072274684906006,0.4130953550338745
