,when,was,the,colony,destroyed,?
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.20176295936107635,0.20851761102676392,0.23916715383529663
september,0.2483685463666916,0.4425655007362366,0.2516939043998718,0.16691267490386963,0.12582261860370636,0.2665146589279175
1565,0.03692576661705971,0.012534625828266144,0.04215703904628754,0.15703363716602325,-0.006651939824223518,0.04440884292125702
french,0.18820616602897644,0.2523815333843231,0.2555147111415863,0.2202957570552826,0.10440154373645782,0.1386883556842804
naval,0.21309620141983032,0.2173636257648468,0.25506526231765747,0.29337069392204285,0.22502471506595612,0.12642952799797058
attack,0.25451144576072693,0.22693441808223724,0.2508925497531891,0.1791325807571411,0.30653032660484314,0.126759335398674
against,0.32684949040412903,0.22972732782363892,0.3090755045413971,0.1159646287560463,0.22868287563323975,0.18095137178897858
the,0.5091903209686279,0.48711544275283813,1.0,0.2740810811519623,0.3403017520904541,0.22068053483963013
new,0.257220059633255,0.2748313844203949,0.3845241069793701,0.29187142848968506,0.18670117855072021,0.14782847464084625
spanish,0.16431941092014313,0.2310291975736618,0.23213517665863037,0.2641765773296356,0.1977592408657074,0.14750491082668304
colony,0.23867273330688477,0.25879696011543274,0.2740810811519623,1.0000001192092896,0.2089371383190155,0.13831071555614471
at,0.38876327872276306,0.36707764863967896,0.457212895154953,0.1879788488149643,0.21969105303287506,0.21978627145290375
st.,0.1389591246843338,0.17142929136753082,0.18141359090805054,0.05839838460087776,0.10991305112838745,0.13592876493930817
augustine,0.16202276945114136,0.25881102681159973,0.23652029037475586,0.20912116765975952,0.18812116980552673,0.21213193237781525
failed,0.277310311794281,0.32486093044281006,0.32787200808525085,0.1780746579170227,0.3054860234260559,0.16487033665180206
when,0.9999999403953552,0.37326499819755554,0.5091903209686279,0.23867273330688477,0.27850767970085144,0.22841128706932068
its,0.34032323956489563,0.3518870174884796,0.559237003326416,0.2156071662902832,0.25646665692329407,0.15103481709957123
ships,0.2804982364177704,0.21883714199066162,0.279244989156723,0.3487418293952942,0.3624889850616455,0.18477600812911987
were,0.29649975895881653,0.590133786201477,0.3906462490558624,0.25585371255874634,0.3411653935909271,0.17890112102031708
hit,0.30746638774871826,0.25608164072036743,0.2674407958984375,0.05281945317983627,0.3708741068840027,0.14460130035877228
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.13618241250514984,0.3162408173084259,0.17966607213020325
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.20176295936107635,0.20851761102676392,0.23916715383529663
hurricane,0.20776011049747467,0.22981327772140503,0.2275574505329132,0.1880410760641098,0.24130681157112122,0.16966365277767181
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.14955559372901917,0.22352316975593567,0.2714994251728058
their,0.3682888448238373,0.2396296262741089,0.516537070274353,0.22520534694194794,0.2043912559747696,0.1898253709077835
way,0.3943900763988495,0.2418399453163147,0.36217406392097473,0.1905459314584732,0.2143053263425827,0.31575819849967957
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.27651169896125793,0.16806039214134216,0.29463258385658264
the,0.5091903209686279,0.48711544275283813,1.0,0.2740810811519623,0.3403017520904541,0.22068053483963013
spanish,0.16431941092014313,0.2310291975736618,0.23213517665863037,0.2641765773296356,0.1977592408657074,0.14750491082668304
encampment,0.2286636233329773,0.2691105306148529,0.4293297827243805,0.28532978892326355,0.30831965804100037,0.1334431916475296
at,0.38876327872276306,0.36707764863967896,0.457212895154953,0.1879788488149643,0.21969105303287506,0.21978627145290375
fort,0.17408059537410736,0.30989983677864075,0.2420126497745514,0.29569774866104126,0.21192710101604462,0.15686731040477753
matanzas,0.1311945915222168,0.2168119102716446,0.27685442566871643,0.24015425145626068,0.3017442524433136,0.13861504197120667
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.23889021575450897,0.278834730386734,0.4130953550338745
