,how,has,this,debate,been,proven,?
some,0.4180530905723572,0.3587830364704132,0.5247883796691895,0.27517372369766235,0.42383694648742676,0.32969599962234497,0.2562315762042999
scientists,0.3038296401500702,0.2104426771402359,0.27928626537323,0.2653476595878601,0.262005090713501,0.3097849488258362,0.16597221791744232
argue,0.35433515906333923,0.1768852025270462,0.32538846135139465,0.433914452791214,0.20209060609340668,0.39719530940055847,0.32235559821128845
that,0.557814359664917,0.41272613406181335,0.6909449696540833,0.32586756348609924,0.4152003228664398,0.41694560647010803,0.32716336846351624
the,0.33890387415885925,0.4177538752555847,0.6274310946464539,0.2608932852745056,0.3563927710056305,0.19108618795871735,0.22068053483963013
rainforest,0.15943723917007446,0.24784816801548004,0.23467609286308289,0.19586652517318726,0.21264642477035522,0.16509266197681427,0.1917492002248764
was,0.16678167879581451,0.40313825011253357,0.3638818562030792,0.18574146926403046,0.518218457698822,0.18779028952121735,0.18412111699581146
reduced,0.17844697833061218,0.23560944199562073,0.2960662245750427,0.1770389825105667,0.2916971445083618,0.254922479391098,0.10234767943620682
to,0.44169697165489197,0.3619994819164276,0.5759071707725525,0.26563018560409546,0.34945759177207947,0.26366204023361206,0.29463258385658264
small,0.18460747599601746,0.28404343128204346,0.3319980800151825,0.1494799703359604,0.2548467516899109,0.13536329567432404,0.13914890587329865
",",0.22659391164779663,0.3734780251979828,0.4316047728061676,0.21539489924907684,0.34873589873313904,0.21999844908714294,0.31091248989105225
isolated,0.1606530398130417,0.18721428513526917,0.24782711267471313,0.14556226134300232,0.23177790641784668,0.21424825489521027,0.06718844920396805
refugia,0.13586348295211792,0.17740029096603394,0.27564921975135803,0.25589585304260254,0.20058855414390564,0.22356829047203064,0.24960477650165558
separated,0.11440233141183853,0.2169550210237503,0.23211796581745148,0.11368953436613083,0.1977786123752594,0.10104429721832275,0.0923643484711647
by,0.34370526671409607,0.3254803419113159,0.38438332080841064,0.11138360947370529,0.39107078313827515,0.2184140980243683,0.17966607213020325
open,0.17624881863594055,0.1912202537059784,0.2664765417575836,0.21677033603191376,0.19822217524051666,0.17004165053367615,0.20715104043483734
forest,0.07947511225938797,0.15236540138721466,0.18487237393856049,0.10923266410827637,0.16233566403388977,0.10993174463510513,0.1214437186717987
and,0.33647966384887695,0.43716782331466675,0.42353692650794983,0.21291287243366241,0.3424558639526367,0.21275773644447327,0.20544172823429108
grassland,0.10573108494281769,0.20792128145694733,0.19874624907970428,0.1959962397813797,0.25032177567481995,0.20541124045848846,0.12139919400215149
;,0.07230665534734726,0.05589579790830612,0.062140218913555145,-0.03856617584824562,0.09567742794752121,0.08451395481824875,0.10349778085947037
other,0.3591516315937042,0.3162766396999359,0.43044695258140564,0.21210603415966034,0.34575363993644714,0.2415943294763565,0.24682199954986572
scientists,0.3038296401500702,0.2104426771402359,0.27928626537323,0.2653476595878601,0.262005090713501,0.3097849488258362,0.16597221791744232
argue,0.35433515906333923,0.1768852025270462,0.32538846135139465,0.433914452791214,0.20209060609340668,0.39719530940055847,0.32235559821128845
that,0.557814359664917,0.41272613406181335,0.6909449696540833,0.32586756348609924,0.4152003228664398,0.41694560647010803,0.32716336846351624
the,0.33890387415885925,0.4177538752555847,0.6274310946464539,0.2608932852745056,0.3563927710056305,0.19108618795871735,0.22068053483963013
rainforest,0.15943723917007446,0.24784816801548004,0.23467609286308289,0.19586652517318726,0.21264642477035522,0.16509266197681427,0.1917492002248764
remained,0.09373094886541367,0.2368321418762207,0.17916160821914673,0.16516093909740448,0.3490808308124542,0.13082410395145416,0.08263323456048965
largely,0.1737520396709442,0.24962030351161957,0.3314266800880432,0.2235477715730667,0.3781958222389221,0.24232354760169983,0.08185246586799622
intact,0.21450431644916534,0.22434844076633453,0.3644437789916992,0.21495412290096283,0.2781512141227722,0.15488211810588837,0.1481182724237442
but,0.43101516366004944,0.41906601190567017,0.6141145825386047,0.2919037342071533,0.4365503787994385,0.40264347195625305,0.27921953797340393
extended,0.1505790501832962,0.21341989934444427,0.33037373423576355,0.12976045906543732,0.24288973212242126,0.2050546109676361,0.17568568885326385
less,0.3495950996875763,0.3121291995048523,0.4385764002799988,0.18618084490299225,0.28559476137161255,0.27680593729019165,0.22418740391731262
far,0.3041025996208191,0.32043179869651794,0.31589654088020325,0.14224442839622498,0.3423506021499634,0.24270278215408325,0.2170870453119278
to,0.44169697165489197,0.3619994819164276,0.5759071707725525,0.26563018560409546,0.34945759177207947,0.26366204023361206,0.29463258385658264
the,0.33890387415885925,0.4177538752555847,0.6274310946464539,0.2608932852745056,0.3563927710056305,0.19108618795871735,0.22068053483963013
north,0.12114071100950241,0.21093007922172546,0.21515107154846191,0.11217472702264786,0.1914411038160324,0.08202173560857773,0.11829731613397598
",",0.22659391164779663,0.3734780251979828,0.4316047728061676,0.21539489924907684,0.34873589873313904,0.21999844908714294,0.31091248989105225
