,what,do,the,words,kirinyaga,",",kirenyaa,",",and,kiinyaa,mean,?
the,0.42745697498321533,0.30239659547805786,1.0,0.29205581545829773,0.3211198151111603,0.4933079481124878,0.29938939213752747,0.4933079481124878,0.5171257257461548,0.21281899511814117,0.25977957248687744,0.22068053483963013
origin,0.20149369537830353,0.12417739629745483,0.24161343276500702,0.15470154583454132,0.22766683995723724,0.2943580448627472,0.24979595839977264,0.2943580448627472,0.18243800103664398,0.15759436786174774,0.18769370019435883,0.12716172635555267
of,0.33290785551071167,0.26150479912757874,0.733189046382904,0.26259833574295044,0.2812957465648651,0.4946078956127167,0.24880796670913696,0.4946078956127167,0.5116966962814331,0.1781250387430191,0.27551960945129395,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,1.0,0.29205581545829773,0.3211198151111603,0.4933079481124878,0.29938939213752747,0.4933079481124878,0.5171257257461548,0.21281899511814117,0.25977957248687744,0.22068053483963013
name,0.18623162806034088,0.13913856446743011,0.3171212375164032,0.30025023221969604,0.232883021235466,0.28145334124565125,0.26757901906967163,0.28145334124565125,0.21235932409763336,0.24336504936218262,0.22177204489707947,0.15381577610969543
kenya,0.18398970365524292,0.15771609544754028,0.21657514572143555,0.0658225417137146,0.49247968196868896,0.23432263731956482,0.5771231055259705,0.23432263731956482,0.20742860436439514,0.5419836640357971,0.09709504246711731,0.17197901010513306
is,0.28837618231773376,0.30895981192588806,0.5823672413825989,0.2681862413883209,0.2317603975534439,0.4691906273365021,0.2371354103088379,0.4691906273365021,0.3859752118587494,0.22486251592636108,0.3152560591697693,0.22961433231830597
not,0.5449194312095642,0.6619802713394165,0.4310511648654938,0.30803123116493225,0.13454990088939667,0.3769696354866028,0.2393822968006134,0.3769696354866028,0.39099299907684326,0.1105145812034607,0.38741493225097656,0.41942933201789856
clear,0.4239453375339508,0.26189738512039185,0.3209454417228699,0.2729487717151642,0.11872973293066025,0.2705954313278198,0.1938854604959488,0.2705954313278198,0.31630682945251465,0.08699136227369308,0.2788735032081604,0.2738020122051239
",",0.3087472915649414,0.3283645510673523,0.4933079481124878,0.2805471420288086,0.3079734742641449,1.0000001192092896,0.40186184644699097,1.0000001192092896,0.6633074283599854,0.3113677501678467,0.27540135383605957,0.31091248989105225
but,0.5029441118240356,0.4077886939048767,0.4859698414802551,0.3570670783519745,0.20977650582790375,0.48126736283302307,0.2965629994869232,0.48126736283302307,0.5762497186660767,0.1292257308959961,0.3689762353897095,0.27921953797340393
perhaps,0.45013323426246643,0.29761192202568054,0.35476016998291016,0.33714789152145386,0.15975543856620789,0.31868863105773926,0.16322317719459534,0.31868863105773926,0.3131580948829651,0.06780553609132767,0.3869011402130127,0.4211712181568146
linked,0.2771798372268677,0.27365005016326904,0.2907569110393524,0.335079550743103,0.06979797035455704,0.24692510068416595,0.12132679671049118,0.24692510068416595,0.2486010193824768,0.10316908359527588,0.21208231151103973,0.22991526126861572
to,0.455847829580307,0.38876664638519287,0.535392165184021,0.31468597054481506,0.25152716040611267,0.44245919585227966,0.2893729507923126,0.44245919585227966,0.48971283435821533,0.1632680743932724,0.2274881899356842,0.29463258385658264
the,0.42745697498321533,0.30239659547805786,1.0,0.29205581545829773,0.3211198151111603,0.4933079481124878,0.29938939213752747,0.4933079481124878,0.5171257257461548,0.21281899511814117,0.25977957248687744,0.22068053483963013
kikuyu,0.3048601448535919,0.1970154047012329,0.20955826342105865,0.3202363848686218,0.5539690256118774,0.25969502329826355,0.4957001209259033,0.25969502329826355,0.22282211482524872,0.6221606731414795,0.25055667757987976,0.28194350004196167
",",0.3087472915649414,0.3283645510673523,0.4933079481124878,0.2805471420288086,0.3079734742641449,1.0000001192092896,0.40186184644699097,1.0000001192092896,0.6633074283599854,0.3113677501678467,0.27540135383605957,0.31091248989105225
embu,0.18208955228328705,0.27692094445228577,0.23877893388271332,0.20034825801849365,0.41648393869400024,0.23162494599819183,0.33614811301231384,0.23162494599819183,0.16888192296028137,0.3451128900051117,0.1033429428935051,0.13698238134384155
and,0.31309178471565247,0.276123583316803,0.5171257257461548,0.26495280861854553,0.20709039270877838,0.6633074283599854,0.3093995153903961,0.6633074283599854,1.0,0.2024594396352768,0.22596950829029083,0.20544172823429108
kamba,0.15891312062740326,0.19164450466632843,0.23418016731739044,0.15959179401397705,0.49323952198028564,0.18695706129074097,0.35720309615135193,0.18695706129074097,0.13403531908988953,0.4495583474636078,0.08799652755260468,0.1672750860452652
words,0.3355468809604645,0.2403135895729065,0.29205581545829773,1.0000001192092896,0.20043660700321198,0.2805471420288086,0.239862322807312,0.2805471420288086,0.26495280861854553,0.18315857648849487,0.38631442189216614,0.27074310183525085
kirinyaga,0.18496562540531158,0.17952759563922882,0.3211198151111603,0.20043660700321198,1.0000001192092896,0.3079734742641449,0.7133480310440063,0.3079734742641449,0.20709039270877838,0.6846272945404053,0.136261984705925,0.18754957616329193
",",0.3087472915649414,0.3283645510673523,0.4933079481124878,0.2805471420288086,0.3079734742641449,1.0000001192092896,0.40186184644699097,1.0000001192092896,0.6633074283599854,0.3113677501678467,0.27540135383605957,0.31091248989105225
kirenyaa,0.2588686943054199,0.24429643154144287,0.29938939213752747,0.239862322807312,0.7133480310440063,0.40186184644699097,1.0,0.40186184644699097,0.3093995153903961,0.7000564932823181,0.19993165135383606,0.2883591055870056
and,0.31309178471565247,0.276123583316803,0.5171257257461548,0.26495280861854553,0.20709039270877838,0.6633074283599854,0.3093995153903961,0.6633074283599854,1.0,0.2024594396352768,0.22596950829029083,0.20544172823429108
kiinyaa,0.15027594566345215,0.14432498812675476,0.21281899511814117,0.18315857648849487,0.6846272945404053,0.3113677501678467,0.7000564932823181,0.3113677501678467,0.2024594396352768,0.9999999403953552,0.18332746624946594,0.22541527450084686
