,imperialism,is,most,often,associated,with,which,sovereignty,?
the,0.2716025412082672,0.5823672413825989,0.47635307908058167,0.38004449009895325,0.2742886245250702,0.4223487675189972,0.6521818041801453,0.26170846819877625,0.22068053483963013
principles,0.40416771173477173,0.15077199041843414,0.1892317533493042,0.22488069534301758,0.2029961198568344,0.21346530318260193,0.29144638776779175,0.3340090215206146,0.19203636050224304
of,0.29240643978118896,0.4854315221309662,0.4178851246833801,0.3351972997188568,0.3077163100242615,0.41827285289764404,0.5011631846427917,0.3126918375492096,0.1826142966747284
imperialism,1.0,0.13894762098789215,0.16553835570812225,0.239182248711586,0.15645097196102142,0.16891896724700928,0.22499221563339233,0.36330270767211914,0.14998586475849152
are,0.10887809097766876,0.5330929756164551,0.48698675632476807,0.5443448424339294,0.28055059909820557,0.38996943831443787,0.42922598123550415,0.1705687791109085,0.24591213464736938
often,0.239182248711586,0.3856629431247711,0.4833095073699951,1.0000001192092896,0.3631689250469208,0.41081544756889343,0.5498976707458496,0.12419882416725159,0.23748154938220978
generalizable,0.2851621210575104,0.29977506399154663,0.3825996518135071,0.3926706910133362,0.2857045829296112,0.2880403995513916,0.38756951689720154,0.22193631529808044,0.22920238971710205
to,0.21685542166233063,0.42745086550712585,0.321603000164032,0.4351843297481537,0.2648659348487854,0.4239959120750427,0.5345056653022766,0.18830232322216034,0.29463258385658264
the,0.2716025412082672,0.5823672413825989,0.47635307908058167,0.38004449009895325,0.2742886245250702,0.4223487675189972,0.6521818041801453,0.26170846819877625,0.22068053483963013
policies,0.41587334871292114,0.1406831294298172,0.2239653766155243,0.17830954492092133,0.19758737087249756,0.18950343132019043,0.23623785376548767,0.3577997088432312,0.2969106435775757
and,0.19073538482189178,0.3859752118587494,0.4309377074241638,0.42465832829475403,0.30157923698425293,0.5477725267410278,0.506277859210968,0.21673350036144257,0.20544172823429108
practices,0.32676568627357483,0.20705504715442657,0.2339564859867096,0.3522851765155792,0.24464020133018494,0.20011919736862183,0.2836618423461914,0.2680845856666565,0.18974241614341736
of,0.29240643978118896,0.4854315221309662,0.4178851246833801,0.3351972997188568,0.3077163100242615,0.41827285289764404,0.5011631846427917,0.3126918375492096,0.1826142966747284
the,0.2716025412082672,0.5823672413825989,0.47635307908058167,0.38004449009895325,0.2742886245250702,0.4223487675189972,0.6521818041801453,0.26170846819877625,0.22068053483963013
british,0.25555220246315,0.19484983384609222,0.1875709593296051,0.17364118993282318,0.1263081282377243,0.1637800633907318,0.2002234309911728,0.243081197142601,0.09711728990077972
empire,0.43987444043159485,0.18343110382556915,0.21014468371868134,0.16185666620731354,0.04907122626900673,0.16165103018283844,0.1975056380033493,0.38265255093574524,0.14909450709819794
``,0.050459738820791245,0.058766357600688934,0.08567854017019272,0.06302177906036377,0.019517168402671814,0.08974023163318634,0.05178012326359749,0.12683740258216858,0.0685480609536171
during,0.22659151256084442,0.2240111529827118,0.3715948462486267,0.32226666808128357,0.21692219376564026,0.28545209765434265,0.3590145409107208,0.17695114016532898,0.1325719803571701
the,0.2716025412082672,0.5823672413825989,0.47635307908058167,0.38004449009895325,0.2742886245250702,0.4223487675189972,0.6521818041801453,0.26170846819877625,0.22068053483963013
last,0.15945032238960266,0.2445172220468521,0.27070826292037964,0.1683156043291092,0.13924071192741394,0.1975114792585373,0.2768070101737976,0.18686752021312714,0.22371746599674225
generation,0.19520235061645508,0.1891886591911316,0.2290399968624115,0.14822328090667725,0.15280428528785706,0.17593884468078613,0.25979456305503845,0.12702158093452454,0.18250396847724915
",",0.2420617640018463,0.4691906273365021,0.3636029064655304,0.24139221012592316,0.27184680104255676,0.4120737314224243,0.3658004403114319,0.251213937997818,0.31091248989105225
and,0.19073538482189178,0.3859752118587494,0.4309377074241638,0.42465832829475403,0.30157923698425293,0.5477725267410278,0.506277859210968,0.21673350036144257,0.20544172823429108
proceeds,0.17376591265201569,0.17001838982105255,0.09696798771619797,0.1660018414258957,0.13609476387500763,0.1753033697605133,0.2962324917316437,0.15528810024261475,0.1611890345811844
rather,0.17639431357383728,0.2886356711387634,0.33057838678359985,0.45203232765197754,0.2801123559474945,0.30638226866722107,0.45570456981658936,0.1574680358171463,0.3053998053073883
by,0.21250218152999878,0.3899846076965332,0.270847886800766,0.32333052158355713,0.20962266623973846,0.39731505513191223,0.40543368458747864,0.07263556867837906,0.17966607213020325
diagnosis,0.15409213304519653,0.2326635867357254,0.21130378544330597,0.1901818811893463,0.20522183179855347,0.22351442277431488,0.25274211168289185,0.16288641095161438,0.24244338274002075
than,0.11004522442817688,0.2839990258216858,0.42108985781669617,0.383069783449173,0.2243918776512146,0.3028803765773773,0.3974681496620178,0.13210846483707428,0.24917294085025787
by,0.21250218152999878,0.3899846076965332,0.270847886800766,0.32333052158355713,0.20962266623973846,0.39731505513191223,0.40543368458747864,0.07263556867837906,0.17966607213020325
historical,0.2598000168800354,0.23039913177490234,0.23410455882549286,0.1920945793390274,0.1740935742855072,0.14475785195827484,0.2430531233549118,0.27692583203315735,0.1665111482143402
description,0.206891730427742,0.262004554271698,0.23154452443122864,0.2613883316516876,0.17683012783527374,0.2534279227256775,0.349500447511673,0.18749545514583588,0.23225292563438416
'',-0.013202380388975143,0.0793738141655922,0.01990530639886856,0.03212470933794975,0.08694363385438919,0.07907696813344955,-0.03332270681858063,0.09629162400960922,0.018684765323996544
.,0.22279119491577148,0.4569662809371948,0.35404038429260254,0.30710849165916443,0.2184346318244934,0.4446153938770294,0.45942068099975586,0.1759900003671646,0.4130953550338745
,imperialism,is,most,often,associated,with,which,sovereignty,?
british,0.25555220246315,0.19484983384609222,0.1875709593296051,0.17364118993282318,0.1263081282377243,0.1637800633907318,0.2002234309911728,0.243081197142601,0.09711728990077972
imperialism,1.0,0.13894762098789215,0.16553835570812225,0.239182248711586,0.15645097196102142,0.16891896724700928,0.22499221563339233,0.36330270767211914,0.14998586475849152
often,0.239182248711586,0.3856629431247711,0.4833095073699951,1.0000001192092896,0.3631689250469208,0.41081544756889343,0.5498976707458496,0.12419882416725159,0.23748154938220978
used,0.19512230157852173,0.3288823366165161,0.306323766708374,0.521835446357727,0.3205183446407318,0.3047430217266083,0.414506196975708,0.08414685726165771,0.22430120408535004
the,0.2716025412082672,0.5823672413825989,0.47635307908058167,0.38004449009895325,0.2742886245250702,0.4223487675189972,0.6521818041801453,0.26170846819877625,0.22068053483963013
concept,0.33503660559654236,0.2750450372695923,0.283907949924469,0.3037683069705963,0.21050496399402618,0.16215780377388,0.33416232466697693,0.265107125043869,0.17160645127296448
of,0.29240643978118896,0.4854315221309662,0.4178851246833801,0.3351972997188568,0.3077163100242615,0.41827285289764404,0.5011631846427917,0.3126918375492096,0.1826142966747284
terra,0.18133176863193512,0.1469227522611618,0.0838342010974884,0.1803015172481537,0.09101413935422897,0.13489441573619843,0.19137586653232574,0.15892387926578522,0.15037380158901215
nullius,0.25395190715789795,0.17069950699806213,0.11246263235807419,0.20121826231479645,0.048033490777015686,0.10835780203342438,0.22572249174118042,0.3430117964744568,0.23118853569030762
(,0.19792230427265167,0.35393038392066956,0.20654040575027466,0.1375083178281784,0.22233878076076508,0.29503780603408813,0.2589828372001648,0.18641901016235352,0.40561532974243164
latin,0.2174939662218094,0.1937478482723236,0.22093720734119415,0.16959574818611145,0.15311576426029205,0.1448865532875061,0.2694929540157318,0.14502817392349243,0.1303461492061615
expression,0.3259335458278656,0.24893754720687866,0.16517126560211182,0.32560744881629944,0.2886156439781189,0.20555126667022705,0.3366905152797699,0.23485754430294037,0.17946012318134308
which,0.22499221563339233,0.4457404911518097,0.4637843072414398,0.5498976707458496,0.3083685338497162,0.46403205394744873,1.0,0.21788984537124634,0.25814583897590637
stems,0.1661623865365982,0.2551526129245758,0.20348748564720154,0.3119248151779175,0.20265603065490723,0.19137558341026306,0.3012618124485016,0.23193742334842682,0.15304353833198547
from,0.16361792385578156,0.27355384826660156,0.28580769896507263,0.2687282860279083,0.18464983999729156,0.26272761821746826,0.38755592703819275,0.2128349095582962,0.19969791173934937
roman,0.30350908637046814,0.16690842807292938,0.16993103921413422,0.19209200143814087,0.11433115601539612,0.16514341533184052,0.2057887464761734,0.24880018830299377,0.1663191318511963
law,0.28739795088768005,0.18597714602947235,0.10736433416604996,0.17538830637931824,0.11404020339250565,0.12950056791305542,0.20205146074295044,0.33756914734840393,0.1528988480567932
meaning,0.2165427953004837,0.32422322034835815,0.19144481420516968,0.33570390939712524,0.21934565901756287,0.19229766726493835,0.3784721791744232,0.26335516571998596,0.20420892536640167
'empty,0.10144717991352081,0.15639711916446686,0.03079046495258808,0.14566075801849365,0.11988380551338196,0.13042254745960236,0.21882912516593933,0.12257236987352371,0.2481113076210022
land,0.2086302489042282,0.22457899153232574,0.21697302162647247,0.2129562497138977,0.09292344003915787,0.16657854616641998,0.2834632992744446,0.3172779679298401,0.1432059109210968
',0.20477434992790222,0.5508411526679993,0.2361016869544983,0.1954335719347,0.2085750848054886,0.2546919286251068,0.32852497696876526,0.16204430162906647,0.330942302942276
),0.2044532299041748,0.37732169032096863,0.23620007932186127,0.16039077937602997,0.22068600356578827,0.3069596290588379,0.2758678197860718,0.1967906355857849,0.42300865054130554
.,0.22279119491577148,0.4569662809371948,0.35404038429260254,0.30710849165916443,0.2184346318244934,0.4446153938770294,0.45942068099975586,0.1759900003671646,0.4130953550338745
