,when,the,law,is,a,direct,target,of,the,protest,",",what,is,this,called,?
courts,0.19352199137210846,0.2453746348619461,0.4104453921318054,0.19366668164730072,0.23228667676448822,0.1371510773897171,0.14606446027755737,0.24972429871559143,0.2453746348619461,0.21064509451389313,0.21853886544704437,0.22651629149913788,0.19366668164730072,0.20042076706886292,0.24259218573570251,0.17759139835834503
have,0.40555819869041443,0.40389683842658997,0.18623127043247223,0.3613572418689728,0.338716596364975,0.2788701355457306,0.21900925040245056,0.3802283704280853,0.40389683842658997,0.1995134800672531,0.3541618287563324,0.39808809757232666,0.3613572418689728,0.4660032093524933,0.34887513518333435,0.32991164922714233
distinguished,0.1204124167561531,0.23548999428749084,0.202377051115036,0.14144428074359894,0.21404969692230225,0.22203552722930908,0.11190703511238098,0.2957158386707306,0.23548999428749084,0.0705762580037117,0.2457086145877838,0.1610289216041565,0.14144428074359894,0.19293996691703796,0.2561506927013397,0.08062640577554703
between,0.38258615136146545,0.39067012071609497,0.15484747290611267,0.26809602975845337,0.29385313391685486,0.2785438895225525,0.08024197816848755,0.3737983703613281,0.39067012071609497,0.11805763095617294,0.27714940905570984,0.2462156116962433,0.26809602975845337,0.29040461778640747,0.33096179366111755,0.12887074053287506
two,0.3743424117565155,0.43858039379119873,0.18560174107551575,0.2315155267715454,0.3289857804775238,0.20330843329429626,0.13775312900543213,0.37726253271102905,0.43858039379119873,0.17177730798721313,0.35859420895576477,0.23363454639911652,0.2315155267715454,0.33004114031791687,0.3555888831615448,0.19645625352859497
types,0.20293046534061432,0.23509301245212555,0.10360459983348846,0.21496213972568512,0.27099108695983887,0.2186329960823059,0.18606173992156982,0.2447618544101715,0.23509301245212555,0.07668951898813248,0.24108222126960754,0.25706279277801514,0.21496213972568512,0.31008610129356384,0.3257555365562439,0.1285012811422348
of,0.3757161796092987,0.733189046382904,0.2816956341266632,0.4854315221309662,0.5052502155303955,0.2533726394176483,0.15346646308898926,1.0,0.733189046382904,0.24564224481582642,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.45148900151252747,0.4222904443740845,0.1826142966747284
civil,0.14899945259094238,0.2477465271949768,0.31305259466171265,0.16941262781620026,0.21693918108940125,0.09565252810716629,0.02057228423655033,0.24698495864868164,0.2477465271949768,0.29364001750946045,0.24795588850975037,0.15091551840305328,0.16941262781620026,0.24196121096611023,0.1720334142446518,0.1494513899087906
disobedience,0.2761690020561218,0.30963727831840515,0.3980846405029297,0.21453623473644257,0.25352153182029724,0.209270641207695,0.17560319602489471,0.31932318210601807,0.30963727831840515,0.5334797501564026,0.2878543734550476,0.3298627436161041,0.21453623473644257,0.3574272096157074,0.2320696860551834,0.19890835881233215
:,-0.04432349652051926,-0.03403344005346298,-0.0783696174621582,-0.07222653180360794,-0.0007584693375974894,-0.10920419543981552,-0.06634646654129028,-0.08807745575904846,-0.03403344005346298,-0.09381874650716782,-0.004729332868009806,-0.12022944539785385,-0.07222653180360794,-0.12672492861747742,-0.08732113987207413,-0.07156077772378922
``,0.07174111902713776,0.029072100296616554,0.005725041963160038,0.058766357600688934,0.07272057235240936,0.012828195467591286,0.08777360618114471,0.06780257821083069,0.029072100296616554,-0.009539873339235783,0.09681109338998795,0.008517155423760414,0.058766357600688934,0.09380315989255905,0.00907047651708126,0.0685480609536171
indirect,0.21041548252105713,0.29687994718551636,0.23277056217193604,0.23689647018909454,0.2769288420677185,0.7360121607780457,0.3071238398551941,0.3016951382160187,0.29687994718551636,0.15539592504501343,0.19981689751148224,0.27479690313339233,0.23689647018909454,0.3557494282722473,0.21927595138549805,0.20991046726703644
civil,0.14899945259094238,0.2477465271949768,0.31305259466171265,0.16941262781620026,0.21693918108940125,0.09565252810716629,0.02057228423655033,0.24698495864868164,0.2477465271949768,0.29364001750946045,0.24795588850975037,0.15091551840305328,0.16941262781620026,0.24196121096611023,0.1720334142446518,0.1494513899087906
disobedience,0.2761690020561218,0.30963727831840515,0.3980846405029297,0.21453623473644257,0.25352153182029724,0.209270641207695,0.17560319602489471,0.31932318210601807,0.30963727831840515,0.5334797501564026,0.2878543734550476,0.3298627436161041,0.21453623473644257,0.3574272096157074,0.2320696860551834,0.19890835881233215
involves,0.24037893116474152,0.25744810700416565,0.1587483286857605,0.33874383568763733,0.35207560658454895,0.3084898591041565,0.22144973278045654,0.32495999336242676,0.25744810700416565,0.1348268687725067,0.2186070829629898,0.2138185203075409,0.33874383568763733,0.2900838553905487,0.3493511378765106,0.14038428664207458
violating,0.2667270004749298,0.22521525621414185,0.37447673082351685,0.17535355687141418,0.18792375922203064,0.2014613300561905,0.24619069695472717,0.23101533949375153,0.22521525621414185,0.37129250168800354,0.25496706366539,0.3121029734611511,0.17535355687141418,0.29375001788139343,0.12547644972801208,0.29518213868141174
a,0.44397395849227905,0.5829201340675354,0.2212858349084854,0.658733606338501,1.0,0.27544090151786804,0.1994335651397705,0.5052502155303955,0.5829201340675354,0.25490954518318176,0.427140474319458,0.3320399522781372,0.658733606338501,0.5422310829162598,0.4868806302547455,0.23916715383529663
law,0.2062477022409439,0.24548950791358948,1.0000001192092896,0.18597714602947235,0.2212858349084854,0.22744078934192657,0.1346689760684967,0.2816956341266632,0.24548950791358948,0.2895473539829254,0.24953721463680267,0.2145031988620758,0.18597714602947235,0.1943822205066681,0.20824196934700012,0.1528988480567932
which,0.572554349899292,0.6521818041801453,0.20205146074295044,0.4457404911518097,0.56894451379776,0.3581477105617523,0.2972763478755951,0.5011631846427917,0.6521818041801453,0.20171445608139038,0.3658004403114319,0.5261979103088379,0.4457404911518097,0.6719430088996887,0.5573342442512512,0.25814583897590637
is,0.3471449911594391,0.5823672413825989,0.18597714602947235,1.0,0.658733606338501,0.20874382555484772,0.1898431032896042,0.4854315221309662,0.5823672413825989,0.16113008558750153,0.4691906273365021,0.28837618231773376,1.0,0.480927973985672,0.430266410112381,0.22961433231830597
not,0.4799930453300476,0.4310511648654938,0.2588513493537903,0.3776007890701294,0.3791346549987793,0.26088273525238037,0.27354881167411804,0.3307090103626251,0.4310511648654938,0.227195143699646,0.3769696354866028,0.5449194312095642,0.3776007890701294,0.557635486125946,0.324552983045578,0.41942933201789856
",",0.36674630641937256,0.4933079481124878,0.24953721463680267,0.4691906273365021,0.427140474319458,0.20868940651416779,0.19288919866085052,0.4946078956127167,0.4933079481124878,0.2963520884513855,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4316047728061676,0.26549121737480164,0.31091248989105225
itself,0.36853712797164917,0.45971640944480896,0.13593854010105133,0.3638126254081726,0.4065200984477997,0.2767527103424072,0.27302321791648865,0.3157202899456024,0.45971640944480896,0.17691704630851746,0.2783147692680359,0.3625122308731079,0.3638126254081726,0.4648144245147705,0.3616667687892914,0.17933900654315948
",",0.36674630641937256,0.4933079481124878,0.24953721463680267,0.4691906273365021,0.427140474319458,0.20868940651416779,0.19288919866085052,0.4946078956127167,0.4933079481124878,0.2963520884513855,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4316047728061676,0.26549121737480164,0.31091248989105225
the,0.5091903209686279,1.0,0.24548950791358948,0.5823672413825989,0.5829201340675354,0.3262479901313782,0.25054478645324707,0.733189046382904,1.0,0.25126034021377563,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.6274310946464539,0.489897221326828,0.22068053483963013
object,0.25062185525894165,0.22418850660324097,0.17799732089042664,0.30146875977516174,0.3271922171115875,0.24872982501983643,0.34146493673324585,0.1993778944015503,0.22418850660324097,0.17677153646945953,0.149229496717453,0.25733083486557007,0.30146875977516174,0.3117026686668396,0.18830756843090057,0.19573666155338287
of,0.3757161796092987,0.733189046382904,0.2816956341266632,0.4854315221309662,0.5052502155303955,0.2533726394176483,0.15346646308898926,1.0,0.733189046382904,0.24564224481582642,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.45148900151252747,0.4222904443740845,0.1826142966747284
protest,0.1924060732126236,0.25126034021377563,0.2895473539829254,0.16113008558750153,0.25490954518318176,0.11720093339681625,0.1281072199344635,0.24564224481582642,0.25126034021377563,0.9999998807907104,0.2963520884513855,0.20248152315616608,0.16113008558750153,0.26792335510253906,0.18736189603805542,0.1878921240568161
",",0.36674630641937256,0.4933079481124878,0.24953721463680267,0.4691906273365021,0.427140474319458,0.20868940651416779,0.19288919866085052,0.4946078956127167,0.4933079481124878,0.2963520884513855,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.4316047728061676,0.26549121737480164,0.31091248989105225
whereas,0.3520212769508362,0.3696324825286865,0.23232196271419525,0.2756590247154236,0.27881526947021484,0.3120401203632355,0.26373934745788574,0.34012725949287415,0.3696324825286865,0.1541115790605545,0.27006796002388,0.32338035106658936,0.2756590247154236,0.3540841341018677,0.31903108954429626,0.1950923502445221
direct,0.24394018948078156,0.3262479901313782,0.22744078934192657,0.20874382555484772,0.27544090151786804,1.0,0.264008104801178,0.2533726394176483,0.3262479901313782,0.11720093339681625,0.20868940651416779,0.26271191239356995,0.20874382555484772,0.3898404538631439,0.22859473526477814,0.18476411700248718
civil,0.14899945259094238,0.2477465271949768,0.31305259466171265,0.16941262781620026,0.21693918108940125,0.09565252810716629,0.02057228423655033,0.24698495864868164,0.2477465271949768,0.29364001750946045,0.24795588850975037,0.15091551840305328,0.16941262781620026,0.24196121096611023,0.1720334142446518,0.1494513899087906
disobedience,0.2761690020561218,0.30963727831840515,0.3980846405029297,0.21453623473644257,0.25352153182029724,0.209270641207695,0.17560319602489471,0.31932318210601807,0.30963727831840515,0.5334797501564026,0.2878543734550476,0.3298627436161041,0.21453623473644257,0.3574272096157074,0.2320696860551834,0.19890835881233215
involves,0.24037893116474152,0.25744810700416565,0.1587483286857605,0.33874383568763733,0.35207560658454895,0.3084898591041565,0.22144973278045654,0.32495999336242676,0.25744810700416565,0.1348268687725067,0.2186070829629898,0.2138185203075409,0.33874383568763733,0.2900838553905487,0.3493511378765106,0.14038428664207458
protesting,0.28598475456237793,0.30172768235206604,0.33029448986053467,0.16472825407981873,0.2591511309146881,0.13583338260650635,0.1767972856760025,0.31025201082229614,0.30172768235206604,0.8452185988426208,0.3004133105278015,0.24315145611763,0.16472825407981873,0.2969307601451874,0.2393864095211029,0.19058556854724884
the,0.5091903209686279,1.0,0.24548950791358948,0.5823672413825989,0.5829201340675354,0.3262479901313782,0.25054478645324707,0.733189046382904,1.0,0.25126034021377563,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.6274310946464539,0.489897221326828,0.22068053483963013
existence,0.1914508193731308,0.3168535828590393,0.12821553647518158,0.22892314195632935,0.2136906236410141,0.18056462705135345,0.12502232193946838,0.28272730112075806,0.3168535828590393,0.10684828460216522,0.21917741000652313,0.28166496753692627,0.22892314195632935,0.3468542993068695,0.18354812264442444,0.17803658545017242
of,0.3757161796092987,0.733189046382904,0.2816956341266632,0.4854315221309662,0.5052502155303955,0.2533726394176483,0.15346646308898926,1.0,0.733189046382904,0.24564224481582642,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.45148900151252747,0.4222904443740845,0.1826142966747284
a,0.44397395849227905,0.5829201340675354,0.2212858349084854,0.658733606338501,1.0,0.27544090151786804,0.1994335651397705,0.5052502155303955,0.5829201340675354,0.25490954518318176,0.427140474319458,0.3320399522781372,0.658733606338501,0.5422310829162598,0.4868806302547455,0.23916715383529663
particular,0.33299341797828674,0.4066357910633087,0.18847595155239105,0.3500361442565918,0.439316987991333,0.30126556754112244,0.2942293882369995,0.3490585684776306,0.4066357910633087,0.1777876764535904,0.2547086179256439,0.4548671245574951,0.3500361442565918,0.5465453863143921,0.3039364814758301,0.2741454839706421
law,0.2062477022409439,0.24548950791358948,1.0000001192092896,0.18597714602947235,0.2212858349084854,0.22744078934192657,0.1346689760684967,0.2816956341266632,0.24548950791358948,0.2895473539829254,0.24953721463680267,0.2145031988620758,0.18597714602947235,0.1943822205066681,0.20824196934700012,0.1528988480567932
by,0.4376842677593231,0.4408751428127289,0.1977037936449051,0.3899846076965332,0.32094135880470276,0.33004793524742126,0.19127096235752106,0.3646814823150635,0.4408751428127289,0.20389297604560852,0.3680937886238098,0.2455483376979828,0.3899846076965332,0.38438332080841064,0.3092815577983856,0.17966607213020325
breaking,0.2976195812225342,0.33078882098197937,0.21749623119831085,0.18105864524841309,0.22045902907848358,0.2029847949743271,0.1534213423728943,0.2451951652765274,0.33078882098197937,0.23613499104976654,0.2721969485282898,0.2832198143005371,0.18105864524841309,0.3081069886684418,0.23848547041416168,0.16709092259407043
that,0.5860282182693481,0.5473989248275757,0.23277728259563446,0.3995479643344879,0.47537946701049805,0.3302111029624939,0.21144841611385345,0.41498205065727234,0.5473989248275757,0.2501324415206909,0.4137537479400635,0.6297725439071655,0.3995479643344879,0.6909449696540833,0.41604554653167725,0.32716336846351624
